,dates,aus0288-0000,aus0288-0001,aus0288-0002,aus0288-0003,aus0288-0004,aus0288-0005,aus0288-0006,aus0288-0007,aus0288-0008,aus0288-0009,aus0288-0010,aus0288-0011,aus0288-0012,aus0288-0013,aus0288-0014,aus0288-0015,aus0288-0016,aus0288-0017,aus0288-0018,aus0288-0019,aus0288-0020,aus0288-0021,aus0288-0022,aus0288-0023,aus0288-0024,aus0288-0025,aus0288-0026,aus0288-0027,aus0288-0028,aus0288-0029,aus0288-0030,aus0288-0031,aus0288-0032,aus0288-0033,aus0288-0034,aus0288-0035,aus0288-0036,aus0288-0037,aus0288-0038,aus0288-0039,aus0288-0040,aus0288-0041,aus0288-0042,aus0288-0043,aus0288-0044,aus0288-0045,aus0288-0046,aus0288-0047,aus0288-0048,aus0288-0049,aus0288-0050,aus0288-0051,aus0288-0052,aus0288-0053,aus0288-0054,aus0288-0055,aus0288-0056,aus0288-0057,aus0288-0058,aus0288-0059
0,1987-05-22 23:08:32+00:00,198.9285973503382,189.90873217005677,187.89065363155066,187.90807907447083,194.1647997942473,191.21787337208045,197.95003231377163,199.14441198552942,203.89811874636806,202.4099544116333,199.7326576205681,201.24884435029938,204.6557234092102,205.31998693598956,204.98823755055577,219.46302127915777,216.99069455579252,211.59154302290824,214.78981049134563,209.02819506128293,214.69547968961922,212.69476635963096,209.02583353728684,218.4000651758,219.08484504316203,226.40004493342047,229.66573386823293,227.8956828633533,227.53058519248034,228.87889025737297,234.3198889782853,233.93787352313868,231.23938152968512,237.27131854462888,236.15361280884952,242.49343533316932,243.49722725745178,240.30806940874055,240.2349560973191,242.09003039850586,234.98257996911053,237.95997342094034,234.91163006408186,229.7984191987624,234.87549672029067,241.12584049438104,242.10455971149452,243.63819132684728,245.1745467992911,249.90456361149955,250.13683359380192,251.77202014403485,251.44478114492986,251.2879520779428,250.77291624279246,250.73612223912681,251.6569571874849,245.78263897122497,243.78181438157353,246.17527043467206
1,1987-05-29 23:14:53+00:00,189.98516551410574,185.25026411827196,177.30260512188136,179.77401181334625,183.29061482052884,185.11327649732442,192.3537329396829,192.3603667294851,188.5711405619425,195.23121405003582,197.18242232934682,200.82397829801272,199.17348155754786,200.20196183621374,208.30686326183928,209.74808228526558,214.46841317901854,212.85158162312794,211.6597806660493,206.02693249338412,209.98855171267553,210.69466587114343,213.42273555888045,218.4332415076419,221.6036294927145,224.52002589718828,223.80505266643775,224.68588861382892,227.42009824404667,220.17732240022482,224.68910718487658,229.27669780114448,230.89509449265563,233.82688490198998,239.74676664109955,241.302667865297,240.97138952550293,236.45880173231075,238.43387791267872,234.96010302585347,234.60814487935593,232.28190866382582,231.14633545659385,230.97549827288503,235.4472877001715,234.38461144922908,241.75376284174737,242.50627236226083,248.06380997051474,246.49466187850084,244.91173161309075,250.73214215428217,249.59067541391835,248.01261683162178,253.41634496409748,246.33869423054855,245.24904084786624,240.3332438283591,240.56460760119566,241.02211880223743
2,1987-09-02 23:17:14+00:00,200.71353176115957,194.30812176458022,187.951500119838,192.55786177261587,197.00753996250467,192.5779698116101,200.84351920120855,202.05538321148788,199.8303068950285,199.74055094040625,205.0557835259417,201.76871707763712,203.09664355802005,211.6892665109074,215.46918913990953,220.38978502015829,218.18608472676664,222.51699686062105,221.13261954270064,220.84644834414655,217.03144682743908,220.05399832855255,224.1404280115333,221.18458061973874,231.2017206645057,227.5723450431936,229.86007940333275,233.40082432398577,232.30500379385188,235.66499342190303,228.1139230064088,236.40370890358923,231.99639675910555,235.91076173052753,239.172309396858,245.62304183320452,245.0459603420042,241.65750220938116,243.81158842835964,237.60619685285184,234.28860735540138,234.87223341915535,236.99639378656593,236.97047818045382,240.1385112146059,246.35910314577617,241.945418210019,240.94599359051722,245.97626167901728,248.68217698920174,241.9623775687563,252.04718597984743,248.6952683196422,251.08555911791356,255.33529890262102,255.20290832236236,244.32292297873371,244.15659408006786,243.97535552450125,246.72348774621264
3,1987-09-18 23:17:38+00:00,211.83222243687493,208.84896543039073,209.50134448107335,218.23704312734665,209.79162554248782,208.01004622433533,206.8248302735928,213.53626095165137,215.37477012875917,215.0133459050808,215.27815368951386,216.51582003022634,217.53189691930334,220.39107863002576,228.23143074465293,233.5961785035005,227.35812831140584,227.7279612463597,227.06487683764158,231.99719892856513,225.5205757705259,230.8878918363232,235.65948841388,237.77100664240638,238.71489072730003,239.86224995598883,237.9537750577271,235.3072562568504,239.31039911898787,241.49031818809573,241.71550654514806,248.87256130361592,249.67503431004948,257.9617653882184,255.55323506206668,258.62501448218165,253.90629447956903,250.4659298098665,249.31026812510794,248.6064690869166,242.41328745059656,242.6604537683583,244.8464552764889,248.15583401282706,251.57247793904506,254.81225481606612,250.37725259972694,243.37640946166408,247.74228324499484,252.96138656806187,247.46921655807938,259.44109745604874,257.7075915609354,260.29083373559814,259.22904881542036,256.1938368764799,255.86054558710256,250.02368265075546,249.59465713831733,250.06148715026575
4,1987-09-27 23:11:39+00:00,,205.40083018990697,205.69062593353738,211.67553792852271,219.00154466686007,211.22747661846347,207.6089180337475,217.13315163610093,220.03897147528667,220.92417542491455,219.91051562669986,219.05875134990612,216.37669416864878,221.0581626453289,228.046511950652,228.7682392894592,225.4923120521316,225.0143889467547,227.39462038037075,226.68481321068685,227.0986721521021,236.74767700255669,238.6586776398355,237.32223845491103,241.39325168783142,242.83026885101714,240.91493435436408,236.57777201200258,243.09176468386428,239.2283169045799,244.5204167565519,243.75843051757818,244.97700102254987,248.1349873270447,251.0168382668104,244.70942764552518,253.59021447064805,250.8587063591615,249.57208558968642,241.81290620188585,246.89086110932942,244.81445796198958,243.74020900623518,247.49977818921047,246.67064546935185,245.20750481890147,251.06936154224752,244.59297215744544,243.3738581813672,247.26218787298933,246.07828307249906,256.27534743268285,262.33886920301995,258.96761389164266,257.69046698354185,256.7602586614203,253.74753869753658,247.74877949383557,247.42234812342312,248.54906214080341
5,1987-10-04 23:17:58+00:00,193.34217500040631,196.10194156627665,193.87438370908535,204.01631907890072,205.4734444623508,199.17399374973974,198.64945059650947,208.00332590353165,204.28655158545246,204.17189802519994,208.91637221102866,208.8164300798437,210.72639515808407,210.79098861380334,217.7363311243349,227.55100090058198,227.6342249868348,228.89675805138444,231.5524539096335,225.91928518795885,228.6973164741499,232.62685955897598,233.84419662617393,229.10024894984733,235.1984702073981,228.73299944289766,229.04675113870525,234.03857460654362,234.89857111783513,234.92594042322614,233.12240126993348,237.90288002541342,242.34937753812522,236.41946283040735,241.03820811796334,241.25812747308171,242.89842958119067,245.7940401990469,249.36464760359846,243.44586089347985,240.66161037379618,240.99378510114903,240.43491723054842,239.25200102325255,243.84814779742246,245.3753929506079,245.08949009050247,244.192855384432,251.58047134237017,247.67861671735182,251.0996585601513,253.96164382062608,254.78527153377829,253.60038803514848,254.60850713330842,250.63227384276598,246.40996922352002,245.4318192517906,246.77167708437594,248.22599465432995
6,1987-10-20 23:18:15+00:00,194.30317925115332,190.01387397187347,198.9982762750599,201.40263037117103,196.63526651121515,186.61365556828775,191.7052280985414,202.1047964406195,196.95667467613313,197.80827568290806,198.48959832606877,203.7712281413902,207.03391766579557,205.50904586143415,217.91313413087494,225.61081117905678,215.5469701974466,215.24803657785912,219.17522261159166,222.31517680516637,212.61893552763115,212.42493992217473,226.66272105342324,227.0932585483958,226.07377044031665,223.11633215292508,229.36824501051933,219.99021088984546,219.78183216150487,218.04179600681175,229.0893546338325,227.65185548767144,230.73893036089373,233.51674089607897,234.05844956940868,240.66102141007312,231.9564535411995,234.9776953799441,236.2289803700121,227.23646906735786,230.95014117269395,231.39749377850998,219.20101991753202,222.69220840525907,229.5296899783367,232.31971041302023,226.93129952733193,229.3989884752758,234.03258837201918,232.22202164550967,232.93903587354822,241.04757038923412,247.6661462392182,241.00864889762389,235.29238477730723,238.6184109731107,235.20744032218835,232.02338597675117,227.3683615796678,226.81425439534982
7,1987-10-29 23:12:13+00:00,219.00701726263836,206.8884169436474,214.20881731851713,216.8754164550064,222.06602611347978,213.03562910652863,215.54456729151798,230.49908319057147,220.1723529490252,224.57773436825238,222.41784217772113,229.65750529533005,228.33569337513478,226.3861843365205,236.68040182455232,257.4885259544149,238.17962434763865,232.79270565673957,239.1502652144871,247.78337404804265,238.3911287551665,235.00324132984807,237.32077357511238,249.30282650726423,237.7070565075918,234.17251022158155,245.84068071926754,243.51544118869805,232.92820455401198,239.19507543615913,253.6395740068814,249.36649906633087,239.86964424652615,249.68207025203895,247.83101398602133,262.1048002220535,247.6791602200875,259.2990734158158,258.04148072098906,246.8156960191736,245.16888322535408,252.1610530210997,240.45084981604634,252.30756020103198,246.30372311937302,250.05500934166363,255.52730979343994,260.25644275361475,254.84746103375684,250.00483065134773,256.6399829735992,257.6131805808529,261.9354567667993,259.06189844176106,256.34977919550084,255.70929128012898,252.3770484581446,245.34998167121864,238.06257520276935,245.25220073618775
8,1987-11-14 23:12:35+00:00,226.9056208010939,209.93000028679796,217.5835095980077,221.64621551669808,221.16790597659326,216.17004893436035,210.786436944451,230.6353103422098,220.1165821102696,218.7180201576532,220.2132089274793,226.77629762536657,228.54382015501324,224.6480783958047,232.09856503086473,252.47053225565222,241.8108977294122,233.09878064098453,239.84976549843157,244.79443399264915,234.58032358738035,229.64099159025648,235.55818667548425,242.72739353604985,240.52664610705568,234.55791671149942,251.02777219376722,251.64485358564633,236.2158471835109,241.50750074413656,250.0292224010002,245.19064062179027,236.87214914610087,250.85059377907265,247.3886226986969,254.53039400422108,251.77734370761442,250.2211128943481,256.2230588106054,253.97032417277006,246.44681368122207,246.9061411135441,239.5988226907395,245.61670607223365,240.371444430005,243.84950927705304,251.6835140165968,246.5053490451796,250.05759686818152,240.99461864053137,252.40504062450748,249.95715665567784,258.69202218949084,250.89098199063943,251.15971630761334,248.3489917234944,248.95620994490548,240.58440612506516,239.46035011046354,243.4729709191301
9,1987-11-21 23:18:53+00:00,191.41320149612926,185.53000855814048,195.5523862797081,200.6242418723321,202.5369815498198,193.7520044575668,200.09157270563014,213.66916169726267,198.69565161515382,206.68712103771884,201.5842508277121,212.0814002455872,210.04063671322075,208.59333643082212,222.37147263544082,231.88615804645298,226.63754886777724,219.25086633485486,231.03389597648737,225.68923470081972,220.25747576553962,217.41378745692055,225.29780539585767,227.7419282733935,229.55513093403,226.59577519168948,233.58030189904596,233.25558498085496,228.63450650164668,223.27774661767018,230.95324374933358,228.04702009430858,224.96470976773998,229.1828538535554,237.24173741685613,235.06417096311975,238.09632809143162,244.98664115616754,241.0585228411266,234.7781573076519,230.35981539437878,230.48160993097017,227.941401851933,228.1750410804177,235.74266131790506,235.52897803872727,239.43610169355688,238.87648192621018,240.61608381386648,241.6429607152983,242.68478638801545,244.99233213046193,246.94627298938295,244.70547344109102,254.68058605932097,248.27513331436066,246.43798579729165,235.01038672539505,233.32550108029787,232.15101087383687
