,dates,mex0470-0000,mex0470-0001,mex0470-0002,mex0470-0003,mex0470-0004,mex0470-0005,mex0470-0006,mex0470-0007,mex0470-0008,mex0470-0009,mex0470-0010,mex0470-0011,mex0470-0012,mex0470-0013,mex0470-0014,mex0470-0015,mex0470-0016,mex0470-0017,mex0470-0018,mex0470-0019,mex0470-0020,mex0470-0021,mex0470-0022,mex0470-0023,mex0470-0024,mex0470-0025,mex0470-0026,mex0470-0027,mex0470-0028,mex0470-0029,mex0470-0030,mex0470-0031,mex0470-0032,mex0470-0033,mex0470-0034,mex0470-0035,mex0470-0036,mex0470-0037,mex0470-0038,mex0470-0039,mex0470-0040,mex0470-0041,mex0470-0042,mex0470-0043,mex0470-0044,mex0470-0045,mex0470-0046,mex0470-0047,mex0470-0048,mex0470-0049,mex0470-0050,mex0470-0051,mex0470-0052,mex0470-0053,mex0470-0054,mex0470-0055,mex0470-0056,mex0470-0057,mex0470-0058,mex0470-0059,mex0470-0060,mex0470-0061,mex0470-0062,mex0470-0063,mex0470-0064,mex0470-0065,mex0470-0066,mex0470-0067,mex0470-0068,mex0470-0069,mex0470-0070,mex0470-0071,mex0470-0072,mex0470-0073,mex0470-0074,mex0470-0075,mex0470-0076,mex0470-0077,mex0470-0078,mex0470-0079,mex0470-0080,mex0470-0081,mex0470-0082,mex0470-0083,mex0470-0084,mex0470-0085,mex0470-0086,mex0470-0087,mex0470-0088,mex0470-0089,mex0470-0090
0,1987-09-24 17:26:52+00:00,218.62100114689508,208.35060736722295,205.1940765856,200.77602094558907,193.5379614660287,,194.3624877355912,195.4738801689152,196.82722340926276,195.39636075407978,197.61733541625588,196.71452253303636,194.00623338103608,191.88125895456326,186.2888288978625,182.34621211663526,185.2886783597757,183.5904439551806,,,,,183.93555341341033,182.73100165864165,,182.7430964965714,183.45160839477958,185.61325008207112,189.07877785179105,192.87038874858783,,,198.97505679355385,202.38023706648397,200.9423526632896,196.5781650328104,198.31706401556787,195.80679089863443,,196.3253509747423,195.82194042622976,196.16811091871043,195.92528246745505,197.36527075701574,195.93814228300946,196.60921232689407,196.78363299245623,195.76226612214973,,203.27360295871964,,,207.83080159660406,214.20121838074272,213.04224674427238,214.68719594060428,207.5165343566301,205.9114250522316,200.51946090380747,200.94775698652884,203.51032298644378,200.52493627973658,202.04255873547038,203.26837106002685,202.81552615985768,201.65812597450793,201.3924764007838,200.98101058729938,205.2197627891483,203.06336150931892,207.1552137837032,209.1690916297854,213.35452624757073,212.48304291250278,211.82856419658256,212.21516859695296,208.30518389341958,214.90476922142662,214.61756934616673,,217.04373267636421,,,,,,,,,,
1,1990-03-24 17:20:03+00:00,224.6049929431038,224.30649421855182,218.6958066838487,219.30963012597527,214.2289002269902,214.8954143896642,214.95955335293394,212.55205039920847,207.2658008631006,210.74335119707982,203.1871700627584,199.34883676207252,196.13188592738592,200.87165170248582,198.85945653802463,196.05643506801968,194.53460455911917,198.12322847018126,202.07569347359666,203.59187765256755,206.56094489613812,206.00841651276477,201.5785371221205,198.8465099967158,198.2679761910172,199.39335921594326,198.24588015555605,200.03474457399423,201.92012245917735,209.5153731021284,211.85862167764776,211.79336587426033,212.72764561376474,216.99231747119126,215.0652699461278,210.2358327470384,207.54157053096665,211.08317615392613,213.00373977905846,211.94204383268269,210.23479563810295,210.1876705872012,212.21989274545433,214.81439437764828,211.42931141147554,210.57613658324067,208.59227268848392,211.9624515539237,216.63727431776223,219.4531668388005,223.4883339974957,226.89288247700387,225.59396146750348,227.8647653224077,230.5710099527447,226.57097208003532,221.20549855864553,217.58979894555478,215.45869538266138,218.74909306808874,213.8364423718651,213.4892192021821,212.50001612858472,211.11229579368117,211.4377559505347,208.81533114051658,214.28438974553848,214.32471876349,213.84387883902954,212.640998718416,214.98448261094572,221.49964001764224,221.63929631682007,225.5385334589046,224.35238887225765,226.4681913775261,225.50852053329587,228.17753510050036,227.55594387235664,231.831825001957,234.36872899287263,233.22930036642802,232.51689215225875,232.21795203615906,235.94773406870198,236.01513784800053,235.9318284321433,233.02944556555252,237.09428899668907,241.98731009148509,271.71978656966627
2,1990-04-09 17:19:58+00:00,230.35506645396688,224.63856321240544,222.73150407041524,219.48977634303395,215.25075939307033,219.37726030504928,218.97652689028982,216.88552933237395,214.8900162783417,213.7610946429071,211.3528699697562,211.1421460021142,211.0432080336797,203.3468572242228,202.33985419477006,201.33258421894914,203.52228091341766,198.19929392214084,202.16952289054495,204.12471449849699,206.14659855090457,207.76202636229183,207.33420862037093,202.16871046085248,199.8217963620477,201.62933489434835,204.63782367661915,207.2288643951154,212.8895236005095,211.12486562069438,213.30663214467296,213.70250560212799,215.45014713515104,217.37175753489288,211.5800494936697,214.194124435587,208.93221660769046,210.96339480480825,212.0364933838967,211.12506513308642,212.97801356200807,212.39043878410763,210.27317148688033,211.33726126853497,210.2301437574772,213.62019168105132,214.85809237609772,218.18762164364682,220.48144693309118,220.14508998374265,223.13576970453,223.1195431935745,226.87641610985958,225.81214510706303,229.17424315959204,226.2090788715412,219.2650730182447,221.76677374660386,223.45295174747105,218.79315876529557,216.90845406095076,215.8330318568647,214.6885201659014,213.70644398557926,210.35861742521232,211.99419092361222,210.7914068960661,214.9797104214332,216.31080062581583,220.12077365026414,219.56612585276366,223.10895030063273,223.08559948332288,225.62850092803131,225.82679496513106,229.31995971883708,232.3773710865247,231.72519486894242,232.01357783371907,234.52067285608993,239.64772731241655,237.3135165179201,240.63761723232514,237.8511599547607,235.29181005727457,237.60371763099405,234.98662363839827,233.5844301113009,236.71113669278685,241.4562881570136,278.2084344507065
3,1990-05-11 17:20:04+00:00,227.92643316056552,227.06631686195067,228.72185453479682,229.1810348134319,227.30754186689458,220.88773043885857,218.08163502880797,215.53297829721194,219.8692387926582,223.39868970145193,220.06965893161853,219.51626342157672,211.61718538290503,208.78939987169198,204.55645868239145,204.42304982530416,198.59977200525267,208.9720752834384,206.61730836761046,207.614696025319,210.0957341721037,207.28378986766845,206.73688818902096,201.84708575219648,206.20033540401178,210.0655256757274,218.08347574653695,221.17809923912696,222.00584308225635,219.09286057639574,221.11567705400458,215.74100739303904,220.7428100025329,223.5732970340102,227.55632203407006,222.1588579135446,219.49563810980584,217.28704149237768,217.73516113830559,214.57871473121526,220.99632234092266,220.03356349300847,223.2561898528837,224.45346292912714,223.78976257672335,224.6276399879478,224.0320781892269,218.35860578262898,222.46446246669288,228.6913913300559,225.36866421181367,228.68926874087103,234.4103619126162,232.7866927317884,241.1921368291066,237.81439615642626,230.79692617315723,228.7083629977386,226.37841011634364,222.81953504958423,219.36602178819027,214.89069462437882,216.2732394960945,219.05683171672084,219.72557770137442,216.4736852775488,227.22544337973895,225.55617358382767,223.89180536386587,220.13254214147608,225.19768214266387,227.7433609344615,225.59198283552846,227.65495159055493,229.4556491017631,232.42864306576735,231.57297533181256,238.11968311305858,242.5528384568975,244.62300118182796,249.85892944379674,244.08028301875854,239.2075308101781,240.572805058418,241.3001517181337,237.6418176034414,238.61746741864417,235.7198507091993,242.18269614357473,251.4562318534384,292.9478672245116
4,1992-09-05 17:22:03+00:00,,,,,,,,,,,,,,,,,171.00911310570302,173.54822818537804,168.49490973808648,173.23736654107162,173.58212405096575,171.15649687833857,165.97410526696578,165.9069160057196,162.07104176374952,161.78694307248182,159.83644260998398,166.28775908940855,,169.53521674156136,169.19145388430866,171.21853144909915,170.8895387258492,177.35541708979494,174.53440481841875,172.26941846900706,172.17547835121195,168.2231015443802,164.89742713694895,165.80540039360037,164.66960049180756,168.45427946311128,166.8652192195963,168.18420888806742,168.4221573243567,165.23215183770796,173.88335807703183,172.74009882761902,173.6481672981621,172.50478973545782,175.40999079088712,,177.70376659107865,179.3790022654462,185.4374173196298,179.97638568390425,,179.29257619090785,176.06108551592712,171.54068284168633,171.19884413416733,170.66527043988447,166.35236351607716,165.71729818700243,159.90713841756752,161.50291098878137,165.50557973716357,166.21210362106513,172.27565271156226,176.84855955939054,179.38107310468007,178.11341760636995,179.36787113771948,182.01742221236861,182.25448011097654,184.51997208298408,181.43889299511594,,185.79692064209024,187.9776274288045,,189.57354589339226,191.007179757499,,184.2789093673495,183.51366685999278,186.58582143532368,,,,226.62089834638434
5,1993-01-27 17:21:34+00:00,200.26650259155724,185.10320535854103,177.8011659037833,179.16833027791895,175.99134976601005,174.90923597492738,174.10200313426694,172.2154787651748,173.53067791004594,176.77449323383732,182.84384563562264,177.65429791834583,,172.00322967639406,168.59152018223733,165.71785403777918,165.10670808690338,169.79149464855908,168.67528226790313,172.4559506893981,173.46989767264688,179.34406804329,173.40105721010374,172.23762158639187,172.3035425873365,173.13270410137633,170.56039780965543,174.90633045571556,,175.54001185239423,175.6653749137775,178.9248074928714,185.84771890473326,191.33255229770737,189.19930081107768,189.11886115087594,183.46217903997035,185.62394981598874,186.7963778201571,,,178.97988173527867,177.13442382608196,194.83858817859124,214.5500044880621,197.7186673100959,187.13574954639694,,,210.30224282637994,221.47354395113237,231.15196853734398,,,,,,,,,,,,,191.05123451059364,184.32050508446068,185.89034951047765,191.20955498234656,190.99041784131367,196.3602077603106,193.96910590630438,194.58194603659416,195.58189358488062,199.40243290965162,194.11881126374522,193.97391637891408,196.8474038568172,,199.4239163551664,200.98782893979433,,198.75358511072614,191.60100207432788,,181.35606251593506,180.82964645060062,186.761677451209,,,,231.66899548190668
6,1993-03-16 17:22:00+00:00,204.16915585983682,198.27419858798297,189.85617981053278,189.42852382200974,184.76001247157674,175.33666109890456,173.4831298672442,169.3410019704755,176.1527624545031,188.07427605945213,178.28385022468018,172.82442112002022,184.62903712109045,167.15802283383923,160.10066724124363,164.4435166669332,167.67943231444082,179.71635468814117,181.50453005829482,173.48951391571987,178.73660667415334,184.25098707665347,163.58097740037803,166.06399969323118,172.54708676492447,174.44800769245313,176.1089454798501,181.172568576244,195.5547500280478,179.99234901794952,175.99815599867532,180.505935697521,189.87939083027157,194.03320929730054,193.20193752976542,193.9135745300262,189.98638118430998,186.11335493825322,178.1756359652381,178.9975917925289,174.7955549803621,175.70540776999798,180.94984695616915,181.57927510731335,188.5808311434816,193.21178372253888,192.88034341114255,188.65796840128206,184.85179669952998,187.24812859357928,190.85178102448623,190.21464055463088,199.16298583321696,201.2889304809865,206.30885566469,202.630805650966,196.49704288831896,187.80740921713934,185.46658283600604,183.2341115993943,177.96591021704972,176.38559939036853,174.28893370962106,179.5632169074131,179.44534084285374,175.08722496650063,173.4003906001176,175.7479037839646,171.63227155333024,175.20817247525406,178.9935226347062,181.6055306581228,186.98046062125832,189.38537349609675,191.7230814806059,194.7618832825533,203.6657788137057,201.7538662684002,201.2024853013939,204.1488106786557,203.28650390520244,198.81285038198712,198.47388388595652,197.38861203835822,188.12877023474547,187.71032034989022,188.73426238011098,188.3302570980781,194.6405330368213,205.43835706747635,228.33471382442238
7,1993-04-01 17:22:02+00:00,197.75614181233135,196.53229674826665,183.40458296182112,183.84916336114068,186.81138254293285,177.72208033347374,172.69924996313574,171.87503049860203,168.35823092084829,174.7923324623012,170.53496997519613,171.88153993766002,168.41601186923714,167.39997760313958,164.52398929073402,161.319615018094,160.57800737384545,162.1212654870702,167.54795296772176,162.92308634116014,167.84440188487292,165.12137589765516,159.7844460026607,159.15958086573232,160.86804400198332,172.56727641839865,175.2732618337883,169.61007565932576,170.17096881555094,169.57422804113713,170.18929483629188,167.7999919493931,174.53950795485278,176.35713954730232,170.34188566527996,174.08075073439562,175.29692657675082,172.41307442580683,167.9602986800407,168.7781361806857,170.1331496269002,167.09273656866037,161.78586892482934,163.7020492452956,168.56162778138145,179.22990271871078,180.63352934370937,182.26275896881066,182.88409011652237,181.96926174319063,179.92770982485516,176.69446880544152,180.7025238236695,178.2706006283784,183.79334770720646,185.93736477467894,182.81878586891244,180.15323614728533,177.40687873800738,175.47049540595282,174.17192244300037,174.70374577754177,174.70284895037105,176.7738364603414,171.27119637498976,167.06298741028522,163.51415858506056,173.87932905831025,176.50172569945843,173.60660354324972,172.11260776967646,174.99905128229685,181.7750562221524,183.5246498990178,182.0368741382752,188.96240044464668,188.0921561817908,187.96731343398926,183.73455716759193,188.30451660039716,194.91447323510351,189.48182023042997,191.81422615477106,190.19717355660265,184.36810601702192,183.88619729855185,184.87623257767217,182.75233680036303,182.5161226954991,194.72889544210784,220.1583882508616
8,1993-04-17 17:22:11+00:00,196.81694007609516,195.43074576928427,186.80572507377417,179.7958817548257,177.3009069819465,170.87207638814616,165.2934462994541,161.01453524117426,165.97574590367796,164.11137707146955,174.21329211861112,170.90183413365364,167.68476634265093,171.08499025363128,164.86847596016813,163.68221423385643,167.64190079862826,168.5223261159851,166.87543482310747,172.0045390153722,169.3618593621516,168.13073563608424,166.58019788753225,162.3572436016405,162.74739781065486,171.0135190732747,173.33702114761908,163.00642028895302,165.36844378930098,164.4049570548252,158.6344489295549,165.5262986572432,172.03502725654064,181.45703886010315,180.54546570736977,175.78354662680826,177.00474678976866,172.26397005603278,170.67336862015378,168.1910340256584,168.7379106982523,164.88783152691846,164.18693159888872,170.2179325150161,183.5636123131853,178.84931815046312,180.8078947814757,181.1688767086883,177.29455104207932,177.86292833877778,183.3836268069437,182.6729265770941,184.62996198359733,183.08169812146375,193.69626946050977,195.05942811541797,188.51232978555132,185.14510656722834,181.98127954250572,182.1140513682401,180.49492352432756,177.6361825488174,175.7293969648288,173.53403801996615,172.66689581042792,167.83946638821394,175.63798451153207,177.331798492657,179.29121782847503,180.0473033388796,181.86506891805627,179.7273005764924,178.04132804521626,179.93994461028407,185.4231889032313,186.19321789207248,186.82984959485017,182.55620035957085,194.68038919763376,202.6766962951639,198.93662170076166,197.77226353689312,197.19648818265574,188.794732851107,187.56282166104805,186.98338622045108,186.1196846123272,186.37579148686498,191.91669137376968,199.20757490176425,216.53064565045915
9,1993-06-20 17:22:18+00:00,197.79394590967115,193.2214483429506,195.57516313789196,189.0300790781308,181.83841278936993,177.69496807986067,172.12467839382177,170.44340679428004,173.25621128274068,178.58133598920222,178.5167403628073,173.51498817087702,170.82457249040934,171.59034366371014,170.35529817111384,168.57575287731956,168.8841859298966,169.9270159446336,172.37804057898506,171.31782388902306,174.9932310351218,177.88136520191213,171.57015785365095,169.65222294863693,169.33890270634697,177.13143832268875,175.83143818441366,167.3477213789102,173.97530557821912,178.03508883960157,178.93797416468541,175.38587360756574,179.35458279510104,183.46148160816088,181.49389195484824,181.0496913838946,183.05183571176752,175.95201261087328,176.47699104913508,169.3498102800073,167.9481880454712,173.49869763009917,174.1559885677835,180.31074311482467,179.52632212281958,177.88780291189283,182.0970612090878,179.28736699309647,181.28092359853505,181.5084188985975,185.45973085979736,186.9871782739444,193.19240537205636,197.56101865476197,194.0356599248054,190.02074573171367,188.80956940474513,185.7135224362683,183.3785379219859,183.6403101142606,178.34878176880912,177.68712576279242,172.65200498165288,179.07141388355498,176.71886639150378,177.94466197792494,176.52665227228547,175.1792325427472,179.7071004470587,175.71219821787622,184.13615951105254,179.81869125738717,179.3964687457168,182.24560959780578,185.45926687293357,186.18627831234377,185.1537378114351,192.61279461315692,196.5946826271178,200.70666458723477,199.57393909787882,196.94835172462882,194.73193436816368,198.88807145596704,193.36547391764284,193.99865840928817,188.29654301424196,188.03904278958382,191.88490985638404,196.26823906285358,237.21464505170363
