dates,nzd0152-0000,nzd0152-0001,nzd0152-0002,nzd0152-0003,nzd0152-0004,nzd0152-0005,nzd0152-0006,nzd0152-0007,nzd0152-0008,nzd0152-0009,nzd0152-0010,nzd0152-0011,nzd0152-0012,satname
1999-10-22 21:58:28+00:00,327.63,326.98,336.89,335.70,341.15,343.10,349.05,346.38,334.40,324.73,329.47,324.10,328.38,L7
2000-02-27 21:58:40+00:00,331.56,330.37,342.17,340.35,349.07,348.75,355.84,354.98,344.32,337.85,338.72,335.36,338.94,L7
2000-03-14 21:58:35+00:00,333.44,331.47,343.18,341.91,349.06,354.02,357.90,357.27,348.27,340.59,341.27,339.21,340.44,L7
2000-03-30 21:58:09+00:00,335.14,333.21,345.24,343.70,351.33,356.68,360.30,359.20,350.54,342.95,342.32,341.45,341.97,L7
2000-05-01 21:58:18+00:00,337.64,335.28,348.02,346.37,354.72,361.00,363.88,362.93,354.85,348.29,345.63,346.17,346.82,L7
2000-08-05 21:56:44+00:00,328.83,325.02,336.11,336.88,346.12,353.24,356.28,353.16,346.23,338.76,335.09,340.63,340.37,L7
2001-01-12 21:56:06+00:00,306.98,303.70,313.16,319.35,327.41,329.67,333.27,323.94,320.04,316.22,309.97,325.42,315.81,L7
2001-06-05 21:55:40+00:00,312.72,313.18,328.90,327.45,335.00,338.94,341.96,335.78,329.63,329.20,321.26,330.14,320.23,L7
2001-06-21 21:55:05+00:00,320.16,324.34,334.42,331.92,339.06,343.41,345.25,341.04,333.37,331.15,324.91,335.23,324.88,L7
2001-09-09 21:54:36+00:00,318.40,314.27,332.34,329.63,337.63,343.55,343.27,339.37,332.25,329.89,323.85,333.01,330.20,L7
2001-09-25 21:54:28+00:00,317.89,316.26,332.90,331.04,338.75,343.90,343.39,339.85,332.28,329.09,325.50,331.85,329.23,L7
2001-10-11 21:54:09+00:00,320.86,319.71,335.28,332.63,339.10,344.44,343.92,340.47,333.57,329.31,326.38,333.08,331.98,L7
2002-01-15 21:54:47+00:00,321.90,317.62,334.02,332.94,337.96,344.08,342.40,338.91,333.32,330.58,330.51,332.50,333.13,L7
2002-01-31 21:54:50+00:00,320.19,316.84,333.29,330.85,337.41,343.63,343.19,339.23,333.55,333.06,332.01,335.32,334.27,L7
2002-05-23 21:54:42+00:00,317.38,320.44,330.12,324.86,334.01,341.90,340.07,338.17,330.81,331.02,327.66,332.88,326.43,L7
2002-08-27 21:53:36+00:00,317.05,327.47,329.32,326.77,335.63,341.45,337.42,340.44,328.07,320.14,322.55,328.62,324.14,L7
2002-10-14 21:53:43+00:00,322.46,329.88,333.55,331.17,339.93,343.13,340.57,341.55,330.88,323.20,325.25,329.62,328.64,L7
2002-10-30 21:53:49+00:00,326.92,332.67,336.59,333.72,341.25,344.81,342.44,342.55,332.68,326.06,328.75,332.34,330.55,L7
2002-12-01 21:53:52+00:00,333.69,332.67,341.11,338.31,344.46,346.31,346.62,345.66,336.39,330.51,333.51,336.94,337.58,L7
2003-01-02 21:53:58+00:00,334.30,332.46,342.64,339.87,346.55,348.19,347.82,346.81,337.38,332.15,333.98,337.38,337.51,L7
2003-01-18 21:54:30+00:00,332.87,330.73,340.98,338.68,345.63,348.37,348.01,346.79,337.16,332.83,333.75,338.03,336.93,L7
2003-03-23 21:54:40+00:00,332.42,330.84,342.14,339.32,346.02,348.34,347.19,345.59,337.34,333.90,334.04,338.63,338.39,L7
2003-07-21 21:42:09+00:00,334.03,335.46,347.99,341.23,350.65,349.75,346.36,346.57,340.59,337.83,337.95,344.35,342.75,L5
2003-08-06 21:42:27+00:00,338.60,337.37,346.53,340.08,347.15,347.46,346.29,344.64,339.73,333.20,336.30,342.63,340.70,L5
2003-10-25 21:43:40+00:00,346.22,342.98,348.99,339.51,346.45,347.75,347.49,343.79,339.02,330.24,335.00,338.86,338.69,L5
2004-02-06 21:55:08+00:00,345.88,342.03,350.02,337.67,343.76,352.82,352.79,347.56,341.33,334.76,339.09,344.09,344.07,L7
2004-02-14 21:44:33+00:00,345.88,341.78,351.76,344.92,347.11,357.08,358.37,354.40,347.89,340.80,343.47,349.20,345.83,L5
2004-03-09 21:54:51+00:00,338.37,332.74,343.50,344.92,347.11,350.06,350.19,346.42,338.62,332.70,335.22,339.94,335.12,L7
2004-03-17 21:44:44+00:00,341.16,335.06,345.99,346.95,348.29,351.09,350.96,347.54,339.55,334.42,335.53,338.84,333.97,L5
2004-03-25 21:55:18+00:00,341.67,335.58,346.52,345.78,349.00,351.54,350.43,348.75,339.55,334.42,335.49,339.26,331.72,L7
2004-04-02 21:44:54+00:00,341.78,337.38,347.40,345.97,348.94,351.26,351.34,350.15,341.08,336.22,336.54,339.54,332.13,L5
2004-04-10 21:55:14+00:00,341.68,336.17,347.40,344.61,348.44,351.02,351.42,350.31,340.92,336.92,336.58,339.92,330.13,L7
2004-04-18 21:45:25+00:00,339.33,334.30,346.14,342.91,346.87,349.98,350.13,348.91,339.77,335.53,334.81,338.04,328.85,L5
2004-05-04 21:45:52+00:00,338.90,333.73,346.03,343.69,347.82,350.86,351.00,350.02,341.24,336.95,335.84,338.54,328.46,L5
2004-05-20 21:46:20+00:00,339.02,333.81,346.18,343.02,348.38,351.35,351.75,350.73,342.04,337.72,336.15,339.34,330.25,L5
2004-05-28 21:54:47+00:00,338.20,333.13,345.56,343.02,348.62,351.00,351.48,350.48,341.96,337.09,335.45,338.48,329.76,L7
2004-06-05 21:47:12+00:00,338.20,332.19,344.69,342.14,349.09,351.11,352.09,351.68,343.18,338.08,335.45,338.48,329.76,L5
2004-07-23 21:48:09+00:00,338.77,332.51,345.21,342.19,349.75,351.32,352.29,351.77,343.15,338.65,335.85,338.81,330.76,L5
2004-08-16 21:54:26+00:00,337.98,330.71,343.36,340.29,349.03,349.12,349.55,349.54,340.56,336.33,332.97,335.26,328.14,L7
2004-09-09 21:49:43+00:00,340.20,333.00,347.17,341.53,349.67,352.10,352.61,352.97,344.43,339.62,336.18,338.58,331.53,L5
2004-09-25 21:49:43+00:00,338.16,331.61,345.61,340.48,349.09,351.81,352.91,352.58,344.36,339.02,336.29,338.81,333.91,L5
2005-01-15 21:51:45+00:00,340.81,335.04,348.37,344.96,352.27,355.83,355.44,354.59,345.77,341.90,342.90,344.76,343.25,L5
2005-02-08 21:55:11+00:00,332.38,328.27,342.02,341.20,346.79,351.94,352.64,351.99,343.42,338.67,343.56,345.33,343.63,L7
2005-02-24 21:55:17+00:00,328.50,328.06,342.06,342.08,348.11,352.66,354.38,354.35,344.96,340.41,346.03,347.97,345.21,L7
2005-04-21 21:52:46+00:00,328.46,329.63,340.04,342.10,349.48,354.89,359.33,359.85,351.37,347.30,356.57,358.36,354.43,L5
2005-04-29 21:55:12+00:00,331.47,332.75,344.03,344.62,352.28,358.15,362.78,363.88,351.37,347.30,356.57,358.36,354.43,L7
2005-05-07 21:53:16+00:00,331.47,332.75,344.03,344.62,352.28,357.55,361.93,362.44,350.74,347.30,356.57,358.36,354.43,L5
2005-05-23 21:53:00+00:00,330.58,331.85,343.34,342.82,352.93,358.23,362.09,362.85,352.07,347.32,353.44,355.64,350.40,L5
2005-05-31 21:55:11+00:00,332.31,332.24,343.62,341.65,352.91,359.11,362.93,362.85,352.07,348.44,352.83,355.13,349.19,L7
2005-06-08 21:53:09+00:00,334.88,334.55,346.03,344.27,356.25,361.20,364.48,364.14,353.14,349.96,353.71,355.49,350.81,L5
2005-08-03 21:55:25+00:00,335.69,335.40,347.09,344.12,356.26,361.33,365.23,363.87,352.29,348.55,350.67,352.99,348.20,L7
2005-08-19 21:54:56+00:00,339.17,339.13,351.09,346.51,358.66,363.63,366.42,364.92,353.54,349.24,348.15,351.10,346.10,L7
2005-09-20 21:54:42+00:00,339.98,340.28,351.59,346.61,358.24,363.89,366.20,364.43,352.87,349.15,347.45,351.21,345.41,L7
2005-10-06 21:55:01+00:00,337.92,337.70,349.01,344.19,356.29,362.49,363.97,361.62,350.35,347.24,344.64,348.83,345.41,L7
2005-12-09 21:55:38+00:00,334.55,334.61,344.78,341.00,349.50,351.97,354.63,351.49,339.73,337.75,334.04,340.35,337.13,L7
2006-01-10 21:55:28+00:00,334.95,335.22,345.59,340.86,349.44,351.73,354.53,351.91,341.60,339.65,337.34,343.11,340.10,L7
2006-02-11 21:56:04+00:00,331.85,330.69,341.48,337.09,345.17,349.66,349.85,350.33,340.62,338.96,334.58,340.85,337.00,L7
