dates,nzd0152-0000,nzd0152-0001,nzd0152-0002,nzd0152-0003,nzd0152-0004,nzd0152-0005,nzd0152-0006,nzd0152-0007,nzd0152-0008,nzd0152-0009,nzd0152-0010,nzd0152-0011,nzd0152-0012,satname
1999-10-22 21:58:28+00:00,327.63,326.98,336.89,335.70,341.15,343.10,349.05,346.38,334.40,324.73,329.47,324.10,328.38,L7
2000-02-27 21:58:40+00:00,335.49,333.75,347.45,344.99,357.00,354.41,362.62,363.58,354.25,350.96,347.96,346.62,349.50,L7
2000-03-14 21:58:35+00:00,337.20,333.67,345.19,345.05,349.03,364.54,362.02,361.84,356.15,346.07,346.37,346.92,343.44,L7
2000-03-30 21:58:09+00:00,340.24,338.43,351.42,349.08,358.14,364.67,367.52,365.02,357.37,350.03,345.49,348.16,346.57,L7
2000-05-01 21:58:18+00:00,,,,,,360.36,363.35,361.26,351.65,346.10,342.72,342.96,347.79,L7
2000-08-05 21:56:44+00:00,302.38,294.22,300.39,308.41,320.33,322.20,325.88,314.09,311.72,300.64,292.91,318.47,314.54,L7
2001-01-12 21:56:06+00:00,311.57,313.18,325.94,330.28,334.49,337.15,340.67,333.79,328.36,331.79,327.02,332.37,317.08,L7
2001-06-05 21:55:40+00:00,313.87,,331.87,324.62,335.52,340.72,343.25,337.77,330.91,326.60,315.50,327.91,323.38,L7
2001-06-21 21:55:05+00:00,335.03,335.49,345.44,340.87,347.18,352.37,351.82,351.56,340.85,335.05,332.20,345.42,334.17,L7
2001-09-09 21:54:36+00:00,306.29,293.06,319.71,323.41,330.19,337.57,334.74,328.78,324.98,328.01,,325.69,333.05,L7
2001-09-25 21:54:28+00:00,316.38,320.23,334.59,335.24,342.11,344.94,343.77,341.29,332.38,326.68,328.80,328.36,326.33,L7
2001-10-11 21:54:09+00:00,332.72,330.05,344.81,339.01,340.49,346.62,346.00,342.97,338.72,330.23,329.03,338.03,342.99,L7
2002-01-15 21:54:47+00:00,332.23,327.16,336.97,334.12,339.05,347.19,345.08,342.61,337.19,337.41,333.69,337.93,330.15,L7
2002-01-31 21:54:50+00:00,313.31,313.71,330.39,322.49,335.21,341.81,346.37,340.49,334.48,342.98,336.54,346.60,338.85,L7
2002-05-23 21:54:42+00:00,306.59,,323.01,317.98,327.78,336.70,328.77,331.41,320.77,312.66,312.76,314.12,310.28,L7
2002-08-27 21:53:36+00:00,327.52,327.47,335.63,335.56,343.49,346.20,346.07,349.46,335.37,327.62,332.34,343.11,338.00,L7
2002-10-14 21:53:43+00:00,333.28,332.29,342.00,339.96,348.51,346.50,346.87,343.77,336.49,329.33,330.66,331.64,337.65,L7
2002-10-30 21:53:49+00:00,340.28,338.25,345.71,341.38,345.22,349.86,348.07,345.56,338.09,334.62,339.22,340.49,336.28,L7
2002-12-01 21:53:52+00:00,,,,336.32,340.61,342.66,345.47,343.84,335.60,330.48,331.81,332.54,338.39,L7
2003-01-02 21:53:58+00:00,336.13,331.82,347.22,346.12,354.90,355.73,352.61,351.42,341.36,338.72,335.87,339.10,337.21,L7
2003-01-18 21:54:30+00:00,327.13,323.80,334.34,332.76,341.04,349.28,348.96,346.67,336.06,336.24,332.59,341.32,334.04,L7
2003-03-23 21:54:40+00:00,325.29,328.04,341.43,339.39,345.86,345.99,341.13,342.31,336.43,333.98,334.08,346.67,346.76,L7
2003-07-21 21:42:09+00:00,342.78,342.88,354.55,343.07,355.45,353.52,351.59,350.84,344.75,341.67,341.83,342.03,338.75,L5
2003-08-06 21:42:27+00:00,347.72,341.20,343.60,337.79,340.15,342.86,346.15,340.76,338.01,323.94,333.00,339.19,336.60,L5
2003-10-25 21:43:40+00:00,348.17,344.86,348.81,337.67,343.76,346.88,344.74,339.78,334.29,325.11,330.16,335.36,340.73,L5
2004-02-06 21:55:08+00:00,343.59,339.20,351.24,,,358.77,360.84,355.35,348.37,344.42,348.01,352.82,347.41,L7
2004-02-14 21:44:33+00:00,345.87,341.28,355.22,352.16,350.45,365.58,369.52,368.08,361.01,352.88,352.25,359.43,349.35,L5
