,dates,chi0207-0000,chi0207-0001,chi0207-0002,chi0207-0003,chi0207-0004,chi0207-0005,chi0207-0006,chi0207-0007,chi0207-0008,chi0207-0009,chi0207-0010,chi0207-0011,chi0207-0012,chi0207-0013,chi0207-0014,chi0207-0015,chi0207-0016,chi0207-0017
0,1985-07-27 14:08:05+00:00,201.96769649763758,205.22794691942403,207.7330691929539,203.84064466639808,213.9688059278048,216.35692427420165,186.39546576966694,176.48818154201376,175.6287600651392,181.09302236004353,176.48405513928938,166.08072053229455,177.10512548012767,199.19222829942782,185.12624649300037,181.24276131929156,184.8666316763552,180.95583085279515
1,1986-02-04 14:05:11+00:00,216.65800281909475,203.1329033078779,213.14576323442904,208.10247336641604,208.81412979088634,202.58510980735886,190.2895965327566,178.7467462497974,181.55112989883844,185.0838476070515,193.19196240162307,203.3958784539401,213.80907778779408,226.28308518845472,202.21082855160952,196.35874682379693,195.29065018342106,184.63068530747609
2,1986-07-30 14:00:28+00:00,202.3729935820292,200.9048071731708,204.96061215604897,205.8181561166568,215.83423618908427,209.00986855222422,188.96530953012387,166.91256209031363,165.4571599408117,183.17408829905457,175.50640299872825,167.4904757823328,178.00338993859467,204.86543415763765,188.55098702344776,191.8825046863806,189.3443739059153,185.88759763614092
3,1986-08-15 13:59:53+00:00,213.2847442139732,209.83152201906717,218.70077881218361,217.7492562834325,216.83890440714697,209.469712487596,188.0905693003666,175.86591024421887,176.63848507149137,179.55016125083137,173.62910317596294,173.13352329340142,183.54553065497663,205.37170497350445,191.70147294572737,184.58572569875486,186.87922734473153,187.38958028230587
4,1986-08-31 13:59:17+00:00,170.120519041543,192.6201886484534,200.88398334664743,196.16996779825254,197.72563173965992,206.07668811623765,184.4666511428564,155.8786049411566,146.13688058689337,163.08633479136563,150.0256029565473,150.3672839772562,169.16776800785027,189.37458268790354,178.13373454894355,174.88567874362286,179.32616428742102,171.89297916094512
5,1986-09-16 13:58:46+00:00,171.97410049227773,193.7678011972743,201.79067907398635,196.0929003858677,197.9643677728128,198.45539959261484,177.80860081854183,160.95783255479182,159.4412022329655,167.9773982366813,156.92825637458526,160.0515416102117,177.22817533322302,195.7506157968299,181.0150472076743,178.0574061821109,181.11686531945364,170.5915558135365
6,1986-10-18 13:57:44+00:00,156.57431279757833,179.1787989636387,188.1426019336285,188.62578291818716,192.7521991105648,189.43558715141714,170.75253353589605,150.67228034984643,142.9864034035688,155.49170183116786,145.33217214159566,150.49906223070133,166.31560918328125,188.5042012696116,159.2479326191374,150.63966081096308,141.5285534326411,
7,1986-12-21 13:57:14+00:00,,197.4634116185316,205.8273954964411,201.99319854456655,199.34766554317673,190.60204629995647,182.87880426151804,181.0042433572525,179.4073863300385,178.566675558856,189.82265579789998,,,227.5973055270645,,189.28772912249923,193.97404260620627,185.5089893239692
8,1987-11-06 14:06:08+00:00,165.69840546142115,181.79130280788638,187.36583080367453,186.01053451503492,188.54513012388614,190.77148613650093,168.58229755000087,153.6263073707988,146.84105315813542,160.21041285159757,150.37460909263703,154.22880351713218,167.9407543588007,183.92763427557668,163.0106020091281,162.26002464730033,165.64636256584873,160.9916537057409
9,1988-06-01 14:08:45+00:00,,172.8134191361203,172.9704462638016,170.15189249605123,181.03776917728914,171.88876918551824,148.85992639514916,131.84252268165488,,150.26208664963505,146.4607051264286,145.92935403007718,161.2854990248984,183.9092641596967,166.19376200567962,186.91747966282418,195.58818053999363,175.80739967871196
