dates,satname,nzd0212-0000,nzd0212-0001,nzd0212-0002,nzd0212-0003,nzd0212-0004,nzd0212-0005,nzd0212-0006,nzd0212-0007,nzd0212-0008,nzd0212-0009,nzd0212-0010,nzd0212-0011,nzd0212-0012,nzd0212-0013,nzd0212-0014,nzd0212-0015,nzd0212-0016,nzd0212-0017,nzd0212-0018,nzd0212-0019,nzd0212-0020,nzd0212-0021,nzd0212-0022,nzd0212-0023,nzd0212-0024,nzd0212-0025,nzd0212-0026,nzd0212-0027,nzd0212-0028,nzd0212-0029,nzd0212-0030,nzd0212-0031,nzd0212-0032,nzd0212-0033,nzd0212-0034,nzd0212-0035,nzd0212-0036,nzd0212-0037,nzd0212-0038,nzd0212-0039,nzd0212-0040,nzd0212-0041,nzd0212-0042,nzd0212-0043,nzd0212-0044,nzd0212-0045,nzd0212-0046,nzd0212-0047,nzd0212-0048,nzd0212-0049,nzd0212-0050,nzd0212-0051,nzd0212-0052,nzd0212-0053,nzd0212-0054,nzd0212-0055,nzd0212-0056,nzd0212-0057,nzd0212-0058,nzd0212-0059,nzd0212-0060,nzd0212-0061,nzd0212-0062
1999-07-18 21:58:49+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,247.37,284.79,256.93,284.91,625.03,454.07,592.22,642.80,476.31,525.92,522.28,380.89,,,206.93,183.49,,,,,,354.07,656.43,638.21,334.64,356.40,307.43,328.42,339.25,331.33,326.95,367.68,329.47,371.37,434.80,443.00,378.97,397.62,627.17,551.46,654.83
1999-12-25 21:58:52+00:00,L7,336.96,337.70,333.14,325.62,320.98,318.55,314.18,300.85,294.20,270.65,256.86,290.36,307.91,340.92,326.18,327.37,335.65,338.65,348.33,356.96,362.84,362.91,354.60,345.48,340.67,339.82,337.85,330.06,330.30,337.45,349.24,363.89,372.17,376.86,371.95,362.30,356.36,348.49,345.95,344.14,349.18,345.51,346.43,349.05,352.52,345.01,344.34,344.77,338.94,333.37,331.16,328.16,328.13,337.12,349.22,352.03,341.88,331.38,318.73,315.21,313.40,305.43,296.78
2000-02-18 22:04:53+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.59,333.55,322.70,303.84,296.22,242.17,281.34,279.10
2000-03-30 21:58:33+00:00,L7,373.02,367.48,367.02,366.95,364.22,363.67,354.45,345.65,347.14,348.96,351.72,361.44,364.40,365.24,372.85,368.02,368.79,374.21,378.36,383.38,393.06,391.78,392.14,393.93,392.86,385.03,379.85,374.67,370.64,366.87,379.14,404.92,411.01,416.54,418.07,407.11,400.48,397.35,392.40,390.46,,,386.65,371.70,373.85,369.51,369.43,373.78,378.92,388.39,391.56,392.46,390.62,381.30,372.56,376.61,385.74,387.84,376.21,362.00,340.78,329.86,339.61
2000-05-24 22:04:10+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.50,240.46,227.41,207.46,165.62,239.52,174.88,232.51,221.91,237.31,190.84,225.89,235.65,
2000-07-04 21:57:38+00:00,L7,333.67,,336.33,,,,,,,,,,,,,,,,161.56,164.44,123.57,165.10,194.17,276.89,265.71,214.50,212.90,206.80,219.36,220.10,242.10,277.77,388.62,398.16,,386.93,334.14,364.60,368.92,358.76,,,349.77,357.06,162.28,232.97,253.98,245.27,265.88,257.79,244.02,247.01,231.97,194.68,261.26,253.73,261.67,239.28,269.09,211.58,247.20,285.21,154.95
2000-07-11 22:03:41+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.86
2000-08-05 21:57:08+00:00,L7,365.31,380.68,,,,,,,,,,,,,,,,,,161.94,380.93,170.78,193.86,371.63,382.72,381.71,220.79,210.48,347.80,382.20,399.31,410.73,414.61,415.23,417.46,397.74,427.39,358.11,388.34,382.10,,,,392.90,374.17,238.63,376.70,392.65,386.77,380.31,383.82,261.10,228.17,351.05,383.53,395.43,394.89,386.34,361.46,212.61,335.71,348.67,203.69
2000-09-13 22:02:50+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.90,171.66,176.46,220.50,237.77,226.85,251.00,234.62,228.43,129.13,209.09,200.82,107.65,177.31,171.80,147.30,96.40,138.04,,,
2000-12-27 21:56:29+00:00,L7,,,,,,,295.88,295.06,290.98,293.47,255.33,320.03,323.51,,,,,,,,,,,,,,,,,,,,,,,,,,340.47,337.32,336.14,314.97,290.63,299.58,324.37,324.01,324.06,323.18,331.76,337.65,330.19,327.00,327.25,324.55,328.93,330.46,323.09,,,,,,
2001-03-17 21:56:16+00:00,L7,398.25,400.29,396.26,398.45,402.54,386.60,364.70,351.09,361.21,372.91,399.79,370.51,326.77,382.62,404.40,400.52,415.18,423.00,434.58,424.98,399.80,392.26,407.14,418.40,417.69,408.75,400.28,404.35,413.89,413.00,411.91,412.80,418.01,434.67,,459.32,442.13,421.11,398.44,403.88,405.20,412.94,418.27,410.59,403.46,417.43,412.91,390.87,369.81,365.69,385.59,398.26,409.04,414.56,397.51,375.17,380.21,392.14,379.71,362.45,346.35,355.92,370.57
2001-06-05 21:55:40+00:00,L7,321.61,310.03,322.88,321.72,317.96,315.48,,,,,,,,,,,,137.57,164.56,153.05,103.68,173.16,214.40,257.61,271.78,244.03,215.06,209.27,220.96,226.81,249.88,276.88,272.79,280.79,247.21,323.33,335.66,335.35,346.21,344.78,348.26,351.54,335.98,333.12,186.14,233.72,255.00,246.85,254.67,261.05,233.54,244.53,226.75,229.76,274.77,249.88,270.79,253.65,277.82,209.40,252.90,263.41,197.03
2001-06-21 21:55:29+00:00,L7,308.89,306.10,305.32,318.62,319.80,317.15,300.81,295.89,276.91,125.07,224.80,269.01,304.20,324.58,335.94,262.30,272.03,129.48,157.35,165.44,134.61,166.92,196.67,278.78,220.73,214.21,212.71,208.93,220.73,220.24,242.69,,,,,,,,,,,,,316.51,114.39,235.40,255.69,252.31,277.39,255.80,255.66,246.03,228.46,224.21,256.59,250.36,262.93,242.36,273.17,230.17,255.42,273.94,154.53
2001-08-08 21:55:01+00:00,L7,335.31,338.76,354.21,355.17,350.85,303.67,255.94,220.91,148.36,164.74,323.94,330.17,344.14,,,,,,,,,,,,,153.14,174.09,204.34,367.16,368.46,354.32,369.58,375.44,391.62,,371.45,353.83,353.56,365.01,365.96,373.17,378.84,386.27,374.32,370.81,365.38,259.65,257.52,280.40,267.63,265.08,261.72,230.63,336.26,355.84,365.99,366.75,368.06,268.78,224.02,247.90,281.96,210.80
2001-08-15 22:01:02+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.30,220.93,207.13,90.70,134.14,141.20,219.73,165.87,141.97,214.27,222.44,183.05,217.75,154.54,
2001-08-24 21:54:48+00:00,L7,351.29,369.03,384.82,372.65,365.24,348.35,336.28,321.11,323.41,345.67,335.00,350.39,362.07,371.60,374.51,383.66,380.77,362.78,355.13,371.50,377.04,409.39,395.66,370.42,344.34,276.23,232.77,381.37,368.01,353.55,361.53,374.05,384.20,382.61,332.34,375.82,367.58,348.52,365.27,385.11,382.13,398.10,404.87,385.18,383.18,366.39,371.17,353.27,279.17,268.80,262.21,281.62,229.01,227.47,210.82,266.04,263.83,246.98,269.72,209.46,235.42,252.10,190.58
2001-09-25 21:54:28+00:00,L7,387.27,398.36,399.86,399.58,395.81,377.18,350.52,341.40,355.04,325.44,347.39,390.23,416.09,419.56,394.96,412.85,415.33,411.87,405.97,409.79,419.00,421.03,415.85,408.57,409.43,407.39,399.57,391.73,395.62,404.45,403.63,412.70,412.25,421.98,429.03,382.69,414.50,398.36,400.58,419.52,425.18,423.78,435.60,427.96,420.72,396.69,383.46,364.56,357.31,360.20,398.84,394.85,396.35,396.76,380.81,424.53,425.17,424.18,401.09,388.33,373.81,366.76,357.70
2002-02-16 21:54:54+00:00,L7,375.76,368.42,366.74,364.16,362.75,365.74,363.88,349.09,337.40,331.28,361.21,361.18,367.70,372.44,375.94,388.27,391.65,387.95,379.80,384.66,393.23,418.00,408.83,390.76,380.01,369.35,364.37,375.90,394.92,394.46,381.36,383.06,391.34,405.84,416.76,407.05,404.28,400.35,389.02,391.24,388.07,384.30,384.62,389.89,384.05,377.34,382.20,384.64,365.27,351.54,361.86,384.37,396.04,395.93,399.50,392.53,390.80,380.49,370.15,347.68,344.98,346.59,344.89
2002-03-20 21:54:48+00:00,L7,370.32,367.60,368.67,365.75,364.87,357.40,345.73,335.45,344.49,326.26,354.60,358.96,367.81,364.49,367.68,378.59,376.69,383.06,379.76,379.77,386.44,396.38,398.80,385.45,364.90,356.98,364.97,374.75,386.55,392.91,385.12,385.65,383.74,392.14,401.04,408.05,396.81,391.98,386.20,380.00,377.35,375.52,381.57,376.72,373.93,370.33,379.36,377.37,367.01,343.75,358.22,370.53,377.86,384.65,394.42,390.83,392.80,374.20,358.35,337.70,335.75,333.84,345.76
2002-06-24 21:54:28+00:00,L7,299.13,308.88,312.25,,,,,,,,,,,,,,275.21,194.56,170.81,174.40,136.47,169.89,201.69,257.45,275.10,239.88,215.27,205.96,220.16,232.42,220.36,254.24,251.00,272.21,216.19,233.91,121.54,163.25,,,124.40,,,,,,,152.99,233.57,147.42,153.17,,116.63,153.49,195.47,154.06,148.24,220.33,240.02,198.23,238.20,246.88,143.38
