dates,nzd0212-0000,nzd0212-0001,nzd0212-0002,nzd0212-0003,nzd0212-0004,nzd0212-0005,nzd0212-0006,nzd0212-0007,nzd0212-0008,nzd0212-0009,nzd0212-0010,nzd0212-0011,nzd0212-0012,nzd0212-0013,nzd0212-0014,nzd0212-0015,nzd0212-0016,nzd0212-0017,nzd0212-0018,nzd0212-0019,nzd0212-0020,nzd0212-0021,nzd0212-0022,nzd0212-0023,nzd0212-0024,nzd0212-0025,nzd0212-0026,nzd0212-0027,nzd0212-0028,nzd0212-0029,nzd0212-0030,nzd0212-0031,nzd0212-0032,nzd0212-0033,nzd0212-0034,nzd0212-0035,nzd0212-0036,nzd0212-0037,nzd0212-0038,nzd0212-0039,nzd0212-0040,nzd0212-0041,nzd0212-0042,nzd0212-0043,nzd0212-0044,nzd0212-0045,nzd0212-0046,nzd0212-0047,nzd0212-0048,nzd0212-0049,nzd0212-0050,nzd0212-0051,nzd0212-0052,nzd0212-0053,nzd0212-0054,nzd0212-0055,nzd0212-0056,nzd0212-0057,nzd0212-0058,nzd0212-0059,nzd0212-0060,nzd0212-0061,nzd0212-0062,satname
1999-07-18 21:58:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.14,,,,,,,,,,340.96,,,,339.54,,319.99,329.42,320.60,,356.95,,361.54,,,368.24,,,,,L7
1999-12-25 21:58:52+00:00,356.96,357.70,353.14,345.62,344.31,338.55,337.51,324.18,322.20,,,,335.91,364.25,361.18,347.37,351.21,358.65,368.33,376.96,386.17,380.41,372.10,362.98,353.40,357.32,355.35,347.56,350.30,360.78,372.57,383.89,392.17,380.25,389.45,382.30,384.36,371.82,369.28,367.47,369.18,368.84,369.76,352.78,370.02,357.74,364.34,352.15,352.94,331.68,336.12,330.75,351.46,353.40,363.22,362.62,355.88,344.11,349.85,330.77,,318.16,314.28,L7
2000-02-18 22:04:53+00:00,356.96,357.70,353.14,345.62,344.31,338.55,337.51,324.18,322.20,,,,335.91,364.25,361.18,347.37,351.21,358.65,368.33,376.96,386.17,380.41,372.10,362.98,353.40,357.32,355.35,347.56,350.30,360.78,372.57,383.89,392.17,394.36,389.45,382.30,384.36,371.82,369.28,367.47,369.18,368.84,369.76,364.61,370.02,357.74,364.34,364.77,352.94,343.37,342.83,340.89,351.46,349.85,363.22,363.23,359.81,347.13,331.38,330.27,,313.48,315.56,L7
2000-03-30 21:58:33+00:00,362.99,360.59,358.08,354.28,351.93,349.11,343.64,332.58,331.87,343.36,,357.44,347.36,362.41,363.51,355.69,358.44,364.43,371.35,378.17,387.28,384.35,380.37,376.71,371.86,369.42,365.85,359.37,358.47,361.49,373.52,392.40,399.59,403.70,402.01,392.71,389.62,382.25,378.50,376.63,369.18,368.84,375.87,366.60,370.19,362.35,364.88,367.27,364.53,343.37,342.83,340.89,368.70,364.30,366.49,366.91,367.52,359.85,331.38,339.81,,318.09,322.41,L7
2000-07-04 21:57:38+00:00,360.77,363.48,359.11,362.95,359.55,359.67,349.78,340.98,341.54,343.36,,357.44,358.80,360.57,365.85,364.02,365.68,370.21,374.36,379.38,388.39,388.28,388.64,390.43,390.31,381.53,376.35,371.17,366.64,362.20,374.47,400.92,407.25,413.85,414.57,404.45,377.71,389.64,389.33,383.27,,,376.88,370.16,370.35,366.96,365.43,369.78,376.12,,,,385.95,378.75,369.76,368.52,373.34,367.72,331.29,344.33,,311.10,326.48,L7
2000-08-05 21:57:08+00:00,355.81,362.37,359.11,362.95,359.55,359.67,349.78,340.98,341.54,343.36,,357.44,358.80,360.57,365.85,364.02,365.68,370.21,374.36,379.38,373.32,388.28,388.64,372.53,380.34,373.12,376.35,371.17,347.50,360.87,375.56,396.11,403.22,408.64,407.51,395.74,385.20,389.64,381.44,375.33,,,376.88,372.70,363.76,366.96,361.35,371.50,374.64,370.60,372.49,,385.95,378.75,369.85,373.71,375.99,369.81,340.20,344.33,320.60,317.40,326.48,L7
2000-12-27 21:56:29+00:00,349.20,361.25,355.19,,,,329.88,329.06,331.78,334.27,,349.17,364.31,,,,,,,,358.26,,,354.63,370.36,364.71,,,328.37,359.53,376.64,391.30,401.33,406.45,400.46,392.05,380.37,386.60,377.02,370.50,365.28,348.97,371.77,374.76,353.52,342.56,355.24,362.77,362.67,361.41,359.84,345.55,361.25,343.10,359.63,365.78,362.39,373.98,349.10,,320.60,316.76,,L7
2001-03-17 21:56:16+00:00,381.96,384.00,379.97,382.16,383.54,370.31,337.79,330.57,335.10,342.19,,351.70,364.31,363.62,375.90,384.23,402.51,406.71,,408.69,380.80,378.01,392.89,,407.33,394.50,386.03,390.10,,394.00,392.91,396.51,401.72,420.42,,,419.33,402.11,376.96,378.10,377.10,371.46,399.27,397.92,369.54,342.56,353.20,363.45,355.29,354.88,361.64,345.55,375.64,343.10,367.72,356.56,356.15,381.78,369.35,349.78,333.68,345.56,356.32,L7
2001-06-05 21:55:40+00:00,370.36,365.59,370.00,370.51,372.42,361.47,337.79,330.57,335.10,342.19,,351.70,364.31,363.62,375.90,384.23,402.51,406.71,,408.69,380.80,378.01,392.89,290.11,407.33,394.50,386.03,390.10,,394.00,392.91,396.51,401.72,420.42,,360.47,403.50,390.39,381.15,381.44,379.86,379.26,389.29,379.97,369.54,342.56,353.20,363.45,330.41,329.80,326.16,306.86,375.64,343.10,367.72,356.56,356.15,381.78,335.40,294.03,307.74,316.31,356.32,L7
2001-06-21 21:55:29+00:00,364.06,359.95,362.63,367.40,371.43,360.88,342.02,335.57,335.57,342.19,,338.32,364.06,368.94,393.17,384.23,402.51,406.71,,408.69,380.80,378.01,392.89,303.07,407.33,394.50,386.03,390.10,,394.00,392.91,396.51,401.72,420.42,,360.47,403.50,390.39,381.15,381.44,379.86,379.26,389.29,369.85,369.54,342.56,353.20,363.45,324.61,316.62,314.75,295.61,375.64,343.10,367.72,356.56,356.15,381.78,323.69,283.78,301.33,311.21,356.32,L7
2001-08-08 21:55:01+00:00,358.44,356.22,362.10,365.92,368.12,348.15,348.09,338.83,337.46,350.11,331.27,334.09,358.37,368.94,393.17,384.23,402.51,406.71,,408.69,380.80,378.01,392.89,303.07,407.33,394.50,386.03,390.10,373.45,384.89,377.28,386.19,391.73,408.77,,369.11,389.87,380.56,380.44,382.09,384.59,391.66,390.73,372.19,382.76,369.38,,374.58,307.77,296.26,295.13,269.00,390.04,340.26,373.18,367.67,369.98,376.92,310.96,270.06,289.20,304.90,356.32,L7
2001-08-15 22:01:02+00:00,358.44,356.22,362.10,365.92,368.12,348.15,348.09,338.83,337.46,350.11,331.27,334.09,358.37,368.94,393.17,384.23,402.51,406.71,,408.69,380.80,378.01,392.89,303.07,407.33,394.50,386.03,390.10,373.45,384.89,377.28,386.19,391.73,408.77,,369.11,389.87,380.56,380.44,382.09,384.59,391.66,390.73,372.19,382.76,369.38,,374.58,307.77,296.26,295.13,269.00,390.04,340.26,373.18,367.67,369.98,376.92,310.96,270.06,274.11,304.90,356.32,L7
2001-08-24 21:54:48+00:00,352.50,354.27,362.13,362.75,362.28,343.68,348.09,324.14,322.24,332.09,319.97,332.52,349.07,361.05,373.78,372.66,382.86,406.71,,408.69,365.75,383.82,384.40,318.94,407.33,394.50,386.03,375.86,359.44,384.89,363.25,374.62,381.69,393.47,,363.82,376.40,365.97,370.06,376.26,378.33,386.69,387.68,371.28,376.32,360.70,348.60,374.58,298.89,288.51,285.92,268.57,390.04,340.26,373.18,367.67,369.98,376.92,299.84,254.43,264.73,304.90,356.32,L7
2001-09-25 21:54:28+00:00,349.62,353.20,362.16,362.29,360.13,341.11,339.00,319.58,318.59,305.95,321.44,336.59,358.93,372.03,368.64,377.12,381.61,392.16,386.26,390.08,373.36,396.71,387.25,337.03,396.88,390.14,382.32,368.05,364.93,378.62,359.16,373.45,378.63,388.24,411.78,363.61,368.29,359.28,369.60,379.17,382.47,388.40,391.01,374.22,381.07,368.52,356.18,344.85,284.01,271.25,263.37,268.57,373.35,362.24,363.62,391.35,391.26,391.85,282.47,230.59,250.94,307.06,340.45,L7
2002-02-16 21:54:54+00:00,359.06,366.22,371.43,366.42,360.16,351.38,348.70,322.76,321.28,316.80,316.53,354.89,364.62,373.42,360.14,382.55,386.29,392.62,385.60,389.94,381.98,405.31,395.95,379.08,390.08,382.00,375.60,372.17,373.80,390.95,367.73,377.56,383.55,392.64,416.52,358.12,378.12,367.97,370.51,384.18,386.08,387.62,393.92,391.38,385.15,372.26,366.56,344.85,263.37,257.51,249.04,267.26,387.70,391.70,385.06,404.28,402.88,397.69,255.36,191.90,217.86,352.03,344.92,L7
2002-03-20 21:54:48+00:00,368.74,369.08,369.38,367.45,363.92,357.73,342.82,331.42,332.98,314.99,332.16,361.08,371.20,374.94,363.69,384.19,387.52,385.25,379.46,382.36,389.00,403.89,399.91,387.01,379.02,369.99,368.39,372.88,383.32,386.72,379.48,384.76,386.73,398.74,407.69,379.23,392.53,386.34,381.38,386.36,387.82,383.98,390.04,391.15,384.98,375.69,372.63,354.83,,,,,379.53,386.69,385.24,397.35,396.59,387.20,,,,343.30,341.53,L7
2002-06-24 21:54:28+00:00,358.69,358.59,359.51,361.24,359.48,357.86,350.47,337.93,335.75,323.57,339.93,356.36,362.55,364.13,365.31,379.72,381.28,381.79,376.06,378.50,385.50,403.94,400.57,384.86,370.09,359.92,361.42,372.08,387.02,389.35,378.91,380.64,383.83,395.74,405.65,395.48,395.34,391.83,383.27,381.28,379.00,375.58,378.76,380.42,375.74,371.47,377.07,364.80,260.37,,,,382.61,387.92,394.36,389.51,389.20,374.98,264.38,228.01,,337.85,342.07,L7
