dates,nzd0272-0000,nzd0272-0001,nzd0272-0002,nzd0272-0003,nzd0272-0004,nzd0272-0005,nzd0272-0006,nzd0272-0007,nzd0272-0008,nzd0272-0009,nzd0272-0010,nzd0272-0011,nzd0272-0012,nzd0272-0013,nzd0272-0014,nzd0272-0015,nzd0272-0016,nzd0272-0017,nzd0272-0018,satname
1999-12-09 21:59:21+00:00,347.17,333.74,325.86,322.29,325.89,324.62,317.07,322.03,323.93,322.06,322.86,332.31,327.39,324.62,337.75,327.95,325.03,320.96,326.10,L7
1999-12-25 21:59:16+00:00,350.60,335.36,324.82,320.88,323.02,323.33,315.49,318.73,321.69,323.88,323.42,329.69,325.25,322.40,335.19,326.87,325.46,323.12,324.19,L7
2000-01-10 21:59:16+00:00,350.89,337.66,325.75,322.08,325.11,324.65,317.34,318.60,323.00,324.19,323.47,328.61,325.19,323.46,335.14,327.69,325.20,325.01,325.78,L7
2000-03-30 21:58:57+00:00,350.11,337.84,324.35,322.65,324.31,323.44,316.00,319.47,323.80,323.45,321.79,327.39,323.68,323.56,334.15,325.71,323.69,324.45,325.34,L7
2000-07-04 21:58:02+00:00,345.82,335.10,320.15,324.93,328.08,325.90,317.59,323.73,318.10,319.96,317.42,322.48,322.61,324.23,331.80,325.74,322.19,323.09,325.49,L7
2000-08-05 21:57:32+00:00,341.64,326.48,310.44,325.15,324.36,321.43,314.56,320.73,312.04,314.59,308.88,320.49,320.32,322.80,327.97,323.30,318.92,317.50,324.66,L7
2000-09-22 21:56:53+00:00,341.64,326.48,310.44,325.15,313.77,309.69,314.56,320.73,312.04,314.59,308.88,320.49,320.32,322.80,327.97,323.30,318.92,317.50,324.66,L7
2000-11-09 21:56:45+00:00,339.13,324.60,311.65,329.81,316.52,312.37,318.91,323.70,313.15,317.41,312.99,325.18,326.06,325.92,329.40,327.82,324.90,321.42,327.20,L7
2000-11-25 21:56:47+00:00,339.82,324.71,313.09,326.74,317.65,312.46,316.61,322.35,314.31,319.81,314.62,324.76,325.16,324.80,329.98,327.30,325.20,322.38,326.81,L7
2001-03-17 21:56:40+00:00,345.71,334.63,324.56,331.76,317.74,312.53,323.57,331.56,329.01,334.08,329.26,330.88,330.30,332.12,338.76,332.24,337.84,327.94,332.96,L7
2001-07-07 21:55:48+00:00,355.01,346.12,332.49,340.98,333.88,332.33,318.62,326.59,339.77,330.45,325.44,321.30,326.50,331.24,337.54,333.07,333.09,320.82,331.89,L7
2001-08-24 21:55:12+00:00,355.01,337.37,332.49,340.98,336.85,326.85,318.62,326.59,339.77,330.45,320.43,324.09,318.76,322.05,326.35,319.01,316.81,309.63,331.89,L7
2001-09-09 21:55:00+00:00,363.49,344.06,332.49,349.12,335.24,327.71,322.39,332.99,331.69,340.72,324.84,327.63,323.58,325.62,330.85,324.43,322.08,309.63,334.93,L7
2001-09-25 21:54:52+00:00,369.58,348.79,347.67,360.78,348.51,337.12,326.65,334.62,336.52,342.83,326.53,329.88,327.63,326.59,330.83,331.92,324.92,321.91,331.58,L7
