dates,satname,nzd0272-0000,nzd0272-0001,nzd0272-0002,nzd0272-0003,nzd0272-0004,nzd0272-0005,nzd0272-0006,nzd0272-0007,nzd0272-0008,nzd0272-0009,nzd0272-0010,nzd0272-0011,nzd0272-0012,nzd0272-0013,nzd0272-0014,nzd0272-0015,nzd0272-0016,nzd0272-0017,nzd0272-0018
1999-12-09 21:59:21+00:00,L7,337.67,328.04,320.16,313.17,313.22,310.37,298.07,304.49,315.16,308.65,312.95,325.80,321.69,317.49,329.31,317.09,315.12,308.96,308.56
1999-12-25 21:59:16+00:00,L7,348.27,333.53,320.33,313.95,312.49,313.41,302.41,304.81,314.15,317.58,317.97,323.14,319.67,315.88,327.53,319.22,319.89,318.03,311.65
2000-01-10 21:59:16+00:00,L7,348.24,340.31,325.67,321.37,324.95,322.42,314.55,312.35,322.62,320.21,320.20,324.22,323.11,323.13,332.13,325.61,321.30,324.66,322.97
2000-03-30 21:58:57+00:00,L7,348.59,338.87,320.64,325.16,323.03,321.07,313.62,323.59,326.94,322.42,317.61,324.30,319.66,324.50,331.93,320.73,320.03,323.85,325.56
2000-07-04 21:58:02+00:00,L7,332.96,321.52,309.53,320.90,326.05,322.71,309.28,321.10,297.65,306.44,306.46,313.66,320.47,319.31,324.53,322.12,317.24,311.06,313.80
2000-08-05 21:57:32+00:00,L7,345.37,320.25,302.34,,326.66,323.53,324.79,321.21,313.38,317.73,304.67,324.88,322.02,326.09,329.22,329.34,321.58,320.11,338.33
2000-09-22 21:56:53+00:00,L7,,,,,291.78,285.47,,,,,,,,,,,,,279.59
2000-11-09 21:56:45+00:00,L7,333.56,328.73,319.79,327.27,324.06,320.52,311.67,318.65,323.35,320.31,322.11,333.23,332.40,328.24,329.55,325.72,330.15,326.15,319.33
2000-11-25 21:56:47+00:00,L7,329.89,317.85,310.21,309.10,306.13,294.81,285.70,296.15,306.68,310.08,307.00,315.28,315.24,312.43,321.06,312.00,313.57,310.10,303.47
2001-03-17 21:56:40+00:00,L7,359.93,349.07,335.44,345.70,340.44,339.71,345.83,354.51,344.31,352.45,344.33,334.71,335.02,345.37,353.43,343.29,355.46,330.20,350.70
2001-07-07 21:55:48+00:00,L7,,,,,,,285.24,292.98,291.68,304.10,303.33,305.78,316.12,314.79,318.91,319.33,307.50,307.54,307.40
2001-08-24 21:55:12+00:00,L7,426.37,332.61,,,348.71,331.36,,,284.46,,317.37,334.24,307.29,308.68,309.91,298.51,291.21,295.68,
2001-09-09 21:55:00+00:00,L7,377.13,360.56,,362.23,338.90,337.18,340.25,355.33,328.39,368.55,343.45,341.80,341.15,340.21,348.92,346.57,343.28,,350.54
2001-09-25 21:54:52+00:00,L7,373.13,363.86,351.22,369.98,381.60,369.44,360.63,361.23,354.89,360.20,352.13,344.40,351.80,350.00,354.24,374.40,367.87,368.29,
2001-10-11 21:54:33+00:00,L7,363.13,363.30,347.63,361.00,369.89,350.95,351.49,352.99,342.65,347.78,342.46,342.62,343.57,336.13,365.44,359.50,363.27,353.03,
2002-02-16 21:55:18+00:00,L7,355.17,344.15,334.70,335.47,333.42,330.75,332.44,325.98,333.47,328.73,325.10,333.37,333.24,335.18,338.88,336.62,337.36,326.99,334.20
2002-05-07 21:55:15+00:00,L7,303.63,282.98,,,194.30,276.06,,,,,,303.79,309.27,287.26,,,,,
2002-10-14 21:54:07+00:00,L7,356.03,342.85,331.00,332.55,344.83,347.78,338.12,338.00,333.34,346.78,340.30,327.11,327.99,330.68,340.69,350.33,345.83,346.59,
2003-03-07 21:55:10+00:00,L7,348.69,341.02,328.71,328.20,331.59,334.04,325.46,320.27,328.38,327.59,332.05,331.71,334.99,330.21,346.70,345.23,352.41,346.54,339.83
2003-04-24 21:55:10+00:00,L7,344.12,325.46,317.04,330.71,337.95,331.59,312.22,330.42,315.77,334.78,311.77,325.22,322.41,326.53,330.79,325.10,320.95,321.46,336.15
2003-07-21 21:42:57+00:00,L5,326.13,319.66,308.29,322.63,328.33,330.51,349.57,337.96,290.53,,304.49,319.55,330.04,,323.09,317.77,312.88,325.73,357.89
2003-07-29 21:54:53+00:00,L7,334.02,323.24,313.71,312.36,309.19,298.05,,,299.37,307.84,304.99,328.26,323.51,316.54,321.72,310.55,311.00,305.78,303.90
2003-10-17 21:54:39+00:00,L7,365.24,351.08,334.84,330.42,337.78,348.15,333.43,323.02,336.39,350.26,,,341.98,337.61,371.35,377.35,368.73,360.55,370.42
2003-11-18 21:55:03+00:00,L7,357.52,348.45,333.89,330.01,338.59,348.41,343.25,356.08,342.86,,,334.42,333.99,334.45,365.23,358.00,358.06,360.56,364.24
2003-12-04 21:55:07+00:00,L7,327.36,309.07,303.18,315.82,322.18,327.38,316.68,314.88,326.22,322.02,320.46,,,322.77,334.75,328.51,331.36,332.53,335.10
2004-03-01 21:45:26+00:00,L5,335.37,324.82,315.31,314.17,316.52,315.94,308.48,315.57,319.49,319.48,315.75,313.80,314.98,312.50,324.40,319.62,318.05,326.86,327.75
2004-03-09 21:55:39+00:00,L7,332.76,321.02,315.15,313.68,311.63,311.66,,,309.15,305.62,306.18,322.14,320.17,315.45,320.57,310.54,313.77,313.65,304.10
2004-03-17 21:45:32+00:00,L5,325.88,325.20,313.33,314.33,302.96,295.66,287.51,291.75,299.80,299.32,297.55,318.00,322.43,311.18,321.84,316.88,314.61,306.17,304.36
2004-03-25 21:55:42+00:00,L7,334.40,328.02,318.35,,,319.87,306.74,311.01,319.01,317.07,310.53,324.86,322.69,321.64,330.29,321.62,,,322.09
2004-04-02 21:45:42+00:00,L5,326.06,317.75,307.94,313.25,313.18,310.75,297.76,300.84,307.19,306.11,300.26,315.43,313.70,305.95,316.20,312.54,307.50,305.86,300.91
2004-04-18 21:46:13+00:00,L5,330.59,325.49,317.81,316.56,303.84,313.01,298.12,299.43,304.08,310.23,311.49,325.99,331.51,313.66,319.84,309.61,308.20,304.03,305.02
2004-05-04 21:46:39+00:00,L5,326.23,322.66,314.54,311.75,308.64,295.53,285.04,282.09,289.60,296.96,290.71,306.57,308.22,305.92,,365.57,365.49,318.36,290.25
2004-06-05 21:47:36+00:00,L5,354.24,,,,157.67,257.01,268.09,283.44,305.67,303.40,305.72,311.15,305.84,294.02,301.50,308.42,315.21,300.36,308.06
2004-06-13 21:55:27+00:00,L7,333.64,321.19,313.92,314.20,324.36,326.69,301.29,307.82,,,302.22,315.11,320.36,315.78,322.85,308.23,314.06,298.52,303.69
2004-06-21 21:48:04+00:00,L5,326.21,319.10,298.54,298.65,294.63,280.64,273.82,277.89,284.59,298.61,296.64,304.81,303.75,303.37,304.75,300.17,300.06,280.04,297.29
2004-07-07 21:48:33+00:00,L5,326.48,319.83,306.77,310.16,318.30,317.03,297.43,300.58,279.01,302.33,302.57,317.44,320.22,314.18,328.02,311.08,309.64,307.34,308.00
2004-07-23 21:48:56+00:00,L5,327.34,326.06,316.84,325.86,339.68,330.02,319.58,327.15,304.97,305.75,311.42,321.63,329.42,316.84,330.29,321.07,314.69,308.08,
2004-09-25 21:50:31+00:00,L5,331.47,325.22,315.51,317.51,321.97,326.10,319.34,315.50,315.18,319.69,314.80,319.77,320.87,315.83,327.47,320.53,316.44,313.21,309.92
2004-11-20 21:55:25+00:00,L7,367.02,352.46,351.57,351.60,356.87,351.43,,,336.69,348.75,339.09,337.92,339.00,338.16,349.33,351.16,360.73,359.21,344.99
2005-01-31 21:52:45+00:00,L5,353.45,352.36,347.81,350.88,347.28,338.97,336.94,330.55,332.17,329.86,318.77,329.86,329.10,332.94,351.90,341.98,348.25,343.45,346.28
2005-02-08 21:55:59+00:00,L7,333.83,327.81,317.00,316.49,318.85,318.28,297.65,306.16,315.50,311.06,,,322.11,319.31,328.17,319.12,317.83,317.17,308.94
2005-02-24 21:56:05+00:00,L7,333.90,323.24,315.10,316.40,321.83,312.61,299.63,302.21,,,306.92,320.59,327.46,318.80,324.90,314.85,314.66,313.44,309.17
2005-03-04 21:53:16+00:00,L5,363.52,339.95,331.26,337.99,362.97,371.24,333.74,337.63,327.95,352.06,336.00,351.12,355.50,353.66,347.90,,,,
2005-03-12 21:56:08+00:00,L7,,326.80,314.06,317.11,320.84,315.33,296.75,302.74,308.72,305.02,305.75,313.24,,,325.72,314.34,314.47,313.25,308.95
2005-04-13 21:56:00+00:00,L7,,,,,296.18,283.98,,,283.70,,,,,,,193.58,196.65,,
2005-04-21 21:53:34+00:00,L5,325.91,318.52,306.24,307.40,301.98,305.90,295.52,297.37,296.08,305.97,303.49,316.97,320.77,306.39,311.41,310.02,303.44,302.11,300.90
2005-05-15 21:56:03+00:00,L7,332.42,320.65,304.27,308.07,316.34,326.85,,,298.81,320.25,310.09,319.38,320.38,316.64,323.14,315.27,315.67,329.57,
2005-05-23 21:53:48+00:00,L5,340.41,332.50,319.03,311.55,302.77,312.17,296.28,297.97,292.53,314.62,306.36,321.60,311.85,297.98,309.64,291.95,287.63,286.95,286.53
