dates,satname,nzd0006-0000,nzd0006-0001,nzd0006-0002,nzd0006-0003,nzd0006-0004,nzd0006-0005,nzd0006-0006,nzd0006-0007,nzd0006-0008,nzd0006-0009,nzd0006-0010,nzd0006-0011,nzd0006-0012,nzd0006-0013
1999-12-07 22:10:30+00:00,L7,369.05,357.27,333.01,311.37,316.21,323.56,326.33,330.96,330.42,335.32,348.69,355.54,351.69,345.09
2000-03-28 22:10:07+00:00,L7,358.68,356.20,340.93,337.75,336.68,335.13,321.20,326.50,342.08,366.25,361.98,356.02,356.67,361.07
2000-04-29 22:09:53+00:00,L7,381.67,368.69,357.68,362.13,365.34,355.84,355.66,354.03,373.03,371.59,381.24,370.76,374.61,388.17
2000-05-15 22:09:42+00:00,L7,355.74,353.23,340.58,336.93,330.78,325.55,331.39,324.95,340.84,346.72,351.94,349.21,353.95,368.06
2000-08-03 22:08:44+00:00,L7,334.22,312.41,309.03,301.79,308.00,294.70,288.36,291.34,306.76,324.07,320.10,321.94,306.36,305.12
2000-08-19 22:08:38+00:00,L7,315.04,290.64,294.90,291.66,295.80,277.15,285.55,289.75,295.94,302.15,307.11,317.34,300.46,298.71
2000-10-06 22:07:59+00:00,L7,374.62,357.32,357.89,368.06,363.22,352.99,342.87,333.57,351.13,349.46,381.95,375.51,367.90,378.75
2001-04-16 22:07:42+00:00,L7,364.62,356.88,333.62,332.09,327.61,338.08,338.16,340.20,335.29,340.52,339.68,350.23,355.88,355.92
2001-05-18 22:07:26+00:00,L7,,,,,,519.20,535.40,,,345.46,372.44,411.35,399.56,386.04
2001-06-03 22:07:16+00:00,L7,,,,,,,,,327.08,334.30,350.26,354.83,357.39,341.07
2001-06-19 22:07:05+00:00,L7,361.92,354.98,333.66,331.55,330.46,326.94,318.02,322.26,331.62,336.45,350.45,352.93,357.72,356.25
2002-01-29 22:06:21+00:00,L7,328.17,318.36,302.60,301.15,305.74,302.70,305.15,298.32,299.07,309.87,321.48,323.48,330.47,329.60
2002-03-18 22:06:22+00:00,L7,354.68,338.57,328.52,330.18,320.30,323.87,318.43,320.25,322.61,329.69,336.08,351.54,353.71,336.63
2002-04-03 22:06:21+00:00,L7,358.50,354.12,331.58,333.75,324.01,332.41,319.07,320.87,331.57,337.94,342.91,361.81,353.78,354.95
2002-07-24 22:05:50+00:00,L7,361.61,348.31,322.08,316.05,330.17,330.19,321.27,324.35,327.24,336.83,345.30,365.46,379.12,370.71
2002-11-13 22:05:30+00:00,L7,392.11,,350.75,341.14,341.20,340.72,338.33,334.67,354.07,360.97,361.60,372.64,371.21,366.28
2003-01-16 22:06:02+00:00,L7,358.18,354.27,328.87,331.81,330.54,316.44,320.28,324.17,333.63,339.11,344.69,341.30,351.34,354.26
2003-03-21 22:06:15+00:00,L7,,,,,,,,,300.47,304.07,317.17,326.03,327.20,322.98
2003-04-22 22:06:19+00:00,L7,363.53,354.38,336.27,317.30,326.84,319.29,332.42,323.91,333.58,334.71,329.77,336.25,330.89,331.65
2003-05-24 22:06:17+00:00,L7,365.36,361.51,342.55,336.07,339.62,342.52,333.14,335.74,339.44,353.41,356.65,351.87,358.87,352.14
2003-08-20 21:54:39+00:00,L5,346.62,331.35,320.55,309.34,310.63,309.99,306.03,312.12,307.31,315.04,315.55,314.63,321.32,305.41
2004-01-19 22:06:35+00:00,L7,354.77,347.64,336.93,331.12,330.66,317.69,327.00,324.82,330.80,342.18,352.49,360.09,362.57,357.07
2004-04-08 22:06:49+00:00,L7,351.78,339.36,326.77,316.64,313.24,309.02,296.92,279.25,293.27,296.05,,298.07,321.39,358.52
2004-05-18 21:58:14+00:00,L5,344.40,328.05,318.13,327.06,319.14,312.16,311.66,313.49,320.33,319.01,327.45,325.99,328.33,321.45
2004-06-11 22:06:38+00:00,L7,,,,,,,,340.62,340.84,355.30,361.36,,,392.19
2004-06-19 21:59:10+00:00,L5,346.16,333.98,320.39,325.53,327.42,314.48,312.95,314.98,328.74,322.20,323.33,323.85,326.22,326.61
2004-07-21 22:00:04+00:00,L5,,,,,,,,,,318.07,323.23,336.10,345.17,342.22
2004-07-29 22:06:27+00:00,L7,,,,,,,,,,338.14,350.67,353.33,362.99,345.84
2004-08-30 22:06:20+00:00,L7,351.21,330.32,329.09,332.24,323.71,320.28,310.45,312.39,321.71,331.70,334.42,341.98,333.28,330.36
2004-10-17 22:06:14+00:00,L7,362.82,354.58,335.73,334.89,335.85,321.85,325.67,323.41,,,,,,
2004-12-04 22:06:44+00:00,L7,365.77,356.64,333.82,334.22,335.62,334.68,342.88,351.39,357.88,358.45,,,,
2005-01-13 22:03:41+00:00,L5,343.60,323.63,317.02,308.86,312.72,307.98,318.31,331.96,335.06,347.81,350.06,354.09,348.92,336.14
2005-01-21 22:06:59+00:00,L7,,,332.78,334.83,340.78,341.92,346.94,353.06,359.24,366.24,373.89,378.83,378.15,388.66
2005-04-03 22:04:40+00:00,L5,389.02,,338.17,340.51,342.39,342.69,344.89,349.33,373.07,372.59,373.75,385.68,384.76,396.84
2005-05-29 22:07:09+00:00,L7,,,,,,,,,,,,,,582.25
2005-06-06 22:05:05+00:00,L5,359.98,350.24,338.93,339.90,341.28,329.04,323.80,325.29,335.80,348.34,351.37,366.53,367.48,380.47
2005-06-14 22:07:02+00:00,L7,333.07,315.19,317.25,307.20,302.64,300.90,290.60,288.29,299.79,315.28,314.48,,,
2005-07-16 22:07:01+00:00,L7,,,,,,,,,,,,,,
2005-08-25 22:05:41+00:00,L5,349.19,331.10,321.20,317.22,313.05,305.70,294.54,299.10,304.62,312.65,319.74,330.42,329.59,320.35
2005-09-02 22:06:46+00:00,L7,357.53,332.56,328.56,335.54,329.88,319.70,315.09,316.77,318.12,327.97,341.71,339.99,333.88,334.36
