,dates,chi0325-0000,chi0325-0001,chi0325-0002,chi0325-0003,chi0325-0004,chi0325-0005,chi0325-0006,chi0325-0007,chi0325-0008,chi0325-0009,chi0325-0010,chi0325-0011,chi0325-0012,chi0325-0013,chi0325-0014,chi0325-0015,chi0325-0016,chi0325-0017,chi0325-0018,chi0325-0019,chi0325-0020,chi0325-0021,chi0325-0022
0,1985-01-25 14:04:03+00:00,243.20611206756504,240.43495788733452,236.92979931980963,230.47401489574446,227.71190967434023,222.77062329891265,220.72163747381785,216.41524597938232,215.4286749292545,215.14416094914895,217.61805229087872,213.4236394137368,212.00153238909695,212.96874247793522,208.27737328048653,194.55752915295182,189.25443427185726,196.0792156747918,183.77059352071214,198.9363594726064,207.29401896129747,211.52719785632024,203.48262048938338
1,1986-01-28 14:00:46+00:00,225.5584044728842,227.307269715957,226.43238985747936,225.5189435500792,220.11982705869968,209.65681021975195,215.04637565824575,211.98841522106028,208.910004367792,220.17285814637262,212.72906829152345,213.08163335742458,212.19592462902693,213.967175124384,197.77708306240683,188.5871148490841,193.7273392350348,196.87888098485115,196.68960533211532,197.88875624220395,199.73783411548686,208.19092329550642,213.7772540903817
2,1986-02-13 14:00:24+00:00,229.10866366472078,218.53197556533408,217.86361939756208,213.61059750731422,215.33381056743903,220.90479777685178,218.18354184973214,213.67763566419026,211.44125970153254,211.44433346575363,207.22691307363496,201.372569150671,200.69204387816794,202.33708464480037,192.5220589490518,199.0498768747436,201.76933159883117,199.09699835328206,191.09004942584383,191.7848156690318,,,
3,1986-03-01 14:00:01+00:00,239.41665317617688,242.24963829651318,238.01322492538327,217.772966385323,218.16209095140505,220.85319850255468,221.2115067878292,215.7513737679177,219.4078109140454,,,,,,,,,,,,193.52592696513605,210.98155617613673,207.66429130035698
4,1986-03-17 13:59:42+00:00,244.61991273103342,242.38724397822594,241.31340175994205,238.7866374184604,229.8274896282825,230.22145210545142,227.78821223237475,223.89217432350148,221.30871571291328,226.97371239149692,219.3473964399187,222.8656883699608,217.69529832482218,226.4970375241521,212.41044067048665,204.42621236501105,205.18645874708258,201.90125913398316,195.99592159634747,199.94804478172284,206.90493024905254,217.4119193401165,219.59088219220718
5,1986-04-02 13:59:23+00:00,234.32661501548856,233.6122274047815,234.9827907347002,231.33265285685619,238.96067474373058,234.78560538755983,237.2742311990351,225.66249949831695,235.47764212682637,226.2850115546047,215.30353397240816,213.26769969694703,221.6269577662453,216.20508082138056,221.56064627116882,212.13321194096216,215.62432982404735,208.8373380584233,203.45289551610244,201.83497083147887,203.6305114824915,207.26785363811538,212.6188655963177
6,1986-05-04 13:58:38+00:00,212.91989747963817,208.48007504721974,206.66087851253553,211.2074559022922,207.42431476641133,210.3590998069381,212.61746902351325,207.1112790464926,200.91044900385918,198.238887608633,184.44483635414895,181.5928161487845,195.87519169996057,197.0951787639583,191.5696268799592,178.4682198621922,186.60470552789383,176.64610436246005,170.25285205550188,176.0151082539655,181.12527999002992,188.8907295471875,187.10584154464476
7,1986-06-05 13:57:43+00:00,207.66888633390238,215.39249307858177,209.9219983319166,211.6541574941028,192.9752173506218,205.63532670544393,209.35923497413012,202.81804048506376,202.64023147436143,195.01812740694027,181.58012246337216,188.21238698385736,187.9409713822766,176.63167510392356,177.50053151324454,175.54852730552514,179.11922507847368,177.885014200447,179.1686875105985,181.4644801538927,178.67314425169565,180.77137503756524,170.4869698985155
8,1986-09-16 14:00:22+00:00,226.6311589903981,223.8962856662243,219.32739448204168,219.4436256073754,,,,,,,,,,,,,222.52221419509527,193.28696508417352,195.8802174225103,193.0902726443932,197.64985959460847,201.60326074513722,202.6598990076713
9,1986-11-03 13:58:46+00:00,241.59847184503573,239.00253586118626,236.84731770111006,229.16326584186868,229.13948763281616,231.55519769344477,227.49057078813905,229.56175120074494,225.83819182568934,220.50992932812255,215.100708814116,213.3888520048578,217.0589123636072,211.7637442978614,210.06534860420803,207.9439841913696,204.55418730452146,208.75685360278754,203.67786537483374,205.05419602467805,205.4348187285458,212.2424945633793,209.45499245075862
10,1986-11-12 13:52:14+00:00,228.3262840116803,237.38215460243072,233.49784210323227,227.89718999464168,220.76893046170358,221.6584201724355,220.29505816091654,216.80371723573668,216.06579276769438,210.61123716138775,201.5592417391099,207.05037584355208,205.6846159532036,195.35640721296176,194.05672561708974,188.19669295314932,192.81806432386983,200.0573708916931,193.904789116961,192.76969508217775,200.93064001918037,215.64606041412466,214.2540121280546
11,1986-11-28 13:51:58+00:00,240.69370361969783,240.1913775514129,233.3667951197455,230.5276602581883,224.22312349852066,221.65892196824637,219.34842074100095,214.2662395524909,215.53123732344156,216.70476793077066,212.83260352963796,208.92887039442374,206.77866397962774,203.52736022016418,196.6582153024124,196.57546683456718,200.59885882479307,195.49507832581756,194.25371245813014,200.2643806768544,204.9884333570277,211.10823096863044,206.2004149181601
