dates,nzd0555-0000,nzd0555-0001,nzd0555-0002,nzd0555-0003,nzd0555-0004,nzd0555-0005,nzd0555-0006,nzd0555-0007,satname
1999-07-16 22:13:35+00:00,,,,,,,,295.08,L7
1999-08-17 22:13:37+00:00,,281.09,,,265.01,271.81,285.98,297.16,L7
1999-10-04 22:13:49+00:00,304.05,250.07,,,243.93,254.99,266.18,290.70,L7
1999-11-05 22:13:40+00:00,308.40,279.42,270.65,265.27,263.12,261.90,295.75,298.73,L7
1999-12-07 22:13:41+00:00,294.81,284.56,295.22,298.31,300.33,285.53,286.56,288.05,L7
2000-01-24 22:13:35+00:00,327.97,311.19,307.26,317.10,329.28,313.84,284.60,309.87,L7
2000-09-04 22:11:34+00:00,272.53,277.44,292.80,297.15,292.28,296.98,294.74,304.68,L7
2000-09-20 22:11:14+00:00,,,,,265.23,263.78,270.70,274.20,L7
2001-01-10 22:11:15+00:00,294.07,279.00,,,,,,,L7
2001-01-26 22:11:18+00:00,291.12,272.24,271.17,287.79,273.21,,,,L7
2001-02-27 22:11:06+00:00,319.38,308.78,300.82,294.40,295.99,305.20,,348.68,L7
2001-04-16 22:10:54+00:00,255.76,,,,267.65,283.05,278.78,320.23,L7
2001-09-07 22:09:22+00:00,274.91,273.26,278.67,271.10,281.86,287.75,294.88,306.45,L7
2001-09-23 22:09:14+00:00,294.63,285.31,285.23,272.03,269.12,276.95,283.18,298.03,L7
2002-09-10 22:08:43+00:00,278.53,265.98,267.56,277.65,282.97,269.16,279.09,273.36,L7
2002-11-29 22:09:01+00:00,319.80,325.58,302.89,298.84,293.94,311.93,309.74,333.47,L7
2003-03-21 22:09:27+00:00,324.37,317.21,321.91,323.81,337.11,335.04,336.08,315.94,L7
2003-08-13 21:51:32+00:00,308.84,299.08,289.66,300.77,319.57,303.83,,,L5
2003-08-28 22:09:09+00:00,,261.72,283.49,300.20,295.37,278.57,285.12,284.72,L7
2003-10-07 21:58:35+00:00,297.83,291.99,282.64,276.12,270.71,277.19,278.64,296.74,L5
2003-10-15 22:08:58+00:00,,,,,,,,272.21,L7
2003-11-17 21:52:57+00:00,,311.59,301.70,284.04,283.54,283.47,280.72,291.89,L5
2003-12-26 21:59:30+00:00,301.34,291.04,305.15,297.92,290.08,275.11,274.04,253.36,L5
2004-01-27 21:59:38+00:00,324.37,322.97,310.71,303.15,292.68,289.07,280.13,284.87,L5
2004-03-31 21:59:59+00:00,,,,272.05,274.58,282.03,277.71,298.40,L5
2004-04-09 21:54:07+00:00,329.25,300.88,297.03,289.64,280.14,271.28,256.62,,L5
2004-07-05 22:02:51+00:00,336.18,,,,264.65,,,292.52,L5
2004-08-22 22:04:00+00:00,244.40,,,,,266.23,270.51,283.69,L5
2004-09-15 22:09:25+00:00,266.51,,,,,,,,L7
2004-09-23 22:04:50+00:00,288.24,308.95,295.10,292.95,288.36,288.44,287.31,308.47,L5
2004-10-18 21:59:35+00:00,314.06,303.77,304.75,299.10,296.58,292.33,288.52,301.12,L5
2005-01-13 22:06:52+00:00,312.93,282.58,265.34,258.77,278.12,282.19,292.69,280.82,L5
2005-02-14 22:07:21+00:00,308.95,299.87,298.63,284.29,264.34,276.20,278.36,292.42,L5
2005-03-18 22:07:46+00:00,292.82,300.95,298.00,295.23,292.78,294.08,297.69,,L5
2005-03-26 22:10:28+00:00,258.42,,,,,,,,L7
2005-04-27 22:10:21+00:00,,,,271.83,289.23,291.74,293.25,292.76,L7
2005-07-08 22:08:27+00:00,,266.82,264.97,268.23,298.96,316.62,275.23,,L5
2005-08-09 22:08:46+00:00,,,,,,,,312.71,L5
2005-09-02 22:09:58+00:00,,235.64,264.93,279.76,284.83,290.41,295.04,310.56,L7
2005-09-10 22:08:55+00:00,264.47,,266.86,279.32,286.10,291.54,296.21,320.38,L5
2005-11-13 22:09:08+00:00,299.16,295.50,286.77,285.50,286.40,291.83,294.97,314.05,L5
2006-02-09 22:10:49+00:00,319.28,311.30,309.23,296.51,298.84,305.22,312.30,335.93,L7
2006-02-17 22:11:22+00:00,319.99,306.09,300.95,307.52,311.31,313.57,333.07,337.59,L5
2006-03-29 22:10:52+00:00,313.96,306.46,311.22,313.42,336.76,325.51,311.72,,L7
2006-04-15 22:06:18+00:00,326.79,313.20,309.98,308.95,305.26,295.43,282.14,,L5
2006-04-22 22:12:36+00:00,,,,309.98,314.89,315.52,314.63,349.08,L5
2006-04-30 22:10:50+00:00,309.74,263.68,297.29,312.60,,331.21,,384.96,L7
2006-07-03 22:10:40+00:00,332.52,267.47,289.49,281.49,,,,,L7
2006-07-11 22:13:45+00:00,,,,,,,277.86,,L5
2006-08-12 22:14:11+00:00,367.29,237.41,,260.85,351.12,336.39,280.38,,L5
2006-08-28 22:14:23+00:00,,,,245.77,271.93,271.06,272.11,,L5
2006-09-06 22:08:43+00:00,,,313.60,300.58,299.54,296.35,297.97,,L5
2006-09-21 22:10:16+00:00,,271.22,274.68,271.92,270.35,278.45,296.42,,L7
