dates,satname,nzd0555-0000,nzd0555-0001,nzd0555-0002,nzd0555-0003,nzd0555-0004,nzd0555-0005,nzd0555-0006,nzd0555-0007
1999-07-16 22:13:35+00:00,L7,361.51,449.13,436.05,433.11,439.56,450.38,498.46,323.88
1999-08-17 22:13:37+00:00,L7,410.12,271.09,262.25,267.78,260.57,266.81,281.54,289.16
1999-10-04 22:13:49+00:00,L7,274.05,205.07,190.41,190.09,223.93,232.49,246.18,254.70
1999-11-05 22:13:40+00:00,L7,306.07,275.92,267.85,262.94,261.56,260.15,294.19,295.93
1999-12-07 22:13:41+00:00,L7,315.14,315.06,319.62,318.64,313.89,300.78,300.12,312.45
2000-01-24 22:13:35+00:00,L7,352.30,347.69,336.46,341.43,345.50,332.09,300.82,339.07
2000-05-31 22:12:42+00:00,L7,,,,,,,,
2000-09-04 22:11:34+00:00,L7,262.20,261.94,280.40,286.82,285.39,289.23,287.85,292.28
2000-09-20 22:11:14+00:00,L7,,,233.29,223.22,255.01,252.28,260.48,255.80
2001-01-10 22:11:15+00:00,L7,333.07,337.50,488.60,493.03,493.44,497.43,486.44,494.85
2001-01-26 22:11:18+00:00,L7,318.45,313.24,303.97,315.12,291.43,,,
2001-02-27 22:11:06+00:00,L7,336.38,334.28,321.22,311.40,307.32,317.95,334.39,369.08
2001-04-16 22:10:54+00:00,L7,237.09,,,,255.21,269.05,266.34,297.83
2001-07-05 22:10:09+00:00,L7,,,,,,,,
2001-09-07 22:09:22+00:00,L7,288.58,293.76,295.07,284.77,290.97,298.00,303.99,322.85
2001-09-23 22:09:14+00:00,L7,280.96,264.81,268.83,258.36,260.01,266.70,274.07,281.63
2002-05-21 22:09:29+00:00,L7,,,,,,,,
2002-06-22 22:09:15+00:00,L7,,216.89,,335.58,329.78,,235.14,245.11
2002-07-08 22:09:12+00:00,L7,,,,,,,,
2002-09-10 22:08:43+00:00,L7,305.86,306.98,300.36,304.98,301.19,289.66,297.31,306.16
2002-11-29 22:09:01+00:00,L7,287.47,277.08,264.09,266.51,272.38,287.68,288.18,294.67
2003-03-21 22:09:27+00:00,L7,353.37,360.71,356.71,352.81,356.44,356.79,355.41,350.74
2003-05-24 22:09:28+00:00,L7,,,,,,,,
2003-08-13 21:51:32+00:00,L5,342.51,349.58,330.06,334.44,342.01,329.08,,
2003-08-28 22:09:09+00:00,L7,458.49,309.72,321.89,332.20,316.70,302.57,306.45,323.12
2003-09-30 21:52:18+00:00,L5,,,,,,,,
2003-10-07 21:58:35+00:00,L5,295.50,288.49,279.84,273.79,269.15,275.44,277.08,293.94
2003-10-15 22:08:58+00:00,L7,,214.23,,190.52,172.68,166.20,,278.61
2003-11-17 21:52:57+00:00,L5,385.91,275.59,272.90,260.04,267.54,265.47,264.72,263.09
2003-12-26 21:59:30+00:00,L5,324.34,325.54,332.75,320.92,305.41,292.36,289.37,280.96
2004-01-04 21:53:21+00:00,L5,,,,,,,,
2004-01-27 21:59:38+00:00,L5,317.37,312.47,302.31,296.15,288.01,283.82,275.46,276.47
2004-03-31 21:59:59+00:00,L5,255.47,163.27,,259.05,265.91,272.28,269.04,282.80
2004-04-09 21:54:07+00:00,L5,339.58,316.38,309.43,299.97,287.03,279.03,263.51,255.35
2004-04-25 21:54:59+00:00,L5,,,,,,,,
2004-05-02 22:00:57+00:00,L5,203.96,,,,,,,
2004-05-18 22:01:26+00:00,L5,,,,,,,,
2004-05-26 22:09:57+00:00,L7,,,,,,,,
2004-06-12 21:56:23+00:00,L5,,,,,,,,
2004-07-05 22:02:51+00:00,L5,361.85,394.79,429.71,514.50,281.76,519.24,471.34,323.32
2004-07-29 22:09:38+00:00,L7,,,,,,,,
2004-08-22 22:04:00+00:00,L5,233.73,,,,,258.23,263.40,270.89
2004-09-15 22:09:25+00:00,L7,295.18,213.29,210.03,190.38,180.63,157.00,,
2004-09-23 22:04:50+00:00,L5,257.57,262.95,258.30,262.28,267.92,265.44,266.87,271.67
2004-10-18 21:59:35+00:00,L5,322.73,316.77,315.15,307.77,302.36,298.83,294.30,311.52
2005-01-13 22:06:52+00:00,L5,340.93,324.58,298.94,286.77,296.79,303.19,311.36,314.42
2005-02-14 22:07:21+00:00,L5,303.62,291.87,292.23,278.96,260.78,272.20,274.80,286.02
2005-03-11 22:01:31+00:00,L5,,,,,,,,
2005-03-18 22:07:46+00:00,L5,276.82,276.95,278.80,279.23,282.11,282.08,287.02,391.67
2005-03-26 22:10:28+00:00,L7,287.09,267.76,251.43,237.83,218.84,197.78,167.58,
2005-04-27 22:10:21+00:00,L7,225.92,,,298.16,306.79,311.49,310.81,324.36
2005-05-13 22:10:24+00:00,L7,,,,,,,,
2005-07-08 22:08:27+00:00,L5,362.96,305.32,295.77,293.90,316.07,335.87,292.34,526.84
2005-07-16 22:10:12+00:00,L7,,,,,,,,
2005-08-09 22:08:46+00:00,L5,218.38,,,,,,,331.51
2005-09-02 22:09:58+00:00,L7,206.90,254.14,279.73,292.09,293.05,299.66,303.26,325.36
2005-09-10 22:08:55+00:00,L5,256.47,176.14,257.26,271.32,280.77,285.54,290.88,310.78
2005-11-13 22:09:08+00:00,L5,291.49,284.00,277.57,277.83,281.29,286.08,289.86,304.85
2006-02-09 22:10:49+00:00,L7,316.61,307.30,306.03,293.84,297.06,303.22,310.52,332.73
2006-02-17 22:11:22+00:00,L5,335.66,329.59,319.75,323.19,321.75,325.32,343.51,356.39
2006-03-29 22:10:52+00:00,L7,348.29,357.96,352.42,347.75,359.65,351.26,334.61,336.14
2006-04-15 22:06:18+00:00,L5,353.46,353.20,341.98,335.62,323.04,315.43,299.92,294.96
2006-04-22 22:12:36+00:00,L5,248.57,146.04,,283.65,297.33,295.77,297.07,317.48
2006-04-30 22:10:50+00:00,L7,338.41,306.68,331.69,341.27,392.49,352.71,383.17,419.36
2006-06-01 22:10:50+00:00,L7,423.90,,,,,,,
2006-06-25 22:13:31+00:00,L5,,,,,,,,
2006-07-03 22:10:40+00:00,L7,317.52,244.97,271.49,266.49,237.60,257.59,200.65,237.09
2006-07-11 22:13:45+00:00,L5,,,,,,284.13,297.19,481.89
2006-07-19 22:10:32+00:00,L7,,,,,,,,
2006-07-27 22:13:58+00:00,L5,,,,,,,,
2006-08-04 22:10:28+00:00,L7,166.83,,,,,,,
2006-08-12 22:14:11+00:00,L5,399.29,285.41,278.47,292.85,372.45,360.39,301.71,364.68
2006-08-28 22:14:23+00:00,L5,248.72,,,258.44,280.37,280.56,280.55,280.36
2006-09-06 22:08:43+00:00,L5,287.91,330.15,322.40,307.91,304.43,301.85,302.86,309.51
2006-09-21 22:10:16+00:00,L7,231.18,292.72,291.88,286.25,279.91,289.20,305.98,490.66
2006-10-24 22:08:50+00:00,L5,,313.62,333.86,292.69,291.03,292.79,300.63,296.56
2006-12-03 22:04:42+00:00,L7,417.54,425.63,,,,,,
2007-01-12 22:09:53+00:00,L5,312.94,300.71,288.37,277.18,273.38,278.92,274.74,286.81
2007-02-04 22:15:45+00:00,L5,372.34,359.33,329.15,301.10,313.82,328.71,345.89,330.62
2007-02-13 22:09:34+00:00,L5,,,,,,,,
2007-03-16 22:11:19+00:00,L7,300.30,269.09,251.70,247.62,253.03,259.43,264.94,282.82
2007-05-19 22:11:07+00:00,L7,,,,,,,,
2007-07-06 22:11:01+00:00,L7,,,,,,,,
2007-08-07 22:10:52+00:00,L7,,,390.19,382.53,368.35,360.45,359.00,343.96
2007-11-04 22:04:37+00:00,L7,307.89,276.52,241.11,,,,,
2007-11-20 22:05:10+00:00,L7,275.57,267.43,254.26,251.78,254.63,255.99,262.32,262.85
2007-12-06 22:04:52+00:00,L7,,,,,,,,
2007-12-22 22:04:56+00:00,L7,313.67,309.53,308.89,312.06,306.01,291.77,286.14,293.07
2008-01-07 22:04:58+00:00,L7,296.70,231.21,219.28,211.12,193.35,184.61,184.03,
2008-01-23 22:04:57+00:00,L7,,,,,,,,
2008-01-30 22:11:07+00:00,L7,,230.41,225.79,210.59,217.18,212.59,,
2008-06-22 22:10:26+00:00,L7,,,,,,,,
2008-07-08 22:10:15+00:00,L7,397.74,379.76,295.23,229.52,425.24,,,465.06
2008-08-09 22:09:59+00:00,L7,230.25,,,,,,,
2008-10-12 22:09:25+00:00,L7,278.40,270.73,271.97,265.80,261.11,263.41,271.45,288.00
2008-10-28 22:09:41+00:00,L7,258.67,269.62,270.55,263.53,251.59,261.31,275.52,293.92
2008-11-13 22:09:55+00:00,L7,319.61,313.30,326.97,323.89,316.06,300.66,301.80,307.41
2008-11-14 21:58:16+00:00,L5,357.01,344.31,337.19,328.36,313.97,306.71,293.92,286.64
2008-11-22 22:03:51+00:00,L7,,,,416.17,388.98,277.91,363.72,
2009-01-17 21:59:44+00:00,L5,,,,,,,,
2009-02-09 22:06:31+00:00,L5,339.48,329.99,318.27,318.35,320.85,317.06,310.30,316.54
2009-05-01 22:05:01+00:00,L7,232.06,,,,,,,
2009-05-24 22:11:14+00:00,L7,,,,487.80,472.26,262.35,267.97,237.02
2009-06-02 22:05:03+00:00,L7,365.62,,,,,,,
2009-06-18 22:05:01+00:00,L7,278.26,236.38,265.03,280.63,,,,
2009-08-28 22:10:57+00:00,L7,272.24,,,,259.91,263.48,267.16,267.27
2009-10-24 22:04:54+00:00,L7,232.38,,,,,,,
2009-12-02 22:11:36+00:00,L7,319.73,307.71,318.48,315.08,308.72,309.12,319.80,327.03
2009-12-03 22:05:07+00:00,L5,,,,,,,,
2009-12-27 22:05:49+00:00,L7,267.16,264.36,261.33,257.29,261.79,263.11,271.52,283.80
2010-01-28 22:06:19+00:00,L7,305.66,300.85,287.19,284.95,287.64,,,
2010-02-05 22:05:29+00:00,L5,,,,,,,,
2010-04-09 22:13:00+00:00,L7,252.03,160.02,274.97,284.92,288.53,294.82,300.08,318.17
2010-08-15 22:13:00+00:00,L7,225.99,,,,,,262.50,278.72
2010-08-31 22:13:03+00:00,L7,241.88,288.62,280.34,268.94,268.57,271.32,284.13,299.01
2010-10-11 22:07:21+00:00,L7,,,,,,,,
2010-10-26 22:10:38+00:00,L5,279.30,275.46,275.86,276.26,287.91,291.60,297.09,315.42
2011-03-03 22:10:44+00:00,L5,302.58,300.01,290.84,287.02,284.06,283.90,291.48,306.98
2011-04-28 22:14:24+00:00,L7,206.29,,,,,,276.08,303.79
2011-05-14 22:14:21+00:00,L7,,,,,,,,
2011-06-15 22:14:22+00:00,L7,211.23,301.15,305.91,248.69,285.69,289.14,351.63,322.38
2011-07-01 22:14:18+00:00,L7,,,,,,,,
2011-08-18 22:14:11+00:00,L7,293.47,293.13,280.96,271.50,278.16,291.15,282.13,297.79
2011-12-24 22:14:43+00:00,L7,376.40,314.33,316.31,320.55,326.05,333.16,338.13,320.51
2012-01-02 22:08:37+00:00,L7,202.45,225.24,230.20,238.51,237.24,276.73,,
2012-01-25 22:14:47+00:00,L7,474.08,484.79,423.73,425.93,427.00,498.43,491.96,486.01
2012-02-26 22:14:55+00:00,L7,302.01,300.20,301.62,313.71,308.44,296.17,296.14,316.70
2012-04-23 22:08:52+00:00,L7,,,,,,,,
2012-06-01 22:15:11+00:00,L7,,,,,,,,
2012-07-03 22:15:24+00:00,L7,,,,,,,,
2012-08-04 22:15:47+00:00,L7,,,,,,,,368.93
2012-10-23 22:16:36+00:00,L7,,,,,227.75,230.79,232.30,234.66
2012-12-26 22:16:56+00:00,L7,471.13,462.93,453.73,492.91,494.06,419.69,492.52,502.44
2013-01-27 22:16:59+00:00,L7,346.79,342.50,322.27,299.02,303.71,312.90,325.06,341.53
2013-02-12 22:16:59+00:00,L7,318.09,275.10,261.95,252.20,270.19,276.16,273.23,295.53
2013-04-01 22:16:50+00:00,L7,,,,,247.11,257.17,253.92,264.43
2013-05-03 22:16:41+00:00,L7,237.03,,,,,,,263.61
2013-05-11 22:22:42+00:00,L8,226.04,,,,,,,
2013-06-04 22:16:28+00:00,L7,303.20,321.67,295.00,490.64,396.95,465.36,501.18,
2013-09-08 22:16:22+00:00,L7,,,,290.23,286.41,283.20,277.43,293.89
2013-10-02 22:22:40+00:00,L8,272.26,263.45,264.58,265.78,266.35,268.67,269.62,292.19
2013-10-18 22:22:37+00:00,L8,287.33,281.48,276.47,277.57,277.35,278.87,281.10,291.43
2013-12-13 22:17:07+00:00,L7,272.26,274.80,274.61,,,285.04,272.89,288.80
2014-01-14 22:17:21+00:00,L7,302.89,290.37,284.71,292.70,289.55,279.00,302.43,290.67
2014-01-30 22:17:38+00:00,L7,301.89,300.82,294.83,305.84,299.54,296.83,321.23,330.52
2014-02-15 22:17:32+00:00,L7,323.32,312.44,307.37,318.24,318.17,298.07,306.11,334.09
2014-02-23 22:21:32+00:00,L8,,,,,,,,
2014-03-11 22:21:19+00:00,L8,271.86,276.96,273.54,257.55,263.95,263.80,272.97,293.39
2014-04-12 22:20:49+00:00,L8,266.50,168.44,241.82,266.40,273.35,285.51,283.04,305.74
2014-04-28 22:20:34+00:00,L8,294.42,295.30,294.34,285.04,291.65,302.23,498.54,448.50
2014-05-30 22:20:22+00:00,L8,289.32,288.37,283.09,287.42,284.68,279.45,288.35,305.91
2014-06-07 22:18:11+00:00,L7,,,,,,,,
2014-07-17 22:20:39+00:00,L8,,,,,,,,
2014-08-02 22:20:46+00:00,L8,416.93,320.96,332.60,234.59,250.58,252.37,253.44,277.44
2014-08-18 22:20:51+00:00,L8,240.92,,,,,,,252.75
2014-09-03 22:20:54+00:00,L8,265.87,182.53,,,242.03,257.73,260.57,289.42
2014-09-19 22:20:54+00:00,L8,256.12,201.21,224.36,238.36,253.98,250.74,257.41,266.18
2014-11-06 22:21:01+00:00,L8,311.84,298.31,280.18,272.22,264.02,284.08,303.73,337.29
2014-12-16 22:19:17+00:00,L7,274.74,,238.58,239.87,238.70,256.20,262.72,288.58
2015-01-17 22:19:20+00:00,L7,275.80,254.92,241.71,251.40,257.34,258.53,263.28,291.72
2015-03-14 22:20:23+00:00,L8,271.04,239.30,252.55,252.72,255.70,256.10,261.66,289.97
2015-04-07 22:19:56+00:00,L7,,299.54,294.51,285.02,288.34,312.37,324.22,341.30
2015-04-23 22:20:02+00:00,L7,205.75,,293.33,264.59,260.53,281.03,293.86,294.19
2015-05-01 22:20:00+00:00,L8,,,,237.35,315.52,305.73,486.25,401.58
2015-05-09 22:20:10+00:00,L7,197.93,,,,,,,
2015-06-10 22:20:23+00:00,L7,370.83,486.32,473.75,335.73,405.87,476.57,501.82,502.17
2015-07-04 22:20:14+00:00,L8,,,,,,,,
2015-07-12 22:20:31+00:00,L7,,,,,,,,
2015-08-21 22:20:33+00:00,L8,241.17,,,,272.89,274.24,262.42,267.38
2015-10-24 22:20:52+00:00,L8,265.89,245.24,244.37,235.21,240.60,234.08,234.62,241.99
2015-11-01 22:21:15+00:00,L7,484.64,469.73,459.59,478.22,492.98,499.14,499.82,451.43
2016-01-12 22:20:52+00:00,L8,332.47,319.36,308.11,309.84,308.12,305.28,289.01,324.05
2016-01-29 22:16:23+00:00,L7,,,,,,,,
2016-03-16 22:20:36+00:00,L8,271.08,234.61,249.82,256.45,260.55,257.95,256.71,267.37
2016-05-11 22:23:11+00:00,L7,181.44,,,,,,,
2016-06-28 22:23:21+00:00,L7,,,,,,,,
2016-07-06 22:20:41+00:00,L8,,,,,,,,
2016-07-14 22:23:21+00:00,L7,444.38,441.73,488.94,490.56,492.98,243.29,282.41,372.52
2016-09-08 22:21:00+00:00,L8,247.08,160.93,,227.87,257.67,263.90,275.44,292.94
2016-10-18 22:23:31+00:00,L7,331.67,326.47,334.69,340.71,350.25,354.14,355.74,376.49
2016-11-27 22:21:07+00:00,L8,251.94,226.21,217.24,215.03,222.96,228.38,233.91,246.99
2017-01-30 22:20:50+00:00,L8,318.26,321.32,320.20,310.96,297.55,304.27,319.71,320.66
2017-02-23 22:22:49+00:00,L7,308.15,306.02,299.08,290.81,287.36,292.43,294.26,307.50
2017-04-04 22:20:20+00:00,L8,,,,252.25,259.02,261.43,263.19,283.50
2017-04-28 22:23:13+00:00,L7,229.69,,,,269.05,296.28,307.81,305.61
2017-06-07 22:20:26+00:00,L8,,,,,,,,
2017-07-17 22:23:27+00:00,L7,,,,,,,,
2017-08-02 22:23:25+00:00,L7,196.23,,,,,,,
2017-08-18 22:23:23+00:00,L7,365.62,348.73,489.95,466.52,464.38,453.21,393.54,328.36
2017-09-03 22:23:24+00:00,L7,241.16,282.47,284.50,287.71,289.39,284.97,285.14,283.00
2017-09-27 22:21:00+00:00,L8,267.89,221.97,247.78,259.09,260.22,262.20,264.97,262.85
2017-10-13 22:21:04+00:00,L8,257.84,259.08,258.26,261.68,263.44,266.44,266.87,262.61
2017-10-29 22:21:05+00:00,L8,284.27,284.00,285.96,285.61,290.46,290.42,292.02,288.54
2017-10-30 22:17:14+00:00,L7,,,,,,,,
2017-12-01 22:17:05+00:00,L7,315.03,308.57,309.79,316.28,319.02,316.04,308.99,319.61
2017-12-17 22:16:56+00:00,L7,448.48,484.81,307.29,,493.96,420.57,,502.04
2018-03-30 22:21:46+00:00,L7,,271.30,270.32,276.00,292.68,291.44,321.23,351.84
2018-06-02 22:20:42+00:00,L7,,,,,,,,
2018-07-12 22:19:56+00:00,L8,,,,,,,,
2018-08-05 22:19:32+00:00,L7,200.47,,,,,,,
2018-09-06 22:18:53+00:00,L7,,,233.92,229.60,260.13,261.25,259.95,272.81
2018-09-30 22:20:31+00:00,L8,275.56,278.31,276.30,279.74,280.88,281.25,289.54,308.05
2018-12-27 22:16:08+00:00,L7,449.14,433.64,327.02,339.51,347.83,321.10,,
2019-01-28 22:15:07+00:00,L7,275.68,281.32,279.19,279.04,275.02,269.51,276.63,282.81
