,dates,usa_CA_0090-0000,usa_CA_0090-0001,usa_CA_0090-0002,usa_CA_0090-0003,usa_CA_0090-0004,usa_CA_0090-0005,usa_CA_0090-0006,usa_CA_0090-0007,usa_CA_0090-0008,usa_CA_0090-0009,usa_CA_0090-0010,usa_CA_0090-0011,usa_CA_0090-0012,usa_CA_0090-0013,usa_CA_0090-0014,usa_CA_0090-0015,usa_CA_0090-0016,usa_CA_0090-0017,usa_CA_0090-0018,usa_CA_0090-0019,usa_CA_0090-0020,usa_CA_0090-0021,usa_CA_0090-0022,usa_CA_0090-0023,usa_CA_0090-0024,usa_CA_0090-0025,usa_CA_0090-0026,usa_CA_0090-0027,usa_CA_0090-0028,usa_CA_0090-0029,usa_CA_0090-0030,usa_CA_0090-0031,usa_CA_0090-0032,usa_CA_0090-0033,usa_CA_0090-0034,usa_CA_0090-0035,usa_CA_0090-0036,usa_CA_0090-0037,usa_CA_0090-0038,usa_CA_0090-0039,usa_CA_0090-0040,usa_CA_0090-0041
0,1984-04-18 18:01:41+00:00,198.61858451494663,193.14386666486263,190.12389934350273,179.72784942379155,219.55709999843864,208.74321460375876,207.72168025871832,203.72159231049818,225.64682013437596,220.78712194646027,208.95759875033986,202.81247951376395,236.04262506109592,222.51941751956815,219.90916926851668,219.30784666680904,243.19073352593753,240.3513556817261,234.32548268423093,234.14850804372685,223.67386313041524,199.2718503788479,227.88342514623122,226.57083655462458,230.81456375117085,234.02546011853093,234.19833700643852,236.51595803244962,211.25060489908915,217.1572252511988,214.2030069989316,209.90750865266077,212.5104408515219,210.15062303552466,219.14773047706672,220.28413378839574,225.55594086869002,213.8675781153348,229.863945568299,240.1713511880952,232.2841257231588,231.64887261265173
1,1984-04-27 17:55:28+00:00,195.60356172039624,188.21051981409857,173.69368352455442,172.6117907007167,212.78513031105834,201.6113975550279,201.11555067054303,196.52089643197243,224.30326022316115,217.08189749696982,206.96491369663858,199.63477613483818,232.13790513286392,222.11477657609714,218.62671103456137,210.40784682698444,237.62531947300738,231.90193905446216,226.49103449170525,226.55297486975277,217.82783957626768,197.1686912494741,228.501099818209,227.8863005937264,229.9823045205573,234.79958139789275,234.41358046300945,237.39070335030806,213.33068666698577,215.16276531997195,212.38498476808695,203.48721530372322,215.55706860691353,217.64173928809652,229.831764676595,222.9516951359409,226.94696061630117,219.68453109201084,230.6847117946524,243.95940640992066,237.829073585094,241.06684575778422
2,1984-05-04 18:01:45+00:00,212.708897480773,198.96146953447905,189.9378293348019,185.2283736627853,222.46250132210628,214.36246223178364,203.96605359659205,199.5674127286076,226.16481627585995,218.0026964870911,208.16753539157335,201.0145618527029,241.74816921445316,230.75906717762498,225.56027667483278,215.19274497167132,238.4970871000115,241.09642252923422,237.84868350393808,235.82322837457636,222.78142986089227,196.34070289842793,228.7301952707178,224.0901045194595,230.09127665177985,237.28163021982436,232.40205080599785,234.42916319440488,206.2896144921815,209.19367695435062,210.3685036362483,208.86300637007545,208.95055434232017,209.26843215559546,213.71031080304837,216.57738959753647,222.11385192974234,213.97158961274593,227.0734660124688,239.06765448992135,234.28567037592833,238.43459287515736
3,1984-05-20 18:02:16+00:00,201.76812086095038,194.29729416028715,182.71914867654934,180.7305483914626,222.52683023355468,213.08670622467676,206.62314664605836,195.15184344596653,217.70458782068297,215.4127176772928,203.80942002183457,194.5118901917435,223.30563267854347,217.87263736033682,219.69033841975556,216.50154448950184,241.47039337888395,237.59109580877424,228.99606176755532,230.83127899795403,215.8380549845386,190.08026581371482,224.9833078745277,222.61303163493272,228.94075791579834,236.29344040966754,231.86612638605655,236.4693821758125,209.00143066580497,211.7561995074588,208.97352476570398,203.3265242942539,,,208.6981751739346,215.79337558050008,214.416668874089,207.83626117694362,222.9759214738793,233.2322500164491,233.73106955617146,232.91512844923128
4,1984-05-29 17:56:19+00:00,234.01287739831957,201.59969517316586,189.0723467082629,185.10032697614793,228.08286848887514,217.6912173748393,208.35702499568308,204.08645222749692,224.4586329403021,227.30534060798945,216.3996187868026,209.30739758657768,244.14638636175445,233.00372562430823,225.17250462465552,220.96217192530034,241.69390210873962,236.69751679817045,231.5580394468597,229.36457557802038,217.9365858664259,193.38095968069652,226.860389997573,222.57188972196897,228.11246395919002,239.4075753312813,244.58282084282655,240.3273652280042,219.214170279453,216.82929647983457,213.5762579135992,209.4217579163601,212.3733228783361,212.3474715431331,216.08985092415378,218.93630084084862,218.84321650220036,215.16940196132833,224.4968341122277,241.97468380538277,232.29586392676183,233.67112558696184
5,1984-06-14 17:56:37+00:00,205.270850482367,199.23935990481442,182.58274445267847,184.4404945727191,224.47821794725473,216.84913598718964,205.9620174971809,198.42198712392508,227.26703617610477,222.23723054816597,216.50501586965106,206.26740387583473,245.95555316108099,238.12450172145864,223.6784387080913,218.86680144884193,242.4474217067855,244.50086867581007,236.5762537012228,236.41461564006838,221.06776456293906,200.90306409486658,233.1724495052771,234.08422063357273,234.63746550067384,239.12532842160573,239.48783742450146,237.65844788568535,216.9555147687316,220.81913646154484,216.87695149823995,211.6787767691578,216.74076014670644,214.71387208434606,219.43506170512626,221.52321217775827,221.33334291980682,213.9861909129558,223.91084950769732,238.0350763871149,232.83837501150688,234.47803513992702
6,1984-06-21 18:02:54+00:00,216.4997882619202,198.258946463863,185.42678854238645,181.70523300050712,220.19130339369747,207.82243615690552,197.70367218437644,194.64170026197712,220.2151476208061,214.46949068799765,208.16347399297047,199.58048946641654,238.88194933162686,231.0125986581443,222.16542395204516,214.23403763026414,232.5913603099295,236.371715689574,231.04023557135955,232.74236740159995,211.80559921875704,192.12291701540065,224.68703480036336,224.98385382745687,229.82440243477092,229.71616573312852,236.91028581700417,228.4387189670869,203.78926378202556,209.95817384623788,202.9002270231873,205.54358162500247,204.91556103535882,202.77759701542467,208.97931477220453,212.97211812615888,210.55124539061296,207.14796906589953,221.95568792021785,231.51349852043424,226.19931577823735,229.18144360748585
7,1984-10-27 18:04:31+00:00,207.06162085837778,199.60424232574823,183.01197855519604,190.94916844688484,222.7146941903089,216.19139134836075,213.67017484538604,211.88111230680116,230.789058501392,221.8530673113583,210.7626054143189,207.08957184840747,238.62304210170146,233.02464112327078,228.37614430952794,219.00970112945873,238.84576893580157,237.3713117258743,234.82258946241768,240.69656358845782,237.01887368110133,213.72929214153078,231.60985319995584,235.07090984303875,244.78923051346464,247.39490908019238,249.8177586242499,233.62690480855863,207.8610115480554,210.45227040613548,211.22275916795974,223.2465509295228,217.55492437952907,220.05836718633125,220.8711353444178,216.57370025318423,222.80241526050324,215.4798488475751,227.31679164809603,246.96785481167322,237.916145100625,238.86988691514102
8,1984-12-14 18:04:35+00:00,212.6662421227176,196.22626319365992,189.6913013459901,190.14555878230416,222.8600094380011,210.3585348702121,205.34843257877336,201.91639462069966,223.97504986499482,220.03389161078226,210.87904398458124,206.15181341240756,235.29806553527777,225.8371062005366,223.81316031042627,223.5073504458193,243.70793027383914,233.05354915120068,229.60830339873158,229.67074977271184,227.03506509009472,204.63969273254608,222.9927075034438,222.25598051591402,227.6869956502853,240.06991170913636,241.23437597590762,236.47539413947445,212.87434607359882,216.68978999203435,212.84799903829958,207.95162079859557,207.99360685453863,219.3254505100928,222.21896776466076,215.40633331698422,222.80695041811904,211.99703703071964,226.75475561415294,241.09401391148285,233.35226387466693,232.83117653021162
9,1984-12-30 18:04:44+00:00,222.11853939998588,211.48279377974873,198.29149043454248,193.10864428917444,230.93590796424763,227.71714220297312,222.84130976657968,217.1077490895865,235.19838197609275,230.22147177498135,223.46305061879383,216.02901684215658,242.48342459438473,236.7390579409473,236.91804598600785,233.2165282805861,252.6044673305608,243.5379055600543,241.98119410058484,250.5339626740311,242.63037420540553,225.5088939865177,237.1376908445132,237.2198882964509,242.41103769246564,249.70978499179438,249.28033886247363,245.42920336733724,216.84252411799977,220.76802416607947,215.82304483314613,224.25571119303166,229.3964362352215,228.98397715437252,221.5201701519389,220.01461131659187,220.94665013385224,216.18582961507994,229.84963353593056,244.89154189204845,246.23226235345692,238.97164422292255
