,dates,chi0364-0000,chi0364-0001,chi0364-0002,chi0364-0003,chi0364-0004,chi0364-0005,chi0364-0006,chi0364-0007,chi0364-0008,chi0364-0009,chi0364-0010,chi0364-0011,chi0364-0012,chi0364-0013,chi0364-0014,chi0364-0015,chi0364-0016,chi0364-0017,chi0364-0018,chi0364-0019,chi0364-0020,chi0364-0021,chi0364-0022,chi0364-0023,chi0364-0024,chi0364-0025,chi0364-0026,chi0364-0027,chi0364-0028,chi0364-0029,chi0364-0030,chi0364-0031,chi0364-0032,chi0364-0033,chi0364-0034,chi0364-0035,chi0364-0036,chi0364-0037,chi0364-0038,chi0364-0039,chi0364-0040,chi0364-0041,chi0364-0042,chi0364-0043,chi0364-0044,chi0364-0045,chi0364-0046,chi0364-0047,chi0364-0048,chi0364-0049,chi0364-0050,chi0364-0051,chi0364-0052,chi0364-0053,chi0364-0054,chi0364-0055,chi0364-0056,chi0364-0057,chi0364-0058,chi0364-0059,chi0364-0060,chi0364-0061
0,1985-01-25 14:04:27+00:00,,260.9916136181892,253.22369483845807,252.74824622617592,245.2070315287628,,230.58065837040158,233.82482341385997,227.12787338537163,225.44272486977098,,241.6715943590894,227.54853307743298,236.58373035764583,253.36367855990528,247.28850437033145,256.301386630017,271.2956434938809,270.5025364270241,252.01321920415722,246.74913878741114,236.66699318090127,229.70119942839906,233.06420550052493,243.1510694792325,235.7355151765503,230.13765737863466,239.0248725604999,238.5112916803704,237.46190499205176,243.60052429986092,236.71442396889407,242.6555040118498,234.46341599507824,244.66001996461105,243.95560415892933,246.91103207769234,253.27747891632418,249.75859265747005,259.76755830770674,,,266.35267194826804,244.9548191409005,238.10864668609173,241.04899501974265,229.27724490905493,240.11563237715905,236.98630994605597,224.41684281311217,214.27520237121962,214.4049101990071,196.35897855675924,199.6744531896677,181.28147005650692,182.697663008629,192.81516077977247,198.5279482830262,200.9941359745232,190.14501560504198,195.37004689534726,211.0160525640697
1,1986-01-28 14:01:10+00:00,220.4346098821487,232.7324943899711,242.18537972066468,241.87861190528378,,,227.49563555743018,219.17329206818266,202.20433590329299,194.61038925532299,185.59644460571673,218.2382245553541,250.68123168668717,267.06788988060833,270.22474586096445,261.0583082878452,247.97011375359813,247.2904281407685,242.71474162812467,247.35245303457086,221.3154678896526,221.6441415965192,227.43797537136575,238.6730971077403,239.65616720687166,243.37567413836788,235.96553975205353,236.74578427195394,228.30059806040083,226.92482267218804,219.04157814206775,218.62823372472064,220.65372386579998,228.44773200807728,231.48051785282988,243.90385016346823,236.51163279069232,232.38806976400915,237.07435844950385,243.41621407007014,235.91131619669133,251.90745697752146,242.47558061721287,237.1222061385457,237.91791104989017,243.90435198586576,240.50500492603447,228.52619636085615,212.7144494309718,206.95889673729974,196.4590322747339,194.09815359721165,190.98489037908104,185.7812640443724,177.0336051660668,187.56793606257645,179.40185451870593,181.6711676071417,192.14282919231397,194.484320578838,191.6125391089655,208.873719765176
2,1986-05-04 13:59:02+00:00,236.52785113604472,248.69362540120144,241.96706430100056,236.26014062539446,,235.89868077677477,216.4431699831975,220.04646322442022,218.52901671863233,223.15045866185187,219.50002832740932,231.64907054016993,217.34502153154278,215.64439028792503,229.63884217505534,237.00210401979032,241.81058898866908,238.229803633628,,235.19331452011832,222.76634845623406,220.5312685081114,228.82411247465404,224.43488470320966,219.79927322579664,209.03396126815392,202.8394988660843,209.47970359218158,214.26926876548254,204.733069314901,205.49142710602862,213.5596740672135,220.8540319622207,217.98527315468766,209.61727682442825,229.19522210409664,223.05644855934875,234.67825374830693,238.17607647607008,237.68431252187156,,264.13143453622723,253.5209685778716,236.78995051461163,230.4554651389741,212.3413973228926,212.07691727450626,207.37015922797252,211.01107576503665,207.21725072649292,201.07160229264045,189.43251989505973,190.02601001973102,170.87959102569545,174.17181460283942,168.86852339934936,146.30717102751112,178.58845161397198,174.53269874594616,167.85391529765127,168.79507159579606,
3,1986-08-15 14:01:53+00:00,263.06553217150815,240.6855962775354,249.34782778173553,246.8343144923126,258.59581573309435,243.5585679915993,239.36155660346077,244.1874635985521,227.43944316634395,223.60725175923332,214.0357708488071,221.53282933753275,233.62405385435414,246.0715036169842,241.88633459924358,254.86422606134397,271.52267742078595,267.3534705648137,268.7731932563796,257.54515217142955,243.4599163689573,252.08288079397815,245.48329734137613,238.68846641624,246.55477404202514,254.98317931051878,253.07165338496634,226.03916196249116,224.25644328077863,227.40799041291427,225.25554107128056,226.68579330467188,234.41569499992568,227.17291679574268,235.8978900608034,221.53468756506447,232.23567794683436,249.44692527108805,247.55393914003056,262.32308417329074,247.47266620161807,271.5038126246987,258.34385538558934,230.4212043460762,225.6758820829777,232.60551624639427,242.15667574456478,236.38567544408318,230.72022957369495,211.43188868883936,193.8846501281115,183.26235298958545,200.6817692285088,194.71733933875078,182.72138415773387,191.09567752204813,163.81335049678952,162.6384663802071,166.14508921415498,173.78537082790538,181.68644498023465,194.76020320682017
4,1986-10-11 13:53:47+00:00,251.54575143064832,246.30387211366673,,,,,216.27639407382816,225.6801116543541,206.42235224722273,229.793201087132,214.67477497407782,210.58578525877442,229.28416539107033,229.05998470397964,230.5556439577734,236.35378910878615,251.76525767982977,264.70882183367524,268.8903265391879,265.85131854622665,246.23552540528266,235.8541800327166,239.59773564539103,246.3200571979978,232.92765036281804,228.05009506447988,236.27685583230206,234.82250964317996,223.38306221135053,232.15659601156864,235.4253966944221,226.83410149338275,220.5289785170022,223.5491022264144,216.49853905187814,227.03435921241555,241.12223355547079,237.74561254749085,248.54145962829438,250.0497184924426,,255.32267549463674,250.85683261027674,248.48480986719466,224.1985775989085,227.93074318134921,213.4820368442333,222.5792442286197,211.21871463167562,215.11129202282433,199.51241283346474,182.54193742655386,192.31284313560104,189.12183061050055,177.52603196702114,182.48098364421895,165.40348766380384,161.0350256685757,175.78306649301604,172.16638778907736,154.03567379538526,177.46471105675397
5,1986-11-03 13:59:10+00:00,253.47647745362696,239.5038637464923,,,,,226.00211922657311,225.73583878775793,223.51749651443666,221.51317930142824,226.39065434679824,219.96837100009506,233.85479844553663,227.1463546136514,226.1482916029159,248.83615941324874,248.58315101487875,259.97553758777275,260.33238029732985,251.94421983494266,247.4893368597513,241.39191847294524,240.5743461816486,248.11861442486153,256.2348833084245,240.2336911311916,234.80570506035426,225.60212373452134,221.02862812163784,221.13274248236388,217.9030335667775,222.41898674433673,235.33916883990736,233.68975506154658,229.2016073390384,230.07263529796617,238.97129683339386,245.7018113993318,248.5367863294508,248.66225088804043,251.27007315752792,256.1190854333491,246.09868529289855,238.44418874530493,235.92260100955403,228.25045549874767,224.3476732815052,214.14051791134216,218.1379227271767,208.3957868226679,198.98146365601008,199.45410232620452,189.00005422275467,184.51046763247092,179.13575632172876,177.45567934510126,168.10441831102327,154.5842285894458,162.9349699301187,168.58214777040106,172.75536250097252,183.84823980914655
6,1986-11-12 13:52:38+00:00,238.23730084842958,237.55154549724529,,,,,217.677781669031,218.79085381910335,214.9217288270492,217.892409197285,219.97570846316296,227.92839950732727,234.16071530338226,239.58056452103187,233.15392460948826,246.72724538921346,254.69810631331794,254.33974680035377,252.72836151448638,254.72982436695835,239.12194215245862,237.7782673774414,241.84699496898168,244.04510096536495,249.55581513142738,239.03728133787598,238.7160081320596,228.04504840828082,214.94983942277997,211.49470864306664,210.2723572784216,216.57351923651694,227.54100261810345,233.3106934323881,227.2484393628514,228.6051573838948,229.5107138456304,237.5440701649037,235.23453777243188,242.0643797303842,247.72649552003838,251.9947952504199,252.46069638657931,238.18156486932514,233.36355573901764,229.31656935402475,210.90924457978548,210.1144880820897,205.1652361563182,202.15087603543506,192.22240768321223,197.88718029054456,192.1832631861202,192.74726254168394,186.14750476172344,182.483414262533,163.36659541804633,162.3481497945468,161.0685597463394,163.53500555515689,166.997217398516,194.80289387508736
7,1986-11-28 13:52:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1986-12-14 13:52:49+00:00,227.24139691688154,,,,,,218.11010272245164,218.5539725641144,218.22669504160862,216.0430271688199,222.19972958543252,234.00417762713903,230.33026945179114,232.2053821294265,226.7655419922558,240.3838933954347,261.0120897149461,260.1100607550372,255.20376055663766,252.46078831505636,243.22879859779704,238.81485903233812,238.45857109562454,241.2876648141994,234.8267083035045,233.45489911275916,230.36299971539626,230.04056083316743,226.93169919066253,225.03036623940613,224.59653757928612,233.10386852916275,237.3797236141822,228.3753040207954,225.51500545284244,,227.00220203738698,228.29737235918483,234.45717574830564,236.00435363480665,246.6219799417898,265.4829161662488,256.5735605128119,248.2514090986935,241.5867332786026,239.18528274197723,224.29908337648857,218.31130299517065,221.1098898762375,216.719424863325,199.21855983586184,201.61217969508877,203.56476922711636,208.7188265743501,189.82987497947187,,,,,,,
9,1986-12-21 13:59:13+00:00,243.98594319252038,222.61161519031026,,,,,232.98451741502294,237.41028622874455,240.74644967554508,244.33679435145763,240.52104172675558,243.55279815911746,242.65090942119892,241.10632301337023,245.50472809685348,251.45350468447486,276.71789992515585,277.9542108374175,276.58165014121346,265.34565886157156,263.6932315328219,251.1766769047157,241.79104859531398,238.82919291118355,251.74279861758708,244.44762501034552,235.57597472405484,239.27934984290886,239.60320467816794,244.57364086085323,248.52005825034558,254.0789325954779,254.58931525777726,243.4151331761858,239.46490190630547,242.74680194355966,242.36600062855376,252.16932564629963,244.81704997393302,246.9542156476245,251.05766773418208,269.04614015201463,263.90792140813835,267.77076741556976,251.24105515139883,238.77060006824087,234.46109172270525,232.7950516434849,235.09291208303196,230.3112436607996,221.64238167292538,212.44082542990336,212.30824662482894,210.7752540782756,207.61864144511412,191.4116053176814,191.52541507008476,188.9711995530411,182.50155290848832,193.41106639483908,192.62650613064,209.6411129797931
