,dates,chi0364-0000,chi0364-0001,chi0364-0002,chi0364-0003,chi0364-0004,chi0364-0005,chi0364-0006,chi0364-0007,chi0364-0008,chi0364-0009,chi0364-0010,chi0364-0011,chi0364-0012,chi0364-0013,chi0364-0014,chi0364-0015,chi0364-0016,chi0364-0017,chi0364-0018,chi0364-0019,chi0364-0020,chi0364-0021,chi0364-0022,chi0364-0023,chi0364-0024,chi0364-0025,chi0364-0026,chi0364-0027,chi0364-0028,chi0364-0029,chi0364-0030,chi0364-0031,chi0364-0032,chi0364-0033,chi0364-0034,chi0364-0035,chi0364-0036,chi0364-0037,chi0364-0038,chi0364-0039,chi0364-0040,chi0364-0041,chi0364-0042,chi0364-0043,chi0364-0044,chi0364-0045,chi0364-0046,chi0364-0047,chi0364-0048,chi0364-0049,chi0364-0050,chi0364-0051,chi0364-0052,chi0364-0053,chi0364-0054,chi0364-0055,chi0364-0056,chi0364-0057,chi0364-0058,chi0364-0059,chi0364-0060,chi0364-0061
0,1985-01-25 14:04:27+00:00,,257.4531226574626,248.1125412285196,246.99819841499513,240.09587791882433,,225.4695047604631,228.7136698039215,222.527835136427,221.60935966231713,,238.13310339836275,223.36668012384695,231.9836921087012,248.76364031096065,242.68846612138682,252.119533676431,267.462278286427,266.6691712195702,248.47472824343058,243.68244662144807,233.7919692753109,226.41545782201004,229.7784638941359,240.0843773132694,232.44977357016128,226.3042921711808,234.84301960691386,233.91125343142576,234.17616338566273,240.53383213389785,233.42868236250504,238.47365105826378,231.1776743886892,241.78499605902067,240.41711319820268,243.0776668702385,250.4024550107338,247.2030158525008,258.33004635491153,,,263.066930341879,241.66907753451147,234.8229050797027,236.86714206615662,225.0953919554689,236.5771414164324,233.9196177800929,222.11682368863987,211.8541296086172,211.84933339403787,193.07323695037022,196.60776102370463,178.40644615091654,178.86429780117516,188.98179557231862,195.24220667663718,198.28823112220283,188.14499897506604,192.49502298975688,208.1410286584793
1,1986-01-28 14:01:10+00:00,220.33619784231328,232.58109125176279,241.96668629880824,241.63258180569525,,,227.27694213557373,218.95459864632622,202.00751182362217,194.44636918893065,185.44504146750842,218.08682141714579,250.50230070516824,266.8710658009375,270.0279217812936,260.8614842081744,247.7911827720792,247.12640807437617,242.55072156173233,247.20104989636255,221.18425183653875,221.52112654672496,227.29738674302945,238.532508479404,239.5249511537578,243.23508551003158,235.8015196856612,236.566853290435,228.10377398073,226.78423404385174,218.9103620889539,218.48764509638434,220.47479288428104,228.30714337974098,231.35750280303563,243.75244702525993,236.34761272429998,232.2650547142149,236.9650117385756,243.354706545173,235.82185070593187,251.82872734565314,242.33499198887657,236.9816175102094,237.77732242155386,243.72542100434683,240.32607394451554,228.37479322264784,212.58323337785794,206.86048469746433,196.35544065385452,193.9888068862834,190.84430175074473,185.65004799125853,176.91059011627254,187.4039159961841,179.2378344523136,181.5305789788054,192.02705032191938,194.3987448920246,191.48952405917126,208.75070471538174
2,1986-05-04 13:59:02+00:00,238.42795742321388,251.61686584300014,246.189522716932,241.01040634331733,,240.64894649469764,220.66562839912893,224.26892164035166,222.32922929297064,226.31730247380045,222.42326876920802,234.57231098196863,220.7997602354867,219.44460286226334,233.43905474939365,240.80231659412863,245.265327692613,241.39664744557658,,238.11655496191702,225.29982350579292,222.90640136707285,231.53855002775282,227.14932225630844,222.3327482753555,211.7483988212527,206.0063426780329,212.9344422961255,218.06948133982084,207.44750686799978,208.02490215558748,216.27411162031228,224.3087706661646,220.69971070778644,211.9924096833897,232.11846254589534,226.22329237129733,237.05338660726838,240.2873056840358,238.87187895135227,,265.65151956596253,256.2354061309704,239.5043880677104,233.16990269207287,215.7961360268365,215.53165597845017,210.29339966977122,213.5445508145955,209.1173570136621,203.07171417387113,191.54374910302545,192.7404475728298,173.4130660752543,176.54694746180087,172.03536721129794,149.4740148394597,181.30288916707076,176.76811790732162,169.5061816343201,171.1702044547575,
3,1986-08-15 14:01:53+00:00,263.4990876629301,241.3526047258769,250.3112844293399,247.9182032208675,259.5592723806987,244.6424567201542,240.32501325106514,245.1509202461565,228.30655414918786,224.3298442449366,214.70277929714857,222.19983778587422,234.41233656603043,246.9386145998281,242.7534455820875,255.73133704418788,272.31096013246224,268.07606305051695,269.4957857420829,258.21216061977105,244.0379903575199,252.6248251582556,246.10266232912178,239.30783140398566,247.13284803058775,255.60254429826443,253.7942458706696,226.82744467416745,225.12355426362254,228.02735540065993,225.83361505984317,227.30515829241753,235.20397771160196,227.79228178348833,236.43983442508085,222.20169601340595,232.95827043253763,249.9888696353655,248.03566746383274,262.5940563554295,247.8668075574562,271.8506570178363,258.963220373335,231.04056933382185,226.29524707072335,233.39379895807056,242.94495845624107,237.05268389242465,231.29830356225756,211.86544418026133,194.3410243296083,183.74408131338762,201.30113421625447,195.29541332731338,183.2633285220113,191.8182700077514,164.5359429824928,163.25783136795275,166.65515449818082,174.16237560305493,182.2283893445121,195.3021475710976
4,1986-10-11 13:53:47+00:00,249.0687259441012,242.49306367282503,,,,,210.77189299261238,220.17561057313833,201.46830127412852,225.66482527622014,210.86396653323612,206.77497681793272,224.78048268825742,224.10593373088543,225.6015929846792,231.39973813569193,247.26157497701686,260.5804460227634,264.7619507282761,262.04051010538495,242.93282475655317,232.75789817453273,236.05912780746658,242.78144936007337,229.62494971408856,224.51148722655543,232.1484800213902,230.31882694036705,218.42901123825632,228.6179881736442,232.1226960456926,223.2954936554583,216.0252958141893,220.01049438848995,213.40225719369425,223.22355077157385,236.99385774455894,234.64933068930696,245.7892090876865,248.50157756335065,,253.34105510539905,247.3182247723523,244.9462020292702,220.65996976098407,223.4270604785363,208.9783541414204,218.768435787778,207.91601398294614,212.6342665362772,196.90501758446777,179.78968688594597,188.7742352976766,185.81912996177107,174.42975010883725,178.3526078333071,161.275111852892,157.49641783065127,172.86891886178415,170.01245258338423,150.93939193720138,174.36842919857008
5,1986-11-03 13:59:10+00:00,257.3249788011994,245.42463505044992,,,,,234.55434444340077,234.28806400458558,231.21449920958156,227.92734821404898,232.31142565075587,225.88914230405268,240.85207362294108,234.8433573087963,233.8452942980608,256.53316210839364,255.5804261922832,266.3897065003935,266.7465492099506,257.8649911389003,252.6206719898479,246.20254515741078,246.07220524960923,253.61647349282217,261.3662184385211,245.73155019915222,241.219873972975,232.5993989119258,228.72563081678274,226.6306015503245,223.0343686968741,227.91684581229737,242.3364440173118,239.1876141295072,234.01223402350394,235.9934066019238,245.3854657460146,250.51243808379735,252.81289893786462,251.0675642302732,254.76871074623014,259.19788651140703,251.59654436085918,243.94204781326556,241.42046007751466,235.24773067615212,231.34494845890964,220.06128921529978,223.2692578572733,212.24428817024034,203.03251770608634,203.73021493461835,194.4979132907153,189.64180276256752,183.9463830061943,183.869848257722,174.518587223644,160.08208765740642,167.4626185743216,171.9286706813336,177.56598918543807,188.6588664936121
6,1986-11-12 13:52:38+00:00,240.1418819498017,240.481670268587,,,,,221.9101841165246,223.02325626659695,218.73089102979344,221.06671103290518,222.90583323450468,230.858524278669,237.62359003314975,243.3897267237761,236.9630868122325,250.5364075919577,258.1609810430854,257.51404863597395,255.90266335010656,257.6599491383001,241.66138362095478,240.15899375415654,244.567825113799,246.76593111018227,252.09525659992354,241.7581114826933,241.8903099676798,231.5079231380483,218.7590016255242,214.21553878788396,212.81179874691776,219.29434938133426,231.00387734787094,236.0315235772054,229.62916573956653,231.53528215523653,232.68501568125058,239.92479654161883,237.35073899617868,243.25474291874175,249.45793288492212,253.5184601315176,255.18152653139663,240.90239501414246,236.08438588383495,232.77944408379224,214.37211930955297,213.04461285343143,207.70467762481437,204.05545713680718,194.22722989518286,200.00338151429136,194.9040933309375,195.2867040101801,188.52823113843857,185.65771609815317,166.54089725366651,165.0689799393641,163.30924339501246,165.1911630346109,169.37794377523113,197.1836202518025
7,1986-11-28 13:52:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1986-12-14 13:52:49+00:00,229.51921006030352,,,,,,223.1719097078338,223.61577954949655,222.78232132845255,219.8393824078565,225.7040574983894,237.5085055400959,234.47174789437653,236.76100841627044,231.32116827909974,244.93951968227864,265.15356815753154,263.90641599407377,259.0001157956743,255.96511622801324,246.26588278902634,241.66212546161557,241.71258987194165,244.5416835905165,237.8637924947338,236.70891788907628,234.15935495443287,234.18203927575283,231.48732547750646,228.28438501572325,227.63362177051542,236.35788730547986,241.5212020567676,231.6293227971125,228.3622718821199,,230.7985572764236,231.1446387884623,236.9880792409967,237.42798684944538,248.6927191630825,267.30516668098636,259.827579289129,251.5054278750106,244.8407520549197,243.32676118456263,228.44056181907396,221.81563090812753,224.1469740674668,218.99723800674698,201.61625788156917,204.14308318777984,206.81878800343347,211.7559107655794,192.67714140874932,,,,,,,
9,1986-12-21 13:59:13+00:00,240.83383483522576,217.7622177175493,,,,,225.97983217659043,230.40560099031205,234.44223296095583,239.08328042263327,235.67164425399463,238.7034006863565,236.9198033170269,234.80210629878098,239.20051138226424,245.14928796988562,270.9867938209838,272.70069690859316,271.3281362123891,260.4962613888106,259.49042038976245,247.2365414580974,237.28803665632165,234.32618097219122,247.53998747452758,239.9446130713532,230.32246079523048,233.54824373873683,233.2989879635787,240.0706289218609,244.31724710728608,249.57592065648558,248.85820915360523,238.91212123719347,235.52476645968719,237.8974044707987,237.1124866997294,248.22919019968134,241.31470735471677,244.98414792431535,248.19211468209605,266.52445346617895,259.40490946914605,263.26775547657746,246.7380432124065,233.03949396406884,228.72998561853322,227.94565417072394,230.89010093997246,227.15913530350497,218.32437287577315,208.9384828106871,207.8052346858366,206.5724429352161,203.67850599849584,186.15809138885703,186.2719011412604,184.46818761404876,178.79319013520052,190.67010260588722,188.6863706840217,205.7009775331748
