dates,nzd0133-0001,nzd0133-0002,nzd0133-0003,nzd0133-0004,nzd0133-0005,nzd0137-0002,nzd0137-0003,nzd0137-0004,nzd0137-0005,nzd0138-0000,nzd0138-0001,nzd0138-0002,nzd0138-0003,nzd0138-0004,nzd0138-0005,nzd0138-0006,nzd0138-0007,nzd0138-0008,nzd0138-0009,nzd0138-0010,nzd0138-0011,nzd0138-0012,nzd0138-0013,nzd0138-0014,nzd0138-0015,nzd0138-0016,nzd0138-0019,nzd0138-0020,nzd0138-0024,nzd0138-0025,nzd0138-0026,nzd0141-0000,nzd0141-0001,nzd0141-0002,nzd0141-0003,nzd0141-0009,nzd0144-0004,nzd0144-0005,nzd0144-0006,nzd0144-0007,nzd0144-0008,nzd0145-0005,nzd0145-0014,nzd0146-0000,nzd0146-0001,nzd0146-0002,nzd0146-0003,nzd0146-0005,nzd0146-0006,nzd0148-0000,nzd0148-0001,nzd0148-0002,nzd0148-0003,nzd0148-0004,nzd0148-0005,nzd0148-0006,nzd0155-0002,nzd0155-0003,nzd0155-0004,nzd0155-0005,nzd0155-0006,nzd0155-0007,nzd0167-0001,nzd0167-0002,nzd0167-0003,nzd0167-0005,nzd0167-0007,nzd0169-0000,nzd0169-0001,nzd0169-0002,nzd0174-0000,nzd0174-0001,nzd0174-0002,nzd0174-0003,nzd0174-0004,nzd0174-0010,nzd0174-0013,nzd0174-0015,nzd0200-0101,nzd0599-0000,nzd0599-0001,nzd0599-0006,nzd0599-0008
1999-07-18 21:58:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.335922580743897,23.82026230041265,,,,,,,,,,,,,,,,,,,,,,
1999-07-18 21:58:49+00:00,,,,,,,26.23797014525212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.15564484285321
1999-08-26 22:04:44+00:00,,,19.313604878299316,26.13923027824609,26.154960047294423,66.87511331436076,33.857970145252125,34.457637441950624,39.006813085885824,115.76363382508595,94.01149558931814,80.15013522069933,79.5041279140737,81.01143235370637,78.0722052075256,70.42379232862356,69.19809679918723,72.24931948232313,75.40579037287716,69.87088877330359,66.29480230128343,68.71870715005247,65.48399706715776,72.71000585226977,61.455084492200115,52.27151951806627,56.15268694131214,57.601833317708326,63.92911975610491,64.03651951984574,61.694571537509205,41.1290483938032,43.24642478830566,47.341386669678684,56.246981406415046,49.17567283130711,47.2392959279731,42.66310665738166,39.758160577436456,38.66637687356058,30.81196507375398,50.35369484688334,42.660023800448414,,14.569619042659156,18.27857382377681,15.869500308090437,20.685967750090583,24.94294460783135,3.615596404944199,26.07999402432472,33.914204638879085,34.92815189482252,35.35060932823927,46.17961666207242,50.85786824157259,48.94921169690093,59.2037890268968,59.2848334386062,44.50592258074386,43.190262300412655,62.38226831587451,51.73812298681082,321.18982487881874,313.7522949453744,42.05334188603956,41.26956538643492,30.453882625825315,38.10162454794744,41.585206725931755,26.84438287434051,23.66443423495008,38.238928264148456,47.3466310629683,51.331814704360625,61.08437315445525,61.64986942264477,51.99802091159091,,,,,
1999-08-26 22:05:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.8563151105971,26.26047605945041,27.46579180655951,34.77717155533031,44.67564484285322
1999-09-11 22:04:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.69921169690093,44.25378902689681,50.70483343860616,39.8959225807439,38.65026230041269,51.36226831587447,,,,,,,,,,,,,,,,,,,,,
1999-09-20 21:58:32+00:00,,,9.273604878299295,19.97923027824612,21.644960047294433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.16929592797311,39.90310665738167,35.708160577436445,33.9563768735606,28.871965073753984,51.373694846883325,41.31002380044845,65.0239711320844,28.299619042659174,18.27857382377681,20.999500308090433,20.185967750090583,25.262944607831344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-20 21:58:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.95904839380324,50.27642478830563,53.871386669678714,60.83698140641502,51.795672831307115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.8563151105971,30.9604760594504,24.575791806559522,33.317171555330304,42.1656448428532
1999-09-27 22:04:48+00:00,,88.92181368795536,25.273604878299295,24.359230278246116,24.484960047294408,65.79511331436078,38.05797014525211,40.53763744195061,43.82681308588582,120.91363382508598,93.49149558931816,84.6201352206993,85.97412791407368,77.74143235370639,77.49220520752556,74.21379232862353,73.98809679918725,78.39931948232316,80.01579037287712,75.13088877330358,70.4448023012834,74.16870715005251,71.78399706715777,79.47000585226976,66.38508449220012,58.51151951806622,60.71268694131214,59.96183331770834,66.17911975610491,66.64651951984575,65.47457153750923,52.939048393803205,47.69642478830565,51.2613866696787,59.31698140641504,50.63567283130709,45.749295927973094,38.97310665738166,37.03816057743643,37.0163768735606,31.96196507375396,53.28369484688335,41.720023800448416,61.29397113208438,32.1496190426592,27.148573823776815,25.459500308090412,24.955967750090622,29.292944607831316,13.005596404944185,27.739994024324687,34.85420463887908,36.64815189482249,38.1306093282393,48.15961666207238,54.317868241572626,34.70921169690092,47.10378902689678,55.00483343860617,45.3359225807439,42.87026230041266,55.402268315874494,60.65812298681084,321.24982487881874,314.53229494537436,37.34334188603958,36.11956538643494,33.953882625825315,39.76162454794746,42.81520672593177,31.13438287434053,27.634434234950106,41.28892826414841,45.85663106296829,49.15181470436062,60.31437315445527,59.82986942264478,57.03802091159088,,,,,
1999-09-27 22:05:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.07631511059708,30.9604760594504,27.905791806559506,38.1371715553303,45.26564484285322
1999-10-13 22:04:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8790483938032,38.136424788305646,47.841386669678684,57.83698140641502,48.1856728313071,,,,,,53.923694846883336,41.720023800448416,,,,,,,,,,,,,,,,,,,,60.65812298681084,321.24982487881874,313.06229494537433,34.34334188603958,33.5395653864349,33.54388262582535,39.271624547947454,42.22520672593174,30.07438287434053,28.604434234950077,42.50892826414844,46.186631062968274,48.12181470436059,55.79437315445523,58.09986942264476,57.03802091159088,,,,,
