,dates,chi0488-0000,chi0488-0001,chi0488-0002,chi0488-0003,chi0488-0004,chi0488-0005,chi0488-0006,chi0488-0007,chi0488-0008,chi0488-0009,chi0488-0010,chi0488-0011,chi0488-0012,chi0488-0013,chi0488-0014,chi0488-0015,chi0488-0016,chi0488-0017,chi0488-0018,chi0488-0019,chi0488-0020,chi0488-0021,chi0488-0022,chi0488-0023,chi0488-0024,chi0488-0025,chi0488-0026,chi0488-0027,chi0488-0028,chi0488-0029,chi0488-0030,chi0488-0031,chi0488-0032,chi0488-0033,chi0488-0034,chi0488-0035,chi0488-0036,chi0488-0037,chi0488-0038,chi0488-0039,chi0488-0040,chi0488-0041,chi0488-0042,chi0488-0043,chi0488-0044,chi0488-0045,chi0488-0046
0,1984-07-08 14:10:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.85518331572487
1,1985-01-25 14:06:03+00:00,201.6746492435731,,174.88248333688895,154.10757644143445,160.58964095950998,147.35723263828106,,134.28993602678432,143.03323969793263,,162.06989031068912,160.51279147397386,156.09878577330943,144.3351793267804,138.31931440192832,,169.78144115031836,174.21985712452152,152.24215767238496,151.45237160719708,150.0701681083645,189.0593275695772,181.1447613725141,177.20002293678962,168.05299786730424,165.65543839472318,156.19839744079977,162.56647954459038,,,,,165.45314098476894,,149.3537199555842,153.0436563086379,141.168888472824,143.46247035318402,143.18371438216897,141.69458861823543,,,,143.16283212421655,,155.584410688785,150.22631533311443
2,1986-01-12 14:03:06+00:00,182.3000217645836,,151.8508870393907,159.90178325942418,171.69629689522847,161.79227441468825,135.8273456360072,139.77343880642778,135.2239161621123,,153.9787495470716,,,162.04931931640144,128.45058677449796,107.88692948261897,134.9383205697831,183.721217876286,174.81418485113787,141.94667113132346,134.12827217585843,152.4582250785183,150.7044413864369,142.62104747696014,159.95528650170172,151.73565566957583,146.92966740294574,166.3264167042892,130.40421961129226,138.01305500667647,186.84494429270174,184.70297114163415,131.0350941632951,122.34908441981246,146.28946056297085,157.62639805692652,163.06761972591468,159.0117949014597,145.5090759308054,155.80422109508757,127.72059553679715,,,,,,
3,1986-02-04 14:08:23+00:00,178.06744095911912,127.55901226611194,157.39603312608557,149.1272504046222,135.16498949918576,135.00975523888962,128.7512558255717,128.23057730449457,105.1775774731655,,105.67945737643223,126.19496239234766,142.63832227864376,157.93797011738874,141.3123829869055,98.29021436280854,102.57040259010152,,147.99151426440824,142.47817686717323,123.06882265911803,118.6394697232402,125.07089142966828,133.18911036440682,139.42957239187592,134.2642398392119,111.6156801613631,,109.54305313003726,119.61157155120165,158.3153520458245,166.61665761446724,123.97074038317673,111.73984440020213,117.54622434962377,132.6787538262289,124.27967324337176,,,132.56306910437038,97.82424539696005,,71.90195388055956,116.01044931127034,,131.7169229628788,168.92777965216143
4,1986-08-15 14:03:29+00:00,,,,,,,152.11531107128522,,186.94199755007887,153.23616538821702,138.34393601315116,162.5215841185204,157.40744345979132,142.458443729885,154.8463195956796,142.89811787348359,,,,,121.7121197682429,136.20170674163342,164.2091003237347,,151.35539602318602,141.88506402537945,142.96098025219885,184.09049216844647,,,164.227344348751,127.97998078037811,135.54605649378834,159.40213598819275,145.33971929773665,147.20857711704275,,,159.92371938788713,171.3178828152409,,133.9990971864064,51.69043487417685,,52.61357886425555,,176.75224099315784
5,1986-08-24 13:56:58+00:00,,124.18391625247166,100.84072736061452,,,,,,,139.76968083109546,128.56308916193026,124.36515104117628,129.49849986590016,117.22683531393028,122.05809393173156,120.0994492630748,,,,,107.7578685747108,114.9606538477772,,119.82666710819369,,,,,,,,,,147.5067412178779,146.15121445811147,115.73103948349863,107.15416957144994,,,,117.05788973000278,,,,40.44726343980167,,115.70487208361949
6,1986-09-25 13:55:54+00:00,172.94979021689934,149.16104570179942,125.72918930000267,119.14264234247615,128.85367297964928,166.96712607774333,163.94661119848908,,153.28693753032834,154.32088098236895,163.03144868711868,156.04194621233475,161.53463549008106,158.0501487780247,,156.0276658350659,,161.31653778017122,155.45426097105695,142.67905613439083,,175.16611020187452,175.03543499644863,,141.35154172130905,156.8596078852809,193.83806684336741,211.7611174307667,,,179.10849095266406,155.87411266876424,149.8264869401815,166.42937462311008,156.34634214202333,127.5224120789356,143.10461332056894,182.2100877668413,179.42237835114852,149.9486185116729,143.25574840820695,133.52551562478348,,109.88090450462784,,153.31540361231097,131.47469449876036
7,1986-10-02 14:01:27+00:00,177.30432687960993,,,,,,,,,,,,,,,,82.26206028870588,,,,84.10241452678927,,,,,,,,126.82785419293486,112.59951461225879,,,,,,,,,,,,,,,19.898750544049236,,146.09738764003203
8,1986-10-11 13:55:23+00:00,131.47988189192802,110.14358476157639,91.92283117755257,99.74833167288335,122.48716073848475,,,,141.30691518566937,135.8711764649852,140.6563438449729,152.4121094738602,147.72099645700368,146.18671762067905,150.47149315113512,136.5973009534576,139.11093606538677,157.39720447542607,147.42627504941316,131.94884526739654,135.18406375906173,172.6150388523723,166.25128460419796,146.71019560424196,133.67223485763998,138.323301611327,180.8057333681541,197.4393153742236,,,163.56150702444083,141.27526766149376,141.71139685181163,168.3125978513747,149.6726221288315,121.38731364281529,142.41752168635384,170.61719880379854,168.12607182608448,130.39437717720074,125.1404820545668,131.45356464599763,,93.30119018791662,,133.04203650484763,132.7518970033366
9,1986-10-18 14:00:56+00:00,121.59654299821852,99.9369493953753,83.20847297948717,84.8919344997337,,,117.8870745139952,113.2976186210184,107.45402376415747,101.06099263580882,96.98837629467978,106.44009821811852,108.95245531414221,109.47257934176892,,86.99380375886672,104.81825809402365,,94.53406562421003,93.57039193548599,112.78038379277385,143.68219176165366,,,92.77247303803212,106.9753322632972,147.2339895987852,154.29310310468207,135.1938351825444,123.30632562637,,98.47361263845349,104.82027116525573,123.7825739613158,108.21570207675273,96.95010913147497,113.4800999495036,129.70098146855733,116.32304856354115,79.83984719692577,90.80063322360522,96.38108934239123,59.76634135864856,51.110471817837094,74.17256735216125,120.69082596541192,173.7615868265536
