dates,sar2119-0000,satname
1984-10-29 09:36:08+00:00,227.44,L5
1987-09-20 09:33:05+00:00,240.32,L5
1988-02-11 09:35:41+00:00,236.995,L5
1988-04-15 09:36:14+00:00,236.355,L5
1988-09-22 09:36:50+00:00,237.92000000000002,L5
1989-09-09 09:32:15+00:00,235.93,L5
1989-09-25 09:31:52+00:00,237.495,L5
1989-10-18 09:37:18+00:00,235.07000000000002,L5
1989-10-27 09:30:51+00:00,235.1,L5
1990-03-04 09:27:02+00:00,233.91199999999998,L5
1990-04-21 09:26:22+00:00,234.46,L5
1991-11-02 09:30:16+00:00,232.28,L5
1992-01-21 09:30:24+00:00,246.68,L5
1992-02-22 09:30:17+00:00,236.64,L5
1992-03-09 09:30:19+00:00,235.415,L5
1993-02-08 09:28:02+00:00,208.93,L5
1994-03-31 09:26:30+00:00,236.77,L5
1994-08-22 09:23:17+00:00,236.46,L5
1994-09-07 09:22:53+00:00,236.69333333333336,L5
1995-09-10 09:08:19+00:00,237.99,L5
1997-04-15 09:39:37+00:00,239.02,L5
1997-10-08 09:45:22+00:00,237.18,L5
1998-03-10 09:42:39+00:00,236.125,L5
1998-03-26 09:42:52+00:00,235.60333333333332,L5
1998-09-25 09:51:08+00:00,246.59,L5
1998-10-27 09:51:11+00:00,237.985,L5
1998-11-21 09:45:10+00:00,234.6833333333333,L5
1999-07-02 10:05:02+00:00,215.08,L7
1999-07-18 10:05:06+00:00,224.57,L7
1999-08-03 10:05:13+00:00,228.94000000000003,L7
1999-08-12 09:59:01+00:00,228.5125,L7
1999-08-28 09:59:04+00:00,229.37600000000003,L7
1999-09-04 10:05:15+00:00,231.6016666666667,L7
1999-09-13 09:58:59+00:00,232.9257142857143,L7
1999-10-06 10:05:21+00:00,232.1975,L7
1999-10-07 09:42:45+00:00,233.28333333333336,L5
1999-10-22 10:05:09+00:00,232.512,L7
1999-10-31 09:59:01+00:00,232.74454545454546,L7
1999-11-16 09:59:01+00:00,232.77166666666668,L7
1999-11-23 10:05:05+00:00,232.17384615384617,L7
1999-12-02 09:58:56+00:00,231.3642857142857,L7
1999-12-18 09:59:04+00:00,231.21466666666666,L7
2000-01-03 09:58:57+00:00,231.96333333333334,L7
2000-01-10 10:05:09+00:00,231.87187500000002,L7
2000-01-19 09:58:54+00:00,231.205625,L7
2000-01-26 10:05:07+00:00,231.16764705882355,L7
2000-02-04 09:58:54+00:00,230.71882352941176,L7
2000-02-11 10:05:03+00:00,229.94235294117647,L7
2000-02-27 10:04:57+00:00,230.4794117647059,L7
2000-03-07 09:58:42+00:00,230.34235294117644,L7
2000-03-30 10:04:50+00:00,229.67705882352942,L7
2000-04-24 09:58:27+00:00,227.52133333333333,L7
2000-05-01 10:04:36+00:00,226.91666666666666,L7
2000-05-17 10:04:25+00:00,227.1146666666667,L7
2000-06-02 10:04:13+00:00,228.1864285714286,L7
2000-06-18 10:04:09+00:00,227.69357142857143,L7
2000-06-27 09:57:49+00:00,227.91133333333335,L7
2000-07-20 10:03:41+00:00,228.5223076923077,L7
2000-07-29 09:57:19+00:00,226.28461538461536,L7
2000-08-14 09:57:13+00:00,227.29166666666666,L7
2000-08-30 09:57:02+00:00,226.4075,L7
2000-09-06 10:03:04+00:00,225.49833333333333,L7
2000-09-15 09:56:43+00:00,226.57538461538462,L7
2000-09-22 10:02:46+00:00,226.4257142857143,L7
2000-10-24 10:02:34+00:00,229.05307692307693,L7
2000-12-11 10:02:41+00:00,228.4109090909091,L7
2001-01-05 09:56:33+00:00,230.327,L7
2001-01-21 09:56:39+00:00,230.20299999999997,L7
2001-03-17 10:02:34+00:00,235.60666666666665,L7
2001-04-11 09:56:14+00:00,237.1783333333333,L7
2001-05-13 09:56:03+00:00,236.69833333333335,L7
2001-05-29 09:55:55+00:00,238.2642857142857,L7
2001-06-05 10:01:58+00:00,236.42749999999998,L7
2001-06-21 10:01:47+00:00,235.895,L7
2001-06-30 09:55:29+00:00,235.30777777777777,L7
