dates,nzd0477-0000,nzd0477-0001,nzd0477-0002,nzd0477-0003,nzd0477-0004,nzd0477-0005,nzd0477-0006,nzd0477-0007,nzd0477-0008,nzd0477-0009,nzd0477-0010,nzd0477-0011,nzd0477-0012,nzd0477-0013,nzd0477-0014,nzd0477-0015,nzd0477-0016,nzd0477-0017,nzd0477-0018,nzd0477-0019,nzd0477-0020,nzd0477-0021,nzd0477-0022,nzd0477-0023,nzd0477-0024,nzd0477-0025,nzd0477-0026,nzd0477-0027,nzd0477-0028,nzd0477-0029,nzd0477-0030,nzd0477-0031,nzd0477-0032,nzd0477-0033,nzd0477-0034
1999-08-26 22:07:08+00:00,112.6677528514458,108.32970288556042,110.24206922449173,107.40979624375782,109.37371311885487,114.95507816231243,124.55783316462795,131.5147399058774,129.6399021037605,124.31577561588102,121.1515044510549,126.88971763070317,126.40437036157599,124.09391891907333,124.49510067871324,127.73317128725586,132.77775655240208,133.96891324695622,134.65892487924737,131.27501867535148,124.81984809031745,126.27325077452456,121.46551685980664,129.9232762644945,128.70950130759988,133.7368144942379,123.43456728527975,128.6858129184677,127.3089672636623,133.82181953735105,126.59741916561237,116.73447133099761,98.68022162984353,141.1030769873375,166.07184395523208
1999-11-30 22:07:23+00:00,142.05336269932857,118.92843846387788,121.40901681500483,121.65595604869894,124.78060647201474,129.60322555247888,143.98243377757484,144.10767498707364,148.19122833896535,139.83400560693576,137.1194748243647,142.21493975931764,139.90516019645025,136.69124108638493,138.2062441432103,139.84482216985882,142.2063713144753,146.84752269199328,140.16455695679522,140.24641532979092,142.56354051066336,135.0954638241539,131.06739295060456,128.36686712344664,135.4937288431084,124.66325462603183,142.08141449591895,134.30687998075945,139.8736919151065,150.35092290265365,149.5405207341531,135.36337046461495,142.01268612160388,138.50180888288216,176.09652883177264
1999-12-16 22:07:09+00:00,140.68084059999472,125.86136500996201,128.11069535446933,124.75767894509202,124.59529158794226,138.38682915937912,141.8636928726467,145.89958116124663,145.31494675613865,149.99451782297007,145.36160366733998,144.86422907039693,138.56877353222433,132.64268811216053,134.17528567695712,139.97203021103098,142.7282737471039,145.54806012004883,141.19860355783564,144.14870397228887,143.6457784672963,140.72115453606642,135.8951231042319,135.90442920070777,136.36599352837078,130.95101313856134,148.45571459753518,146.79525629482768,143.09470749509597,154.39988495337374,152.19398753325896,138.56060099421904,147.66968303651436,145.55374229579394,174.9716222211708
2000-05-08 22:06:44+00:00,102.70928647603691,128.85905354525386,131.27148071220142,131.7235958252831,128.8395186569961,132.80500770665577,136.1449050303419,141.91261222157425,147.81239047263227,142.08500156050863,138.23717853298697,133.46954506407667,133.01935780655893,124.86834108175995,122.2836656968178,128.92078096547993,134.0221684333213,135.18008323747577,131.82414248252473,130.17100264197944,129.8915473883861,125.86365022459708,117.24559699809676,123.15544535312345,123.8703789080921,121.21518757739207,135.59603728700043,135.85696860705735,133.64359672169854,138.3827771124195,136.07535142744712,123.74806615395134,116.9879706864633,137.17949709896035,172.892155487209
2000-05-31 22:12:18+00:00,,,,,,,,,138.36669292980932,134.3722039180418,130.4485997041177,125.70402685590574,,,122.24353383884547,131.71033706640074,132.08300964713754,132.9694743973179,128.63243055253278,121.95338024891842,121.08224665375815,118.05258604350522,112.31907247672534,121.85023812259708,121.27679906338491,127.38304750107862,129.69717405417632,124.74521707748642,124.30936064190726,122.85818887756116,119.83238148618818,111.83466255198859,,,
2000-06-25 22:05:55+00:00,125.94726079029827,147.72480604610251,148.16379610982776,143.7178691609633,140.30075653284592,143.02789280128212,147.18538575345474,156.39131621471984,154.69631343544538,158.78751728205398,155.10859907705915,156.97348315657499,151.72952410802628,145.98064229456654,146.898618434158,151.365097854411,157.67463496425952,157.85784380743058,149.45794278488296,149.91300161440168,148.58497215747826,149.14758372098038,143.57279256962784,151.8688533251913,152.27473266029526,150.68654860062335,162.9585445888081,160.02724344232666,153.1635503348838,153.4268479813583,158.11682564295327,141.59331028057733,142.15660765931665,,
2000-07-27 22:05:24+00:00,115.46764036665309,114.19619313284231,115.00106733353057,116.6589809103019,118.15879307094875,134.19687394346835,136.4409783774576,144.31765296707337,143.97643475867835,143.16457019468734,135.22813789093684,139.5552992350603,135.25873453838287,133.39760456342464,135.27945199377177,141.88538353743883,153.1067563523579,157.1776754549395,152.47044538433053,153.99410173259662,155.58977986859358,154.35372975509273,147.0538687703762,148.02304474012945,143.25196116426315,138.0139860901566,148.25271908270585,150.05971710806813,142.60164551815436,149.8225347002431,140.53514741683847,129.0966842964535,129.13353447466469,148.52525275407004,
2000-08-03 22:11:31+00:00,113.5048576497301,115.81606465189456,118.11073965745004,113.73576740285756,108.77348461000096,115.63081170308422,122.86142998190559,129.2883036235409,133.3420208972719,130.44061302902534,127.96748142225164,130.63104449071614,126.74637310188591,128.6766237956168,125.7781499816877,143.53093677795206,147.48164022489075,144.9398927358511,134.998392902502,132.42236458130793,126.45528763046842,128.66210739781744,125.27625343843204,136.4156004534708,137.07602122973404,136.31887383524173,138.39954422947483,141.049185434964,138.7105196602289,143.42203576895196,128.62298117229375,114.32264445304043,115.18849743481745,146.18001575258657,169.38109549333268
2000-08-12 22:05:17+00:00,126.68911196155175,126.26700073398348,123.76947704860659,122.03591529522707,118.88790049890343,121.94532108966769,125.16752699206837,132.93985896127944,138.83492750358067,137.90686014066546,135.16974208207017,136.24433174773392,134.8603299450093,130.72217555785176,133.89229551256503,143.7117274370426,145.68759461237735,150.68153602828696,138.0992045033071,139.71637139378907,133.47571329562456,134.9662152524699,130.8551050651569,138.0974072665828,139.39770986120843,142.83006112533857,148.03124336584955,143.9421390261278,146.2434545163806,148.39785145924472,144.07209200206012,126.61542663220655,123.83315552664983,155.4586045373926,178.28939825964002
2000-09-20 22:10:50+00:00,140.70443863223727,123.46096625237124,125.3792284482996,120.59630650268281,126.86408856991946,129.33568105312497,139.74670361422469,138.40747866177594,141.6646602463183,137.92236271181284,137.1768877763208,148.08513136247007,139.66011693393062,136.87015416767883,136.76557031017123,145.88082290301605,146.73747683994856,150.5884936638375,146.70498548023178,151.0792642823544,144.30956185643672,142.7083642284601,140.38085852290732,146.06772296105024,147.08021717768557,129.93306523399116,148.60697691997012,144.36583200310187,135.69893137845548,129.17121302964583,145.528221701735,131.6951727218587,130.45556864430046,134.271331453656,175.26493007861382
2000-12-02 22:04:33+00:00,130.6421239382907,135.54656034542714,138.12040404773944,136.2836419334084,131.74341595837618,137.83681099778352,144.35158668637595,149.16061235184256,155.05174762846084,155.73498255695512,154.97042675649857,153.74627328627574,150.6962678818942,143.05853896951217,141.8398637597628,151.03726584297354,149.52281819591198,155.21447685181192,146.6741935580607,147.87128095346392,131.63266798001303,131.01620286849428,129.84098989870733,125.23494101152949,131.80116818306325,126.01372451394113,139.95699319593604,134.8425310802702,141.58966311045114,146.1210523645772,150.4375228210922,137.01951925635908,143.56327779810817,139.96376450894292,166.9512595391385
2000-12-18 22:05:01+00:00,143.03235157036224,134.7158956445626,135.16879498203542,132.58197751517918,128.8667329229724,135.14016735562828,139.9255303353129,148.46355260572804,151.25565162495363,148.40154260290348,151.7877748955613,152.6763923419557,147.96778962923062,142.83124504292897,149.37433203436552,154.2835091383006,159.90742626060575,162.43226018471978,151.81496311035806,143.47639132841434,139.10490198969438,139.26833231413025,135.78245007045803,135.6334760861632,137.59611125227954,127.10831720768263,142.69725681945528,139.23676539002096,142.06471966999337,144.92183803672046,148.3789114451019,132.32715430647727,138.81814589942968,138.8115204433687,178.25061809587007
2001-01-03 22:05:00+00:00,141.36061897196586,,,,,,141.9580835252669,147.22902523457003,143.43586657703113,143.13393577238398,142.6732229924011,144.6665138057631,143.5465932783146,135.6003696429849,136.75167419736135,144.55886886509575,151.02662547289958,149.08707934480643,143.1870969272553,139.06436686272588,141.29442157236863,134.25526118536695,129.87448252866145,129.2277714612089,135.35493376851488,131.96230795007014,143.63729055447544,145.08692903827088,141.21002145431095,147.89733727693255,150.52349702280824,135.8924517385436,143.50739697181822,149.94655378104875,176.07740388245847
2001-02-20 22:05:00+00:00,150.4119268793138,146.0985908146891,137.10443222593713,133.35082815974,131.64182377359361,140.61519397264408,142.00096950676055,141.6136767232387,145.5977017674768,143.8371203178392,139.8437526540091,137.1865926481164,137.6644342471805,137.06877431526948,135.45476050968895,146.9059061834009,148.5189104476631,153.6319661615562,145.92898822799995,139.9619410740586,126.84110559525733,125.79027250561873,119.27061853003437,126.92732464717072,126.11576906462223,132.77646137357098,139.4027843709082,138.73388833506417,139.39823300011804,149.25902740478918,145.72570844917294,134.99679768868342,132.29991518048485,156.25311103416308,169.65801461568452
2001-03-08 22:04:56+00:00,123.02149159172933,115.4651960825657,112.53691365342947,111.42516939398857,115.20333854303568,118.74114944462623,122.38961253469937,129.71812793094676,128.82216894669816,131.96066717818675,122.40831670634397,126.55955792326618,128.57330231040532,126.75119742664053,125.88859940793303,132.08993683662808,135.12732144870003,135.06890463580115,133.53424880871611,123.82514058874413,112.0006323656165,114.54946811462116,108.25613857229877,116.01632382774689,109.07101872121378,116.7747692596284,120.87999019586127,118.92313393493282,121.44113675828577,115.43254674435539,114.72710967733966,105.21488475932291,100.7129631023892,136.2590230545496,156.08671682376956
2001-04-09 22:04:17+00:00,142.32650424269949,122.92156343536709,126.00233763716832,130.16850607693723,126.1354301874891,129.76746689385547,133.02274867820478,138.15656403410114,140.4284929557048,140.76334700031902,129.18835167404404,130.9266808831844,129.592884070485,128.0679379524989,128.4786129980581,137.4145516297521,144.90694339861753,147.09982462987563,138.9457144174791,132.85469237853857,124.89896343660763,121.24916465756621,113.80620366131762,124.21332049583478,112.98419361824674,121.57336776246201,121.40992240695783,125.7684470424044,128.73769515366874,129.03088231078155,131.34207272816906,120.27994643279683,118.19157402267493,156.43881503556986,178.9566472963155
2001-06-28 22:03:32+00:00,130.50441051028244,151.90697256230212,153.67175718648195,139.37557662442092,136.76295839427092,148.52426418701114,151.34889979218025,156.33162781435237,156.6248609753108,154.02666926912667,149.85855575700512,149.5942988786601,144.55481367225045,146.9066735902087,151.61178029035693,152.0654499428803,156.1330187923709,158.37173721983865,159.538044830609,152.22019107030857,149.36423193848947,148.74194985025,140.9425363832007,136.92922257705484,140.7474926066383,134.37327526435368,150.7818664413015,156.23497800716504,152.4939443819714,153.27565649358561,164.04071695282985,143.5856130697754,149.35862307050206,153.91257498426236,
2001-07-14 22:03:57+00:00,127.74974667715475,134.8883531714432,135.63246024216247,137.045859179748,134.43823376766127,140.51807162919604,141.21134992550589,146.49421943877613,144.8395617846264,143.84209713289135,139.2732579712697,141.4164236636164,133.89615725965956,134.49736974601956,134.15614557775885,140.47746268023576,144.98675034071934,145.64293352127336,143.07425877278015,139.57557904522292,139.85245421477188,138.2325259318422,136.92828950962675,136.25547189879555,138.1443020849061,133.26455037816353,148.32147907264644,150.61680555189247,148.32550574835182,149.81626130487277,157.79154894956957,144.2561439033327,147.4636467166823,160.2616494314215,188.68680177781647
