dates,nzd0477-0000,nzd0477-0001,nzd0477-0002,nzd0477-0003,nzd0477-0004,nzd0477-0005,nzd0477-0006,nzd0477-0007,nzd0477-0008,nzd0477-0009,nzd0477-0010,nzd0477-0011,nzd0477-0012,nzd0477-0013,nzd0477-0014,nzd0477-0015,nzd0477-0016,nzd0477-0017,nzd0477-0018,nzd0477-0019,nzd0477-0020,nzd0477-0021,nzd0477-0022,nzd0477-0023,nzd0477-0024,nzd0477-0025,nzd0477-0026,nzd0477-0027,nzd0477-0028,nzd0477-0029,nzd0477-0030,nzd0477-0031,nzd0477-0032,nzd0477-0033,nzd0477-0034,satname
1999-08-26 22:07:08+00:00,325.58,322.60,323.89,319.08,320.05,324.93,334.66,340.32,338.73,335.03,332.15,337.15,336.30,336.89,340.53,341.89,346.53,347.17,342.82,345.89,341.61,341.16,340.89,345.12,346.05,342.65,343.84,343.36,348.92,355.82,355.23,340.57,334.27,362.07,397.35,L7
1999-11-30 22:06:59+00:00,332.85,319.97,322.25,320.25,323.88,329.78,341.63,345.15,344.73,339.44,336.23,340.78,339.96,336.29,337.56,339.79,344.61,347.11,344.32,342.74,341.08,338.38,335.03,337.25,339.90,336.76,339.14,338.08,341.92,348.29,347.06,333.62,334.69,361.57,393.26,L7
1999-12-16 22:07:33+00:00,334.90,321.01,322.87,321.26,324.05,333.16,342.01,345.86,344.96,342.85,339.19,341.96,339.71,334.22,334.56,338.40,343.10,346.04,343.79,342.05,339.82,338.27,333.71,335.88,337.12,335.39,339.08,339.18,339.89,346.80,344.91,332.43,335.93,360.55,391.52,L7
2000-05-08 22:06:44+00:00,332.43,325.81,327.12,327.57,329.68,338.70,345.39,348.85,350.36,347.83,343.77,343.18,341.63,332.86,331.13,336.79,341.22,344.46,343.22,339.61,337.87,335.46,328.45,331.12,331.97,330.65,338.57,338.96,337.44,344.00,341.95,328.92,333.81,357.40,392.23,L7
2000-05-31 22:12:18+00:00,328.59,330.05,330.38,330.64,330.65,340.73,343.77,348.29,345.77,344.20,340.09,336.41,340.64,331.44,327.48,335.12,337.83,339.61,336.74,333.80,331.75,329.54,323.10,328.46,328.19,328.48,337.80,336.63,334.58,340.10,337.80,325.53,333.16,355.56,393.75,L7
2000-06-25 22:06:19+00:00,321.94,341.56,341.48,340.25,338.90,343.73,347.26,353.56,349.54,347.36,343.35,341.48,347.23,339.27,332.40,339.38,343.33,344.32,339.60,335.91,334.56,332.88,326.01,334.29,333.75,335.30,343.29,341.60,338.64,340.99,340.89,326.75,333.05,366.93,405.90,L7
2000-07-27 22:05:48+00:00,319.70,333.03,332.80,332.65,332.66,341.83,344.39,351.63,348.98,347.06,341.91,341.90,344.17,337.56,333.57,340.05,346.36,347.83,344.18,340.67,339.83,338.71,331.57,338.44,336.15,337.47,343.86,343.99,339.39,343.51,341.33,327.71,333.02,368.95,406.74,L7
2000-08-03 22:11:31+00:00,320.46,330.35,331.32,329.68,328.73,336.64,340.51,347.55,347.08,345.27,340.44,341.15,341.45,337.48,334.17,342.63,348.23,348.80,343.60,340.87,339.30,338.25,332.09,339.67,338.41,338.44,344.68,345.01,341.30,346.07,344.47,328.18,332.27,367.44,404.18,L7
2000-08-12 22:05:41+00:00,326.78,335.06,335.71,333.30,332.56,338.49,343.00,350.04,349.80,348.53,343.40,344.43,344.77,341.73,338.21,346.62,352.01,352.63,346.78,344.15,342.51,341.09,335.26,343.23,341.96,342.28,348.54,348.75,345.29,349.36,347.19,330.64,333.08,364.08,399.67,L7
2000-09-20 22:10:50+00:00,328.32,332.91,333.56,331.01,331.64,337.43,342.73,348.47,348.78,347.11,342.53,345.15,344.16,340.62,337.34,345.99,351.06,352.28,347.00,344.84,342.17,341.13,335.45,343.43,342.02,340.81,347.42,347.68,343.04,345.13,345.24,329.92,331.33,363.02,395.27,L7
2000-12-02 22:04:57+00:00,330.16,332.60,333.27,330.73,330.83,337.32,343.41,348.95,351.06,350.69,346.55,351.22,345.75,342.69,341.19,350.56,355.59,358.15,352.05,350.05,344.77,345.12,339.85,346.75,345.68,343.97,349.02,350.51,346.39,347.56,348.53,333.18,333.82,363.67,394.99,L7
2000-12-18 22:05:01+00:00,331.75,332.50,332.97,330.80,330.57,337.43,343.22,349.23,351.23,350.34,347.25,351.33,346.19,342.36,341.40,350.36,355.74,358.58,352.28,348.61,343.13,344.00,338.46,344.58,343.61,341.97,346.52,348.31,344.55,345.34,346.06,331.74,332.76,363.29,395.74,L7
2001-01-03 22:04:36+00:00,332.76,330.23,330.75,328.85,328.86,336.01,342.13,348.00,349.41,348.04,345.50,349.29,344.98,340.72,339.86,349.35,354.68,357.37,351.34,347.30,341.70,341.90,336.59,341.45,341.36,339.42,343.85,346.35,342.88,344.35,344.90,331.12,332.63,362.14,393.86,L7
2001-02-20 22:04:36+00:00,340.31,335.23,332.86,331.31,330.73,337.93,344.53,347.51,349.13,347.00,346.46,348.79,345.29,339.40,337.92,347.54,351.10,355.44,349.27,343.87,335.09,335.21,329.95,333.34,334.21,333.08,339.26,340.23,338.79,339.28,342.24,332.04,334.89,362.51,393.14,L7
2001-03-08 22:04:56+00:00,344.14,335.75,333.74,331.57,331.40,337.26,343.87,347.40,349.29,348.14,346.37,347.78,345.83,341.63,340.35,349.42,352.44,356.10,349.46,345.07,336.17,335.05,331.14,334.31,334.25,333.62,341.58,341.42,340.98,342.55,344.97,334.93,337.30,363.61,393.10,L7
2001-04-09 22:04:41+00:00,348.53,338.78,337.02,335.90,333.06,337.85,343.56,348.42,350.45,350.45,346.69,346.20,345.42,342.74,342.54,351.28,354.36,357.39,349.00,344.69,336.12,333.43,329.78,332.60,331.60,333.08,341.59,340.99,343.92,348.37,348.89,338.52,341.23,365.73,396.98,L7
2001-06-28 22:03:32+00:00,349.92,343.91,342.14,337.42,335.42,340.37,345.01,349.53,350.17,350.10,344.22,343.88,343.41,343.05,343.65,350.87,354.56,356.45,350.10,345.95,339.13,335.27,330.88,333.84,332.12,334.78,344.23,344.87,345.86,352.04,353.16,341.31,343.03,368.11,397.58,L7
2001-07-14 22:03:33+00:00,345.69,342.87,340.89,337.53,335.96,341.37,345.02,349.85,350.97,350.84,343.90,343.78,341.98,343.26,343.78,350.58,353.86,356.23,350.64,346.28,339.49,336.61,332.64,335.23,333.08,334.80,345.57,346.13,347.84,353.48,354.83,343.00,343.58,368.50,397.91,L7
2001-08-15 22:03:26+00:00,343.91,342.52,341.86,338.22,336.43,341.48,344.77,349.12,350.88,350.54,344.06,343.78,341.53,342.26,342.29,348.14,351.26,354.14,349.45,344.39,337.93,335.16,330.80,334.03,331.47,332.63,343.78,344.40,344.81,350.32,352.75,341.28,341.70,368.86,398.07,L7
2002-03-11 22:03:31+00:00,345.03,326.83,321.89,325.14,323.27,329.65,331.79,335.81,339.61,341.85,339.24,343.46,341.47,345.05,344.59,350.67,354.79,353.83,346.61,353.48,358.31,357.62,352.77,346.12,337.64,339.66,346.92,343.92,353.12,352.72,353.86,346.26,342.42,362.71,393.72,L7
2002-03-27 22:03:01+00:00,339.44,323.24,322.69,323.04,322.12,328.54,326.23,328.94,333.65,335.50,332.49,336.01,333.88,334.41,337.52,338.73,345.71,342.17,339.48,344.99,349.56,347.12,344.40,342.34,331.36,334.84,343.35,343.92,353.12,352.72,353.86,346.26,342.42,362.71,393.72,L7
2002-04-12 22:03:01+00:00,337.87,324.14,324.14,323.45,321.35,327.70,329.03,332.25,335.57,337.35,335.72,337.27,336.69,336.93,336.41,338.56,345.10,345.80,341.42,347.28,350.02,346.37,344.27,343.43,333.92,334.19,344.65,342.59,351.73,355.45,355.46,346.52,342.94,367.81,398.38,L7
2002-05-14 22:03:19+00:00,336.89,327.89,328.79,328.56,325.75,330.81,334.11,336.00,340.18,341.98,340.00,342.16,340.63,338.53,338.29,342.43,348.17,349.07,344.25,348.91,349.61,346.81,344.83,344.74,334.23,335.52,345.51,345.15,353.54,358.95,358.57,348.71,346.03,371.95,398.05,L7
2002-06-15 22:02:43+00:00,336.89,327.89,330.07,328.97,325.99,330.26,336.36,339.14,341.25,341.38,338.91,340.12,338.28,336.76,336.12,340.17,344.56,346.18,341.90,344.94,344.96,343.82,340.69,344.74,334.23,332.95,343.31,345.15,347.69,353.43,354.14,343.09,341.27,368.67,398.29,L7
2002-07-01 22:03:02+00:00,331.96,326.48,330.31,327.74,324.78,330.53,337.19,339.64,339.57,338.82,335.62,337.52,335.99,333.59,333.17,337.55,342.53,344.12,340.35,341.79,340.88,339.18,336.14,339.59,330.91,330.43,340.85,339.89,339.25,348.77,349.36,337.40,336.42,369.79,398.47,L7
2002-11-22 22:02:21+00:00,331.81,335.26,338.21,330.53,327.84,334.32,344.31,348.24,344.44,339.07,332.65,332.88,330.57,327.67,327.36,331.86,333.17,336.77,332.82,330.40,321.85,322.95,320.05,325.09,320.56,319.85,332.65,329.15,323.16,336.07,337.79,324.41,326.57,369.46,401.72,L7
2002-12-08 22:02:51+00:00,331.81,335.26,338.21,330.53,327.84,334.32,343.96,347.26,343.30,337.77,330.61,331.85,328.73,326.41,325.69,331.31,333.09,336.75,332.65,329.50,321.06,320.09,316.55,319.90,317.28,317.27,329.07,326.11,322.61,333.89,334.42,322.05,325.20,364.65,400.35,L7
2002-12-24 22:02:33+00:00,335.07,336.28,338.22,329.70,329.95,339.65,345.35,346.90,344.45,339.36,331.32,334.56,330.97,327.90,327.65,332.62,336.50,338.64,333.80,330.14,320.92,318.56,314.90,320.32,318.84,316.18,328.53,326.15,322.08,333.04,332.44,320.89,324.92,364.23,396.76,L7
2003-08-05 22:02:35+00:00,344.92,347.92,,,,348.66,349.86,355.66,358.28,352.31,350.76,356.48,345.89,339.26,335.03,341.72,350.93,,,339.63,332.55,331.28,318.35,330.86,339.82,341.40,345.56,349.04,330.74,338.41,338.31,,,,,L7
2003-08-13 21:51:08+00:00,352.81,353.03,357.48,348.88,341.29,346.50,347.99,353.39,358.29,355.05,352.73,354.63,347.25,341.93,343.72,350.10,357.81,364.19,351.03,342.10,335.56,331.55,328.80,339.06,344.69,346.60,353.75,350.83,347.84,348.60,351.09,348.74,352.23,381.49,412.21,L5
2003-09-14 21:51:42+00:00,348.75,344.61,339.70,334.31,331.55,342.51,344.73,348.26,350.91,348.65,347.79,350.32,346.71,341.85,343.44,349.94,356.27,359.00,345.17,339.46,332.12,331.10,331.48,342.78,344.87,345.67,352.54,349.92,349.14,349.51,350.95,341.93,341.19,365.35,392.11,L5
2003-09-30 21:51:54+00:00,346.29,338.01,330.78,327.15,326.35,337.85,340.57,343.53,344.40,343.00,343.71,347.41,345.32,341.12,340.86,347.88,354.39,353.03,341.07,336.67,330.43,331.04,331.25,341.19,342.80,345.67,352.54,349.92,349.14,349.51,350.95,341.93,341.19,359.62,390.40,L5
2003-10-16 21:52:08+00:00,346.95,337.37,330.06,327.65,325.72,336.79,340.03,343.27,344.08,342.81,343.41,348.20,347.27,342.53,342.45,348.81,356.10,355.71,344.46,338.43,332.16,334.06,333.70,342.85,343.70,347.10,353.48,350.70,350.63,352.45,352.00,341.87,341.92,359.88,392.48,L5
