dates,nzd0162-0000,nzd0162-0001,nzd0162-0002,nzd0162-0003,nzd0162-0004,nzd0162-0005,nzd0162-0006,satname
1999-09-20 21:58:56+00:00,,349.68,339.87,,361.07,,,L7
1999-10-22 21:58:52+00:00,345.17,368.41,361.77,363.84,373.11,358.61,373.70,L7
1999-12-09 21:58:57+00:00,342.34,364.45,363.88,378.75,365.85,364.39,369.69,L7
1999-12-25 21:58:52+00:00,311.60,327.80,330.98,335.34,,,346.65,L7
2000-02-27 21:58:40+00:00,316.77,364.66,369.17,375.27,379.14,371.48,368.14,L7
2000-03-14 21:58:11+00:00,299.06,354.62,354.57,358.06,362.55,350.86,348.44,L7
2000-03-30 21:58:09+00:00,300.70,356.99,359.47,362.23,364.91,356.64,360.52,L7
2000-05-01 21:57:54+00:00,301.45,359.72,361.01,366.29,376.05,350.63,377.16,L7
2000-06-18 21:57:51+00:00,299.96,343.41,,,,,,L7
2000-08-05 21:56:44+00:00,299.58,320.17,333.37,339.76,331.44,325.46,352.74,L7
2000-10-24 21:56:17+00:00,344.08,363.76,356.11,357.90,361.35,338.27,353.77,L7
2000-12-11 21:56:00+00:00,334.13,347.94,342.82,344.36,353.59,340.11,345.60,L7
2001-01-12 21:56:30+00:00,332.53,334.09,339.56,345.18,339.77,335.55,360.02,L7
2001-03-01 21:55:57+00:00,302.33,343.07,358.85,362.63,359.52,349.07,351.91,L7
2001-06-05 21:55:40+00:00,295.98,358.80,358.15,367.80,361.32,,349.76,L7
2001-06-21 21:55:05+00:00,296.98,340.02,361.63,368.48,364.34,347.41,338.64,L7
2001-08-24 21:54:24+00:00,300.80,342.92,360.13,371.48,361.96,346.67,349.46,L7
2001-09-09 21:54:36+00:00,298.45,324.99,342.14,340.11,349.82,,,L7
2001-10-11 21:53:46+00:00,320.85,363.01,361.11,359.85,359.22,348.75,357.39,L7
2002-01-31 21:54:50+00:00,326.42,347.47,346.27,351.59,358.28,355.75,361.83,L7
2002-02-16 21:54:54+00:00,333.27,338.71,354.64,355.86,346.66,335.43,332.34,L7
2002-05-23 21:54:18+00:00,299.09,364.81,360.02,354.89,363.95,352.63,366.83,L7
2002-08-27 21:54:00+00:00,298.76,327.18,340.25,341.28,334.21,322.94,342.79,L7
2002-10-14 21:53:43+00:00,326.57,369.02,358.61,362.53,360.12,349.35,358.17,L7
2002-11-15 21:54:00+00:00,343.29,364.69,361.95,362.48,362.08,340.51,340.44,L7
2002-12-01 21:53:52+00:00,349.75,358.25,351.08,352.57,352.44,339.02,353.88,L7
2003-01-02 21:54:22+00:00,340.15,362.16,359.74,364.68,358.98,347.72,352.49,L7
2003-01-18 21:54:30+00:00,333.66,359.64,,,,,,L7
2003-07-21 21:42:33+00:00,,371.40,,,,317.95,329.80,L5
2003-08-06 21:42:27+00:00,306.04,357.82,354.67,361.29,360.92,343.65,374.56,L5
2003-09-23 21:43:39+00:00,307.71,356.56,351.47,352.71,355.32,345.53,356.59,L5
2003-10-17 21:54:15+00:00,335.59,365.02,369.82,373.19,369.88,359.21,357.78,L7
2003-10-25 21:43:40+00:00,325.50,343.36,344.68,344.89,346.04,335.18,352.37,L5
2003-11-02 21:54:26+00:00,337.44,366.14,357.11,365.62,365.51,351.25,,L7
2003-11-18 21:54:39+00:00,345.33,363.94,357.80,364.09,361.99,353.33,363.99,L7
2003-12-04 21:54:19+00:00,346.60,360.68,363.17,362.56,360.49,350.40,375.55,L7
2004-01-05 21:54:33+00:00,340.77,366.41,359.69,371.68,362.28,352.93,,L7
2004-02-06 21:55:08+00:00,317.73,358.51,360.20,371.06,361.32,357.15,352.82,L7
2004-02-14 21:44:33+00:00,314.54,359.97,364.96,361.40,364.94,353.66,346.16,L5
2004-03-09 21:55:15+00:00,310.04,328.39,345.11,353.53,331.29,323.57,335.94,L7
2004-03-17 21:45:08+00:00,297.04,363.27,359.17,361.99,357.50,348.65,361.83,L5
2004-03-25 21:54:54+00:00,,,,361.58,362.79,348.22,358.83,L7
2004-04-02 21:44:54+00:00,298.99,360.31,366.55,364.55,364.57,357.14,353.64,L5
2004-04-10 21:55:14+00:00,298.15,352.18,355.65,350.97,334.80,,299.83,L7
2004-04-18 21:45:49+00:00,301.23,356.55,364.15,355.21,350.48,330.08,329.87,L5
2004-05-12 21:55:13+00:00,295.08,357.90,,,358.27,343.80,351.84,L7
2004-05-20 21:46:20+00:00,300.37,320.62,351.40,354.08,344.66,335.68,355.03,L5
2004-05-28 21:55:11+00:00,296.49,352.87,352.42,351.55,352.56,334.79,345.01,L7
2004-07-07 21:48:09+00:00,303.79,346.57,364.75,366.60,356.54,352.97,348.33,L5
2004-07-23 21:48:09+00:00,293.84,332.75,356.46,359.27,340.92,338.96,356.00,L5
2004-08-08 21:48:26+00:00,307.61,353.31,366.40,363.63,361.38,353.06,344.66,L5
2004-08-16 21:54:50+00:00,296.73,329.15,345.88,348.10,342.05,332.60,333.10,L7
2004-09-25 21:50:07+00:00,314.02,363.39,356.26,355.61,359.78,342.74,363.21,L5
2004-10-19 21:54:19+00:00,329.32,363.15,364.37,372.71,367.27,361.87,364.48,L7
2005-01-15 21:51:45+00:00,343.44,371.23,370.22,377.63,361.70,359.91,364.08,L5
2005-02-08 21:55:35+00:00,,,,,,,354.34,L7
2005-02-16 21:52:13+00:00,,,363.29,371.34,369.58,350.23,353.59,L5
2005-02-24 21:55:17+00:00,310.30,363.62,363.24,,,,,L7
2005-04-05 21:52:43+00:00,313.01,366.60,363.89,363.68,373.10,348.69,352.30,L5
2005-04-21 21:52:46+00:00,299.76,372.53,368.73,367.78,374.14,353.79,362.33,L5
2005-04-29 21:55:36+00:00,,344.91,360.68,364.16,362.47,343.70,343.53,L7
2005-05-07 21:52:53+00:00,301.90,334.05,347.68,349.52,347.34,335.16,334.14,L5
2005-05-23 21:53:00+00:00,305.73,346.02,360.59,364.19,366.29,344.15,342.74,L5
2005-05-31 21:55:11+00:00,314.68,366.81,352.53,,366.28,,320.20,L7
2005-06-08 21:53:33+00:00,304.69,360.19,365.48,376.23,354.31,354.79,341.62,L5
2005-06-24 21:53:38+00:00,,,,339.15,335.38,319.62,341.53,L5
2005-08-03 21:55:25+00:00,292.92,356.62,356.68,357.06,361.26,345.68,354.65,L7
2005-08-19 21:54:56+00:00,294.69,364.22,356.91,361.96,362.36,347.08,352.28,L7
2005-09-20 21:54:42+00:00,307.56,343.92,359.67,361.15,356.29,,,L7
2005-10-06 21:55:01+00:00,317.89,358.89,360.64,367.62,,,,L7
2005-10-30 21:53:39+00:00,,365.36,364.81,,,,368.86,L5
2006-02-11 21:55:41+00:00,,,,,359.76,351.57,354.27,L7
2006-02-19 21:56:39+00:00,315.53,358.36,356.68,361.06,358.01,341.85,348.92,L5
2006-03-15 21:56:08+00:00,,,,,349.07,343.70,350.95,L7
2006-04-08 21:57:12+00:00,303.63,369.68,363.53,366.79,368.03,350.80,350.66,L5
2006-05-02 21:56:05+00:00,,,,,,,343.28,L7
