dates,satname,nzd0430-0000,nzd0430-0001,nzd0430-0002,nzd0430-0003,nzd0430-0004,nzd0430-0005,nzd0430-0006,nzd0430-0007,nzd0430-0008,nzd0430-0009,nzd0430-0010,nzd0430-0011,nzd0430-0012,nzd0430-0013,nzd0430-0014,nzd0430-0015,nzd0430-0016,nzd0430-0017,nzd0430-0018,nzd0430-0019,nzd0430-0020,nzd0430-0021,nzd0430-0022,nzd0430-0023,nzd0430-0024,nzd0430-0025,nzd0430-0026,nzd0430-0027,nzd0430-0028,nzd0430-0029,nzd0430-0030,nzd0430-0031,nzd0430-0032,nzd0430-0033,nzd0430-0034,nzd0430-0035,nzd0430-0036,nzd0430-0037,nzd0430-0038,nzd0430-0039,nzd0430-0040,nzd0430-0041,nzd0430-0042,nzd0430-0043,nzd0430-0044,nzd0430-0045,nzd0430-0046,nzd0430-0047,nzd0430-0048,nzd0430-0049,nzd0430-0050,nzd0430-0051,nzd0430-0052,nzd0430-0053,nzd0430-0054,nzd0430-0055,nzd0430-0056,nzd0430-0057,nzd0430-0058,nzd0430-0059,nzd0430-0060,nzd0430-0061,nzd0430-0062,nzd0430-0063,nzd0430-0064,nzd0430-0065,nzd0430-0066,nzd0430-0067,nzd0430-0068,nzd0430-0069,nzd0430-0070,nzd0430-0071,nzd0430-0072,nzd0430-0073,nzd0430-0074,nzd0430-0075,nzd0430-0076,nzd0430-0077,nzd0430-0078,nzd0430-0079,nzd0430-0080,nzd0430-0081,nzd0430-0082,nzd0430-0083,nzd0430-0084,nzd0430-0085,nzd0430-0086,nzd0430-0087,nzd0430-0088,nzd0430-0089,nzd0430-0090,nzd0430-0091,nzd0430-0092,nzd0430-0093,nzd0430-0094,nzd0430-0095,nzd0430-0096,nzd0430-0097,nzd0430-0098,nzd0430-0099,nzd0430-0100,nzd0430-0101,nzd0430-0102,nzd0430-0103,nzd0430-0104,nzd0430-0105,nzd0430-0106,nzd0430-0107,nzd0430-0108,nzd0430-0109,nzd0430-0110,nzd0430-0111,nzd0430-0112,nzd0430-0113,nzd0430-0114,nzd0430-0115,nzd0430-0116,nzd0430-0117,nzd0430-0118,nzd0430-0119,nzd0430-0120,nzd0430-0121,nzd0430-0122,nzd0430-0123,nzd0430-0124,nzd0430-0125,nzd0430-0126,nzd0430-0127,nzd0430-0128,nzd0430-0129,nzd0430-0130,nzd0430-0131,nzd0430-0132,nzd0430-0133,nzd0430-0134,nzd0430-0135,nzd0430-0136,nzd0430-0137,nzd0430-0138,nzd0430-0139,nzd0430-0140,nzd0430-0141,nzd0430-0142,nzd0430-0143,nzd0430-0144,nzd0430-0145,nzd0430-0146,nzd0430-0147,nzd0430-0148,nzd0430-0149,nzd0430-0150,nzd0430-0151,nzd0430-0152,nzd0430-0153,nzd0430-0154,nzd0430-0155,nzd0430-0156,nzd0430-0157,nzd0430-0158,nzd0430-0159,nzd0430-0160,nzd0430-0161,nzd0430-0162,nzd0430-0163,nzd0430-0164,nzd0430-0165,nzd0430-0166,nzd0430-0167,nzd0430-0168,nzd0430-0169,nzd0430-0170,nzd0430-0171,nzd0430-0172,nzd0430-0173,nzd0430-0174,nzd0430-0175,nzd0430-0176,nzd0430-0177,nzd0430-0178,nzd0430-0179
1999-08-26 22:06:44+00:00,L7,348.34,353.84,343.45,307.19,289.97,302.68,312.45,312.70,320.31,326.99,313.25,311.66,319.58,318.66,316.28,308.96,307.84,312.36,308.56,305.68,311.55,314.32,317.69,315.92,312.71,315.08,312.09,314.65,307.82,307.40,308.46,306.60,307.60,303.93,301.35,306.91,310.24,318.29,314.83,321.12,322.18,317.94,323.15,331.58,335.06,336.23,335.60,339.51,334.11,333.62,328.37,333.95,329.46,329.98,323.46,330.52,323.51,323.60,316.63,319.62,318.80,320.95,314.66,317.91,323.68,322.42,330.05,327.82,332.43,332.37,329.79,331.64,328.51,325.22,322.79,324.00,336.34,335.43,328.26,326.97,323.66,320.62,321.33,313.39,308.94,312.00,312.31,308.73,310.63,313.45,311.11,310.35,310.98,311.46,310.87,317.88,320.09,315.39,315.79,317.42,313.93,313.36,311.40,312.22,313.62,315.32,316.43,311.21,309.41,308.70,308.07,312.71,312.06,314.39,310.34,311.35,305.72,310.74,312.24,315.43,319.08,318.98,321.71,322.62,321.38,323.61,325.32,327.02,325.07,324.26,328.30,339.82,338.97,348.38,345.95,343.92,344.67,348.08,343.38,347.45,346.62,348.07,348.20,345.79,348.01,352.64,357.21,356.40,361.80,359.98,366.01,374.78,377.73,372.52,372.03,373.27,371.32,374.73,383.58,381.82,384.99,387.03,393.54,397.41,406.14,407.00,410.93,416.47,415.28,412.91,413.57,404.96,400.11,397.44,406.43,421.37,430.62,426.10,434.86,
1999-09-04 22:00:33+00:00,L7,,,,,,,,,,,,,,,,,,301.89,304.33,,,,,,,,,,,,,,,,,305.25,303.39,305.22,305.22,305.91,305.99,305.39,310.72,311.09,319.38,322.87,323.75,321.97,319.70,316.17,320.55,312.07,316.02,310.79,311.88,308.08,307.29,301.73,306.51,305.48,306.71,305.16,304.30,305.39,305.23,307.55,305.72,314.47,314.00,314.76,317.22,315.36,312.41,307.17,306.65,314.01,317.65,310.05,309.00,306.85,305.20,306.16,296.39,296.80,299.06,298.89,292.51,296.06,297.76,292.30,295.08,297.76,289.58,296.35,298.06,295.51,293.77,296.81,299.64,294.09,290.85,294.74,298.60,301.96,301.18,298.60,297.16,293.39,294.01,288.89,291.23,296.75,299.86,296.56,296.11,294.34,298.00,300.82,300.34,299.58,297.53,299.89,302.31,305.28,306.78,310.23,311.23,307.61,313.69,314.67,319.31,322.64,325.90,325.23,325.49,328.26,330.37,332.29,334.40,335.41,334.75,334.60,334.18,336.32,339.67,340.56,343.48,342.29,343.08,347.78,354.01,351.21,355.04,354.13,359.09,357.91,360.65,360.38,359.91,360.12,362.53,371.91,374.50,379.62,383.59,384.25,393.61,393.03,392.71,388.53,386.51,381.49,377.52,374.95,383.16,392.22,397.27,401.21,394.76,375.79
1999-12-09 22:00:33+00:00,L7,356.12,371.55,344.18,293.58,230.52,200.01,304.33,309.59,306.42,304.79,309.14,309.40,313.57,310.94,313.52,309.80,308.53,309.56,309.06,310.04,310.73,309.86,317.22,312.52,313.27,313.55,309.10,317.71,312.92,303.98,308.21,303.50,304.39,307.54,303.96,314.13,313.59,319.39,315.85,321.33,317.90,325.08,321.01,324.79,323.90,327.82,325.15,326.57,329.17,334.41,324.97,323.95,321.14,319.32,318.86,323.56,319.16,321.27,314.21,316.09,311.27,314.53,314.93,316.88,313.78,318.06,326.42,324.35,328.27,330.03,325.59,327.61,322.11,326.83,328.93,319.85,321.72,320.05,320.01,318.91,314.71,313.41,315.81,313.68,308.35,306.14,307.95,303.80,302.56,303.47,302.45,306.27,309.93,309.79,308.47,310.05,314.92,310.77,316.25,313.29,313.95,318.36,303.77,306.02,310.65,314.35,313.58,310.51,310.83,311.39,298.73,297.67,302.12,304.91,302.08,299.60,302.11,307.63,311.88,313.38,308.14,311.73,310.29,318.17,332.93,318.70,325.53,332.20,332.40,336.60,341.26,354.52,348.37,343.60,331.82,332.64,333.46,332.96,340.27,345.33,337.22,341.11,341.90,344.81,351.79,356.12,357.65,360.45,365.30,366.75,364.83,373.98,359.58,362.44,364.99,378.30,369.83,369.16,380.43,393.87,381.29,383.30,398.92,398.14,403.85,403.93,399.49,397.28,392.11,387.63,390.25,387.25,383.92,382.25,391.34,411.20,417.74,400.18,357.48,306.41
2000-01-26 22:00:26+00:00,L7,328.82,310.93,289.09,267.99,209.75,170.25,141.40,261.79,281.24,285.87,286.89,285.44,288.64,285.13,287.32,283.86,286.79,285.66,293.31,291.61,295.09,297.37,297.08,299.59,295.56,291.03,294.85,290.27,290.20,289.16,287.64,288.19,286.12,285.98,285.45,285.42,290.67,293.71,300.10,299.43,302.14,301.00,302.12,304.59,303.21,306.67,300.83,310.58,304.03,309.01,300.94,301.41,296.86,300.75,295.77,296.96,298.72,296.95,294.04,294.11,287.63,290.64,293.45,290.91,296.46,294.72,300.81,300.77,303.41,306.40,308.44,301.94,306.01,298.55,301.28,293.92,297.90,299.73,297.98,300.45,300.08,288.38,290.13,290.35,282.25,280.08,283.51,284.01,281.38,283.70,287.01,286.67,285.31,286.43,288.63,284.01,289.31,292.26,284.69,287.17,289.30,289.63,288.45,290.01,285.06,287.88,290.11,289.41,285.84,284.11,279.26,283.00,279.41,281.37,283.32,288.04,290.26,288.93,288.41,293.44,293.78,294.29,297.86,296.98,299.55,294.49,307.00,308.59,314.38,316.27,319.85,321.33,320.61,319.05,314.62,317.38,310.10,315.43,313.35,321.07,327.61,325.11,330.49,332.20,339.05,338.71,342.00,343.68,342.47,347.39,348.17,344.34,344.33,342.49,344.91,349.32,349.48,353.30,356.19,357.83,364.03,370.98,371.96,372.78,376.43,376.77,372.74,378.72,378.88,372.39,369.02,362.61,357.40,363.70,368.79,368.68,365.44,355.24,318.43,
2000-02-27 22:00:16+00:00,L7,351.01,335.73,310.64,261.63,231.14,203.97,228.29,286.46,288.16,301.50,307.09,306.33,308.96,305.42,304.41,304.48,300.97,306.73,304.87,303.98,308.94,303.16,304.85,307.22,306.53,310.43,307.89,309.90,305.38,306.29,306.64,304.18,302.82,305.54,303.50,311.02,307.63,315.02,311.79,321.90,319.11,321.94,319.67,321.61,322.20,324.77,325.75,320.26,326.45,321.60,323.30,317.20,321.53,319.78,317.50,316.55,314.85,316.61,313.33,310.49,309.00,310.29,310.79,314.29,309.72,314.80,319.55,320.71,327.48,324.81,322.24,325.65,316.84,320.18,313.54,316.65,317.31,312.39,317.76,319.25,309.57,310.25,310.72,306.29,300.67,302.19,299.78,298.78,302.68,301.88,297.68,302.55,306.27,305.89,302.11,308.37,307.21,304.11,303.07,307.17,307.23,303.81,302.35,304.58,306.24,296.00,302.13,303.27,305.06,302.05,298.59,298.61,299.85,298.24,292.66,297.80,300.05,304.60,308.58,309.34,310.79,309.87,309.54,312.19,314.15,317.18,322.22,322.90,328.30,329.49,335.05,332.44,336.34,329.44,331.57,332.13,330.45,332.01,332.38,334.57,335.85,337.74,339.60,342.58,345.97,350.79,352.47,354.28,360.28,362.00,357.80,357.97,361.09,361.30,364.80,365.21,364.52,365.89,365.32,374.91,380.35,382.75,386.71,391.03,387.88,390.06,392.04,390.01,388.78,387.52,380.09,379.76,372.92,372.05,375.78,379.86,372.26,361.66,320.65,300.45
2000-03-14 22:00:11+00:00,L7,352.12,338.94,301.31,270.44,229.46,193.39,243.65,292.97,307.76,311.01,315.19,308.36,309.39,305.42,299.59,300.60,298.24,308.25,308.78,312.61,310.99,310.71,312.02,311.03,306.72,309.80,301.71,301.06,304.37,299.64,301.82,302.70,296.94,302.33,300.34,307.68,306.47,311.13,311.39,314.09,313.66,317.67,316.36,315.66,321.76,320.59,323.21,324.18,326.44,321.15,323.26,319.53,318.86,316.38,316.45,310.79,314.00,308.39,310.81,310.29,309.65,311.20,309.33,312.64,309.64,312.70,307.41,316.03,321.41,317.56,318.56,314.79,315.34,317.75,318.71,315.50,314.85,310.85,310.00,303.34,304.84,304.83,299.75,301.01,299.06,298.84,299.70,296.03,299.83,296.89,299.48,298.72,298.11,295.44,298.89,302.46,298.68,298.48,301.56,304.53,304.56,300.32,300.18,303.49,301.64,299.42,293.92,292.19,298.32,293.04,293.43,291.95,293.14,293.78,294.79,298.50,300.21,303.80,305.23,303.27,300.50,304.57,305.01,309.24,310.87,313.47,316.64,320.49,324.57,320.09,327.45,330.14,331.40,328.25,328.27,326.80,329.18,328.93,329.83,330.12,332.29,329.83,335.84,341.54,342.22,346.61,348.38,349.35,349.49,350.50,350.60,349.61,349.34,353.30,359.84,357.29,360.38,362.06,364.35,370.15,374.30,378.60,383.27,383.17,385.16,380.94,383.01,382.20,380.68,379.05,376.02,370.21,369.64,365.09,370.76,373.07,374.85,362.57,320.14,293.75
2000-03-21 22:06:25+00:00,L7,385.43,363.38,331.54,287.32,237.12,309.86,331.07,328.91,331.71,331.08,332.32,328.70,325.13,326.19,322.77,320.28,323.21,323.98,321.34,316.80,318.94,324.50,326.03,322.33,323.17,317.37,318.52,316.24,311.28,315.85,311.65,312.36,315.36,315.08,318.17,317.76,316.44,324.58,322.27,320.88,,,,,,,,326.08,333.11,325.23,322.56,321.48,320.66,318.57,314.88,325.79,326.02,326.78,325.57,329.32,325.80,328.62,330.41,326.82,334.01,331.30,334.08,339.11,340.51,339.23,339.00,338.88,339.59,339.66,338.96,340.66,339.23,342.72,340.21,336.96,335.49,332.29,328.45,323.14,316.82,316.20,316.97,319.68,321.82,318.23,321.11,323.96,323.29,327.22,326.46,329.98,326.48,325.50,324.55,324.07,324.02,329.35,328.62,326.36,321.98,321.57,324.85,323.35,318.43,316.21,317.90,317.08,313.69,312.09,317.03,323.59,324.62,326.19,329.05,326.74,326.73,327.56,328.28,330.88,335.32,334.75,337.52,342.70,346.56,352.95,354.02,357.01,356.00,354.73,353.29,350.95,352.48,354.86,354.67,355.25,357.79,361.50,365.72,370.77,373.54,377.69,376.47,378.31,381.95,383.16,386.92,387.63,387.04,378.55,382.56,386.05,388.82,388.12,390.72,395.04,400.87,405.48,412.76,415.82,413.92,415.01,412.32,410.80,409.35,403.57,396.58,391.09,386.90,385.55,391.84,392.56,391.81,384.88,352.31,322.13
2000-03-30 22:00:09+00:00,L7,369.33,359.22,330.89,301.22,230.10,199.35,280.40,310.80,318.67,319.48,318.44,322.54,316.52,310.94,314.42,309.16,310.65,310.79,312.55,317.44,313.67,311.74,317.84,317.50,318.71,315.97,313.39,312.84,309.97,306.76,311.01,305.02,310.65,307.07,308.66,313.58,312.00,318.07,316.24,322.85,319.10,325.00,321.32,327.97,326.22,328.54,328.29,332.39,329.68,329.68,325.40,322.40,325.61,321.93,322.79,323.11,320.90,320.20,318.94,321.01,315.74,319.21,313.68,318.71,323.65,322.00,328.67,333.67,332.85,334.74,328.55,330.85,330.54,326.25,326.40,326.95,325.46,328.58,326.40,329.27,327.29,319.49,321.54,318.60,314.53,310.07,311.65,312.21,308.34,313.78,313.37,315.29,314.23,316.62,316.05,316.54,318.30,319.46,316.33,315.48,316.45,318.96,318.63,317.64,314.45,317.11,314.96,313.17,311.63,313.11,311.26,312.32,308.18,311.07,312.52,313.51,317.43,315.46,317.59,318.87,322.54,324.33,322.32,324.28,321.97,328.06,332.87,334.67,338.71,343.33,346.60,350.91,350.07,348.73,345.89,348.42,348.17,350.38,346.19,353.56,354.62,357.79,357.80,363.57,369.29,371.24,372.50,370.36,377.37,377.97,379.87,374.62,377.72,377.25,377.45,376.89,383.31,386.35,386.98,389.16,392.71,399.84,402.19,401.20,405.98,406.09,403.36,405.59,406.10,400.34,394.77,387.89,380.98,377.36,382.91,387.95,388.31,373.70,345.17,319.89
2000-05-01 21:59:54+00:00,L7,,,,,,,,380.02,364.40,360.71,353.58,348.86,341.67,338.73,340.34,341.76,334.25,329.59,323.05,324.42,326.57,328.17,326.55,333.55,330.20,329.25,330.31,326.50,329.53,324.58,322.20,329.08,322.65,328.90,329.60,327.61,334.22,336.76,338.04,341.30,345.03,343.15,346.56,343.40,352.15,350.80,356.95,358.31,359.19,347.78,353.37,349.09,351.30,344.04,353.24,355.62,351.70,351.57,345.55,339.92,340.42,332.42,340.34,342.41,354.91,353.23,358.46,354.71,364.07,367.16,349.86,344.35,346.61,355.28,345.08,352.18,357.79,357.78,355.52,351.36,344.69,348.45,344.20,333.48,336.12,335.15,333.47,332.66,336.78,327.38,334.83,338.76,337.60,339.49,339.11,346.32,347.77,345.20,337.35,343.86,343.90,340.98,345.65,343.00,341.84,340.65,333.28,333.65,338.04,335.37,333.34,331.89,334.02,340.21,339.66,333.96,338.68,346.47,346.25,349.72,347.99,348.58,348.14,350.13,346.24,349.49,361.72,359.77,366.65,367.97,367.69,368.11,369.65,374.89,372.13,371.70,372.01,373.84,370.90,375.49,375.48,378.94,383.55,380.92,388.24,385.36,390.79,388.60,390.13,412.67,406.62,410.44,404.91,401.41,408.26,403.29,398.99,402.03,413.24,418.76,419.47,422.95,423.64,423.07,421.61,429.42,435.13,447.39,436.73,412.87,415.87,397.81,396.59,392.60,400.25,413.97,422.21,419.87,410.71,342.60
2000-05-08 22:05:56+00:00,L7,343.73,327.30,290.32,252.89,225.60,190.52,156.41,266.96,291.74,298.32,303.87,301.23,304.00,301.13,299.40,295.58,297.28,,,296.01,296.35,,300.07,299.36,297.26,294.92,296.81,293.47,297.94,296.05,290.31,,,287.48,295.02,293.25,300.61,303.39,307.55,304.55,309.94,306.31,306.28,309.00,308.21,311.98,308.64,315.59,308.55,313.14,307.41,312.29,310.77,308.46,300.74,305.23,307.18,300.99,302.69,298.61,304.42,298.15,305.00,305.95,302.70,308.07,306.90,313.32,312.60,314.79,313.98,307.71,312.05,315.68,310.54,313.56,307.93,308.38,310.89,307.27,306.17,306.18,297.16,297.00,297.49,288.03,288.00,290.70,293.65,294.68,296.40,297.12,294.21,293.62,299.92,303.41,302.48,297.85,301.71,299.85,296.21,298.00,297.99,298.70,292.36,292.42,295.37,295.15,288.68,296.05,293.01,293.86,298.41,288.85,294.29,294.89,297.92,302.73,304.17,302.55,298.41,302.47,304.56,308.34,311.60,313.74,304.87,317.65,315.20,321.36,323.68,325.56,324.69,326.59,324.53,326.23,327.16,328.53,331.17,330.13,336.42,336.55,339.71,341.66,346.19,346.30,350.95,350.60,352.13,352.60,357.22,356.41,349.85,352.97,355.14,362.98,363.34,363.31,364.13,375.86,377.63,378.08,381.15,386.83,385.55,383.67,387.12,386.85,383.00,375.34,369.46,367.56,356.75,356.07,362.97,368.72,361.87,342.77,302.02,281.89
