dates,nzd0291-0000,nzd0291-0001,nzd0291-0002,nzd0291-0003,nzd0291-0004,nzd0291-0005,nzd0291-0006,nzd0291-0007,nzd0291-0008,nzd0291-0009,nzd0291-0010,nzd0291-0011,nzd0291-0012,nzd0291-0013,nzd0291-0014,satname
1999-08-12 21:53:08+00:00,357.43,358.41,366.44,368.19,371.64,372.62,375.20,376.49,372.77,373.45,371.15,364.59,364.00,369.56,373.55,L7
1999-08-21 21:46:56+00:00,350.98,353.25,362.34,363.74,366.58,367.80,371.93,373.46,372.12,371.76,366.81,360.87,358.53,363.14,368.91,L7
1999-08-28 21:53:11+00:00,350.80,354.06,360.56,362.38,364.50,367.95,372.19,375.30,372.56,372.41,367.69,361.29,359.86,361.79,366.35,L7
1999-09-22 21:47:00+00:00,351.08,354.44,359.30,362.10,364.97,366.82,372.81,374.62,373.25,371.97,368.56,362.73,358.38,361.17,367.22,L7
1999-09-29 21:53:16+00:00,350.65,354.70,357.74,361.36,365.24,367.43,372.35,373.88,372.88,372.06,369.27,363.87,357.94,359.82,366.20,L7
1999-10-24 21:46:56+00:00,352.16,354.84,358.48,362.21,365.68,367.09,372.56,374.23,373.08,371.64,368.79,362.57,357.90,359.86,366.12,L7
1999-10-31 21:53:08+00:00,352.16,354.84,358.48,362.21,365.68,367.93,371.93,373.18,372.42,370.56,367.47,360.47,357.02,360.05,366.19,L7
1999-11-16 21:53:08+00:00,354.15,356.13,360.17,363.30,366.96,369.50,373.53,375.26,374.62,372.48,369.02,361.48,358.61,361.29,366.04,L7
2000-01-19 21:53:01+00:00,355.10,357.01,360.80,363.84,367.31,368.97,373.90,375.84,374.60,373.03,369.54,361.85,358.77,361.28,366.83,L7
2000-02-20 21:52:53+00:00,356.69,358.58,360.47,362.96,367.40,370.48,375.70,377.15,376.19,373.81,370.95,362.92,359.42,360.56,365.71,L7
2000-04-01 21:46:34+00:00,359.83,358.97,362.46,363.29,367.96,371.02,377.19,378.10,376.13,373.73,370.33,361.18,359.81,361.20,366.50,L7
2000-04-17 21:46:20+00:00,359.07,358.22,360.95,362.38,367.11,369.90,377.07,377.48,375.46,372.85,370.12,361.20,359.43,360.01,365.75,L7
2000-05-03 21:46:19+00:00,359.50,358.68,361.14,362.50,367.09,369.88,379.50,379.81,377.22,375.28,373.16,365.30,361.31,359.36,365.99,L7
2000-05-19 21:46:07+00:00,358.32,358.86,361.17,362.21,366.73,368.37,379.30,378.94,375.62,373.38,372.14,364.73,359.45,357.25,365.81,L7
2000-05-26 21:52:12+00:00,359.00,360.15,362.68,362.34,367.07,368.93,379.46,379.10,375.93,373.46,370.80,363.83,359.38,356.90,366.56,L7
2000-07-13 21:51:43+00:00,356.69,360.15,358.33,359.96,365.13,366.77,378.42,378.75,374.68,372.39,369.71,363.28,359.38,356.90,366.47,L7
2000-07-29 21:51:26+00:00,354.68,358.03,355.76,357.81,363.68,366.54,378.21,378.85,375.19,372.65,369.64,364.12,360.55,357.71,366.54,L7
2000-08-07 21:45:08+00:00,353.16,356.60,355.63,358.07,363.12,365.72,376.82,378.28,375.48,373.53,370.50,363.99,360.09,358.33,366.28,L7
2000-08-14 21:51:20+00:00,351.99,355.48,355.32,357.87,362.28,364.74,375.75,377.83,375.52,373.99,370.61,363.67,359.57,358.36,365.81,L7
2000-09-15 21:50:49+00:00,350.03,353.71,354.70,357.18,361.46,362.64,374.08,376.85,374.60,373.20,369.82,362.92,359.04,358.44,365.63,L7
2000-10-26 21:44:22+00:00,349.20,353.90,354.97,357.20,361.02,362.19,372.90,376.96,375.04,373.25,369.01,362.63,358.47,359.44,365.82,L7
2000-11-27 21:44:26+00:00,345.69,349.93,350.55,354.62,358.03,359.27,369.18,374.52,372.90,371.57,368.38,362.00,357.31,360.80,364.92,L7
2000-12-13 21:44:28+00:00,346.16,350.08,350.41,354.48,357.92,359.09,368.51,373.44,371.99,370.30,366.99,361.05,356.47,359.16,364.13,L7
2001-01-05 21:50:40+00:00,347.35,351.28,351.35,355.36,358.74,360.66,369.97,374.24,372.61,370.80,367.29,361.49,356.94,359.97,365.00,L7
2001-01-14 21:44:33+00:00,348.47,351.69,353.65,356.56,359.51,362.02,369.93,373.46,372.98,370.30,367.04,361.19,357.03,359.73,365.12,L7
2001-01-21 21:50:46+00:00,348.44,351.37,353.39,356.57,359.42,362.70,370.20,373.55,372.36,369.96,366.47,360.84,356.03,359.05,364.64,L7
2001-03-10 21:50:34+00:00,350.10,353.02,354.09,356.85,360.45,364.33,371.26,372.94,370.50,366.45,363.55,359.45,355.01,357.32,363.86,L7
2001-04-04 21:44:06+00:00,350.92,353.40,352.64,357.36,360.44,366.03,372.84,373.81,370.76,366.82,363.74,359.77,355.24,357.37,365.10,L7
2001-04-20 21:44:10+00:00,350.47,353.24,352.38,357.08,360.90,366.20,373.66,374.40,371.45,367.29,364.58,360.35,356.21,358.22,366.31,L7
2001-04-27 21:50:19+00:00,348.72,352.09,350.57,356.56,360.52,366.32,373.19,373.85,371.37,367.48,365.06,360.36,356.52,357.87,366.02,L7
2001-05-22 21:43:54+00:00,346.46,350.67,350.28,355.57,360.46,366.31,373.03,374.08,371.26,367.89,365.96,360.98,356.98,358.47,365.76,L7
2001-06-30 21:49:36+00:00,345.00,349.47,349.38,354.96,359.75,366.99,374.12,374.92,371.58,368.09,365.80,361.75,358.19,359.02,366.26,L7
2001-07-25 21:43:18+00:00,341.38,347.44,347.14,354.30,359.75,365.06,371.88,373.33,370.87,367.70,366.51,362.11,358.11,357.42,365.22,L7
2001-09-11 21:42:38+00:00,343.14,348.72,346.92,355.96,361.23,365.55,371.83,373.49,371.69,368.36,367.23,363.12,358.75,357.79,366.08,L7
2001-09-18 21:48:41+00:00,344.45,349.41,346.62,356.15,361.54,365.29,371.17,372.69,371.22,367.80,366.86,362.97,357.94,357.22,365.44,L7
2001-10-04 21:48:30+00:00,346.30,351.25,348.37,358.41,363.42,365.09,370.02,372.63,371.61,368.46,367.14,363.90,357.19,357.12,365.43,L7
2001-10-13 21:42:15+00:00,346.30,351.25,348.37,358.41,363.42,365.09,370.02,372.42,371.03,367.90,366.72,363.26,356.56,356.86,365.03,L7
2001-10-20 21:48:33+00:00,347.86,352.91,349.11,360.42,364.81,365.98,369.18,372.51,371.06,368.61,366.96,363.49,356.39,357.50,364.53,L7
2001-10-29 21:42:21+00:00,349.77,354.07,351.40,361.57,365.66,365.97,369.69,373.25,371.01,368.85,366.89,363.75,355.97,357.06,364.32,L7
2002-01-17 21:42:52+00:00,353.45,357.61,351.30,364.59,369.63,368.13,371.78,374.36,373.02,371.19,368.98,364.90,356.71,357.79,365.67,L7
2002-01-24 21:49:06+00:00,356.98,359.61,354.57,365.16,370.31,370.64,374.78,376.84,374.41,371.82,369.06,365.26,358.19,360.03,366.39,L7
2002-02-02 21:42:54+00:00,356.31,359.23,351.73,363.74,369.24,368.76,373.13,376.30,374.06,371.33,368.46,364.73,357.96,359.35,366.39,L7
2002-02-18 21:42:54+00:00,355.22,358.38,350.48,362.50,368.39,367.19,372.06,375.13,373.66,370.33,367.76,364.04,357.03,358.27,365.24,L7
2002-02-25 21:49:11+00:00,355.47,358.25,350.74,362.67,368.20,367.18,372.24,375.21,373.14,370.22,367.05,363.35,356.34,358.64,366.22,L7
2002-03-13 21:49:08+00:00,354.45,356.82,350.84,361.88,367.36,366.13,371.39,374.52,371.73,369.28,365.34,362.72,355.50,358.62,365.73,L7
2002-04-07 21:42:52+00:00,353.24,356.49,351.06,360.22,366.06,365.74,371.64,374.45,370.81,369.00,364.63,361.47,355.36,358.42,365.82,L7
2002-04-14 21:49:02+00:00,353.56,357.26,352.70,360.00,366.06,365.87,371.47,374.74,371.71,369.51,364.61,361.54,356.00,358.87,365.82,L7
2002-06-10 21:42:36+00:00,352.68,355.94,351.86,358.14,364.67,363.90,370.50,372.35,369.89,367.16,361.82,359.38,354.01,356.62,364.54,L7
2002-07-19 21:48:33+00:00,352.99,356.12,352.15,357.95,363.09,361.69,368.08,370.37,367.86,365.09,359.51,357.01,350.92,355.38,364.18,L7
2002-08-20 21:48:22+00:00,351.20,352.40,353.26,355.63,360.73,362.02,367.61,368.40,364.61,363.97,357.31,355.42,348.80,355.21,364.35,L7
2002-09-05 21:48:14+00:00,352.67,353.88,356.27,357.15,361.93,363.52,369.13,369.33,366.47,364.55,358.33,356.78,350.35,356.20,365.09,L7
2002-09-14 21:41:55+00:00,354.33,355.99,357.91,356.33,360.96,363.65,368.90,369.72,367.51,365.69,358.99,356.53,349.54,355.61,364.81,L7
2002-09-30 21:41:47+00:00,355.19,357.31,358.22,356.31,360.54,362.94,368.91,369.96,367.50,365.94,358.42,355.56,349.02,355.23,364.50,L7
2002-10-16 21:41:48+00:00,355.13,355.53,356.80,355.65,358.09,361.29,368.93,369.30,366.49,364.78,356.07,353.23,346.37,353.90,363.03,L7
2002-10-23 21:48:03+00:00,356.48,357.25,356.13,356.97,358.17,361.66,369.89,370.66,367.65,365.49,357.32,354.07,346.96,354.21,363.01,L7
