dates,satname,nzd0291-0000,nzd0291-0001,nzd0291-0002,nzd0291-0003,nzd0291-0004,nzd0291-0005,nzd0291-0006,nzd0291-0007,nzd0291-0008,nzd0291-0009,nzd0291-0010,nzd0291-0011,nzd0291-0012,nzd0291-0013,nzd0291-0014
1999-08-12 21:53:08+00:00,L7,358.80,360.41,367.82,369.57,373.11,374.00,376.42,377.59,374.15,374.74,372.53,365.88,365.38,371.03,375.38
1999-08-21 21:46:56+00:00,L7,347.53,352.46,361.24,362.28,364.72,365.98,371.33,372.83,374.48,372.90,365.48,359.96,356.07,359.92,368.28
1999-08-28 21:53:11+00:00,L7,350.07,355.11,356.61,359.29,359.95,367.87,372.39,378.68,373.04,373.36,369.07,361.80,362.12,358.69,360.73
1999-09-22 21:47:00+00:00,L7,358.69,365.39,362.28,368.01,373.55,370.20,380.66,377.97,382.07,376.98,377.90,373.38,360.69,366.49,378.80
1999-09-29 21:53:16+00:00,L7,338.54,340.68,341.12,348.00,355.28,359.46,361.27,362.61,361.03,362.68,361.77,358.70,345.82,343.39,348.32
1999-10-24 21:46:56+00:00,L7,366.72,365.68,369.21,373.47,375.33,372.39,379.87,381.62,381.10,376.12,373.38,362.63,364.73,367.49,375.01
1999-10-31 21:53:08+00:00,L7,,,,,,365.99,361.88,361.23,361.42,357.47,352.58,341.26,344.71,353.73,357.34
1999-11-16 21:53:08+00:00,L7,361.60,357.37,365.80,365.36,369.88,376.00,380.78,386.22,385.54,381.70,375.31,364.33,365.27,365.16,358.98
2000-01-19 21:53:01+00:00,L7,371.62,377.55,375.07,377.51,380.30,374.58,385.59,388.39,384.35,386.73,383.63,374.14,369.87,371.77,386.26
2000-02-20 21:52:53+00:00,L7,357.85,360.25,361.45,357.30,366.31,378.57,384.25,381.49,382.23,376.63,375.20,368.30,363.37,359.07,361.89
2000-04-01 21:46:34+00:00,L7,360.83,362.36,360.27,362.32,368.77,371.08,381.87,379.65,374.62,375.47,374.40,368.15,363.38,363.33,
2000-04-17 21:46:20+00:00,L7,362.30,364.64,360.39,364.85,370.33,370.22,382.60,379.36,378.43,374.17,375.85,367.90,364.20,360.30,371.33
2000-05-03 21:46:19+00:00,L7,369.19,368.29,370.25,374.04,375.08,375.20,385.34,384.87,384.49,381.78,380.94,373.79,368.13,364.65,376.97
2000-05-19 21:46:07+00:00,L7,358.89,364.80,370.36,367.99,372.42,371.35,383.50,384.47,380.34,374.40,373.57,365.05,358.50,357.16,363.95
2000-05-26 21:52:12+00:00,L7,361.44,365.50,370.10,361.50,367.37,370.66,378.99,378.74,376.16,372.47,361.14,356.86,357.33,353.06,368.10
2000-07-13 21:51:43+00:00,L7,348.11,,335.51,350.95,359.65,359.22,377.86,382.39,373.57,372.09,369.70,366.61,,,376.14
