dates,nzd0291-0000,nzd0291-0001,nzd0291-0002,nzd0291-0003,nzd0291-0004,nzd0291-0005,nzd0291-0006,nzd0291-0007,nzd0291-0008,nzd0291-0009,nzd0291-0010,nzd0291-0011,nzd0291-0012,nzd0291-0013,nzd0291-0014,satname
1999-08-12 21:53:08+00:00,357.43,358.41,366.44,368.19,371.64,372.62,375.20,376.49,372.77,373.45,371.15,364.59,364.00,369.56,373.55,L7
1999-08-21 21:46:56+00:00,344.53,348.10,358.24,359.28,361.52,362.98,368.66,370.43,371.48,370.08,362.48,357.14,353.07,356.72,364.28,L7
1999-08-28 21:53:11+00:00,350.44,355.66,356.99,359.67,360.35,368.25,372.72,378.98,373.42,373.71,369.44,362.15,362.50,359.09,361.23,L7
1999-09-22 21:47:00+00:00,351.94,355.57,355.53,361.26,366.35,363.45,374.66,372.57,375.32,370.63,371.15,367.03,353.94,359.29,369.80,L7
1999-09-29 21:53:16+00:00,348.92,355.77,351.50,358.38,366.35,369.83,370.49,370.91,371.40,372.44,372.14,368.46,356.19,354.46,362.15,L7
1999-10-24 21:46:56+00:00,359.72,355.50,362.21,366.47,367.86,365.39,373.65,376.02,374.10,369.53,366.38,356.04,357.73,360.02,365.68,L7
1999-10-31 21:53:08+00:00,,,,,,372.99,368.10,366.83,368.42,364.06,359.58,347.85,351.71,361.20,366.67,L7
1999-11-16 21:53:08+00:00,366.10,363.92,370.30,369.86,374.68,380.50,384.78,389.82,390.04,385.94,379.81,368.57,369.77,369.96,364.98,L7
2000-01-19 21:53:01+00:00,361.75,363.19,365.19,367.63,369.77,364.70,376.81,380.49,374.48,377.44,373.75,364.85,360.00,361.24,373.09,L7
2000-02-20 21:52:53+00:00,357.98,360.43,361.57,357.43,366.44,378.69,384.36,381.59,382.36,376.75,375.32,368.42,363.50,359.20,362.06,L7
2000-04-01 21:46:34+00:00,353.58,351.81,353.02,355.07,361.04,363.83,375.43,373.85,367.37,368.65,367.15,361.33,356.13,355.60,,L7
2000-04-17 21:46:20+00:00,355.30,354.46,353.39,357.85,362.86,363.22,376.38,373.76,371.43,367.58,368.85,361.31,357.20,352.83,362.00,L7
2000-05-03 21:46:19+00:00,362.31,358.29,363.38,367.17,367.75,368.32,379.23,379.37,377.62,375.31,374.06,367.32,361.25,357.32,367.80,L7
2000-05-19 21:46:07+00:00,359.01,364.98,370.49,368.12,372.55,371.48,383.61,384.57,380.46,374.52,373.69,365.17,358.62,357.29,364.12,L7
2000-05-26 21:52:12+00:00,363.06,367.86,371.73,363.12,369.10,372.29,380.43,380.04,377.79,374.00,362.76,358.39,358.95,354.79,370.27,L7
