,dates,usa_CA_0064-0000,usa_CA_0064-0001,usa_CA_0064-0002,usa_CA_0064-0003,usa_CA_0064-0004,usa_CA_0064-0005,usa_CA_0064-0006,usa_CA_0064-0007,usa_CA_0064-0008,usa_CA_0064-0009,usa_CA_0064-0010,usa_CA_0064-0011,usa_CA_0064-0012,usa_CA_0064-0013,usa_CA_0064-0014,usa_CA_0064-0015,usa_CA_0064-0016,usa_CA_0064-0017,usa_CA_0064-0018,usa_CA_0064-0019,usa_CA_0064-0020,usa_CA_0064-0021,usa_CA_0064-0022,usa_CA_0064-0023,usa_CA_0064-0024,usa_CA_0064-0025,usa_CA_0064-0026,usa_CA_0064-0027
0,1984-04-27 17:55:28+00:00,184.48485999067265,198.42248454994453,193.51185215598227,193.79153639855616,194.1649929631809,202.45823927204526,190.7504912991182,173.12091809358992,185.6290301524869,187.27863982922696,181.3046002346892,176.84413423956428,177.06754527585446,192.86490827836437,181.40758199020001,184.34285724252206,192.73373590356206,193.69461988601296,178.47621900382353,174.92605637163987,186.55204734420835,199.47732005937067,203.71105945602454,210.22045547833173,204.55194713029152,197.10586070822404,199.15274992800474,194.1780592426469
1,1984-11-21 17:58:12+00:00,174.89348709373348,182.03550172861088,183.68253223010743,190.18715709853157,190.1837634183874,196.45742176905728,182.63765198023546,169.47068290148934,165.26172901312736,175.2191569251346,174.08741632468866,175.9606310264975,174.22051369560455,186.16393266868857,182.86215517717193,184.47677372056094,180.4624237851593,183.66414438279037,174.46203324857393,171.88090588452346,176.05510369950989,192.3233109962451,196.46399101603055,193.82150631180644,188.06036500260706,185.61176724023295,189.28692738549162,181.25636201895855
2,1985-02-25 17:58:46+00:00,208.14775399707224,214.64437890851957,214.91444818871443,216.42374853603332,211.33009329807922,215.92861717879043,203.5854384572683,192.12670556643704,201.14354589847903,201.14751807570934,195.90999577076371,193.83362746630144,192.5149366890557,207.71754715289424,198.8691424555605,199.29703932797688,201.44942288143505,203.14495658259756,199.05692370981728,187.40637457632226,200.36713798844755,212.15057964763798,217.38136269350355,219.24086579713318,222.35100986842798,203.09968946322158,205.54857227220637,205.5889127176343
3,1985-03-29 17:58:42+00:00,206.0291716777507,211.04092216140288,208.7690854604245,214.2325966593586,204.4883740073862,216.34105982049056,198.60995376700706,184.7858865438135,201.6172424992788,198.7687489379905,196.7181301944441,189.59193348247473,192.0232957785977,204.21647653125606,196.26911080173437,196.27343828529854,198.5180959480163,206.05099193745284,194.91580416812076,191.24713856211852,207.57162996737432,215.45186823860217,214.01599562881094,224.566032498122,229.02625067804362,210.4526586172729,217.5270954749095,209.26187969466258
4,1985-09-21 17:57:31+00:00,174.9323815141542,186.06404817467697,194.01773793349417,201.7841023989066,204.1632763342061,217.0540082926329,208.10082301849013,193.3903910484317,190.6396812645039,185.5123965048059,180.4365852940578,183.01285198728203,186.9824708789012,205.21799714477427,197.99792990797522,193.31144760123544,195.71245750150143,196.6357257573705,185.25668883688382,187.10169922700277,188.43030241573666,202.62624697251755,213.32849148110645,227.83680946714426,226.34212558747507,200.71236419155906,196.09052618067744,190.29434870958352
5,1985-12-10 17:56:22+00:00,189.536745700361,191.60597124960609,194.7294850849731,194.34300665617965,199.87389395130003,207.56757991657548,201.19982365910266,191.84041598076226,176.95623071880243,192.58160963861815,187.9073487229062,191.10594757703456,196.03492517135842,206.57266971449351,200.47777462482406,197.50148497979544,197.24927089631325,203.906045518708,189.8303433174889,187.12651760323538,185.77042980047736,198.12863890083514,207.876270218686,209.6772942762704,199.43734492660954,192.94002405760958,193.26901798649826,183.2907736387993
6,1986-01-27 17:55:26+00:00,198.78536197070935,205.63767601328271,205.4045290320159,209.94719354475876,205.03549185995877,205.17570640528362,204.26991752796985,185.55117031442782,178.65770017324343,189.33013681391856,183.70365236534263,183.23242526857004,190.63088136237764,198.5606287600485,194.7100018586009,194.0697463125025,188.37413958091824,198.571215942971,183.0276297313608,171.86751124161955,179.00355266225455,203.01705554912573,204.04935605093067,199.3315114381224,192.7705095680393,196.58924718248127,195.64276803801727,187.034080912167
7,1986-04-17 17:53:42+00:00,200.600045793645,204.07968491391432,205.42173731589082,202.92564701040226,203.05305847596054,208.64186207668737,198.09040101929253,187.36700823669725,189.3461964044085,199.60047414469722,190.87237104107095,191.16894478060405,187.7051572056424,206.49234957130292,197.15484922352476,193.85964428161233,195.46704239842393,197.36345697451407,182.68872058340355,183.05727405811945,208.1983886306143,197.12249937304946,204.81117144824177,208.03122964598566,214.74893691517153,207.3567508020002,210.20533941345917,198.7229996203409
8,1986-06-20 17:52:18+00:00,196.08643845950007,195.1556972158505,194.42030387067643,196.10321912200163,198.1510155677038,196.07912512331657,184.91772336350405,166.9106117952942,165.48234661209312,176.15805346073842,179.6290996511803,178.29009900836792,183.07590571632207,197.84085171341582,190.13814611097723,184.69726447910625,176.2327170011972,181.19751862425807,173.0443964775497,171.87268012822628,180.70011917687253,196.229191271297,202.78625603220559,205.2401814500646,205.19775023336797,190.3401834686663,194.11878784164674,178.73719552451337
9,1986-07-22 17:50:49+00:00,173.77075334452246,191.90731406961876,198.2261324882322,198.4179597127833,199.42063876297294,205.2546944863962,193.1940233322569,179.0271275554203,171.46476907551497,178.31577772663903,173.07812128607054,173.8967021520159,178.90632533455747,196.66232057880526,186.1541994259133,174.32579169495273,180.02326533876644,187.16345621054714,174.7734248028844,176.57535434629241,183.02884066103556,192.19025698150094,201.50553530054697,218.1237596160765,203.39960562900225,187.03816646242953,191.33945685564305,178.2565697896349
