,dates,mex0468-0000,mex0468-0001,mex0468-0002,mex0468-0003,mex0468-0004,mex0468-0005,mex0468-0006,mex0468-0007,mex0468-0008,mex0468-0009,mex0468-0010,mex0468-0011,mex0468-0012,mex0468-0013,mex0468-0014,mex0468-0015,mex0468-0016,mex0468-0017,mex0468-0018,mex0468-0019,mex0468-0020,mex0468-0021,mex0468-0022,mex0468-0023,mex0468-0024,mex0468-0025,mex0468-0026,mex0468-0027,mex0468-0028,mex0468-0029,mex0468-0030,mex0468-0031,mex0468-0032,mex0468-0033,mex0468-0034,mex0468-0035,mex0468-0036,mex0468-0037,mex0468-0038,mex0468-0039,mex0468-0040,mex0468-0041,mex0468-0042,mex0468-0043,mex0468-0044,mex0468-0045,mex0468-0046,mex0468-0047,mex0468-0048,mex0468-0049,mex0468-0050,mex0468-0051,mex0468-0052,mex0468-0053,mex0468-0054,mex0468-0055,mex0468-0056,mex0468-0057,mex0468-0058,mex0468-0059,mex0468-0060,mex0468-0061,mex0468-0062,mex0468-0063,mex0468-0064,mex0468-0065,mex0468-0066,mex0468-0067,mex0468-0068,mex0468-0069,mex0468-0070
0,1986-03-13 17:25:55+00:00,214.0754999061113,206.6628415668003,238.48972418400476,211.6700434062789,193.68751555540507,190.03049849712932,223.56280623307035,247.98909396666323,230.14424851498515,204.2610832549165,214.48289564581103,231.52364401042206,232.5283243877988,221.34767650383446,214.46386760048574,224.96602519821195,235.65197308552524,235.5522095189449,243.1826346074319,238.18936363641103,235.1924702565543,233.2696874222631,226.50823408831704,220.5387215148265,214.70658742949186,213.41430498430702,212.0954437656966,210.3689618192629,202.93469494175386,200.22741631648057,200.7929520571134,197.60135430829533,196.55082211040445,206.29496253274206,215.27662982827084,225.48730766013705,233.3801417318587,236.96420472655737,234.16587110141037,232.61556808754418,231.44955614956308,228.3024853873115,235.54396461561294,241.00516818987705,244.62122386860648,243.61572023639295,243.94233760529443,234.61123100396276,242.91600106421475,253.4895949129536,260.58312721225354,255.59185232671683,251.45720054661996,238.36054497140964,219.6594253489399,208.64799247532196,205.79105898490158,205.86703821653805,202.39379532334644,195.76887333132828,173.2571816031723,165.75551997769188,168.02716954364257,170.85866694652447,180.11848815170322,176.97456580051397,,,,,
1,1986-04-14 17:25:15+00:00,221.61578287318056,219.1962562445734,243.80640386474272,216.59169959164632,194.86713122475487,194.29901619118968,231.16759994143908,252.47317324751793,232.87942031510136,208.8741994189979,222.24669461860805,242.41162830838124,244.6663916544603,233.90046090603425,234.3446470655339,237.5661706702588,243.75931590089488,245.0815879955374,249.00920097329168,251.45064910450262,246.45832634150312,231.85906850379567,224.0566461256225,219.0346571266133,215.96353586924025,218.95660531067375,212.37148535108403,210.86142922070033,206.31525435327165,207.43044973814096,207.5187075837336,205.5469394157783,207.99738156340518,207.67221993918693,212.08002806043936,214.25636800475107,226.3574509335406,228.71406547072553,237.74982118157394,233.46708508196062,233.37539116123872,228.61950398705318,236.6340489620268,234.7704265820261,232.85979703803497,233.30425182538175,237.04163700720932,235.78836122471793,243.58115168965523,254.58041342760447,260.0679734948764,251.43929598992227,247.39769578446968,230.6195484954873,219.35715641667426,208.59647486265578,202.576870876269,200.88773211835493,192.93661489140624,183.58204534897612,161.3765674466402,153.1791134322863,152.47586582087098,158.7838384991334,161.96427890449095,172.0701163828518,167.53710734258271,165.4639935066869,171.65975915414407,186.33983671072113,213.9610580840874
2,1987-09-24 17:26:52+00:00,219.74600625787545,220.7191287270569,240.70234529664637,205.04013660490267,190.4245798596757,200.1568429979744,226.8331357920581,247.8025634372554,231.35876782270262,212.62371173231796,222.23360876123678,233.55111274182244,235.61444721486345,227.91705138746542,219.82326324557727,233.76485009613754,239.40845820687602,247.1712166461491,256.46462562261655,258.6381301791367,244.9402716851794,238.41667825963842,236.34659098401403,229.54703293818045,221.20543998138086,222.24768614732216,222.91528278574413,217.5187211342065,213.2027713044659,214.25511437927253,213.0258315140423,209.85499360150865,212.24324547739243,216.78817526480074,219.88828954472027,222.1641866989762,224.53682035227024,231.8287581996144,241.5031262587906,240.16457802650638,240.83248260045877,239.98698757768506,240.06206359501573,244.4654420505738,249.9009029718558,250.95728961161117,254.77216785984612,257.4409257102775,259.66307207918123,264.0765791443449,260.5170568293353,266.6477675208317,258.827845370241,241.06480595489262,220.48885424854382,210.08868116544548,205.33384386171758,202.24566664300193,201.40167878469657,206.36084263501513,201.04693174352047,191.93491382233847,186.18416726972367,185.57432711968912,185.07616341396596,173.35149131333338,175.53166237036712,175.37438458412564,177.13989613040636,186.7236118551206,204.1377477654498
3,1990-03-24 17:20:03+00:00,224.18865157216837,220.4398372099383,245.57650921352015,212.53132838866082,193.73489758150905,191.01948986493423,226.63455851265599,248.82298066797838,232.0224971244582,207.55077709653978,221.3543891466654,234.64063200691234,235.27514655594678,219.04895031088796,209.63599380460371,227.63005449797276,228.83492101147945,232.7819199196506,241.71569951125792,241.93341900297938,234.4693682382314,224.96357908601018,223.4338845923091,219.57203958700347,228.70331680138435,225.63622069538624,223.46711151097705,218.1495795687363,217.28115661000936,215.6164002876186,214.18270121086715,213.73965010515917,211.8425939239685,215.246062136443,211.95693208053183,222.99801662565272,230.01800240871194,235.68185036885575,236.62054345493146,235.8679190764542,235.9049219053565,237.90654882594788,239.61896094253294,243.59589927032332,246.991949024302,249.54411108305206,253.74990463752235,254.05635110211156,261.43685214615874,271.8201540217121,272.21557483072814,264.8868773947115,257.5071054476548,253.2251012482359,244.2264399499803,235.3456631214875,221.00630342285575,215.53768103230158,215.1749879268333,214.66450920086055,205.17774378765267,200.65023291281722,205.03978652733244,205.1118112418243,210.46605942290688,209.4546630008808,216.9899791507966,213.85144679551414,204.3361834449764,219.8048009495741,254.2287911705191
4,1990-04-09 17:19:58+00:00,229.21599178670056,223.0297217057399,251.19922704719886,213.25859855247703,197.44951304210716,187.71129154873788,227.5619318912479,252.06332920247883,238.15250038701808,209.4414084967077,222.11005936946643,234.20538505306905,239.27746055566718,225.93284372238017,216.33118604069085,225.43357049823115,227.361879803059,230.8753537032699,243.33094384501405,246.58868958895013,231.5548838596952,224.65368244183102,218.3879568457209,223.13789703952318,229.72275603632994,227.396405563593,225.19639626303046,220.5762595715624,220.5027826305397,216.44555620690767,216.7200506360109,212.02934704917766,216.22790221206785,215.64217595197775,221.53829274011846,224.45079125021664,228.58252760797956,234.20648997020487,237.8445696305355,235.57398206219958,235.09715121191917,240.9725245904313,240.07060100947558,246.63336927981234,249.66411874766715,256.35450336243224,253.2932662125458,261.4085507848931,269.82549434352046,270.8904837662438,273.00125719959766,263.38410559475585,258.08367392946326,253.2274904374076,245.66887296338572,228.75324772673974,226.70093434340586,215.5445051588979,215.5760179568976,219.0305290714648,213.29888904108827,207.85256539019778,205.92182451825468,213.99675731719347,211.64613849245575,214.94126963199955,215.90948369768165,208.16625928888158,206.84216910565388,214.48706640271473,258.11824167288705
5,1990-05-11 17:20:04+00:00,222.85816420320867,215.618765074015,245.63261961612335,214.72577086622348,194.2033276882353,189.71190210769757,233.5146766117017,247.84393045594715,234.08068298438042,204.43942689580817,222.00187908337668,235.45842711465232,242.74752907781337,232.0057787674605,223.3208335867517,222.6951712182073,227.0846632486978,228.7964397623499,239.81415179792296,242.60259964610398,237.28473473935324,232.57185859282524,226.45841414687038,225.4489281549459,221.76300176055855,221.91274134856826,222.32713873145457,217.26431788637234,214.2371347324232,214.2119978271224,218.0202851053709,216.4952817774542,216.25908380680525,217.99312843117028,215.91099421947544,223.06280157796712,223.75995352246613,234.4904890712791,238.1886352801507,237.11427585813237,232.94935162548586,232.562676326208,247.14663260403594,247.12833719445652,255.27878747420348,254.97070587225474,259.135471540314,261.6736464333262,268.6709928212253,271.66197307330503,268.97210858025693,270.2711045684541,264.3334577534532,260.9927193029761,240.6237163829355,231.94220891744044,232.06058758937698,233.5923830580716,225.97671965236006,228.21037073334102,217.2489109204287,211.61915670428095,214.13966273119118,214.71902758332376,219.798093069207,216.15561116068832,220.35303342165955,211.74376559558826,205.31837973829616,219.94972019754667,261.75384878699884
6,1992-09-05 17:22:03+00:00,213.2802912454494,214.22579565657279,234.4148421621472,207.02788822214205,190.56316158572744,197.00609428291895,227.11130115599178,245.9369080469977,232.3039734573863,210.86398431038063,224.21835250114287,239.87328408896394,234.72916086125977,219.5343454315089,209.4605141965712,219.14280462789708,222.01399972639612,222.93925446473995,230.94325367723746,235.37924261565107,225.24529124078836,219.27379591168616,213.18923782141042,209.82542862556804,210.71992959601224,212.1451120177231,212.31911215631735,204.56599087600293,204.7123345506291,194.74676284785212,194.72997322598533,195.0840766461996,192.26556563487497,206.77789576852152,204.96425987143792,208.47479255499036,209.10371961345012,216.67226854277916,218.807383237426,222.95561018346993,218.7080510279636,223.5112633580647,224.30773178915365,231.13176996701662,232.37347170601046,231.83137421401196,245.7350350461244,247.904312150367,253.20238556466114,255.52834427638624,254.38852743873963,254.9719970350393,247.70782250589156,242.94217880279413,230.0313251417511,209.3823242442889,200.9182557899224,196.25980758566402,195.526763169075,213.02743897547018,199.70512728352207,194.72632214569413,194.42919700568922,188.61320065027763,193.84672521571528,187.57831485828314,186.6261281257861,187.4467605486245,197.71866345761515,197.25617374101213,
7,1993-05-03 17:22:15+00:00,211.94948428429942,215.53924551437592,237.54735617661558,207.80887046727509,181.7509010321351,181.52441623144924,221.32089088782223,237.33163568366217,225.4776470066614,206.78014369851547,216.79108030521212,228.43178332750497,231.59912405216244,218.24769880327977,205.52662089768748,216.0412643974758,214.54952953726584,216.14014221155577,234.0305184144853,240.61078711433302,217.97385630278794,212.09376039971522,202.39604911906787,204.55868408174922,209.141175143751,196.4042756237351,190.93869812680634,196.98854522105484,198.06506527366003,193.30985755479986,189.59956957613622,195.5977345750031,196.3330843041647,200.51919824033172,206.9353965485155,209.24467308117096,214.15306568408622,219.88107478672967,226.0786416204549,220.6448861474102,228.90917316795077,233.5394795778125,233.62246534738426,238.791407293843,233.8639917852556,236.39050645130078,238.61639829552232,245.6523892500444,247.55708922479084,251.4320357228419,259.5873870396963,262.66358949802384,245.60466224940666,240.6243842225852,232.31586671954028,223.69720559368122,215.61756359942575,201.49832344572388,193.86996947251532,180.03724486324893,178.04269688784976,171.7821313360494,182.70783490807824,180.90336492841752,182.93223030990126,211.65130222845107,217.39875237423138,222.80892154626784,213.3952054175916,223.48904669271448,258.937515155807
8,1993-06-20 17:22:18+00:00,211.0793576944729,205.2371729020129,232.6785605659803,204.89657916701879,184.51029492807808,191.46234833462634,223.55264471663696,241.30619453114113,226.0981242830126,204.70310147812464,216.2614065134374,228.21910626670467,232.06692176279603,221.24404534019345,215.64064343332444,225.1845607561736,219.54313216803303,223.0403777416878,232.59760818706394,236.71115739135058,231.45808170198453,224.5564413246683,209.0941531941846,208.2137561345589,213.31712528918953,208.36341454351123,196.37880821601541,201.09150698385932,195.13319567723372,194.10674451461077,199.3845605018605,204.74102148989124,204.17621074670117,205.49413574344675,215.4056899539432,217.13930041060357,220.18815848502922,224.1454549939702,230.99301758767976,228.21274504850027,228.71370742118958,229.48349746994796,235.6856426743932,239.48917357060773,241.46346300242408,251.39541933505507,251.56960080935144,255.67180515097317,252.48112413397152,256.75822885357564,258.7527096881526,265.03537255834976,258.23894559710766,239.64162729703682,219.48756477412374,218.78864428902955,220.70030054430626,212.14152969783675,211.00299046294697,203.3108265791223,184.09739721887078,172.8899690552628,185.84941060087291,195.14803199168642,209.4120150932986,217.5483255436528,218.67261236701225,218.33837427514388,222.74463211867584,238.17872930159066,261.86749941935335
9,1993-07-06 17:22:13+00:00,202.5118037872388,207.03810982820312,234.28147930686077,198.1049291340219,184.01279410127214,197.50903110476807,218.3869176200756,240.88988396254607,220.33504034760745,199.21442213349826,209.54403361011694,224.91286788438367,219.23584254169992,212.89872788799363,208.45237464377576,216.79486210481582,217.253853371222,218.10805393928442,237.44873941436614,236.70651615781148,228.88162938296963,218.11437385989677,214.64812933859406,207.28716695990326,206.64970987408245,209.22290589513696,201.34148408880887,200.6084278631745,197.68203863578046,197.73597774702807,197.32020509216107,198.82305553821558,202.5615813673033,205.28904743549668,209.40136416278693,218.5476618158948,220.49795507366116,225.8367293618443,223.5748577386114,226.86042811846082,228.64483517190976,228.88417182902603,234.92825051798255,234.30200907153326,242.9105081097251,243.48147988134892,251.86202162575356,247.70705342887246,255.1872581892858,253.2830858558082,252.4658621199613,255.63569818278384,254.8982350515213,244.9236003406793,224.02733681718138,215.9423623251839,212.05796121174765,211.0790934262404,207.67226187998605,208.2953058101173,190.94094831445304,179.5553062868117,186.18858605681712,202.91748653458106,210.77929867017448,213.04762572170742,212.39330946429072,207.76075780935778,215.8513790427023,231.1213757192734,256.33079751197073
