dates,satname,nzd0414-0000,nzd0414-0001,nzd0414-0002,nzd0414-0003,nzd0414-0004,nzd0414-0005,nzd0414-0006,nzd0414-0007,nzd0414-0008,nzd0414-0009,nzd0414-0010,nzd0414-0011,nzd0414-0012,nzd0414-0013,nzd0414-0014,nzd0414-0015,nzd0414-0016,nzd0414-0017,nzd0414-0018,nzd0414-0019,nzd0414-0020,nzd0414-0021,nzd0414-0022,nzd0414-0023,nzd0414-0024,nzd0414-0025,nzd0414-0026,nzd0414-0027,nzd0414-0028,nzd0414-0029,nzd0414-0030,nzd0414-0031,nzd0414-0032,nzd0414-0033,nzd0414-0034,nzd0414-0035,nzd0414-0036,nzd0414-0037,nzd0414-0038,nzd0414-0039,nzd0414-0040,nzd0414-0041,nzd0414-0042,nzd0414-0043,nzd0414-0044,nzd0414-0045,nzd0414-0046,nzd0414-0047,nzd0414-0048,nzd0414-0049,nzd0414-0050,nzd0414-0051,nzd0414-0052,nzd0414-0053,nzd0414-0054
2005-03-26 22:09:40+00:00,L7,346.68,340.62,324.27,324.25,330.27,335.70,336.20,337.33,338.48,335.51,336.38,335.44,340.59,345.03,359.79,372.91,380.40,381.89,387.89,371.84,354.57,347.02,339.11,339.37,340.01,340.78,351.34,355.99,354.27,358.59,354.08,356.39,362.84,360.19,,,381.02,388.05,406.08,411.54,413.98,410.94,405.48,373.78,366.21,347.80,341.93,328.93,334.90,341.03,344.83,349.19,350.17,350.83,366.84
2005-06-22 22:07:34+00:00,L5,272.30,260.59,272.64,266.62,256.51,261.78,299.22,319.87,326.68,,,,,323.39,320.75,326.17,,,,349.88,,,,,,257.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-08 22:07:39+00:00,L5,300.66,295.03,297.74,297.90,287.94,273.79,296.12,313.12,316.39,329.72,,,,,,,,,,,,,,,,,,,,,,,,,427.04,418.23,426.32,444.77,448.32,454.78,464.54,453.10,456.01,456.46,443.96,439.65,431.06,415.73,400.54,396.02,389.14,387.35,387.97,390.08,396.87
2005-08-17 22:09:18+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.85,394.48,320.68,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-10 22:08:07+00:00,L5,330.32,309.58,290.36,276.67,266.79,276.51,301.91,292.15,289.23,296.34,298.84,294.83,298.05,307.47,318.88,326.55,327.83,338.10,342.03,346.71,352.27,358.12,377.32,389.77,399.31,406.70,420.43,423.47,422.79,419.06,412.22,413.37,410.31,407.36,414.74,417.45,427.39,432.68,450.10,458.01,469.70,473.34,475.81,472.63,464.57,457.61,442.82,441.27,431.63,417.94,403.25,404.39,399.77,394.50,389.83
2005-10-20 22:09:11+00:00,L7,353.78,343.84,325.84,315.99,286.42,280.01,284.55,292.38,283.40,279.16,274.82,275.46,272.46,279.45,286.93,286.13,297.43,299.63,314.79,316.98,330.59,351.42,357.94,375.53,390.02,401.46,417.43,422.10,,,,417.08,416.88,416.13,415.27,421.85,426.63,437.62,447.52,455.35,461.33,461.61,474.33,477.63,478.64,475.22,462.70,459.89,453.19,434.43,407.45,397.96,397.60,,
2005-11-13 22:08:20+00:00,L5,286.15,278.71,276.54,274.68,270.44,245.69,267.68,272.55,270.18,261.77,254.41,252.78,253.16,257.26,273.70,276.64,276.28,263.75,258.25,274.99,295.84,300.67,314.16,329.24,343.16,360.78,373.34,379.00,376.43,375.37,371.65,371.19,371.10,363.62,369.00,369.59,374.29,388.58,395.70,408.03,413.36,416.17,419.98,424.18,425.44,420.13,413.57,409.41,407.17,397.24,376.46,359.41,366.07,352.06,357.17
2005-11-21 22:09:31+00:00,L7,300.63,306.30,304.42,306.99,309.82,314.16,307.63,300.59,290.95,280.69,282.51,278.23,273.34,277.27,289.14,291.33,297.85,289.12,277.30,280.87,300.66,306.87,326.27,343.06,362.65,380.50,393.54,395.43,397.96,400.24,,,,391.84,395.20,400.23,,,,,,,,,,,,,,,,,404.78,393.70,
2005-12-23 22:09:39+00:00,L7,353.14,318.52,301.70,289.89,300.43,306.71,303.72,312.66,315.50,310.61,317.02,316.20,312.72,314.31,322.04,297.64,301.18,280.60,291.68,291.67,300.02,302.22,316.82,335.44,350.79,368.89,384.84,389.91,390.64,388.76,401.33,399.65,390.10,391.84,397.97,403.98,407.28,424.21,432.33,434.88,450.26,452.34,,,452.74,429.75,423.11,422.04,424.16,421.91,420.34,422.39,417.44,400.43,393.96
2006-01-24 22:09:56+00:00,L7,375.41,380.73,353.52,271.33,251.49,265.11,285.39,299.23,304.25,299.39,301.68,297.24,303.02,311.23,316.51,307.90,304.56,301.07,,,,,321.33,340.30,358.56,367.70,388.61,393.97,394.06,395.48,391.82,403.18,400.58,399.22,396.25,401.79,410.86,430.71,442.23,453.60,460.01,463.12,465.46,,,,,433.83,431.04,429.29,427.85,436.10,433.84,427.61,426.58
2006-02-09 22:10:01+00:00,L7,355.11,359.37,347.07,,,255.37,261.61,268.37,277.82,283.74,285.21,278.40,279.35,291.63,296.66,289.60,281.09,285.90,284.82,286.90,285.04,300.58,,,,345.71,368.67,375.15,376.95,379.22,380.16,377.79,374.62,377.05,375.24,376.40,387.10,398.94,410.36,419.21,427.57,434.52,440.56,442.44,428.33,423.21,,,,398.79,400.49,399.20,401.50,399.56,391.49
2006-02-17 22:10:34+00:00,L5,365.31,370.70,370.05,364.24,337.77,344.02,335.08,290.45,284.68,290.99,298.58,295.46,299.55,307.29,311.68,305.28,300.00,298.58,299.05,301.69,305.66,315.99,323.37,333.39,350.55,364.84,382.70,393.69,396.42,401.19,406.44,407.29,410.29,407.41,401.76,404.20,410.27,421.15,431.34,442.10,450.76,453.95,456.74,464.95,457.92,448.38,444.17,434.88,431.44,432.62,434.99,424.93,425.47,425.55,425.67
2006-06-25 22:12:44+00:00,L5,,,,,,,,,,,297.67,308.01,315.44,323.99,332.28,330.53,329.26,318.92,320.93,330.75,322.45,290.08,293.19,298.45,320.86,334.65,354.07,365.83,376.43,378.53,386.38,388.51,395.18,400.02,410.34,413.09,418.71,430.39,446.98,447.73,446.60,450.52,454.80,448.94,452.33,451.29,450.98,449.51,452.57,455.20,449.87,453.10,449.61,450.21,451.44
2006-07-19 22:09:44+00:00,L7,335.57,333.72,322.73,306.02,303.34,317.69,333.89,352.79,362.67,339.15,319.85,307.94,296.69,297.75,303.28,305.32,305.25,306.20,316.08,319.94,329.05,339.18,329.56,311.79,300.89,311.62,328.27,334.39,344.21,348.33,351.19,355.40,358.65,375.07,387.45,400.30,407.92,421.43,433.04,442.46,448.37,444.63,444.29,435.75,416.76,413.57,416.15,425.04,424.12,423.82,428.06,427.16,430.93,426.88,429.19
2006-08-04 22:09:40+00:00,L7,347.73,356.06,359.21,361.94,341.24,319.46,331.88,354.63,363.33,352.70,318.80,322.04,319.55,313.89,316.48,307.42,303.09,301.62,311.28,315.54,321.90,328.02,325.79,333.26,313.93,319.01,331.61,357.72,362.69,369.10,355.67,367.26,368.54,380.57,396.09,407.93,417.97,430.21,445.85,448.50,453.32,450.03,449.59,451.49,440.70,440.97,434.86,431.59,433.71,434.66,435.19,437.23,444.39,441.53,443.70
2006-09-13 22:13:47+00:00,L5,315.46,323.88,344.62,367.87,378.10,353.29,348.81,352.52,361.21,358.46,352.63,332.87,316.80,301.68,305.52,305.43,296.04,291.52,287.08,291.43,300.85,314.95,316.46,315.92,325.68,328.86,334.35,327.35,323.98,326.66,331.67,346.92,351.21,360.55,370.36,384.24,404.46,411.84,427.90,437.66,439.59,441.73,442.48,443.56,436.58,428.73,422.93,410.71,409.63,408.25,416.06,417.41,420.64,429.52,434.48
2006-09-21 22:09:29+00:00,L7,287.62,294.11,307.42,312.74,307.57,,302.62,297.99,287.94,288.92,288.69,293.97,280.56,269.98,267.33,267.11,249.24,251.96,254.31,254.54,261.22,268.42,277.21,283.00,295.02,295.88,302.61,307.17,308.72,311.53,309.60,323.01,324.23,334.34,349.09,,,,390.09,402.38,403.59,403.56,407.21,401.89,390.68,380.04,381.06,370.60,382.34,387.38,392.26,393.46,400.91,395.76,407.68
2006-10-23 22:09:36+00:00,L7,265.58,283.50,292.18,299.37,316.37,343.25,365.08,373.44,,316.92,303.56,293.72,296.89,298.81,298.68,278.14,261.56,244.46,248.64,245.96,254.23,265.09,267.19,280.20,289.71,293.08,298.87,306.52,,,,307.49,314.93,326.87,337.62,349.19,367.25,384.87,398.65,404.16,407.58,409.54,402.53,399.08,406.20,404.25,400.31,390.46,383.24,378.56,389.28,,,,
2007-02-04 22:14:57+00:00,L5,321.09,309.87,285.11,260.48,267.61,284.60,296.53,319.47,330.16,338.25,344.56,360.34,381.49,387.72,385.93,373.39,358.33,346.69,337.64,324.09,324.98,320.43,319.56,331.14,341.02,345.73,346.50,329.02,300.21,294.90,289.44,298.63,306.79,318.15,330.67,341.86,347.06,356.11,361.63,380.35,383.48,391.01,396.31,393.10,391.26,394.23,392.90,396.34,401.89,397.02,390.47,386.76,389.22,394.92,415.83
2007-02-12 22:10:24+00:00,L7,332.36,319.42,295.10,278.37,279.38,292.27,299.31,314.91,332.38,337.12,345.50,368.40,387.04,391.87,393.23,380.79,366.22,363.97,347.24,320.96,324.57,316.78,317.86,336.99,339.30,335.38,347.78,343.80,327.77,321.32,314.34,322.33,,,,,,,,,,,,,,,,,,,,638.77,412.08,421.77,597.97
2007-07-06 22:10:13+00:00,L7,324.75,322.74,326.83,316.59,314.04,322.29,328.69,351.55,353.50,362.50,359.04,363.80,372.96,396.57,407.11,389.92,384.33,,340.43,345.22,345.58,357.14,348.63,349.40,353.90,368.80,383.95,389.53,388.60,376.23,369.79,370.64,366.82,376.45,376.61,380.03,381.39,401.06,416.01,422.64,428.01,423.66,425.76,427.44,426.10,,414.44,404.36,404.41,416.71,424.32,429.09,424.50,427.78,428.40
2007-08-23 22:09:58+00:00,L7,285.57,279.15,271.65,276.04,282.51,287.03,299.24,310.22,313.30,315.72,323.33,330.62,334.81,342.08,351.49,345.28,344.56,341.96,341.63,340.02,334.43,333.79,341.70,353.01,364.97,373.21,381.15,384.55,376.71,353.40,330.89,326.85,331.35,337.15,341.84,345.25,359.48,366.24,376.91,375.57,382.08,382.45,381.04,380.59,379.21,371.87,377.06,385.59,382.75,377.94,384.62,385.50,385.35,388.18,394.79
2007-09-08 22:09:50+00:00,L7,282.28,267.77,247.34,250.39,253.43,257.24,273.80,297.45,297.98,297.96,302.99,305.98,312.62,322.66,327.26,327.19,328.76,320.80,315.42,315.95,322.64,330.20,341.91,343.83,350.27,363.74,381.38,388.33,381.69,363.11,345.43,325.93,322.91,328.55,335.64,327.61,339.69,342.61,350.64,358.84,374.50,369.18,361.43,363.43,362.52,362.50,357.43,361.65,365.08,367.55,371.88,374.87,366.26,366.05,366.36
2007-09-24 22:09:45+00:00,L7,280.43,270.72,266.31,252.36,249.92,236.85,274.05,292.19,304.68,292.92,283.83,287.85,307.16,315.10,327.30,318.40,320.72,309.40,305.96,308.31,300.20,302.90,315.74,321.96,331.96,341.73,361.05,367.85,367.74,358.80,344.82,337.79,332.02,331.62,334.92,338.95,339.92,345.36,353.04,366.17,369.63,377.72,357.83,348.09,348.80,353.76,361.12,356.22,361.71,365.75,367.93,363.12,370.55,376.90,383.96
2007-10-26 22:09:55+00:00,L7,263.78,264.27,270.05,273.91,272.92,259.91,254.25,258.72,260.16,228.41,257.93,272.05,276.73,283.43,289.57,283.65,274.58,275.91,275.16,283.14,291.73,298.78,312.46,317.77,330.01,333.48,345.42,346.19,344.55,347.35,348.13,342.12,331.23,334.82,337.36,326.09,330.17,341.43,343.96,350.64,,,,343.46,343.54,340.61,334.86,331.32,340.01,336.78,338.75,346.07,353.97,347.76,354.30
2007-11-27 22:10:12+00:00,L7,300.12,277.66,,284.91,,,,,,,,,,,,,288.27,290.73,284.19,290.41,298.43,304.54,316.65,323.28,333.75,347.84,361.11,359.94,367.32,372.45,367.94,354.05,371.66,367.53,368.95,374.08,373.73,371.29,386.10,399.82,,,,388.89,388.75,386.63,386.36,384.07,380.55,376.30,366.93,367.85,371.88,376.45,381.39
2008-01-14 22:10:20+00:00,L7,304.52,283.50,291.70,285.30,281.08,288.12,320.21,319.43,316.45,324.96,326.77,334.02,343.83,287.43,301.67,299.84,289.59,290.31,283.21,290.65,297.08,309.78,321.52,325.20,328.65,340.93,350.16,353.97,355.25,358.91,355.92,361.32,368.38,375.01,379.33,381.73,389.98,399.02,417.01,426.18,,,400.16,398.75,392.75,385.55,380.52,374.64,386.29,391.01,389.74,385.83,389.03,395.43,406.79
2008-03-02 22:10:10+00:00,L7,255.34,260.03,271.91,273.21,276.91,259.08,276.74,287.33,297.40,296.89,296.93,295.24,295.03,302.80,311.27,309.76,315.00,307.03,290.98,284.02,279.57,273.77,273.45,283.64,297.55,306.60,318.11,324.33,323.20,325.50,336.43,332.36,343.71,356.08,355.56,364.04,369.04,386.07,389.18,383.97,385.97,386.37,379.99,375.73,364.98,359.24,351.58,359.14,360.94,365.96,367.71,366.55,361.31,367.27,369.85
2008-04-19 22:10:06+00:00,L7,266.73,282.44,287.21,277.49,287.21,296.85,303.18,311.68,311.18,305.65,304.90,303.35,308.18,309.85,321.35,314.92,311.44,311.91,313.42,308.53,305.37,311.48,317.87,330.26,335.55,329.33,325.24,329.54,335.10,338.33,332.85,332.74,347.15,349.14,348.48,358.35,374.38,382.79,390.44,397.44,415.67,417.82,388.66,381.03,372.02,370.09,365.47,357.82,364.92,358.51,362.22,364.48,364.05,364.77,368.99
2008-05-05 22:10:02+00:00,L7,256.08,261.47,268.72,274.63,281.96,287.08,285.49,295.45,302.16,290.44,294.59,295.68,299.65,307.67,318.20,313.22,312.12,304.99,307.54,310.74,308.34,313.67,322.03,325.54,339.27,342.49,354.84,332.63,334.09,334.01,328.37,333.94,344.65,341.83,352.80,353.30,365.30,375.08,391.58,396.74,395.49,394.31,381.50,374.02,363.96,360.24,359.32,357.90,359.87,354.09,360.89,363.49,370.44,371.32,373.85
2008-07-08 22:09:28+00:00,L7,309.69,297.71,275.18,276.86,287.12,297.05,308.91,326.34,317.26,348.12,352.79,353.90,335.11,332.39,342.50,345.61,330.38,325.04,319.58,330.22,332.04,327.27,328.55,337.73,346.15,356.06,380.41,374.69,380.01,381.12,381.28,382.22,385.13,385.01,391.91,402.69,409.34,418.41,438.23,443.87,435.22,446.52,456.63,463.29,449.28,447.10,444.84,444.57,444.20,438.33,424.65,381.54,395.86,398.24,394.84
2008-07-24 22:09:16+00:00,L7,290.87,288.75,279.79,286.98,285.73,308.59,331.06,337.36,332.94,339.29,348.25,325.04,330.07,316.12,321.16,311.12,307.31,305.94,313.41,319.92,331.50,329.83,332.48,338.49,338.41,355.07,372.83,372.49,372.77,379.25,382.63,382.22,391.70,395.22,396.06,407.31,414.04,426.59,432.63,441.77,449.83,449.41,451.97,451.08,445.60,442.50,438.31,431.20,430.91,435.90,442.58,431.80,415.00,405.32,399.14
2008-08-25 22:09:04+00:00,L7,281.50,273.36,263.57,271.44,276.52,282.80,289.33,301.94,300.49,288.14,294.69,304.46,314.21,335.90,342.21,317.12,298.18,283.91,275.40,278.21,275.89,277.73,291.28,303.18,313.12,320.10,329.47,333.74,329.99,331.35,334.85,344.83,352.71,355.98,359.67,365.47,376.60,391.11,406.98,418.08,409.96,415.31,408.91,405.38,398.76,403.32,398.27,394.84,393.47,389.15,391.51,387.09,387.16,388.98,390.31
2008-09-10 22:08:56+00:00,L7,306.52,262.15,245.91,244.67,249.92,251.56,280.32,292.19,288.23,277.72,279.44,278.23,299.32,305.85,316.89,306.34,303.05,291.74,269.84,266.30,270.45,267.78,279.14,285.49,299.84,304.18,316.85,316.03,319.35,322.50,324.09,330.17,344.53,338.39,352.76,362.84,369.24,377.81,388.63,392.28,403.61,398.65,395.78,391.42,389.05,383.29,383.88,382.01,383.46,376.19,376.10,380.31,380.62,389.05,402.61
2008-10-12 22:08:37+00:00,L7,285.01,291.79,288.43,,247.25,237.04,262.31,272.57,269.89,261.33,258.79,261.24,268.71,276.90,276.98,266.54,257.78,263.53,268.49,279.65,288.49,278.55,267.76,274.03,272.80,276.65,290.99,291.28,296.60,306.13,313.05,316.89,316.26,319.93,,,341.09,351.95,367.12,376.97,391.50,393.56,386.18,373.75,360.28,354.48,346.61,335.62,347.83,347.19,351.03,350.07,341.99,346.75,350.92
2008-12-23 22:04:28+00:00,L5,260.27,264.89,272.39,278.73,281.57,286.29,291.96,292.02,284.80,286.40,289.88,283.46,275.50,280.55,293.92,268.04,240.56,236.45,235.19,246.03,255.01,263.93,268.00,260.20,266.27,271.73,287.00,293.56,303.63,303.55,,,,,,,,,,,,,,,,,,,344.30,335.97,337.61,340.70,337.54,349.25,357.67
2008-12-31 22:09:37+00:00,L7,286.12,296.30,,305.00,314.90,316.67,332.04,333.48,326.27,318.22,327.49,323.82,319.62,312.95,315.63,304.23,297.34,275.84,262.60,277.04,277.43,279.24,286.93,288.18,294.86,290.81,322.32,,322.90,323.33,331.33,335.55,331.13,335.96,342.78,350.84,351.72,377.75,397.87,418.04,396.46,393.76,405.45,407.16,404.90,405.93,410.63,360.69,390.22,376.23,371.02,363.14,372.27,375.68,388.77
2009-02-17 22:09:55+00:00,L7,280.31,261.80,246.37,251.95,267.86,286.35,313.14,330.26,336.09,325.66,326.80,332.86,333.29,340.83,343.45,319.42,302.01,295.03,290.99,291.29,296.53,297.61,296.11,302.64,286.25,306.48,311.61,315.08,323.47,327.28,336.02,339.23,346.67,348.50,350.96,358.29,367.88,376.64,388.90,395.25,399.90,402.45,398.37,401.81,401.80,398.55,397.70,400.78,402.59,403.50,403.73,408.63,412.53,415.36,426.27
2009-03-21 22:10:11+00:00,L7,262.72,265.51,267.43,272.25,283.78,290.13,300.35,315.13,320.56,320.33,317.03,318.02,326.46,339.19,346.20,339.64,326.64,306.82,298.75,286.28,286.29,291.03,292.63,303.90,310.44,327.29,320.12,312.18,317.45,319.40,323.47,338.70,344.21,346.19,351.02,358.60,368.87,372.88,383.65,392.56,406.38,400.03,391.67,383.84,381.73,381.52,384.61,386.03,394.35,403.79,402.26,400.90,400.49,407.34,410.37
2009-04-22 22:10:22+00:00,L7,267.62,259.84,256.60,266.02,279.76,286.53,304.95,324.61,332.32,322.35,329.25,342.75,341.63,339.06,342.47,328.36,327.93,306.46,297.37,290.16,292.36,294.01,293.26,286.73,302.34,312.16,319.62,308.10,305.19,306.71,311.60,321.11,329.29,336.17,343.86,353.80,368.69,376.30,384.45,396.05,399.11,403.40,393.62,,,378.28,376.03,364.90,370.57,378.17,375.91,375.55,373.54,379.14,386.16
2009-05-24 22:10:26+00:00,L7,264.78,257.63,247.61,253.74,268.46,266.60,293.64,312.77,314.14,309.76,320.22,326.15,331.22,338.54,346.13,343.54,336.21,320.31,310.43,305.92,304.66,302.00,314.20,317.55,327.95,331.35,345.17,340.17,338.00,327.38,311.96,316.90,324.12,330.70,332.22,345.72,361.41,,,410.93,418.37,417.86,420.44,405.43,394.10,381.08,363.31,359.32,368.90,367.52,368.00,367.99,376.92,379.43,382.38
2009-06-25 22:10:23+00:00,L7,295.09,301.48,277.19,268.38,282.30,281.76,319.31,343.02,,342.00,345.98,348.11,359.26,355.49,372.43,369.48,366.26,353.07,355.22,338.33,341.33,335.07,329.73,354.88,363.76,365.27,359.13,350.63,338.90,355.22,365.18,,,,,359.53,372.66,384.47,400.15,398.17,415.51,422.77,421.63,418.50,434.46,426.10,413.01,398.38,,,,399.06,399.36,406.53,228.95
2009-07-11 22:10:19+00:00,L7,283.09,264.84,265.44,253.16,268.39,284.10,303.54,309.51,314.19,320.64,326.83,332.41,334.58,345.80,349.18,342.63,338.26,336.48,329.20,336.07,332.78,327.66,338.82,345.73,351.43,355.93,359.76,356.80,352.25,365.10,349.49,351.97,355.65,360.12,362.61,370.65,381.69,396.37,407.78,414.71,420.47,421.20,421.23,418.91,420.01,420.01,412.45,411.02,402.59,401.45,401.92,402.79,410.12,399.26,411.60
2009-08-28 22:10:09+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.42,,,,,,,,,,
2009-09-13 22:10:09+00:00,L7,306.76,301.22,291.87,282.37,275.99,264.08,288.81,297.44,287.80,283.82,281.32,274.70,275.53,280.66,285.33,286.30,299.23,298.96,291.70,294.18,275.64,293.00,292.43,300.25,312.40,323.44,332.81,337.53,340.09,341.89,343.76,341.72,340.03,336.65,337.52,347.53,362.13,370.97,383.68,391.53,392.50,397.54,395.73,396.42,407.49,371.85,379.03,362.51,352.49,357.08,358.16,355.70,359.61,365.05,376.98
2009-12-02 22:10:48+00:00,L7,290.44,291.24,279.27,281.92,283.12,290.92,310.91,325.35,333.22,339.06,299.15,283.36,257.57,249.69,261.21,256.95,241.11,256.43,252.15,247.64,242.83,243.50,248.74,249.66,257.73,271.13,287.28,297.95,304.85,301.30,303.75,308.02,313.52,322.43,331.42,342.65,348.98,356.59,361.99,365.94,366.60,360.77,352.19,349.34,353.31,349.92,342.80,346.14,346.95,345.66,340.80,352.06,361.11,367.36,375.00
2010-01-27 22:10:50+00:00,L5,,,,,,,,,,,,393.07,293.32,281.34,282.64,276.14,267.86,257.09,255.07,256.03,258.78,261.00,258.86,256.18,266.40,283.50,296.80,308.82,321.82,321.04,323.79,336.69,330.21,325.63,331.84,332.53,339.14,348.08,355.00,366.87,373.73,373.85,358.86,346.05,340.06,335.75,330.93,332.81,331.30,337.14,339.22,345.18,344.63,353.74,361.45
2010-02-20 22:11:57+00:00,L7,313.30,315.95,305.97,320.24,,,,,,429.17,438.81,428.02,398.88,,,,,,286.25,281.59,280.48,284.24,281.68,286.60,296.70,304.36,319.40,329.78,335.26,340.09,347.15,360.18,375.99,365.28,362.40,367.43,375.01,381.71,394.05,400.10,401.27,400.45,,,,377.56,360.56,358.56,361.08,,,197.71,,,
2010-04-09 22:12:12+00:00,L7,303.30,304.62,,298.41,301.37,312.90,334.03,369.15,404.74,418.48,417.10,428.43,446.75,418.66,385.67,326.40,297.73,282.90,268.76,274.44,275.13,278.25,270.56,280.30,285.01,295.37,306.73,310.25,323.58,322.32,324.85,332.18,341.98,352.24,363.04,371.74,366.31,369.26,386.41,,,386.51,384.15,382.83,380.51,375.70,374.28,374.20,373.52,368.78,363.93,365.80,365.11,368.87,380.52
2010-07-14 22:12:12+00:00,L7,609.03,,,,,,,,,,,,383.51,400.11,411.88,399.30,395.32,397.25,374.14,351.67,355.51,,,,,,,607.85,,509.56,508.52,322.11,323.08,331.85,338.72,346.21,342.82,353.56,365.35,373.75,379.31,376.45,371.92,371.75,,524.29,,,,,,631.76,366.31,377.85,387.27
2010-12-29 22:09:53+00:00,L5,,,,,285.09,272.74,296.78,303.77,303.23,303.89,304.32,311.93,319.16,332.97,353.59,358.26,349.83,315.97,317.39,318.44,318.77,328.45,334.50,344.76,356.00,368.81,387.53,393.89,,316.29,310.32,323.57,337.46,350.52,334.83,340.05,353.80,368.59,376.53,389.22,390.56,369.03,345.71,335.73,328.59,328.00,341.12,342.70,337.15,338.55,342.02,351.21,349.97,349.99,359.46
2011-01-06 22:13:13+00:00,L7,309.50,,297.20,281.53,279.77,282.51,285.47,285.72,,,295.57,301.53,306.51,322.02,356.80,349.72,343.94,319.84,305.88,329.04,318.51,292.64,319.89,328.78,337.83,342.68,362.53,367.63,365.26,321.05,308.68,320.72,334.90,331.50,335.76,341.01,348.33,350.88,373.24,382.96,385.31,376.02,349.17,331.87,316.60,327.16,336.61,322.74,319.55,320.10,323.20,328.35,324.94,332.09,347.29
2011-01-22 22:13:20+00:00,L7,305.61,306.83,298.38,295.81,292.59,286.56,299.49,301.18,305.15,306.05,315.67,310.87,312.07,326.37,346.53,348.39,336.72,330.94,322.41,315.79,315.27,328.67,332.67,343.86,356.72,369.34,384.50,387.15,373.50,364.21,340.02,331.09,343.21,340.09,341.06,347.23,354.65,367.75,376.18,384.66,389.06,385.41,369.89,354.19,327.82,325.46,335.76,340.06,339.59,341.93,335.47,340.17,340.30,347.59,363.14
2011-02-15 22:09:58+00:00,L5,283.13,288.06,296.10,294.53,285.66,268.81,282.07,304.50,292.33,281.49,279.00,292.12,298.91,311.89,330.39,336.45,327.03,310.83,307.99,302.89,306.74,314.40,321.96,327.47,334.79,348.20,367.12,369.45,364.09,360.55,331.76,317.96,320.02,323.56,328.97,326.38,334.80,346.61,359.64,369.22,370.49,362.08,345.28,328.02,310.71,323.09,332.40,335.70,327.08,317.97,316.80,321.14,324.41,325.05,329.38
2011-02-23 22:13:29+00:00,L7,312.96,318.29,314.09,319.80,328.56,341.02,318.03,327.35,331.34,327.19,302.35,301.98,318.82,335.75,350.32,348.25,354.44,336.24,344.64,335.46,336.04,336.08,341.61,348.53,361.90,373.31,396.44,394.02,384.39,369.57,370.77,366.03,363.18,361.81,359.47,374.52,362.89,370.46,369.80,373.52,385.03,387.15,369.74,354.59,343.67,334.85,347.00,353.12,348.57,344.22,341.84,339.05,354.48,340.62,360.99
2011-03-19 22:09:50+00:00,L5,274.84,275.48,289.83,291.30,281.99,284.24,281.28,290.93,296.16,296.60,288.02,287.61,285.34,281.29,280.87,282.76,293.76,297.42,305.87,300.98,292.03,292.90,294.10,301.52,313.46,330.37,344.16,351.38,338.97,330.78,322.53,315.76,318.57,317.81,328.37,339.82,345.13,341.23,342.90,347.34,353.23,341.93,326.46,311.16,307.89,308.12,307.54,308.04,314.52,321.79,325.23,315.57,315.00,313.76,318.85
2011-03-27 22:13:34+00:00,L7,297.54,302.67,307.23,310.70,313.27,315.14,318.58,332.11,341.70,348.56,341.96,323.37,314.66,317.89,321.59,319.59,327.20,325.08,319.86,329.23,327.87,324.54,325.78,327.77,336.39,342.99,360.07,364.95,356.11,356.43,354.40,354.75,357.40,364.53,358.98,374.54,384.45,395.33,389.62,387.29,392.79,391.34,383.14,365.86,345.34,341.57,316.96,331.54,333.70,338.96,345.77,341.73,344.64,343.02,350.75
2011-04-28 22:13:36+00:00,L7,288.91,294.62,308.07,317.46,320.41,318.24,321.91,331.18,341.35,358.50,356.74,355.63,341.97,337.24,325.75,312.50,311.13,308.72,316.36,318.75,327.66,333.50,335.63,339.85,345.12,355.21,372.86,371.09,365.29,365.10,355.01,352.23,358.73,362.95,370.20,378.32,395.00,401.65,411.14,408.30,412.66,405.99,390.76,386.36,385.04,380.55,348.82,342.07,331.22,336.78,339.31,348.23,347.33,347.24,360.78
2011-05-30 22:13:35+00:00,L7,287.79,292.24,298.22,306.78,319.72,320.98,316.45,329.62,339.62,353.21,361.67,352.57,342.46,338.54,332.50,318.01,308.12,315.09,325.61,324.32,331.22,303.73,317.02,323.62,330.65,335.13,352.56,363.09,361.25,354.48,348.82,354.98,358.90,363.41,366.13,381.13,385.57,393.03,409.11,412.46,406.64,403.16,373.04,363.57,360.51,357.71,353.05,333.80,336.58,337.16,334.16,337.06,343.41,345.18,357.86
2011-06-15 22:13:34+00:00,L7,285.98,288.62,298.11,312.31,311.52,321.22,323.73,318.08,336.14,352.51,359.04,367.87,350.11,337.74,328.27,316.37,308.43,306.46,307.96,309.32,322.42,323.67,324.50,323.84,331.91,352.97,348.98,357.73,349.11,347.66,349.59,371.42,353.03,362.45,362.24,372.11,379.69,397.10,402.96,393.74,402.54,388.24,394.32,398.86,389.81,377.70,347.99,340.52,330.49,321.45,332.68,340.16,338.92,357.68,357.86
2011-07-01 22:13:30+00:00,L7,310.92,287.43,292.58,306.27,317.33,328.89,320.44,331.43,332.40,339.62,359.17,368.20,368.71,349.35,342.83,320.13,311.71,319.24,312.41,318.64,325.99,324.07,331.55,339.70,339.29,358.18,354.15,360.33,356.35,351.73,345.69,353.45,354.42,375.20,367.90,375.68,383.71,396.77,399.87,398.86,393.74,402.84,397.16,388.00,395.01,386.75,378.88,378.25,371.59,,,349.81,354.11,356.37,363.94
