dates,sar2334-0000,sar2334-0001,sar2334-0002,sar2334-0003,satname
1984-04-13 09:26:43+00:00,181.88,195.45,221.99,235.84,L5
1984-05-06 09:33:03+00:00,181.16,193.24,218.62,235.16,L5
1984-07-18 09:28:22+00:00,183.58,196.44,221.64,235.03,L5
1984-08-03 09:29:20+00:00,183.40,196.01,222.08,233.64,L5
1984-08-19 09:29:27+00:00,183.58,195.65,221.58,233.24,L5
1984-08-26 09:35:45+00:00,182.00,194.21,218.09,230.77,L5
1984-09-04 09:29:37+00:00,182.08,194.10,218.91,231.08,L5
1984-09-11 09:35:50+00:00,182.22,194.66,219.87,231.43,L5
1984-09-20 09:29:40+00:00,182.81,195.26,220.25,231.51,L5
1984-10-22 09:29:36+00:00,183.14,195.42,220.76,232.18,L5
1984-11-07 09:29:29+00:00,183.14,195.07,220.34,230.37,L5
1985-01-17 09:36:05+00:00,182.09,193.72,219.88,229.35,L5
1985-02-02 09:36:09+00:00,181.53,193.79,219.80,228.98,L5
1985-04-23 09:35:59+00:00,178.99,192.07,219.67,225.72,L5
1985-05-02 09:29:43+00:00,178.75,192.35,218.73,226.75,L5
1985-06-03 09:29:40+00:00,179.58,193.89,221.60,229.52,L5
1985-06-10 09:35:50+00:00,178.24,192.34,217.85,226.65,L5
1985-06-26 09:35:47+00:00,177.60,191.48,217.16,225.23,L5
1985-07-05 09:29:33+00:00,177.47,191.36,217.16,225.31,L5
1985-08-13 09:35:25+00:00,177.27,190.31,215.06,225.39,L5
1985-08-22 09:29:08+00:00,178.13,191.18,216.06,226.89,L5
1985-10-09 09:28:35+00:00,178.50,191.32,216.37,227.21,L5
1985-11-10 09:28:33+00:00,179.07,191.22,216.80,227.02,L5
1985-11-26 09:28:17+00:00,179.46,191.22,216.74,227.02,L5
1985-12-03 09:33:55+00:00,179.59,191.75,216.76,228.26,L5
1986-01-04 09:33:20+00:00,182.73,194.62,220.82,235.03,L5
1986-01-13 09:26:58+00:00,183.20,195.31,220.69,233.87,L5
1986-03-18 09:25:34+00:00,184.23,197.29,221.41,234.07,L5
1986-03-25 09:31:37+00:00,183.59,196.36,220.37,232.94,L5
1986-05-12 09:30:29+00:00,183.61,196.36,219.79,232.50,L5
1986-05-21 09:24:03+00:00,183.29,195.56,219.51,232.74,L5
1986-06-22 09:23:04+00:00,182.84,195.44,218.97,229.93,L5
1986-07-08 09:22:57+00:00,182.53,195.14,218.53,228.48,L5
1986-07-24 09:21:59+00:00,182.26,194.38,218.68,228.32,L5
1986-07-31 09:27:55+00:00,182.14,193.80,218.48,228.85,L5
1986-08-16 09:27:20+00:00,182.35,193.95,219.36,230.09,L5
1986-09-10 09:20:15+00:00,182.32,193.64,219.35,230.02,L5
1986-09-17 09:26:13+00:00,182.10,193.64,219.70,229.96,L5
1986-10-12 09:19:14+00:00,182.56,193.79,220.69,231.02,L5
1986-11-13 09:18:29+00:00,182.95,194.39,220.83,230.39,L5
1986-12-31 09:18:50+00:00,182.34,193.68,219.68,229.79,L5
1987-01-07 09:25:13+00:00,182.19,193.25,218.83,228.50,L5
1987-01-16 09:19:18+00:00,182.32,193.54,218.83,228.50,L5
1987-02-01 09:19:48+00:00,181.75,193.20,217.74,227.54,L5
1987-02-08 09:26:15+00:00,181.72,193.01,218.50,228.84,L5
1987-02-17 09:20:35+00:00,180.96,191.94,216.70,226.30,L5
1987-03-21 09:21:38+00:00,180.73,192.01,216.37,226.19,L5
1987-04-29 09:29:06+00:00,180.41,192.65,216.66,225.29,L5
1987-05-08 09:23:11+00:00,180.07,192.43,216.77,226.74,L5
1987-05-15 09:29:33+00:00,179.38,191.76,216.63,226.59,L5
1987-06-09 09:23:59+00:00,179.88,191.95,216.89,227.11,L5
1987-06-16 09:30:19+00:00,179.21,191.28,216.89,226.18,L5
1987-06-25 09:24:20+00:00,179.65,191.86,217.59,227.04,L5
1987-07-02 09:30:39+00:00,179.91,191.75,218.37,227.27,L5
1987-07-11 09:24:39+00:00,180.18,192.12,219.18,228.41,L5
1987-07-18 09:30:57+00:00,179.77,191.92,219.07,228.42,L5
1987-07-27 09:25:01+00:00,180.07,192.22,219.31,228.34,L5
1987-08-03 09:31:25+00:00,180.33,192.77,220.42,229.26,L5
1987-08-12 09:25:31+00:00,180.34,192.72,219.91,228.26,L5
1987-08-19 09:31:54+00:00,180.64,193.40,220.78,229.23,L5
1987-08-28 09:25:57+00:00,180.58,193.62,220.81,229.48,L5
1987-09-13 09:26:21+00:00,180.84,193.64,220.80,229.48,L5
1987-09-20 09:32:42+00:00,180.82,193.18,220.54,229.36,L5
1987-10-31 09:27:16+00:00,181.01,193.08,220.26,229.59,L5
1987-11-07 09:33:38+00:00,181.55,193.56,220.50,229.16,L5
1987-11-16 09:27:39+00:00,181.81,194.00,220.91,230.03,L5
1987-12-02 09:27:54+00:00,181.78,193.90,220.93,230.66,L5
1988-01-10 09:34:42+00:00,182.69,195.08,221.32,230.57,L5
1988-01-19 09:28:41+00:00,182.23,194.75,220.12,229.02,L5
1988-02-11 09:35:17+00:00,182.44,194.55,219.82,229.56,L5
1988-02-20 09:29:14+00:00,182.45,194.20,219.51,229.93,L5
1988-03-07 09:29:48+00:00,181.73,192.52,219.34,229.35,L5
1988-03-14 09:35:39+00:00,181.54,192.60,219.52,229.64,L5
1988-04-15 09:35:50+00:00,181.89,192.81,219.72,229.82,L5
1988-05-17 09:36:08+00:00,179.85,190.26,218.20,228.13,L5
1988-06-02 09:36:14+00:00,179.68,190.12,218.42,226.55,L5
1988-06-11 09:30:29+00:00,179.62,189.93,217.78,227.34,L5
1988-06-18 09:36:19+00:00,179.38,189.81,217.39,226.71,L5
1988-07-04 09:36:24+00:00,178.99,189.41,217.34,226.92,L5
1988-07-13 09:30:39+00:00,177.55,188.22,216.55,228.58,L5
1988-07-29 09:30:18+00:00,177.51,187.82,217.95,229.83,L5
1988-08-05 09:36:28+00:00,177.34,187.81,217.29,228.62,L5
1988-08-14 09:30:16+00:00,177.94,189.17,217.62,227.84,L5
