dates,satname,sar2334-0000,sar2334-0001,sar2334-0002,sar2334-0003
1984-04-13 09:26:43+00:00,L5,181.88,195.45,221.99,235.84
1984-05-06 09:33:03+00:00,L5,180.43,191.03,215.26,234.47
1984-05-31 09:27:59+00:00,L5,,,,
1984-06-07 09:33:54+00:00,L5,,,,
1984-07-18 09:28:22+00:00,L5,188.44,202.85,227.68,234.77
1984-08-03 09:29:20+00:00,L5,182.86,194.73,223.40,229.49
1984-08-19 09:29:27+00:00,L5,184.27,194.20,219.59,231.65
1984-08-26 09:35:45+00:00,L5,174.14,187.02,200.63,218.40
1984-09-04 09:29:37+00:00,L5,182.53,193.43,223.82,232.94
1984-09-11 09:35:50+00:00,L5,183.20,198.55,226.58,233.84
1984-09-20 09:29:40+00:00,L5,187.57,200.08,223.30,232.17
1984-10-22 09:29:36+00:00,L5,184.80,196.85,226.62,241.87
1984-11-07 09:29:29+00:00,L5,180.46,187.92,211.43,218.23
1985-01-17 09:36:05+00:00,L5,178.96,190.67,223.54,225.56
1985-02-02 09:36:09+00:00,L5,177.83,195.38,222.65,226.19
1985-04-23 09:35:59+00:00,L5,178.69,194.33,221.06,232.91
1985-05-02 09:29:43+00:00,L5,177.80,193.45,214.95,230.87
1985-06-03 09:29:40+00:00,L5,184.64,195.60,225.78,232.06
1985-06-10 09:35:50+00:00,L5,171.51,184.63,199.10,212.31
1985-06-26 09:35:47+00:00,L5,173.78,186.27,213.07,216.74
1985-07-05 09:29:33+00:00,L5,176.59,190.54,217.17,225.85
1985-08-13 09:35:25+00:00,L5,177.87,187.33,214.29,227.00
1985-08-22 09:29:08+00:00,L5,184.18,197.29,223.07,237.35
1985-10-09 09:28:35+00:00,L5,181.46,192.42,218.83,229.79
1985-11-10 09:28:33+00:00,L5,182.52,195.64,223.06,235.04
1985-11-26 09:28:17+00:00,L5,182.60,246.18,216.29,398.15
1985-12-03 09:33:55+00:00,L5,185.81,199.89,225.99,242.04
1986-01-04 09:33:20+00:00,L5,184.69,195.12,224.18,238.98
1986-01-13 09:26:58+00:00,L5,186.45,199.46,219.80,226.87
1986-03-18 09:25:34+00:00,L5,186.11,201.24,221.72,231.70
1986-03-25 09:31:37+00:00,L5,179.07,190.77,213.08,226.15
1986-05-12 09:30:29+00:00,L5,180.53,191.67,217.46,229.29
1986-05-21 09:24:03+00:00,L5,181.03,190.77,217.56,234.14
1986-06-22 09:23:04+00:00,L5,182.00,199.06,219.00,222.41
1986-07-08 09:22:57+00:00,L5,182.49,192.98,221.07,228.80
1986-07-24 09:21:59+00:00,L5,184.60,194.14,220.85,225.72
1986-07-31 09:27:55+00:00,L5,181.31,189.75,217.08,232.60
1986-08-16 09:27:20+00:00,L5,184.03,195.14,226.46,239.96
1986-09-10 09:20:15+00:00,L5,182.05,190.91,219.24,229.39
1986-09-17 09:26:13+00:00,L5,183.86,201.20,225.24,231.18
1986-10-12 09:19:14+00:00,L5,183.72,192.28,222.94,236.68
1986-11-13 09:18:29+00:00,L5,184.45,197.64,218.85,223.06
1986-12-31 09:18:50+00:00,L5,174.52,189.11,205.39,220.69
