dates,satname,nzd0007-0000,nzd0007-0001,nzd0007-0002,nzd0007-0003,nzd0007-0004,nzd0007-0005,nzd0007-0006,nzd0007-0007,nzd0007-0008,nzd0007-0009,nzd0007-0010,nzd0007-0011,nzd0007-0012,nzd0007-0013,nzd0007-0014,nzd0007-0015,nzd0007-0016,nzd0007-0017,nzd0007-0018,nzd0007-0019,nzd0007-0020,nzd0007-0021,nzd0007-0022,nzd0007-0023,nzd0007-0024,nzd0007-0025,nzd0007-0026,nzd0007-0027,nzd0007-0028,nzd0007-0029,nzd0007-0030,nzd0007-0031,nzd0007-0032,nzd0007-0033,nzd0007-0034,nzd0007-0035
2023-10-14 22:17:45+00:00,L8,301.70,300.08,295.51,287.43,315.33,353.01,355.66,359.18,369.04,372.35,359.72,366.29,369.10,363.65,371.78,364.30,353.61,352.98,359.76,348.92,336.06,327.39,312.23,300.75,296.56,300.34,301.84,298.73,295.52,302.58,309.37,305.72,307.14,316.43,333.86,330.09
2023-10-22 22:17:50+00:00,L9,313.79,319.39,306.14,283.51,325.81,355.33,357.44,362.80,376.20,380.67,373.97,372.94,369.17,360.92,361.22,364.49,351.69,349.10,355.79,349.43,337.81,324.63,313.26,301.10,292.21,301.35,303.79,297.50,294.70,295.92,297.51,305.27,316.16,321.36,331.34,329.20
2023-11-15 22:17:47+00:00,L8,256.59,244.23,247.06,245.23,204.97,277.63,295.38,304.68,309.77,324.36,324.47,319.61,325.27,324.60,318.35,314.25,314.91,309.29,302.55,294.93,285.77,267.14,259.17,259.74,217.94,235.24,251.98,257.07,252.71,250.64,251.81,265.37,280.87,288.03,302.93,296.86
2024-01-10 22:17:52+00:00,L9,,,,,,,,,,,,,,,,,,333.92,330.23,318.54,314.36,302.25,291.44,287.72,263.18,,275.89,281.28,278.52,273.48,278.15,283.83,303.29,311.10,323.46,322.79
2024-01-18 22:17:42+00:00,L8,,,,,,,,,,359.89,353.70,359.31,362.98,355.69,356.31,356.67,349.32,341.90,337.94,322.41,325.41,319.73,305.38,298.84,299.76,294.87,297.14,291.92,287.12,288.79,280.74,289.89,304.80,315.80,326.39,325.55
2024-02-11 22:17:53+00:00,L9,257.72,247.13,242.86,236.49,196.32,264.68,274.94,299.89,305.34,316.10,317.20,317.31,312.20,328.59,319.42,308.50,307.55,306.63,301.90,292.66,281.87,266.30,255.67,247.33,221.64,215.86,239.17,244.45,250.49,246.37,249.26,257.60,278.09,287.10,301.36,298.96
2024-04-07 22:17:11+00:00,L8,270.58,278.83,261.92,,325.74,350.53,,,,,,,,335.25,339.12,337.87,334.04,335.07,327.34,310.78,285.77,272.50,254.25,245.44,195.85,201.44,229.18,,269.47,,280.92,294.67,303.10,312.29,319.58,317.23
2024-05-09 22:16:51+00:00,L8,,,,,,,,,,,,308.25,310.97,322.96,329.60,324.34,303.20,296.71,299.42,293.07,286.12,273.81,256.42,243.17,191.33,201.70,234.34,243.96,248.71,252.47,259.41,274.78,279.13,281.01,297.12,299.33
2024-06-02 22:16:57+00:00,L9,316.94,321.73,331.87,338.24,347.13,383.72,365.31,366.77,393.75,396.72,398.64,386.79,374.65,374.38,376.32,372.34,356.74,373.67,361.05,354.15,352.85,350.05,330.59,316.01,316.34,309.25,307.13,321.30,312.69,300.20,314.22,317.60,346.98,335.96,352.66,347.88
2024-06-18 22:16:43+00:00,L9,,191.60,,,459.82,478.40,,369.95,400.74,391.90,391.39,464.54,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25 22:17:51+00:00,L9,348.95,342.41,335.72,335.35,362.46,384.36,377.22,374.77,387.58,400.13,395.51,392.03,388.49,387.37,386.80,373.04,368.74,363.12,362.40,350.48,334.90,326.06,323.11,326.20,327.94,317.15,310.58,297.75,309.57,305.62,315.66,327.82,348.25,351.82,359.92,353.50
2024-12-03 22:17:45+00:00,L8,303.46,295.04,299.38,296.70,333.14,358.65,357.22,359.22,363.64,370.88,366.92,372.29,361.27,353.43,347.00,339.96,331.44,319.42,327.13,314.55,306.74,300.93,297.60,298.57,297.57,295.84,285.35,272.29,279.83,276.36,281.09,285.89,307.35,307.90,327.47,327.74
2025-03-01 22:17:39+00:00,L9,282.90,290.42,265.33,284.04,313.53,330.65,330.25,336.19,345.42,363.03,351.83,325.71,327.74,326.46,321.24,329.80,320.98,310.49,304.33,298.53,284.23,271.76,265.49,266.99,280.01,275.48,250.88,258.97,263.20,265.52,267.69,275.41,285.62,297.76,319.84,314.62
2025-03-25 22:17:16+00:00,L8,,,,,,,375.89,378.56,396.83,407.02,395.59,393.75,379.83,375.98,370.78,373.70,371.43,362.55,352.43,352.48,344.51,324.38,319.15,325.90,337.63,319.41,310.15,312.55,322.67,319.68,317.37,315.36,331.43,342.36,361.30,356.40
2025-07-23 22:17:27+00:00,L9,309.58,277.00,288.70,313.83,329.66,346.15,340.24,339.86,344.31,361.61,364.09,364.97,354.48,344.32,341.71,338.28,326.94,332.23,327.07,317.37,311.98,307.95,299.45,294.27,278.20,288.37,295.21,290.08,287.17,281.63,278.32,285.47,301.76,312.29,323.88,323.38
2025-09-17 22:17:48+00:00,L8,303.92,325.56,335.97,353.61,379.38,386.83,376.93,374.06,381.49,387.81,371.53,371.04,364.48,362.73,364.98,342.81,,,,,352.22,334.52,334.60,325.30,,343.94,330.49,312.45,305.31,298.54,295.94,321.15,332.26,356.90,375.06,347.89
