dates,nzd0007-0000,nzd0007-0001,nzd0007-0002,nzd0007-0003,nzd0007-0004,nzd0007-0005,nzd0007-0006,nzd0007-0007,nzd0007-0008,nzd0007-0009,nzd0007-0010,nzd0007-0011,nzd0007-0012,nzd0007-0013,nzd0007-0014,nzd0007-0015,nzd0007-0016,nzd0007-0017,nzd0007-0018,nzd0007-0019,nzd0007-0020,nzd0007-0021,nzd0007-0022,nzd0007-0023,nzd0007-0024,nzd0007-0025,nzd0007-0026,nzd0007-0027,nzd0007-0028,nzd0007-0029,nzd0007-0030,nzd0007-0031,nzd0007-0032,nzd0007-0033,nzd0007-0034,nzd0007-0035,satname
2005-01-13 22:03:41+00:00,306.07,309.19,,325.55,345.02,345.44,330.97,354.34,364.53,365.55,359.36,366.10,363.35,364.40,354.05,349.54,346.60,344.43,337.26,328.00,320.36,321.92,320.56,321.53,314.00,313.44,308.06,309.30,292.38,279.92,290.23,303.66,316.14,323.92,344.68,330.56,L5
2005-02-06 22:07:07+00:00,305.53,303.36,269.83,312.52,332.74,353.91,,349.90,368.66,365.59,367.81,382.35,358.22,360.48,348.82,351.75,346.60,346.41,338.63,332.88,338.86,321.10,314.84,326.96,327.67,310.03,300.24,318.93,287.42,276.28,285.28,314.86,309.13,319.43,354.84,339.92,L7
2005-06-06 22:05:05+00:00,316.39,308.46,289.94,314.92,333.01,352.48,,354.61,369.51,363.23,373.95,377.48,356.88,361.03,350.43,351.96,341.76,341.82,339.17,330.78,339.12,314.61,310.58,315.75,322.83,306.52,293.80,310.35,284.20,276.62,281.63,312.03,306.12,316.87,354.59,342.40,L5
2005-07-16 22:07:01+00:00,321.55,301.52,289.94,300.97,317.16,351.04,,341.04,351.69,353.62,368.29,369.18,352.06,350.78,345.60,343.43,334.52,330.43,329.55,327.33,332.11,308.00,303.20,294.76,288.96,292.75,295.09,299.50,275.47,276.36,272.86,301.77,309.24,316.70,344.29,338.05,L7
2005-09-02 22:06:46+00:00,328.80,310.28,300.62,309.03,324.48,345.70,333.36,345.20,346.00,355.75,361.95,363.02,358.33,356.07,352.17,350.19,341.99,340.05,336.49,331.34,324.84,311.14,306.35,293.95,287.45,295.65,301.80,295.14,283.51,280.95,283.31,303.81,322.57,324.22,338.68,336.14,L7
2005-09-26 22:05:42+00:00,328.80,310.28,308.61,311.04,320.21,353.07,342.17,342.74,346.87,360.71,361.95,369.26,362.57,361.14,357.64,354.06,345.74,342.51,336.64,331.28,326.79,314.98,311.29,299.25,286.69,300.25,304.88,297.55,285.46,283.71,287.40,312.99,330.00,328.23,339.20,338.50,L5
2006-05-08 22:09:38+00:00,321.79,298.64,303.38,293.82,276.68,,332.45,342.49,355.20,359.49,347.06,351.01,351.45,357.89,355.91,356.52,335.64,327.41,323.08,322.52,336.96,320.74,312.32,299.46,279.54,286.65,295.93,283.17,277.57,272.35,281.79,300.73,309.05,314.74,325.12,330.25,L5
2006-06-25 22:10:20+00:00,321.79,298.64,303.38,293.82,276.68,,332.45,342.49,355.20,359.49,347.06,332.18,339.77,343.26,343.40,342.29,329.24,325.29,317.01,310.96,312.55,306.28,294.44,291.06,267.23,277.75,280.12,271.53,269.73,266.46,271.11,289.01,300.72,304.65,318.49,317.49,L5
2006-12-02 22:12:34+00:00,290.34,,,262.64,277.13,,306.02,305.94,326.23,334.47,330.17,316.89,332.12,330.88,337.37,326.93,317.97,312.83,307.02,296.89,290.27,291.14,285.34,284.56,261.11,270.98,265.26,261.84,263.84,263.38,274.05,282.80,291.20,300.98,312.04,305.41,L5
2007-12-29 22:07:56+00:00,,,,,,,,350.16,370.59,375.10,372.40,374.89,367.05,359.67,348.91,353.82,354.00,346.97,337.90,328.92,319.64,313.41,318.90,306.52,294.50,300.33,303.67,302.76,296.64,300.32,298.97,310.89,323.38,333.30,347.30,342.15,L7
2008-01-14 22:07:57+00:00,331.28,330.18,317.62,315.54,347.87,366.36,360.77,354.00,372.35,378.79,373.60,374.19,368.37,361.23,350.94,352.77,351.45,345.88,337.35,328.08,320.82,315.25,317.60,306.00,296.33,303.04,305.76,305.65,300.01,302.12,305.58,314.19,328.07,335.48,350.75,341.72,L7
2008-03-18 22:07:44+00:00,331.28,330.18,317.62,315.54,347.87,366.36,360.77,354.00,372.35,369.18,365.82,364.13,360.76,355.35,346.45,345.68,342.46,339.66,330.91,320.91,313.39,305.68,305.69,298.47,285.39,288.17,296.21,296.18,291.20,292.46,295.08,306.40,320.69,330.12,346.71,337.54,L7
2008-06-22 22:07:15+00:00,331.28,330.18,317.62,315.54,347.87,366.36,360.77,354.00,372.35,369.18,364.76,362.67,358.71,352.88,347.34,345.29,341.66,337.97,331.14,321.74,311.90,304.99,304.64,296.50,289.66,287.66,296.21,296.18,291.20,292.46,295.08,306.40,320.69,330.12,346.71,337.54,L7
2008-08-09 22:06:47+00:00,,,,,,,,,,349.97,355.92,360.72,355.53,347.38,345.92,341.39,335.47,333.70,327.39,320.21,309.50,303.02,297.59,291.76,284.81,280.40,283.21,283.16,278.76,280.71,282.00,302.23,316.04,328.78,336.88,331.07,L7
2008-11-21 22:01:05+00:00,319.98,303.92,,286.85,322.36,355.50,363.36,359.33,358.92,370.16,364.06,362.10,353.92,343.55,343.23,340.37,338.08,335.00,330.07,325.02,316.87,312.59,303.81,294.48,285.66,285.60,282.60,284.38,286.29,290.70,292.42,307.83,319.98,336.86,342.74,337.05,L5
2009-03-21 22:07:47+00:00,319.98,303.92,,286.85,322.36,355.50,363.36,359.33,358.92,370.16,366.54,353.87,348.98,342.94,339.89,338.96,338.27,334.50,330.52,322.11,320.66,315.25,300.54,291.57,266.08,274.06,275.89,279.66,288.63,293.10,294.93,302.03,321.75,338.86,351.98,346.75,L7
2010-01-27 22:08:26+00:00,325.76,310.04,307.02,325.98,346.56,374.98,384.97,393.89,398.15,404.68,397.67,386.47,386.29,381.41,376.43,376.69,363.19,366.48,355.57,349.11,335.29,336.07,328.33,320.61,304.59,308.17,303.17,311.42,316.71,320.56,324.89,333.12,340.56,347.82,362.09,352.06,L5
2010-02-12 22:08:30+00:00,326.00,316.20,311.70,327.76,354.01,375.96,380.01,382.22,393.27,398.72,391.25,385.74,381.41,380.56,377.66,375.49,367.58,364.10,355.03,346.00,333.06,333.62,326.00,320.56,307.75,308.62,306.84,309.47,315.03,319.31,323.02,328.00,336.49,346.45,355.53,347.85,L5
2010-03-24 22:09:46+00:00,326.00,316.20,311.70,327.76,354.01,375.96,380.01,382.22,393.27,398.72,390.46,382.68,381.48,380.30,373.57,374.35,368.76,363.01,352.57,347.86,331.05,330.07,322.82,318.46,303.68,304.49,305.21,311.06,314.13,318.21,320.22,328.29,337.56,347.41,355.72,348.93,L7
2010-07-30 22:09:48+00:00,326.25,322.35,316.39,329.54,361.46,376.93,375.06,370.55,388.39,392.75,386.86,380.79,377.38,374.94,368.46,369.55,369.30,358.66,348.35,341.52,327.92,326.42,320.40,314.31,298.75,301.83,304.20,309.05,311.54,314.28,313.92,323.57,334.23,347.03,351.16,345.75,L7
2010-10-02 22:09:49+00:00,,,,,,,,,,,,,374.00,365.33,361.11,362.30,364.83,353.42,342.90,330.10,325.89,325.12,321.06,308.15,310.81,300.19,300.14,305.39,308.93,308.77,306.00,318.98,330.57,346.68,348.41,342.52,L7
2011-01-06 22:10:49+00:00,,,,318.23,354.15,353.34,341.95,341.10,357.42,362.90,370.58,368.09,364.54,353.44,351.26,356.10,353.84,343.25,337.46,327.55,322.82,317.91,315.81,305.83,304.97,297.89,298.90,297.87,302.16,301.90,303.11,320.12,336.28,340.58,348.41,342.52,L7
2011-03-11 22:11:09+00:00,307.99,,312.52,319.61,351.86,356.44,349.02,349.55,363.58,369.32,377.52,368.42,359.78,349.02,347.08,353.62,349.09,338.94,332.44,324.31,319.38,317.27,315.13,308.88,309.72,299.11,293.98,294.42,297.17,298.98,300.03,323.62,344.60,339.75,361.98,359.58,L7
2012-03-13 22:11:42+00:00,,,,,,,,,,,,,,342.40,342.07,340.22,334.70,330.28,329.15,325.97,318.02,311.06,300.97,308.84,305.56,275.30,290.62,283.85,290.74,305.51,309.61,322.88,323.38,,,,L7
2012-06-01 22:11:59+00:00,,,,,,,,,,,,,,342.40,342.07,340.22,324.38,318.53,316.75,310.01,318.02,311.06,282.39,308.84,305.56,256.18,290.62,270.08,276.65,280.46,309.61,322.88,304.28,287.93,,,L7
2012-11-08 22:13:27+00:00,314.35,304.30,300.22,291.31,319.76,344.76,354.44,363.27,369.09,382.28,375.04,364.95,356.07,359.73,357.80,356.48,314.06,327.23,322.48,315.81,321.11,312.22,284.48,306.50,289.67,237.06,292.88,256.31,277.75,271.52,301.82,311.12,303.85,306.37,350.41,343.81,L7
2012-12-10 22:13:38+00:00,314.35,304.30,300.22,291.31,319.76,344.76,354.44,363.27,369.09,386.10,377.12,365.28,358.21,354.73,358.50,357.69,,349.11,340.10,336.38,321.83,312.22,309.26,310.68,287.85,,294.94,293.83,293.39,295.45,302.99,312.06,322.74,331.62,349.50,340.19,L7
2013-05-03 22:13:30+00:00,314.35,304.30,300.22,291.31,319.76,344.76,354.44,363.27,369.09,386.10,377.12,352.39,348.92,354.73,358.50,343.55,308.26,338.20,326.76,336.38,321.83,312.22,309.26,310.68,287.85,,294.94,293.83,293.39,295.45,302.99,312.06,322.74,331.62,349.50,340.19,L7
2013-06-28 22:19:33+00:00,,,,,,,,,,,,326.62,330.33,,,315.26,318.82,318.65,310.36,315.15,303.35,292.60,288.63,283.79,277.06,253.77,269.35,273.40,276.46,275.69,273.89,290.21,311.97,314.16,330.76,327.39,L8
2014-03-27 22:17:50+00:00,,,,,,,,,,,,368.17,357.70,352.16,346.42,340.77,336.51,335.32,317.27,308.65,301.57,296.12,290.73,282.33,270.26,268.87,271.58,267.87,271.19,280.57,282.92,291.41,301.77,314.29,336.03,323.26,L8
2014-05-30 22:17:11+00:00,,,,,,,,,,,,353.31,352.81,344.73,338.75,335.77,327.62,328.20,314.65,305.55,298.12,288.74,288.35,281.58,262.80,265.31,269.69,270.49,270.49,275.14,275.70,289.73,297.62,311.26,327.27,321.44,L8
2014-07-17 22:17:28+00:00,,,,,,,,,,,,353.31,352.81,344.73,334.30,329.48,322.14,323.79,312.95,303.05,295.44,284.77,284.49,279.20,260.19,260.62,267.76,270.69,270.54,273.51,272.68,288.99,295.08,306.88,323.97,318.94,L8
2015-01-09 22:17:38+00:00,309.80,306.57,269.70,314.89,342.93,355.50,341.94,354.13,373.78,375.71,369.16,369.27,352.19,344.34,335.90,332.85,322.95,320.04,316.47,307.98,305.62,301.41,295.75,286.37,254.97,251.24,263.90,280.37,281.20,274.41,270.12,290.56,295.75,313.59,329.52,319.47,L8
2015-06-02 22:16:44+00:00,309.80,306.57,268.91,306.74,337.36,346.54,338.18,346.82,357.27,365.78,361.82,354.77,344.69,339.22,338.31,341.47,332.60,323.00,314.89,312.24,314.63,311.19,301.09,293.02,258.78,273.42,262.57,281.30,280.40,273.57,272.26,287.47,295.53,314.66,329.86,316.28,L8
2016-08-07 22:17:37+00:00,317.31,,309.46,324.18,350.74,355.66,339.73,345.16,358.91,360.24,364.37,363.15,348.26,347.32,342.71,343.38,337.27,333.99,333.91,316.38,319.26,309.95,308.61,296.03,302.01,289.04,289.44,284.55,290.89,288.44,296.98,304.46,,,,,L8
2016-10-10 22:17:54+00:00,309.77,329.13,312.76,316.69,339.92,359.81,347.40,347.96,362.32,369.15,376.43,374.26,354.24,350.14,353.75,353.48,353.72,346.46,341.49,327.21,324.25,324.01,315.06,305.99,304.13,293.45,292.40,293.40,297.01,293.88,300.25,307.02,322.87,326.87,345.63,334.68,L8
2017-06-07 22:17:15+00:00,,,,,,,,,,,,,,,,357.32,349.27,346.73,347.54,344.82,332.53,325.55,326.25,324.06,306.00,310.74,289.49,299.12,290.24,289.80,288.27,301.04,313.27,322.12,328.75,324.94,L8
2017-07-09 22:17:23+00:00,297.54,302.02,312.55,,349.84,366.06,361.10,366.02,385.46,400.94,395.62,,,,,357.32,349.27,346.73,347.54,344.82,332.53,325.55,326.25,324.06,314.99,308.57,287.66,295.75,286.50,277.83,272.30,285.71,304.02,318.94,331.51,325.03,L8
2017-09-11 22:17:42+00:00,297.54,312.42,316.81,,349.84,366.06,361.10,366.02,385.46,400.94,395.62,,,,,357.32,355.35,351.05,348.08,350.51,341.90,333.36,336.34,333.88,322.34,313.57,300.13,301.54,293.11,277.83,272.30,297.31,310.04,326.48,336.97,329.28,L8
2017-10-29 22:17:53+00:00,297.54,312.42,316.81,,349.84,366.06,361.10,381.69,396.35,407.16,404.95,396.46,387.46,376.11,367.19,357.45,354.43,352.11,349.81,350.63,343.44,335.80,335.37,330.36,317.67,312.20,303.35,304.76,297.24,285.65,272.30,299.07,309.73,327.89,340.08,331.40,L8
2018-02-02 22:17:27+00:00,,322.82,321.08,,310.03,306.14,,397.36,407.23,413.38,370.64,362.81,359.48,350.38,345.63,340.73,342.85,338.40,334.90,333.03,327.46,318.26,318.25,309.36,320.36,287.50,298.67,296.45,296.14,280.19,260.90,300.51,308.75,322.98,337.76,328.79,L8
2018-06-10 22:16:26+00:00,,,,,311.61,319.98,339.18,,,357.39,340.03,335.46,338.29,332.11,327.33,324.75,316.17,312.42,308.26,297.52,289.44,282.44,278.94,271.14,,250.46,262.42,265.52,270.35,262.31,265.29,275.99,294.32,295.54,317.74,316.54,L8
2018-08-29 22:17:08+00:00,,285.47,311.46,322.84,333.43,347.07,339.87,,,366.15,363.17,354.07,350.41,340.97,334.88,331.74,322.84,321.71,315.85,307.71,300.71,300.19,291.48,288.42,289.31,280.13,270.12,272.49,272.41,272.18,272.75,284.66,299.81,306.40,326.64,325.12,L8
2018-11-17 22:17:31+00:00,,301.25,315.64,327.71,336.78,356.76,355.06,388.30,398.99,382.07,380.44,374.02,368.90,357.17,345.78,338.96,330.43,330.67,327.58,319.85,313.49,313.08,307.19,288.42,307.77,291.36,281.48,281.90,281.41,280.29,283.50,298.05,309.39,320.08,337.27,335.58,L8
2019-03-25 22:17:09+00:00,325.80,315.70,326.94,335.29,352.74,375.73,377.71,381.00,395.23,409.21,406.15,402.09,392.76,378.36,361.53,350.77,345.38,349.62,347.83,339.50,333.79,333.88,331.30,320.47,325.15,315.15,305.38,299.18,298.13,299.94,301.74,315.25,325.75,341.12,353.76,352.90,L8
2019-05-12 22:17:08+00:00,325.80,315.70,326.94,335.29,352.74,375.73,377.71,381.00,395.23,409.21,406.15,395.88,389.81,377.41,363.67,353.05,345.38,349.62,347.83,339.50,333.79,333.88,331.30,320.47,325.15,315.15,305.38,299.18,299.98,303.83,304.11,313.85,328.00,344.38,356.42,352.09,L8
2019-07-31 22:17:38+00:00,325.80,314.36,334.07,338.00,361.99,375.32,369.97,373.71,375.51,404.50,397.32,386.87,381.78,371.33,361.71,352.86,345.17,350.63,344.60,334.85,328.54,328.92,323.98,320.47,324.08,316.48,306.55,297.63,300.27,307.49,303.66,308.36,327.73,342.86,355.38,349.88,L8
2020-02-08 22:17:38+00:00,344.31,339.09,340.45,346.33,367.61,389.05,389.26,394.88,,413.10,415.91,411.18,402.11,397.26,384.18,377.91,376.14,373.35,364.89,359.21,347.50,345.61,345.49,337.53,328.58,327.83,332.96,327.39,329.34,328.14,333.76,342.03,347.99,350.83,362.80,363.67,L8
2020-03-11 22:17:28+00:00,344.31,339.09,340.45,346.33,367.61,389.05,389.26,394.88,,413.10,415.91,418.18,404.67,396.34,381.63,379.01,374.08,370.96,364.95,365.73,355.44,355.44,353.62,346.32,341.79,337.61,335.25,329.02,328.65,326.03,325.79,337.33,344.88,353.17,360.87,357.87,L8
2020-03-27 22:17:20+00:00,344.31,339.09,340.45,346.33,367.61,389.05,389.26,394.88,,413.10,415.91,416.11,404.88,391.00,383.09,379.31,373.88,369.95,361.73,363.65,353.62,351.95,347.65,346.14,341.81,332.29,325.82,321.42,320.90,316.00,318.34,329.88,338.51,350.42,357.12,354.78,L8
2021-07-04 22:17:29+00:00,,256.81,247.34,265.10,,309.87,324.34,326.69,335.00,344.27,338.29,,,,317.70,,310.06,306.41,297.25,292.32,286.62,,,,,,,249.38,250.64,249.90,247.83,262.69,273.83,277.43,,,L8
2021-11-09 22:17:58+00:00,304.17,275.25,265.89,284.06,333.04,326.56,333.70,336.19,347.99,360.38,352.60,363.71,351.86,357.24,336.86,347.84,325.22,321.06,307.46,305.27,305.68,314.02,324.02,317.66,309.52,297.53,297.81,266.48,264.81,265.58,264.78,277.28,282.65,292.67,327.55,338.49,L8
2021-12-19 22:17:52+00:00,310.59,285.43,276.92,294.53,339.00,335.48,341.81,346.53,357.01,366.87,359.71,365.20,354.38,360.08,343.30,348.27,333.83,328.95,310.47,309.11,310.54,314.57,323.28,316.48,307.82,301.75,299.06,274.24,273.18,272.55,274.15,277.28,282.65,292.67,327.55,338.49,L9
2022-01-04 22:17:52+00:00,310.59,299.74,291.70,309.25,331.43,338.45,350.55,356.44,368.01,364.65,359.98,358.15,348.20,352.89,348.89,341.41,337.79,332.07,314.31,313.29,316.12,305.05,315.81,300.10,285.03,301.75,290.87,279.44,280.76,279.64,281.96,286.15,291.02,304.18,322.53,330.15,L9
2022-01-12 22:17:49+00:00,318.08,308.06,291.70,311.48,331.27,340.20,352.08,359.18,368.64,366.23,362.98,359.47,350.12,351.63,348.03,342.46,338.53,333.28,316.10,311.11,312.34,306.44,312.39,299.94,282.99,296.17,287.62,280.33,280.07,278.46,280.23,286.08,296.47,308.60,329.06,334.76,L8
2022-02-13 22:17:40+00:00,317.55,310.66,297.90,311.76,329.04,339.97,350.92,360.55,371.41,368.75,364.82,359.68,351.03,351.52,348.17,343.12,338.64,333.34,318.09,312.31,313.94,307.73,311.03,298.76,282.99,296.17,287.62,280.33,279.03,277.36,280.09,286.62,298.25,308.97,326.95,325.83,L8
2022-03-09 22:17:37+00:00,317.55,310.66,297.90,311.76,329.04,339.97,350.92,360.55,371.41,368.75,364.82,359.68,345.06,347.05,342.56,336.89,332.69,328.16,314.49,308.46,308.31,302.71,303.75,293.86,274.23,283.99,278.68,273.57,274.62,271.33,274.35,280.12,292.84,302.72,321.36,320.09,L9
2022-05-04 22:17:26+00:00,317.55,310.66,297.90,311.76,329.04,339.97,350.92,360.55,371.41,368.75,364.82,354.78,340.23,340.80,337.17,331.40,326.40,320.48,307.74,308.46,308.31,302.71,303.75,293.86,274.23,283.99,271.78,269.30,272.07,268.40,272.74,279.22,291.74,300.37,318.30,316.29,L8
2022-05-12 22:17:13+00:00,322.00,316.32,304.62,314.68,328.04,339.15,342.14,365.50,374.89,355.13,357.02,348.45,336.82,335.49,331.19,327.00,322.35,315.71,303.96,302.40,299.79,298.58,296.39,286.72,259.74,271.06,266.57,266.45,270.92,266.25,271.25,276.68,291.80,298.86,316.45,311.85,L9
2022-06-21 22:17:48+00:00,324.50,321.58,310.28,314.28,322.40,325.64,336.84,364.65,374.81,344.56,347.38,339.37,331.16,329.06,324.94,322.07,316.32,308.48,300.25,296.78,292.05,290.54,285.50,277.10,243.21,259.43,253.14,256.97,263.51,259.18,263.00,274.05,288.52,294.63,311.43,308.07,L8
2022-11-04 22:18:00+00:00,319.42,294.70,293.03,292.64,309.03,307.52,326.11,335.29,329.87,329.03,334.71,327.77,330.01,327.81,321.70,319.07,314.23,302.36,294.92,289.67,284.27,284.37,275.31,271.40,242.24,250.49,251.10,267.90,261.18,261.94,257.63,271.92,288.11,292.14,305.25,305.60,L9
2023-01-07 22:18:02+00:00,301.84,287.31,287.50,294.89,313.90,310.16,326.66,321.31,323.34,337.77,336.44,334.97,339.28,338.74,331.88,322.71,316.23,309.73,306.15,302.58,298.75,289.88,279.49,281.03,273.78,252.68,262.36,275.12,270.48,272.52,269.00,278.46,296.71,303.39,316.38,313.33,L9
2023-01-15 22:17:53+00:00,297.32,283.37,282.80,291.38,308.77,311.70,323.16,317.68,320.96,334.35,332.80,333.91,337.84,336.92,330.16,322.36,316.57,312.44,307.72,302.98,299.51,289.08,279.24,280.20,273.35,253.45,261.84,271.82,270.34,271.02,270.53,277.84,297.08,301.85,312.71,310.49,L8
2023-02-16 22:17:50+00:00,297.09,285.96,287.51,300.12,307.15,317.15,321.26,314.50,323.84,333.99,337.82,335.73,336.33,336.66,331.42,325.68,319.68,315.58,309.06,302.89,298.45,290.22,279.27,281.09,271.62,253.45,264.14,270.13,269.38,269.57,269.46,277.05,296.39,303.92,313.31,309.88,L8
2023-03-20 22:17:28+00:00,296.11,285.67,287.76,300.84,309.09,318.47,319.01,314.81,326.06,336.64,341.08,337.51,337.07,340.21,333.67,327.33,321.21,317.72,308.86,303.94,301.77,292.70,285.19,281.43,274.31,259.49,269.23,269.74,271.17,274.84,276.21,285.48,300.81,304.80,313.81,309.62,L8
2023-03-28 22:17:33+00:00,295.70,286.37,288.85,301.30,309.68,319.58,317.83,315.92,328.30,338.73,343.88,339.42,338.16,343.83,336.05,329.10,323.19,320.94,310.11,306.10,303.92,295.03,289.25,281.79,275.41,264.80,271.73,269.77,271.88,276.73,279.14,289.00,302.15,305.54,314.94,311.17,L9
2023-04-13 22:17:27+00:00,296.01,288.63,292.36,304.72,313.66,319.61,318.32,317.36,330.80,341.40,347.31,341.06,339.27,346.42,337.98,330.41,325.89,323.35,312.04,309.02,307.01,298.48,292.15,282.80,276.73,267.98,273.69,270.93,273.86,278.55,280.53,289.67,302.69,306.35,315.90,312.57,L9
2023-05-15 22:17:12+00:00,292.11,287.62,292.25,302.63,309.71,317.92,315.09,312.26,327.64,336.93,343.59,339.51,335.99,342.61,335.56,329.43,324.04,323.07,313.53,309.84,307.28,298.73,292.71,282.97,278.50,270.54,274.46,267.18,273.34,275.50,279.87,287.03,297.54,302.29,313.81,307.51,L9
2023-07-10 22:17:17+00:00,293.68,289.16,294.31,303.55,308.20,320.14,316.09,313.09,329.44,339.12,347.13,342.27,336.04,343.54,338.06,332.16,327.77,327.29,315.23,312.24,310.52,301.86,297.81,287.33,280.30,277.48,281.21,270.81,278.03,276.21,281.03,287.38,298.14,301.94,313.12,307.45,L8
