,dates,jap0063-0000,jap0063-0001,jap0063-0002,jap0063-0003,jap0063-0004,jap0063-0005,jap0063-0006,jap0063-0007,jap0063-0008,jap0063-0009,jap0063-0010,jap0063-0011,jap0063-0012,jap0063-0013,jap0063-0014,jap0063-0015,jap0063-0016,jap0063-0017,jap0063-0018,jap0063-0019,jap0063-0020,jap0063-0021,jap0063-0022,jap0063-0023,jap0063-0024,jap0063-0025,jap0063-0026,jap0063-0027,jap0063-0028,jap0063-0029,jap0063-0030,jap0063-0031,jap0063-0032,jap0063-0033,jap0063-0034,jap0063-0035
0,1984-05-21 00:35:49+00:00,82.80096208552206,,102.77333154861384,111.28839514114439,117.93448275929045,124.66253328974528,,156.88638456798816,174.91379871020516,171.1251232888023,178.74000146440193,176.9255272969035,171.20404982686895,174.5255290739704,171.38918079308507,172.801487838755,175.73557516264302,169.82586472345838,166.85589122569354,168.6566360210317,169.02179605983508,165.1917636364729,171.3520921413607,173.93774638929867,181.03604643626238,179.3152530459412,184.16517060484188,184.46383771426426,189.51822501526652,193.93676168324595,192.9320109102349,188.32033592847614,191.06061836229793,186.96109669210878,,
1,1984-11-13 00:37:55+00:00,118.54628664838076,130.72352681553238,141.2978835351889,138.7971364806745,156.87176457998405,163.1841643799991,175.43364357065872,182.50753559276382,198.74768065048642,195.92656501534594,198.90996502861165,194.02231033032078,190.98876234109912,193.53551122755786,195.60901312302468,198.63042032965797,198.0108933440989,196.39965966934324,199.24978051398597,195.27748296500795,193.3284819291538,195.019034598328,201.42889348560857,194.11612571995656,202.51166576160162,205.70868058724736,208.59792280271526,216.00294424658028,212.88784776441847,213.92326023429152,217.30119504688554,215.7933924293343,210.59671042901792,186.40472401427192,,
2,1984-11-29 00:37:33+00:00,,146.18850232948637,157.39505023876495,144.28897560265204,152.64729816748866,171.6962547913597,173.66334687651818,186.886477059457,197.25843493402064,201.62046594207504,200.7781008123268,205.11303353061058,198.92582342596165,199.2271798965039,201.9620229961528,202.6645373069714,200.22593616509187,200.72086281221164,197.32665530689383,205.11007578862143,199.50130284092336,202.86118909757676,198.89987436460495,203.6258257677863,210.036603620264,213.80070416430544,214.29207836450828,226.82896743408733,227.23901697190178,226.49426654449053,231.23965624614138,227.19114723186598,234.40438879876652,242.74099823350204,247.6416762853134,229.4849699204257
3,1985-05-24 00:37:46+00:00,123.54620184572141,125.96184637663995,138.12482997974726,136.8392325786846,150.33599432615,156.16641287749948,165.76698179824746,175.38978482303142,195.51955302948386,189.57836188358843,186.52650091167328,184.5063728089227,190.2059754766799,184.14663255856826,180.805185327869,179.41847620654485,175.32280816606246,179.12025794629872,175.56020645833672,171.90720266485735,176.1484830411725,181.81130008548368,182.14573528348237,183.93747989310071,181.58877623832507,186.4227398041892,192.05203332338434,197.29932281629067,195.28534466443165,191.71301058456066,200.51095111684398,208.8587929308759,211.82521627750953,213.89424197729994,215.44943504299712,
4,1985-10-15 00:36:37+00:00,126.76778357036127,134.44653294860228,146.7974826379702,154.65210283598446,161.91885053177893,169.31883500653768,175.25284241257944,184.4078172787566,197.16347220022467,197.47158250613933,186.49410981835686,187.04791040522082,182.55559976069614,182.21439429995044,181.7608599261017,180.31518264888837,176.54346469718186,184.7019483694004,,181.86277718660963,183.52057426791546,185.68628769484891,193.07447159489772,192.6909181492782,185.92899507030538,189.8705661738901,190.36456972019053,194.11991752649615,190.20477094117777,201.5487894600492,211.99901504586833,226.10347956164142,225.50051878052943,222.83543319005662,230.133486739258,210.34627660087895
5,1986-02-04 00:35:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1986-06-12 00:31:30+00:00,,107.50999101529082,114.7126921100316,128.06161414841776,136.8099333713656,144.90139396522628,161.9545623627755,168.2597665952917,182.15990981296258,179.17831572998347,181.203285436534,175.02128842877377,177.50547675316727,175.69500014678275,181.45821292215982,182.9283643597372,,199.9050125594468,192.14961377964494,,202.86031025700635,,,,,,,,,,,,,,,
7,1986-06-28 00:31:23+00:00,,94.50557216341173,101.62618938550155,115.00578285122349,131.37109943549785,126.50203060327874,130.68610911994836,149.41298446084016,161.03561636306608,156.60267679065763,152.034756801077,152.08673671321202,152.84387991076377,141.32766764543592,134.87489065649902,139.43226552951649,141.17795309709422,150.6694706309826,147.825068148702,150.02550863590466,146.667601715893,145.93241546835935,162.12670230343176,159.81062360019934,148.15706897589365,161.4631489726438,159.10456887138918,161.13820688051044,166.07903825464265,168.21715100673453,,183.65043854535398,189.6148641892408,187.2134684410447,190.84675486029906,174.31919227730765
8,1986-07-30 00:30:17+00:00,113.46093076731371,119.8321744278753,126.7426439029398,144.57323937039067,147.74575645526926,150.09788782972018,160.04591294975432,176.1047910569256,184.06281634600555,181.35733332210685,178.5674168924523,180.72264242669277,180.6232459107633,172.06948495060257,166.23237866658738,171.07356540405138,174.79351303747345,175.08161109276833,173.72430410607885,169.92902994629358,171.18797001994562,172.17066468425253,168.64391801933468,174.48673730094723,175.99335631139192,180.32898642826396,189.69076836962859,186.898054525909,190.84456627024457,198.73698039697325,196.63194601629564,204.55127597870177,205.1472498304709,205.26169211135547,204.20290240070275,193.18923423336847
9,1986-09-16 00:28:35+00:00,110.19294278338995,119.26027617408349,127.76227262413846,139.4951613406064,134.6532119547257,140.3654352514748,156.01987449942567,170.9350094395886,179.5093030466095,181.03499318470372,177.20040730003896,176.0116762620787,173.7235616276968,171.04147149036635,168.17942744063265,166.9567525968683,166.24572556066587,166.3067628075972,165.2606322757379,170.32170281516522,176.26011344180012,171.63389010261767,171.47765424750042,181.14585635405498,182.82691039212455,182.14968416556133,179.07486802332892,177.18840956591492,181.32177744633597,186.88437047535413,186.3937863604802,194.4539796851323,198.645179395049,204.3355177063932,210.13770032171828,191.92737570159306
