,dates,aus0043-0000,aus0043-0001,aus0043-0002,aus0043-0003,aus0043-0004,aus0043-0005,aus0043-0006,aus0043-0007,aus0043-0008,aus0043-0009,aus0043-0010,aus0043-0011,aus0043-0012,aus0043-0013,aus0043-0014,aus0043-0015,aus0043-0016,aus0043-0017,aus0043-0018,aus0043-0019,aus0043-0020,aus0043-0021,aus0043-0022,aus0043-0023,aus0043-0024,aus0043-0025,aus0043-0026,aus0043-0027,aus0043-0028,aus0043-0029,aus0043-0030,aus0043-0031,aus0043-0032,aus0043-0033,aus0043-0034,aus0043-0035,aus0043-0036,aus0043-0037,aus0043-0038,aus0043-0039,aus0043-0040,aus0043-0041,aus0043-0042,aus0043-0043,aus0043-0044,aus0043-0045,aus0043-0046,aus0043-0047,aus0043-0048,aus0043-0049,aus0043-0050,aus0043-0051,aus0043-0052,aus0043-0053,aus0043-0054,aus0043-0055,aus0043-0056,aus0043-0057
0,1987-09-11 23:09:17+00:00,225.56252388628283,220.32003996706086,217.7882750065491,223.8446288167994,223.19484630227038,206.4491015407243,204.92578270958637,194.24403193257808,194.32913427651022,186.50800848114,182.63390208521287,177.37755153281012,181.4134809493069,176.22041065608795,187.08303973198576,184.3825907885529,181.2666485259652,184.61510492967415,188.7320769668588,195.15673110260033,194.1458764517713,197.94980715304672,195.18436212884205,191.86972300728496,195.55009450529295,199.9081162201794,195.6363815427098,187.31941625066975,168.04444223126677,160.05010733983104,137.0510028720509,131.16760967357473,115.70974777658236,111.07385864516783,97.85142680926435,90.62035338074136,83.25567578032401,72.15935527115576,,,,,,,,,,,,,,,,,,134.6498257205673,142.70999689517606,137.20639528830156
1,1987-09-27 23:09:15+00:00,233.50112331347097,224.51554204176188,231.93748478256938,247.3475175891496,242.88645836042556,214.35575819548137,211.67628680104826,208.1957036527754,205.23465975302125,197.81627442136758,197.10791372379285,191.48258907891278,190.60188336806075,181.93830922727676,191.39751461081957,191.90420685068682,194.40211142595123,199.33570155368477,200.38302922917367,210.153927791086,206.16650629087624,207.91953987307207,206.08871883363577,202.78596234431438,208.4105771273896,215.8383745246743,204.73175847976245,187.72286549354655,171.40050271652555,160.3868725541903,148.3084585270143,135.6328468268513,121.83607963610552,119.84717149440314,104.51671278569441,95.35073953276657,87.22466675681446,78.56219236189814,,,,,,,,,,,,,,,,,,135.25594717756044,150.36652995080928,150.67614019667076
2,1987-12-16 23:11:05+00:00,236.72769092110292,231.6538315810196,229.18989127059837,231.33247734178335,231.49575940999986,211.2458626302583,205.63086350982147,201.4950519121916,198.73209631681232,191.60018143612874,187.50291623500232,184.226357326556,187.3853001378621,188.02219735949166,187.92109165014256,185.4289173559921,185.190780842185,187.0769560017805,191.7150975063892,198.01118477621918,196.5820774977094,199.14381105133205,192.73472926265214,192.6397314574884,193.070369151536,196.79013050400545,189.7856401461455,177.89555478594144,160.89506636349284,149.26682620119277,132.85924378291242,117.9165159831676,106.28142489029706,96.74117646987732,92.22460544255603,83.40693499618284,78.12570635361388,64.06810978856345,,,,,,,,,,,,,,,,,,137.0944797725996,142.14648432659115,138.16422370834886
3,1988-01-01 23:10:57+00:00,219.41153837779373,215.79179239670975,214.1666319225622,219.15878223446117,216.32888607464432,193.33310965586085,191.32875903021613,190.5299894349228,182.1179321381575,181.31886675487831,177.61740992462924,173.46313126068046,171.09330081388933,167.78557823166062,167.6002635405432,172.14348253531278,171.7904823155958,185.43343579638224,182.20870341462953,193.00321658912463,186.8700689516323,186.40877689362736,184.2418531775545,183.40291160991035,187.8183683091646,188.62880080365528,179.44370512460702,161.265778608662,146.46819124643872,136.5943351437809,119.4444243839426,116.90928177907573,100.89311681483115,91.8593343038619,81.85090051183751,73.97027560361188,66.06494345923046,,,,,,,,,,,,,,,,,,,135.91142208402903,141.2288213820628,127.36988143442548
4,1988-01-17 23:11:14+00:00,205.50850613737046,200.329956176944,197.86008560042296,205.92378920325504,203.44044207279026,183.967092234208,175.96218598551314,168.7960139900049,164.3455969533588,165.32328478917657,159.26646187669124,155.75753069958787,157.4977611214146,154.97312680901766,156.97878906438496,155.86686421218377,157.75252069225573,165.20568473669107,165.24098323973053,171.34818303838674,174.30731334098724,174.3879974452328,173.87966420030668,166.44200778310744,170.2192533347709,173.18176646708494,162.96127188129415,144.32712931816062,128.1953665064608,119.63683340285394,110.52092531498832,102.02637642430514,87.11190625941002,80.76217018472747,74.98898159880613,78.45684875707222,80.37365280245054,78.47964659590556,,,,,,,,,,,,,,,,,,,,
5,1988-02-18 23:11:47+00:00,208.0156987584588,205.28278168343408,205.61867605543446,210.539458340133,207.49450230467139,190.84055431802395,183.64173058761153,175.30192173054272,171.40544627582514,172.5117262414665,172.54216368458842,163.20635922712253,164.4976055232676,160.598911998066,160.62270478125762,158.12182626357398,163.22284948618704,176.03945282903607,172.13854160082434,178.5583144231318,179.88867786120252,178.3905799753609,178.72894477491192,176.34210135596365,178.54546822325196,179.06734919800115,172.1563067619372,154.3305528300016,142.58486846236744,123.94988384750886,120.50557403434473,111.72887075691251,99.78809719978958,92.49188071368854,86.01402516566242,,,,,,,,,,,,,,,,,,,,,,,
6,1988-03-05 23:11:57+00:00,192.55226361141663,195.89040756395266,190.23834124561122,193.3215720201296,185.16646670577484,171.18769512873533,171.6975596321956,158.09311110965098,151.59020603205684,153.61711840224814,151.82274098243434,147.1326822875485,150.83929556525118,145.14950307513723,148.73192836320882,154.74057546815453,151.8055032377514,154.119589087263,162.06899140554347,168.06923723550562,163.47828561175703,157.6949053562933,161.9010113488611,162.88040874961803,166.5953836483881,164.27527061186373,158.67364147653035,139.79472019087288,124.45189679287695,105.83655679407946,99.87278214111863,88.86428293471978,78.29646938490754,,,,,,,,,,,,,,,,,,,,,,,,,
7,1988-04-06 23:12:12+00:00,195.04427328013145,192.70927346285208,184.1714757933668,185.90764821225383,182.40801062599343,164.63671922383313,161.34099814629175,155.1234049096207,153.3825870101381,144.05184991783813,145.17233722687604,141.49746324060106,141.677268106898,139.60767823226556,135.3368710966754,145.04219188152445,143.42080661149757,144.8802285466773,155.90651474161874,159.34892041732147,166.54445159945377,160.37444421683452,158.28069885541632,157.24075104327957,164.0093134536682,168.94408539139692,158.46948561707543,138.79808463301265,126.72621851418177,110.17319436815288,98.57760994110467,88.09649990871787,75.77715212017637,68.53110218072348,64.75540142964856,,,,,,,,,,,,,,,,,,,,,,,
8,1988-04-22 23:12:17+00:00,183.53651930665487,184.45167289166852,182.22765693652292,176.97027228006047,172.65666882009518,165.50576695476144,155.87748311840292,147.75349529153968,146.43947012589905,143.11958672005525,141.6807199491394,137.1111036974169,134.58315654596618,142.18423009867894,140.99802377176368,142.84893078682884,142.20112729828648,149.16616737748504,158.5731992250183,161.72034195266977,162.16570029150415,160.51068371231298,155.8361066176791,161.4529043182004,158.14394107382887,164.05875029144488,154.6047341493507,142.05700649463748,126.9317193553053,107.67924603402822,99.58316298988419,91.00121775836804,82.43172139248956,70.78420903507904,62.96440315948284,,,,,,,,,,,,,,,,,,,,,,,
9,1988-05-08 23:12:50+00:00,166.35422562774676,168.89927616073152,162.07556720578344,157.38621525613877,156.5922577441675,150.34640066164516,148.78607509541726,144.97268084711527,142.97397887534697,139.71758239798174,136.40646361554553,135.47857364675883,133.44889457811882,133.9477931204234,137.07909772968702,144.08402306333028,137.9188980371178,142.49416683381654,148.0900724491092,155.7597488599362,160.03569583466304,155.44444955078905,156.40219144836942,161.82545164555316,162.89511713499564,169.37283912746983,163.69159666219412,148.80731985016683,133.65918771467034,116.12312577172102,96.30921973379527,78.42291255860788,74.9968219031057,67.71897771565364,62.87725577352201,56.906748122497575,58.948288368905914,54.29374752481682,,,,,,,,,,,,,,,,,,126.19332663197817,130.82868803391423,124.95885000544543
