dates,sar1261-0000,sar1261-0001,sar1261-0002,sar1261-0003,sar1261-0004,sar1261-0005,sar1261-0006,sar1261-0007,satname
1984-05-06 09:33:51+00:00,118.00,154.06,165.69,183.23,193.27,179.35,165.70,173.99,L5
1984-06-07 09:34:42+00:00,119.31,149.33,163.88,180.44,186.26,170.98,161.01,168.09,L5
1984-08-26 09:36:33+00:00,123.23,148.47,162.29,178.20,184.84,170.70,162.65,170.77,L5
1984-09-11 09:36:38+00:00,123.92,148.04,163.79,179.79,184.48,168.55,160.88,168.87,L5
1984-09-27 09:36:39+00:00,130.09,151.71,166.48,184.50,188.63,174.08,165.65,172.74,L5
1984-10-29 09:36:32+00:00,131.74,152.88,168.17,186.11,189.74,175.59,167.63,174.47,L5
1985-05-25 09:36:39+00:00,120.66,143.70,159.11,172.52,175.49,167.20,161.29,159.90,L5
1985-06-26 09:36:35+00:00,127.40,146.64,167.87,180.34,182.58,170.81,166.21,168.39,L5
1985-07-28 09:36:22+00:00,134.20,156.16,172.23,187.52,190.14,177.54,171.18,173.40,L5
1985-08-13 09:36:12+00:00,135.94,154.28,172.74,188.09,191.10,178.59,171.01,173.45,L5
1985-08-29 09:36:02+00:00,138.04,156.11,174.69,190.72,193.30,180.32,172.69,177.82,L5
1985-09-14 09:35:49+00:00,139.43,157.05,175.01,191.53,194.18,182.05,174.05,178.82,L5
1985-12-03 09:34:43+00:00,143.92,160.06,178.20,195.27,199.00,187.15,177.53,182.60,L5
1986-01-04 09:34:08+00:00,142.24,159.13,178.59,193.93,196.11,186.22,175.34,178.65,L5
1986-03-25 09:32:25+00:00,131.39,148.60,155.44,181.52,184.31,179.14,168.46,159.50,L5
1986-04-10 09:32:04+00:00,125.75,144.29,151.28,177.76,180.39,172.98,164.12,160.02,L5
1986-05-12 09:31:17+00:00,130.23,148.68,162.28,183.08,186.54,178.54,168.49,167.23,L5
1986-05-28 09:30:50+00:00,132.88,150.86,166.30,186.33,190.10,181.35,171.04,171.67,L5
1986-06-29 09:29:50+00:00,128.95,149.23,168.37,183.67,187.33,177.65,168.35,171.92,L5
