,dates,chi0516-0000,chi0516-0001,chi0516-0002,chi0516-0003,chi0516-0004,chi0516-0005,chi0516-0006,chi0516-0007,chi0516-0008,chi0516-0009,chi0516-0010,chi0516-0011,chi0516-0012,chi0516-0013,chi0516-0014,chi0516-0015,chi0516-0016,chi0516-0017,chi0516-0018,chi0516-0019,chi0516-0020,chi0516-0021
0,1985-01-25 14:06:27+00:00,232.34084373436835,239.0656842857131,234.5081782809904,231.0571782735768,227.45447950453348,218.24586726795553,208.44748970661692,215.7910819931676,200.32165607279615,206.88972692225204,213.78796267764565,204.72803163287796,,208.4920210404708,201.48852030583893,200.37219763380187,209.21326765249518,213.41071224183918,206.48630156362663,211.9396268218175,196.18310869211916,193.87766353551754
1,1986-01-12 14:03:30+00:00,271.5615184739749,271.4251725272592,252.54178856171083,220.92060460719802,215.50800360886964,230.078551543096,219.65919705182185,207.5622073658171,207.14225800824946,202.9595963965993,206.66901868100462,221.12973645123415,246.50238930045546,246.77116104863478,228.90218343599238,209.08172394319286,216.2220486414887,209.05925385671628,207.83390615119708,217.9462901916855,208.69851281950685,203.61159413993607
2,1986-09-25 13:56:18+00:00,254.99273722442413,,224.65861011226403,230.77833170027097,229.132071444127,223.42835014225005,224.2704706115362,236.67706254279898,220.7579526199284,201.08464212428328,217.96161700132438,227.63181613941285,230.23770787112994,219.1319110840779,216.85930195226499,206.44077359185343,199.47174327210294,200.47574786658217,203.254466030727,187.92393188522976,194.66009101257666,203.05757332772174
3,1986-10-18 14:01:44+00:00,254.1581101730751,,222.7452236005358,224.14367310095082,225.11433457374972,232.01953915916994,228.67891225118024,230.34699222429663,220.29891960411265,204.4464109646857,,,211.4010624668281,202.0885999212194,205.0261138023833,188.80127306847686,186.9879450115437,189.92784254252604,199.33249420945123,194.3191942711934,191.40476365504293,188.21263712939356
4,1998-02-21 14:18:29+00:00,281.74746353418357,269.5254621264608,263.2147723232054,270.7958108674748,,233.74399765128433,214.53542193610986,199.1889875794875,202.84563080471784,214.15443903606223,231.70085759889992,263.98534048000244,,,207.93946198705532,207.33990860548224,205.1988730068458,202.64576072887633,217.02761649629426,222.06653263654752,,200.21431579086158
5,1998-04-03 14:12:54+00:00,258.0101247045317,256.8231947362361,254.74407053521773,247.7482024008587,,247.71878744766536,219.025400378178,197.1630025574462,184.31907898205867,185.3643761190192,205.80247573017613,241.8336377132344,,,214.99290809770469,190.75450199973335,179.39305980209963,177.75810765939895,206.06236792844817,226.7774963189867,,216.98279431678645
6,1998-08-25 14:14:40+00:00,234.434447402832,244.0355615456105,240.53085335918811,227.16406557911202,199.66363144190296,166.97757226016432,166.82790252475,186.19464388398933,182.46384504004124,173.52163463374117,177.99105391149416,,196.88377036128864,181.10501048027137,199.91772943791025,191.7724259521165,192.14325789970192,182.31295899575417,180.3838463127646,172.81229929785817,162.54150910636042,160.11031797860144
7,1998-09-17 14:21:02+00:00,267.8514166403812,268.66337334592686,265.94968302965265,257.4211292979344,231.55978113424968,196.27473952124362,198.05380113493268,203.2006927840096,201.8802046761555,187.2193480438997,201.2938072555392,,229.65537603168474,233.34056815941454,230.9950426711712,213.6931052303761,199.83424910889062,186.95678372103524,188.67131781191594,190.30706103624783,200.0967113064842,195.26911136207937
8,1999-01-16 14:15:02+00:00,274.8402015255727,257.9991969114869,256.1383290905525,260.3816552386635,243.58261245148523,222.09770640869368,220.07844806532046,224.55061545529344,205.89108352093703,197.5239873455858,213.6588426367912,246.312536340246,252.9580140780168,238.75973739505287,231.78808772293502,221.09779477166694,221.32585319239277,,205.2071498817211,165.55073690987604,142.14628569335554,144.1171948890847
9,1999-01-23 14:21:16+00:00,260.5412814051165,261.92328770072265,243.74835069107775,248.87697560216608,255.5946378194109,222.74120427493773,205.18281703469302,214.0297582712394,210.32451218623032,195.9381525577475,207.04130916750356,221.76112047904508,253.4175553490433,250.6330299026228,229.3357648371411,226.2737473990054,223.35768778724355,,223.6757095668906,,150.35280374541875,153.4652433029442
