dates,nzd0267-0000,nzd0267-0001,nzd0267-0002,nzd0267-0003,nzd0267-0004,nzd0267-0005,nzd0267-0006,nzd0267-0007,nzd0267-0008,nzd0267-0009,nzd0267-0010,nzd0267-0011,nzd0267-0012,nzd0267-0013,nzd0267-0014,nzd0267-0015,nzd0267-0016,nzd0267-0017,nzd0267-0018,nzd0267-0019,nzd0267-0020,nzd0267-0021,nzd0267-0022,satname
1999-08-21 21:46:56+00:00,349.73,271.59,279.64,250.98,244.56,258.43,279.96,303.21,298.54,291.65,289.58,282.67,278.68,304.39,301.90,284.71,293.58,,277.44,255.96,229.42,244.67,282.18,L7
1999-09-06 21:46:59+00:00,364.30,287.49,269.06,251.85,249.71,257.77,276.81,301.87,299.20,293.40,298.53,292.52,280.51,311.05,305.96,301.04,293.58,,284.82,258.51,230.82,244.27,280.49,L7
1999-09-22 21:47:00+00:00,349.93,286.66,266.25,251.27,253.29,255.50,269.49,299.76,296.42,292.21,295.26,288.83,279.36,308.46,302.78,296.67,289.70,293.45,280.03,255.40,228.05,243.56,277.46,L7
1999-10-24 21:46:56+00:00,341.38,285.20,263.35,251.02,251.88,254.30,268.00,297.98,294.75,290.24,293.95,287.48,277.00,304.79,300.56,293.13,289.02,291.41,278.12,253.85,227.46,241.83,274.94,L7
2000-01-12 21:46:54+00:00,338.59,286.33,265.28,250.37,247.89,253.73,268.88,298.82,296.04,292.18,293.03,287.44,278.99,302.78,299.70,293.69,292.19,296.75,278.41,255.11,228.53,244.75,278.00,L7
2000-02-13 21:46:48+00:00,335.56,282.79,264.72,246.76,243.02,249.55,265.32,295.63,293.04,288.86,287.61,282.20,275.67,296.99,293.67,288.53,287.82,289.72,274.68,249.25,224.40,241.01,274.90,L7
2000-04-01 21:46:34+00:00,323.34,277.84,263.69,242.25,236.47,246.34,264.21,292.56,290.70,286.34,280.60,274.29,270.53,286.04,283.60,280.07,285.67,286.91,269.76,241.81,221.36,239.83,273.42,L7
2000-05-19 21:46:07+00:00,324.02,277.52,263.00,235.56,234.32,244.78,265.25,294.85,291.97,286.91,278.64,271.62,270.92,284.54,281.82,278.73,285.32,286.10,269.64,241.00,223.52,242.31,276.00,L7
2000-08-07 21:45:08+00:00,317.26,273.68,262.63,229.56,234.89,245.76,264.34,293.97,290.55,284.05,277.73,267.70,266.20,282.84,279.49,275.85,282.09,282.84,269.19,238.48,220.77,237.13,270.65,L7
2000-10-26 21:44:22+00:00,309.41,277.51,261.70,229.99,233.10,247.01,265.49,293.62,292.40,286.86,282.32,270.55,269.76,287.85,286.86,280.78,287.52,290.24,274.85,244.40,226.26,238.88,269.39,L7
2001-04-04 21:44:06+00:00,329.24,275.48,261.52,245.80,232.02,246.93,262.43,287.96,292.62,284.05,279.10,270.11,267.43,287.52,284.83,282.98,292.55,306.73,268.64,243.94,221.89,231.90,264.75,L7
