dates,satname,nzd0267-0000,nzd0267-0001,nzd0267-0002,nzd0267-0003,nzd0267-0004,nzd0267-0005,nzd0267-0006,nzd0267-0007,nzd0267-0008,nzd0267-0009,nzd0267-0010,nzd0267-0011,nzd0267-0012,nzd0267-0013,nzd0267-0014,nzd0267-0015,nzd0267-0016,nzd0267-0017,nzd0267-0018,nzd0267-0019,nzd0267-0020,nzd0267-0021,nzd0267-0022
1999-08-21 21:46:56+00:00,L7,352.63,276.86,289.31,257.42,248.19,262.89,285.23,308.48,303.37,296.11,295.38,289.92,285.12,310.19,307.17,290.51,300.83,304.84,282.27,260.79,232.32,249.50,287.45
1999-09-06 21:46:59+00:00,L7,385.27,315.02,279.82,266.95,262.86,266.97,285.31,312.17,310.53,305.01,320.28,318.37,296.56,330.51,321.66,330.17,,360.25,302.88,271.73,238.62,254.54,290.44
1999-09-22 21:47:00+00:00,L7,326.50,294.66,278.29,261.87,267.07,259.10,264.47,305.19,299.70,297.96,299.31,294.71,288.83,313.88,306.06,298.52,299.07,308.59,279.26,258.01,227.82,250.98,281.05
1999-10-24 21:46:56+00:00,L7,319.93,288.46,268.63,259.62,252.93,257.16,271.19,300.27,296.72,290.79,298.45,293.91,279.26,302.19,301.56,290.92,298.17,301.38,279.41,256.19,229.88,243.64,275.01
2000-01-12 21:46:54+00:00,L7,320.92,279.03,251.33,233.33,223.79,241.47,260.59,290.34,290.38,289.97,276.34,271.05,272.49,281.71,284.40,282.93,285.43,288.84,268.75,249.32,226.31,245.59,278.43
2000-02-13 21:46:48+00:00,L7,319.03,262.51,257.26,225.58,216.91,226.49,244.96,277.13,275.72,270.07,257.69,252.50,255.99,265.27,260.98,259.94,266.87,264.64,253.66,217.60,202.35,219.96,256.83
2000-04-01 21:46:34+00:00,L7,334.99,284.10,282.51,283.63,254.15,262.57,282.81,305.20,302.47,296.84,292.91,283.43,277.72,297.99,290.18,289.49,295.96,297.09,279.74,246.63,228.41,252.66,286.12
2000-05-19 21:46:07+00:00,L7,317.34,277.52,248.21,227.77,237.69,242.73,265.74,299.82,292.99,284.90,280.04,270.02,269.04,285.60,284.82,274.97,283.52,282.99,270.08,244.14,233.22,244.72,275.68
2000-08-07 21:45:08+00:00,L7,299.48,273.86,268.52,227.77,233.05,254.02,267.11,296.98,294.03,287.18,283.88,269.34,266.05,286.10,285.25,282.60,286.52,291.78,276.30,248.57,220.88,234.19,267.23
2000-10-26 21:44:22+00:00,L7,,,,114.20,230.95,247.22,267.06,287.50,293.35,291.42,286.85,277.04,,,,,,,,243.67,226.58,240.89,268.72
2001-04-04 21:44:06+00:00,L7,335.94,287.66,283.85,260.69,246.34,262.95,277.07,307.68,309.57,292.98,292.54,289.67,282.32,300.92,297.01,296.38,309.30,325.87,279.81,261.88,227.80,240.58,280.06
2001-04-20 21:44:10+00:00,L7,335.32,292.32,284.21,257.97,251.33,260.35,276.20,304.69,306.54,294.82,289.92,293.93,281.90,309.21,297.22,296.52,302.44,304.31,278.87,250.30,219.88,234.81,273.51
2001-05-22 21:43:54+00:00,L7,323.80,289.46,275.49,240.99,241.56,256.03,263.31,291.08,303.93,289.65,283.49,274.28,281.02,290.62,295.50,288.73,293.34,293.40,270.34,254.76,228.15,240.35,273.13
2001-07-25 21:43:18+00:00,L7,299.67,252.20,217.20,225.54,228.82,228.81,246.83,274.92,269.99,268.83,266.97,254.07,257.18,280.95,279.04,274.28,272.36,273.51,261.32,234.53,219.63,231.52,253.87
2001-08-10 21:43:00+00:00,L7,319.76,271.80,237.32,233.83,233.58,246.09,256.53,282.96,274.17,269.71,272.89,263.57,255.30,280.30,280.42,272.78,276.15,273.78,268.22,238.57,213.89,223.97,253.96
2001-09-11 21:42:38+00:00,L7,314.29,285.47,274.77,248.47,235.36,250.81,278.58,287.95,279.28,289.08,282.76,269.58,261.98,288.44,285.10,283.57,285.76,291.84,272.63,252.51,215.87,237.36,273.36
2001-10-13 21:42:15+00:00,L7,349.32,288.38,280.98,265.12,248.11,252.42,288.87,297.92,291.83,300.10,289.68,284.73,275.98,296.68,293.66,294.22,297.83,313.61,282.16,261.51,229.88,250.21,280.00
2001-10-29 21:42:21+00:00,L7,332.58,290.25,276.53,225.57,236.19,253.73,275.82,286.92,287.35,297.13,297.30,288.96,276.32,299.97,295.07,289.40,295.04,295.43,272.79,254.33,230.09,241.00,277.27
2002-01-17 21:42:52+00:00,L7,320.78,280.58,265.31,188.75,223.46,257.04,265.02,282.16,296.03,287.33,280.45,269.23,261.85,284.33,284.05,277.30,281.35,280.34,267.74,250.82,226.69,236.62,271.30
2002-02-02 21:42:54+00:00,L7,,,,,,,,265.79,250.65,237.51,239.46,229.28,228.88,268.99,261.20,263.56,262.87,265.57,255.73,229.82,210.14,219.04,241.38
2002-02-18 21:42:54+00:00,L7,319.54,283.44,240.95,200.54,223.88,244.02,256.22,275.61,272.20,273.49,271.02,257.96,248.21,282.37,282.50,274.87,271.82,279.16,265.88,236.66,216.45,234.32,272.65
2002-03-22 21:42:52+00:00,L7,321.16,290.13,271.65,242.53,242.62,255.22,274.07,288.48,285.35,281.49,281.88,,,287.57,290.25,282.25,285.68,289.89,271.47,249.72,224.92,231.65,264.31
2002-09-14 21:41:55+00:00,L7,325.38,281.39,244.10,234.62,252.69,263.78,274.12,275.45,275.69,286.44,284.22,275.37,266.18,290.07,287.23,284.26,284.43,295.92,274.95,257.46,235.58,242.76,265.68
2002-09-30 21:41:47+00:00,L7,325.29,282.33,243.78,239.71,253.28,263.61,277.07,277.96,269.99,282.25,283.70,276.06,263.98,285.76,285.09,282.93,284.70,294.03,276.19,251.65,226.70,239.02,266.13
