dates,sar1384-0000,sar1384-0001,sar1384-0002,sar1384-0003,satname
1984-09-27 09:36:39+00:00,203.44,,276.59,,L5
1985-05-25 09:36:39+00:00,211.85,,299.07,138.84,L5
1985-07-28 09:36:22+00:00,,,299.22,122.75,L5
1985-08-29 09:36:02+00:00,,,,162.33,L5
1985-12-03 09:34:43+00:00,,275.9,267.76,169.84,L5
1986-01-04 09:34:08+00:00,203.91,,,,L5
1986-11-04 09:25:25+00:00,264.57,299.11,259.34,,L5
1987-03-28 09:28:52+00:00,236.03,,,,L5
1987-05-15 09:30:21+00:00,278.51,,259.3,149.76,L5
1988-06-02 09:37:02+00:00,289.03,,252.26,248.21,L5
1988-10-08 09:37:09+00:00,324.03,294.35,211.1,225.01,L5
1989-03-01 09:36:18+00:00,324.18,,219.92,,L5
1989-12-14 09:30:02+00:00,310.54,,243.19,,L5
1990-01-15 09:28:57+00:00,,,247.98,225.59,L5
1990-08-27 09:26:25+00:00,,252.26,,211.52,L5
1991-01-02 09:26:25+00:00,298.43,250.1,,,L5
1992-03-09 09:30:43+00:00,279.81,,,,L5
1992-05-28 09:30:06+00:00,211.37,263.34,214.69,199.44,L5
1992-06-13 09:29:55+00:00,192.71,240.59,226.94,187.68,L5
1992-06-29 09:29:44+00:00,204.69,249.25,220.4,192.52,L5
1992-07-31 09:29:20+00:00,197.73,250.0,223.2,194.32,L5
1992-09-17 09:28:36+00:00,203.78,262.93,223.87,193.66,L5
1992-11-04 09:27:46+00:00,195.04,263.85,221.15,185.03,L5
1993-03-12 09:28:42+00:00,193.54,245.73,229.45,192.8,L5
1993-05-31 09:29:04+00:00,196.62,248.77,222.82,197.46,L5
1993-06-16 09:29:02+00:00,198.27,248.8,226.66,201.03,L5
1993-07-18 09:28:56+00:00,199.12,247.55,229.89,197.11,L5
1993-08-03 09:28:56+00:00,192.78,243.91,,194.68,L5
1993-08-19 09:28:55+00:00,200.4,268.43,221.07,194.71,L5
1993-10-06 09:28:47+00:00,196.67,243.46,235.19,201.01,L5
1993-11-07 09:28:34+00:00,195.11,249.44,214.11,191.12,L5
1994-02-27 09:27:23+00:00,202.62,251.56,227.27,191.97,L5
1994-03-31 09:26:54+00:00,197.34,247.6,230.08,194.6,L5
1994-08-22 09:23:41+00:00,193.41,239.58,,193.04,L5
1994-09-07 09:23:17+00:00,196.66,248.48,226.77,195.17,L5
1995-01-29 09:18:34+00:00,188.85,248.59,231.09,185.97,L5
1995-04-19 09:15:18+00:00,202.23,249.96,223.71,194.75,L5
1995-05-05 09:14:35+00:00,211.11,249.68,230.83,203.27,L5
