dates,satname,sar1384-0000,sar1384-0001,sar1384-0002,sar1384-0003
1984-08-26 09:36:33+00:00,L5,325.59,254.80,222.78,168.87
1984-09-11 09:36:38+00:00,L5,,,,
1984-09-27 09:36:39+00:00,L5,203.44,173.48,276.59,211.40
1985-04-23 09:36:47+00:00,L5,,,,
1985-05-25 09:36:39+00:00,L5,211.85,301.07,299.07,138.84
1985-06-26 09:36:35+00:00,L5,,,,
1985-07-28 09:36:22+00:00,L5,324.97,123.67,299.22,122.75
1985-08-13 09:36:12+00:00,L5,324.12,,129.99,295.83
1985-08-29 09:36:02+00:00,L5,310.66,198.11,216.70,162.33
1985-12-03 09:34:43+00:00,L5,259.89,275.90,267.76,169.84
1986-01-04 09:34:08+00:00,L5,203.91,,132.70,325.92
1986-04-10 09:32:04+00:00,L5,,,,
1986-05-12 09:31:17+00:00,L5,,,,
1986-06-29 09:29:50+00:00,L5,,,,
1986-07-15 09:29:17+00:00,L5,,,,
1986-07-31 09:28:43+00:00,L5,,,,
1986-09-17 09:27:01+00:00,L5,,,,
1986-11-04 09:25:25+00:00,L5,264.57,299.11,259.34,81.56
1987-03-28 09:28:52+00:00,L5,236.03,186.26,299.44,216.13
1987-05-15 09:30:21+00:00,L5,278.51,251.40,259.30,149.76
1987-06-16 09:31:07+00:00,L5,,,,
1987-07-02 09:31:27+00:00,L5,,,,
1987-07-18 09:31:44+00:00,L5,,,,
1987-08-03 09:32:13+00:00,L5,,,,
1987-08-19 09:32:41+00:00,L5,,,,
1987-09-04 09:33:07+00:00,L5,,,,
1987-09-20 09:33:30+00:00,L5,,,,
1987-11-07 09:34:26+00:00,L5,,,,
1987-12-25 09:35:13+00:00,L5,,,,
1988-02-11 09:36:05+00:00,L5,,,,
1988-04-15 09:36:38+00:00,L5,,,,
1988-05-17 09:36:55+00:00,L5,,,,
1988-06-02 09:37:02+00:00,L5,289.03,148.56,252.26,248.21
1988-07-04 09:37:12+00:00,L5,,,,
1988-07-20 09:37:15+00:00,L5,,,,
1988-08-05 09:37:16+00:00,L5,,,,
1988-08-21 09:37:17+00:00,L5,,,,
1988-09-22 09:37:13+00:00,L5,,,,
1988-10-08 09:37:09+00:00,L5,324.03,294.35,211.10,225.01
1988-12-11 09:36:57+00:00,L5,,,,
1988-12-27 09:36:51+00:00,L5,,,,
1989-01-12 09:36:44+00:00,L5,,,,
1989-01-28 09:36:31+00:00,L5,,,,
1989-03-01 09:36:18+00:00,L5,324.18,164.62,219.92,277.86
1989-03-17 09:35:40+00:00,L5,,,,
1989-04-02 09:35:35+00:00,L5,,,,
1989-04-18 09:35:31+00:00,L5,,,,
1989-05-20 09:34:56+00:00,L5,,,,
1989-06-21 09:34:19+00:00,L5,,,,
1989-07-23 09:33:45+00:00,L5,,,,
1989-08-24 09:33:03+00:00,L5,,,,
1989-09-25 09:32:16+00:00,L5,,,,
1989-10-27 09:31:15+00:00,L5,,,,
1989-11-28 09:30:28+00:00,L5,,,,
1989-12-14 09:30:02+00:00,L5,310.54,171.56,243.19,330.22
1990-01-15 09:28:57+00:00,L5,265.22,91.02,247.98,225.59
1990-03-04 09:27:26+00:00,L5,,,,
1990-04-21 09:26:46+00:00,L5,,,,
1990-06-08 09:26:43+00:00,L5,204.59,156.06,148.64,330.90
1990-06-24 09:26:42+00:00,L5,,,,
1990-07-10 09:26:40+00:00,L5,,,,
1990-08-27 09:26:25+00:00,L5,188.15,252.26,188.74,211.52
1990-09-12 09:26:23+00:00,L5,,,,
1990-10-14 09:26:08+00:00,L5,,,,
1990-10-30 09:25:59+00:00,L5,,,,
1991-01-02 09:26:25+00:00,L5,298.43,250.10,65.28,45.66
1991-01-18 09:26:53+00:00,L5,,,,
1991-04-08 09:28:18+00:00,L5,,,,
1991-04-24 09:28:34+00:00,L5,,,,
1991-05-26 09:29:10+00:00,L5,,,,
1991-06-27 09:29:37+00:00,L5,,,,
1991-07-13 09:29:45+00:00,L5,,,,
1991-07-29 09:30:00+00:00,L5,,,,
1991-08-14 09:30:03+00:00,L5,,,,
1991-08-30 09:30:13+00:00,L5,,,,
1991-09-15 09:30:26+00:00,L5,,,,
1991-10-01 09:30:30+00:00,L5,,,,
1991-10-17 09:30:42+00:00,L5,,,,
1991-11-02 09:30:40+00:00,L5,,,,
1992-01-05 09:30:47+00:00,L5,,,,
1992-02-22 09:30:41+00:00,L5,,,,
1992-03-09 09:30:43+00:00,L5,279.81,,91.38,277.52
1992-05-28 09:30:06+00:00,L5,211.37,263.34,214.69,199.44
1992-06-13 09:29:55+00:00,L5,192.71,240.59,226.94,187.68
1992-06-29 09:29:44+00:00,L5,204.69,249.25,220.40,192.52
1992-07-31 09:29:20+00:00,L5,197.73,250.00,223.20,194.32
1992-09-01 09:28:50+00:00,L5,,,,
1992-09-17 09:28:36+00:00,L5,203.78,262.93,223.87,193.66
1992-11-04 09:27:46+00:00,L5,195.04,263.85,221.15,185.03
1992-12-06 09:27:46+00:00,L5,,,,
1993-03-12 09:28:42+00:00,L5,193.54,245.73,229.45,192.80
1993-05-31 09:29:04+00:00,L5,196.62,248.77,222.82,197.46
1993-06-16 09:29:02+00:00,L5,198.27,248.80,226.66,201.03
1993-07-18 09:28:56+00:00,L5,199.12,247.55,229.89,197.11
1993-08-03 09:28:56+00:00,L5,192.78,243.91,299.12,194.68
1993-08-19 09:28:55+00:00,L5,200.40,268.43,221.07,194.71
1993-10-06 09:28:47+00:00,L5,196.67,243.46,235.19,201.01
1993-11-07 09:28:34+00:00,L5,195.11,249.44,214.11,191.12
1994-02-27 09:27:23+00:00,L5,202.62,251.56,227.27,191.97
1994-03-31 09:26:54+00:00,L5,197.34,247.60,230.08,194.60
1994-08-22 09:23:41+00:00,L5,193.41,239.58,299.20,193.04
1994-09-07 09:23:17+00:00,L5,196.66,248.48,226.77,195.17
1994-09-23 09:22:51+00:00,L5,,,,
1995-01-13 09:19:10+00:00,L5,,,,
1995-01-29 09:18:34+00:00,L5,188.85,248.59,231.09,185.97
1995-04-19 09:15:18+00:00,L5,202.23,249.96,223.71,194.75
1995-05-05 09:14:35+00:00,L5,211.11,249.68,230.83,203.27
1995-07-08 09:11:41+00:00,L5,195.36,248.41,225.03,191.55
1995-07-24 09:10:56+00:00,L5,197.17,247.65,226.19,193.92
1995-08-09 09:10:13+00:00,L5,191.42,247.86,213.89,193.34
1995-08-25 09:09:29+00:00,L5,183.41,248.80,208.92,186.26
1995-09-10 09:08:43+00:00,L5,195.77,246.52,227.72,191.63
1996-05-23 09:18:04+00:00,L5,196.45,248.16,299.14,193.59
1996-07-10 09:20:39+00:00,L5,197.48,251.54,211.45,191.13
1996-07-26 09:21:31+00:00,L5,196.00,246.12,223.96,191.62
1996-08-11 09:22:21+00:00,L5,199.90,247.67,227.57,194.16
1996-11-15 09:27:20+00:00,L5,189.05,240.88,222.10,191.48
1996-12-17 09:28:51+00:00,L5,190.76,239.58,229.70,186.55
1997-04-08 09:33:36+00:00,L5,195.53,242.48,224.53,188.30
1997-05-10 09:34:43+00:00,L5,207.12,262.85,215.84,205.22
