,dates,aus0134-0000,aus0134-0001,aus0134-0002,aus0134-0003,aus0134-0004,aus0134-0005,aus0134-0006,aus0134-0007,aus0134-0008,aus0134-0009,aus0134-0010,aus0134-0011,aus0134-0012,aus0134-0013,aus0134-0014,aus0134-0015,aus0134-0016,aus0134-0017,aus0134-0018,aus0134-0019,aus0134-0020,aus0134-0021,aus0134-0022,aus0134-0023,aus0134-0024,aus0134-0025,aus0134-0026,aus0134-0027,aus0134-0028,aus0134-0029,aus0134-0030,aus0134-0031,aus0134-0032,aus0134-0033,aus0134-0034,aus0134-0035,aus0134-0036,aus0134-0037,aus0134-0038,aus0134-0039,aus0134-0040,aus0134-0041,aus0134-0042,aus0134-0043,aus0134-0044,aus0134-0045,aus0134-0046,aus0134-0047,aus0134-0048,aus0134-0049,aus0134-0050,aus0134-0051,aus0134-0052,aus0134-0053,aus0134-0054,aus0134-0055,aus0134-0056,aus0134-0057,aus0134-0058,aus0134-0059,aus0134-0060,aus0134-0061,aus0134-0062,aus0134-0063
0,1987-05-22 23:07:20+00:00,,188.3444564977488,198.60981708376193,215.48143450805253,205.1282209663906,207.19925794541217,197.24934108337845,211.20859228486,218.44065591977153,204.13669786326554,208.55782310909927,205.5062974289749,211.62449236685626,192.65534103175196,186.02243536108756,184.64407521443883,211.43314740268812,200.72162277467407,191.96159479847444,214.57362551659,218.04199235464384,220.68851208154197,198.8575522921663,206.3605146338691,198.26158684991185,204.31794019964917,198.6991709193323,202.75171642120006,220.23863065107045,220.06875597950363,229.84041419062186,232.03665583918826,231.09055593747092,217.6853010155934,217.67588043686158,220.46227309264813,216.14443560890845,222.43293522584108,227.849763661687,233.5195927581751,215.2567950703889,206.60229835761402,207.22777482302303,219.78019713275057,207.61968353994484,213.58370031674693,218.49698814933535,221.56233935444808,214.4086707225581,213.86324275800104,229.23287255971536,238.93510775006507,224.97519456398166,218.6470994986305,209.85769917503256,212.33730295199388,209.94480170224895,215.87631703341407,220.6233779724859,214.96341594179444,206.09517135422288,203.56790625745623,198.07939772921972,213.75768088831143
1,1987-09-11 23:10:05+00:00,242.97407070298647,191.2809860311641,198.31197901269246,199.41065143969053,212.48575894938062,215.76520203764755,205.38965201722607,211.71957325840458,209.05716686804703,197.3809977130353,211.4959566401321,192.43754043543183,204.01616988984148,192.6460446485247,192.5568061942308,192.89262373583864,203.2648037568193,193.86979595708453,193.09027331335903,205.5362298851618,201.1568039763629,213.307023700254,199.67478191144505,217.82347457482018,202.0923062471173,193.24098871176366,195.53502977883284,197.22155989855327,219.738776328124,213.00085283379394,219.00569194422286,220.67686174607462,223.70823649285808,215.66525004108416,223.83316068220165,212.49157350882427,209.5341583723535,213.16955259745367,217.75612642650566,214.7989463450177,213.46195507489983,207.50181438855856,206.93753617169122,203.8386271443008,211.3216810442172,213.83824444670825,205.6079051581219,206.57660606908337,213.77441522575165,209.74803566770518,217.19619339367705,216.78929892555894,218.17464104357572,215.0807518975608,210.38250360389188,209.4585913454392,210.62896647903432,210.54966489120636,211.59059621388207,213.34440457424802,203.76100342230893,189.3670722578172,190.02029006581273,206.60985179618734
2,1987-09-27 23:10:27+00:00,275.8389875542548,213.96519090674002,212.3372166890108,230.42393955010775,249.7915563727972,249.92539315832974,236.83702814907846,234.7205648895628,227.08167412138346,215.6351605976469,226.11127628748517,202.88943380462928,208.90405439334546,200.77752193280566,206.75473771556554,208.00837832117296,216.18423194662574,211.08193866708632,204.92501833346725,217.28485441671933,213.54443178778794,232.27013179611288,221.770201554473,221.8732451549075,213.91984953672562,214.69307176981255,204.22977338241535,210.49340662873777,221.20652745000922,219.04473544046888,226.27653665723494,229.67202436122997,232.04197751798478,227.60629157913243,227.87080206171743,227.03549710898102,217.80550399982667,219.3827810848817,223.8951230523135,218.40004717102886,216.03709878703944,224.19115395872439,216.50314218407044,216.92048880218357,220.67082724651362,222.5722466263968,217.21389106636025,220.0352524270155,218.30823627748228,215.9159284562835,224.7671884971142,230.8788520905598,223.1639754390308,223.22842179413806,216.5746380213769,220.44647131833054,217.22316784385472,219.31251046235107,220.76148535550797,223.25515597098135,214.097243245805,210.21297057387585,210.32720128890608,212.57714670484387
3,1987-10-06 23:04:27+00:00,274.36234564194154,201.87684072263474,210.37002120033083,218.97330315673454,234.9529112631419,228.69822297006564,214.22266495692213,218.13805974249595,208.9385879875851,200.61879733002496,209.80856639495522,188.44907652956675,202.7991291955461,195.5162615257775,195.58657695191567,191.71736911721712,191.1569108399416,192.88516818723912,191.76443129746332,198.12118112700927,196.62240535846468,207.17755340099433,197.77123026532468,205.4634938862577,197.89601969414053,198.38552215430252,192.52402055697593,207.9756045543803,212.75579616485663,212.81909808397887,221.9172920178876,225.59918958970553,224.0240380793192,216.37756902658197,212.90002849362048,209.7287761271338,203.8810258985867,219.2720042530105,210.77835132092287,212.5590793651001,215.924601585341,210.23519881418355,202.73588492434658,202.13186867715984,207.36886947627912,202.08592597657415,200.85473692656933,203.10895026936495,198.01187898481422,198.66188199223376,220.2761523316975,217.9033286322607,213.75986383661598,207.6985983560148,208.6319804091321,201.82183396078264,202.73753368170765,203.52109311358427,204.1870998213107,203.97397127045815,200.21870231323442,189.99257325850783,189.07607047853156,198.3448330307409
4,1987-10-22 23:04:43+00:00,253.03300584368068,196.9280102449636,199.7780286875102,209.64999655338968,222.0369592400456,226.51662903381177,204.6666800655136,209.1299194803335,209.44039081985824,197.91397987042205,205.0145370463557,190.31182872280417,201.38882693289338,192.19762748709246,190.37258566472082,181.6963802672843,187.11020556108394,190.12883651240145,189.24553992419084,200.68410157138638,189.47072709746158,203.3781241364332,193.27040649925527,197.6708803663325,188.43105543602206,192.2788439625377,189.29998612069193,196.76521497349125,207.70362609028,206.722972194075,208.2127732184562,221.44689903212753,211.1970475865827,204.52939610923818,202.82164903078262,210.33347888217662,203.52413265307516,215.71155811860487,211.97016699112365,208.12571520218646,207.70065455851807,204.04874212940632,192.6997399132305,195.69188959091912,198.2852559289347,199.25803833170238,198.83324379513925,201.23187533247773,192.85720222217248,194.99030664966392,209.92961669000744,210.3524437433689,199.4687974617625,199.08942955874426,197.539029629438,196.3586264579722,196.83185483713686,202.06809596291413,202.7796731411678,193.4679712630961,188.00230100081762,182.857325258166,175.3951457389112,183.03383669142312
5,1987-10-29 23:10:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1987-11-14 23:11:23+00:00,,234.6515417712692,,232.97706154848555,235.5582962289708,228.8894491439572,212.7702786156483,219.11430565423208,223.34285187350488,215.44507245601181,222.85653687612978,196.4755368295165,214.1880491311893,197.26745830437412,193.5884382030278,186.41964678095857,196.91692649064515,195.5428336026194,201.24531592436063,209.32425337648672,203.36098492788906,214.37767653279462,207.14298229180747,207.84202228512194,197.94633273536212,204.97015495560197,198.99597849984005,204.95171879251475,212.89496452749881,214.6165320657959,223.324624949169,224.89705504452076,218.62900666064792,207.62969263250133,208.0677482147631,215.58852802769354,214.64818154148233,219.38089691633354,218.4762498707683,217.9948700946893,216.3306771904529,210.6985742486838,204.38257398044948,207.44262370463207,210.64975291941278,217.93462070391016,209.87050408503643,210.8491664636919,212.2717740197215,215.5146979162819,225.00754280070484,223.5263806314318,220.25171692735162,209.91931796517005,211.7782346317525,211.5814279204157,215.18790025748493,220.5414653255602,226.14479262261037,219.9067619817989,217.65584336513092,207.76969231791355,209.56148730079963,208.20704594329322
7,1987-12-16 23:11:53+00:00,,245.0123249154908,,254.96054845869605,255.42071150039763,259.0313361976242,250.5171597000892,,247.90703083050533,233.42851305591242,239.79666743866915,223.9356747227871,235.26529751123894,225.90910365300954,221.35053191835664,209.6662913695933,219.39509020639738,220.33907128672593,216.52368757651385,220.45802319868773,216.68176891335384,231.0430527487777,220.0660206968456,225.9607622513454,209.8972567957477,218.34622978454288,219.44337765397725,220.3741889368289,227.0175003837729,215.50284320739152,225.45220810239408,225.46358669177118,230.55796258923658,,,,231.42390736518678,236.86955555802575,225.83532458060247,223.91598986089306,222.60963828269283,220.23083393865758,206.42162296942104,216.43018469597067,215.9941190924747,222.4668256110725,212.56646481206616,215.0517576702615,208.37279610827093,216.28427759667713,220.76640975151503,223.0346759240269,217.09855871919888,216.92535947434297,211.6927227766857,217.31962602221057,220.52556655304411,227.6387631418849,233.81443072289883,228.16587530240852,219.01786594538964,211.84589570337363,212.82666149573143,214.74046941317502
8,1988-02-18 23:12:59+00:00,261.1038008953802,193.25820850145948,198.3873758397006,204.9339474554539,207.0968144530966,200.66391998676272,196.59747542287346,202.71084783002397,199.33528182727102,189.8062103940645,201.61270072768087,176.20433848187122,191.82119289351476,187.61654148118578,178.48850538064414,171.594653335817,180.86135146154913,175.18205069866997,176.9733244610831,187.81672475814082,184.4410032254669,195.74307913516498,185.77308245014603,195.51472809368022,183.8602513247343,182.58714236049167,185.35151237958615,185.43665072376686,197.86627151116565,192.28758106276356,204.14920797261902,205.68971542531045,207.96919764129055,199.55942204805308,199.78011117495998,193.47147397426255,197.9878048280228,196.20395404717246,201.61708902426517,200.1890910303119,202.37211218451944,195.24532341832014,186.24168524709762,193.42589568102156,195.93123346435206,193.31710495682296,197.05938633400515,189.12759216121088,192.20096582040708,192.17689003988232,207.29114857493255,207.91066545307706,199.5565169878983,199.4377712391302,192.6756207101287,190.95394335859754,190.15006996625027,191.50169953775458,189.78038268525236,187.1240571032487,178.11882171072835,166.34901908785736,163.78180146356192,179.57770696181618
9,1988-04-15 23:07:14+00:00,240.29057221034793,184.19762972109743,180.3737162145485,190.1861668081788,198.75115608583545,207.7878546298091,204.59232327812376,208.71026188170936,199.84701232474805,181.9294123567086,195.23963867294609,179.02323035562455,194.1613036055009,194.62128815412245,184.00371504927716,167.52926356843182,165.47107587456838,169.78704653038795,175.8288037834846,189.7068421185187,195.67720363145048,210.85795812645617,186.57976875924928,181.54245191274185,171.5943944736467,185.05442792639946,188.0340606446535,193.29077207443123,208.63144149929926,200.67551900797235,205.95248336027285,207.13096197119467,212.9070858404097,207.16517721685102,206.785429344654,205.80600481104517,201.54623070735653,211.16579907624052,203.56602448365285,198.33639427856144,194.07558912174727,192.498034624552,186.327740075819,196.57198688457044,207.0281433324166,206.3481521017318,201.9483032761912,201.64159448012944,196.50792594791395,196.79861132744756,205.80761026285825,203.44569073553063,200.73498808370223,207.558788340049,195.40450500605468,201.51026599846347,199.68093074305935,202.82636087989331,198.00457935421525,191.5630490684754,184.39734571245293,171.53127200348484,169.62315951154164,191.63085882111457
