,dates,nzd0050-0000,nzd0050-0001,nzd0050-0002
0,1999-08-17 22:10:26+00:00,176.8599583560426,177.5447812279925,240.28820165434345
1,1999-08-26 22:04:21+00:00,181.17609461712985,175.32065681769802,246.5751184439566
2,1999-09-27 22:04:25+00:00,184.87415746399168,181.27862177063918,250.01322482732726
3,1999-10-04 22:10:38+00:00,,,246.04960178483475
4,1999-11-14 22:04:18+00:00,178.7100452239174,184.9849144260694,243.00853469022854
5,2000-01-01 22:04:13+00:00,178.63622032859791,174.3733887342237,235.78809617934965
6,2000-02-09 22:10:19+00:00,183.32197756456733,182.40542634715794,243.9567149303457
7,2000-04-13 22:09:54+00:00,180.37550928807232,172.9236038418679,239.3835796514111
8,2000-04-29 22:09:53+00:00,180.17842555822713,181.1505403778339,238.01526893528904
9,2000-05-15 22:09:42+00:00,,,231.37847377779568
10,2000-05-24 22:03:22+00:00,184.64973810210108,189.8959199883065,246.11592959799017
11,2000-08-03 22:08:44+00:00,177.56446535537907,179.26193983888206,245.73401244727364
12,2000-08-12 22:02:30+00:00,181.16844384752338,186.0492515012429,243.60233206907813
13,2000-08-19 22:08:38+00:00,175.9643059894435,177.17537848692106,241.52057412796188
14,2000-09-04 22:08:22+00:00,169.33896439888102,171.9437276930533,229.19108837349316
15,2000-09-13 22:02:02+00:00,,,243.73378304390738
16,2000-11-07 22:07:53+00:00,169.98479740247168,134.36182609335341,
17,2001-01-03 22:01:48+00:00,178.48061536754315,180.08489208292806,245.09326118071405
18,2001-01-26 22:08:07+00:00,185.41252339543675,185.13656471208222,247.53327615686996
19,2001-02-27 22:07:54+00:00,,167.92684583465754,
20,2001-03-08 22:01:45+00:00,170.13946832243133,172.19562791851234,222.81654877393277
21,2001-03-24 22:01:35+00:00,175.14393820475664,173.9199387258164,244.14164313076898
22,2001-06-03 22:07:16+00:00,179.79360063130295,179.02044131941057,246.44238085261486
23,2001-06-19 22:07:05+00:00,179.18146285248292,177.2208482906809,245.1435505488078
24,2001-08-15 22:00:14+00:00,186.09814587529456,181.79718686257232,241.791840242474
25,2001-08-31 22:00:05+00:00,177.40987261337625,174.66250428653788,237.66295842474483
26,2001-09-07 22:06:11+00:00,,,
27,2001-11-19 21:59:56+00:00,179.75528833017688,175.6320135539951,242.92492813301035
28,2001-12-05 21:59:55+00:00,169.74977187761925,170.00618200498837,231.6387582176025
29,2001-12-12 22:06:14+00:00,,,220.06142578654993
30,2001-12-21 22:00:05+00:00,177.59328769331566,173.11267466103632,244.3589318847523
31,2001-12-28 22:06:14+00:00,175.68305620483045,176.27567810647483,244.82023101327778
32,2002-01-22 22:00:16+00:00,179.33120817662765,179.2761347029592,247.3916032035253
33,2002-01-29 22:06:21+00:00,160.93965573030025,165.17055384058835,224.07663948779407
34,2002-02-23 22:00:19+00:00,178.93432279869677,182.04949512420066,
35,2002-03-18 22:06:22+00:00,,,
36,2002-03-27 22:00:13+00:00,173.34641913496446,169.99744241791348,235.0384087837551
37,2002-06-15 21:59:55+00:00,172.800180978013,146.98064987138832,
38,2002-07-01 21:59:51+00:00,175.00470999799938,177.48631913686756,242.92590161719892
39,2002-07-08 22:06:00+00:00,183.20704551237847,185.04407435597392,253.81823599302183
40,2002-07-17 21:59:44+00:00,179.12167080873147,177.28532827521767,248.01406082066603
41,2002-08-09 22:05:46+00:00,170.80659912884317,174.63614041115042,244.3265891464964
42,2002-08-25 22:05:36+00:00,186.31779682366613,180.21460226400143,242.434623803154
43,2002-09-19 21:59:11+00:00,173.63385686727563,172.93086181935763,240.83360310485597
44,2002-10-12 22:05:14+00:00,182.42321753509756,179.40727900735442,248.52838416698722
45,2002-10-28 22:05:22+00:00,185.77681853376794,183.61163941594063,249.8773314787351
46,2002-11-22 21:59:33+00:00,182.85491769118758,186.0408132333736,252.89587298055335
47,2003-01-09 21:59:45+00:00,180.64828969220954,179.42356732713228,239.8832377655041
48,2003-02-01 22:06:10+00:00,168.49617008554833,169.19822861606218,224.09126658091316
49,2003-03-30 22:00:07+00:00,169.05520072247685,171.0393468528351,225.34966721490568
50,2003-04-06 22:06:21+00:00,173.89037225667596,179.5006531900282,239.96826004834963
51,2003-04-22 22:06:19+00:00,184.3066466210986,183.22269525699716,243.92290335696367
52,2003-05-08 22:06:20+00:00,175.49821882224714,175.42601227365384,235.95423141834743
53,2003-05-24 22:06:17+00:00,175.30193658075478,172.39236929663076,236.36104621066835
54,2003-07-28 21:48:04+00:00,,,
55,2003-08-29 21:48:38+00:00,181.33463654110113,182.66162717053646,242.36859963123544
56,2003-10-23 21:55:36+00:00,168.84185447022207,,
57,2003-10-24 21:59:46+00:00,,,
58,2003-10-31 22:06:00+00:00,,,
59,2003-11-09 21:59:54+00:00,182.39068402157596,183.0930274457936,251.16646190527584
60,2003-11-16 22:06:11+00:00,,,
61,2003-12-18 22:06:24+00:00,,,233.44516769040396
62,2003-12-19 21:50:03+00:00,182.65511943405164,183.6592086227928,257.2973979324408
63,2003-12-26 21:56:18+00:00,,,
64,2004-01-19 22:06:35+00:00,,,
65,2004-02-28 21:56:35+00:00,,,
66,2004-03-07 22:06:48+00:00,170.56442394728194,174.56263518987674,227.71052818938128
67,2004-03-23 22:06:52+00:00,179.20579348205447,183.4987304375676,247.7503444512999
68,2004-04-01 22:00:40+00:00,179.07291199046614,181.67393440861048,243.74469469574814
69,2004-04-08 22:06:49+00:00,,,
70,2004-04-16 21:57:19+00:00,184.60780722089723,179.77274881482603,
71,2004-04-17 22:00:33+00:00,,,
72,2004-05-03 22:00:35+00:00,181.9423702195225,179.36342330688328,240.97341498694135
73,2004-05-18 21:58:14+00:00,178.95093438246644,174.7565134377078,243.90379784783843
74,2004-05-26 22:06:45+00:00,183.8058265535068,,
75,2004-06-11 22:06:38+00:00,181.89171779946196,181.99302626666903,253.4217234220902
76,2004-06-12 21:52:47+00:00,175.85252516640125,178.22540876057994,230.14394683180376
77,2004-06-20 22:00:26+00:00,173.74404201005405,173.09238517996283,234.5716502800592
78,2004-07-21 22:00:04+00:00,180.6992235689625,178.64833919638724,243.49839530717952
79,2004-07-22 22:00:20+00:00,186.93898410800065,,
80,2004-07-30 21:54:04+00:00,184.95204712632722,182.05015599452878,251.34673866834444
81,2004-08-07 22:00:13+00:00,179.5795990588718,179.40318205335643,242.78979820149806
82,2004-08-15 21:54:25+00:00,,,233.68863048792988
83,2004-08-30 22:06:20+00:00,,,
84,2004-09-16 21:55:17+00:00,186.34438145978635,184.00966788293073,249.9193823750799
85,2004-10-10 21:59:56+00:00,,,
86,2004-10-18 21:55:59+00:00,191.91734743425576,194.62195180376804,233.26519385173887
87,2004-11-19 21:56:31+00:00,172.38718550559275,175.0511994714319,234.71466637040214
88,2004-12-13 22:00:36+00:00,,,
89,2005-01-13 22:03:41+00:00,183.672003650311,180.2252017407131,238.73758495501718
90,2005-01-14 22:00:49+00:00,,,
91,2005-01-21 22:06:59+00:00,168.80934598437165,169.26610718972472,233.54587841059475
92,2005-02-06 22:07:07+00:00,158.36777940456383,160.02653801348546,219.27076595372404
93,2005-02-14 22:04:09+00:00,172.74519308342724,170.8307500714681,233.34121855144184
94,2005-02-15 22:01:01+00:00,179.76458466488137,186.17256970983186,247.6842448196118
95,2005-02-22 22:07:14+00:00,159.0355893824406,158.62771917220138,221.12694023683832
96,2005-02-23 21:58:07+00:00,177.4078695272018,180.78081893754185,243.94200128846506
97,2005-03-02 22:04:24+00:00,169.78094208931066,167.49193441110967,234.99671403667355
98,2005-03-03 22:01:06+00:00,181.50715662596292,180.43307123015924,243.12178055538686
99,2005-03-18 22:04:34+00:00,,,
100,2005-03-19 22:01:06+00:00,179.74220549704003,177.78583905776614,243.19682481721532
101,2005-03-27 21:58:27+00:00,182.98195177727376,187.5061880370434,247.73244616300138
102,2005-04-03 22:04:40+00:00,186.14413476846573,184.42901441284235,251.08460275260524
103,2005-04-11 22:07:11+00:00,153.20724194434962,157.83690044208473,226.69692098436204
104,2005-04-12 21:58:31+00:00,176.84699590665096,177.80688633830783,243.71353670473363
105,2005-05-06 22:01:01+00:00,168.6977563494276,172.30107073704713,236.63909425018855
106,2005-05-22 22:01:00+00:00,,,
107,2005-05-29 22:07:09+00:00,,,
108,2005-05-30 21:58:51+00:00,176.64621101114918,175.03614112748497,221.84994829179882
109,2005-06-06 22:05:05+00:00,177.1399509297866,194.3424809737316,231.47098585810414
110,2005-06-14 22:07:02+00:00,169.2839274611072,165.47310802505552,230.64014150888005
111,2005-06-30 22:06:59+00:00,,,
112,2005-07-08 22:05:15+00:00,171.17148938136904,173.92223275617437,240.0006841048578
113,2005-07-09 22:00:50+00:00,,,
114,2005-07-24 22:05:27+00:00,173.90822158702105,174.35353348530606,241.61690412202492
115,2005-08-10 22:00:46+00:00,,,
