,dates,per0148-0000,per0148-0001,per0148-0002,per0148-0003,per0148-0004,per0148-0005,per0148-0006,per0148-0007,per0148-0008,per0148-0009,per0148-0010,per0148-0011,per0148-0012,per0148-0013,per0148-0014,per0148-0015,per0148-0016,per0148-0017,per0148-0018,per0148-0019,per0148-0020,per0148-0021,per0148-0022,per0148-0023,per0148-0024,per0148-0025,per0148-0026,per0148-0027,per0148-0028,per0148-0029,per0148-0030,per0148-0031,per0148-0032,per0148-0033,per0148-0034,per0148-0035,per0148-0036,per0148-0037,per0148-0038,per0148-0039,per0148-0040,per0148-0041,per0148-0042,per0148-0043,per0148-0044,per0148-0045,per0148-0046,per0148-0047,per0148-0048,per0148-0049,per0148-0050,per0148-0051,per0148-0052,per0148-0053,per0148-0054,per0148-0055,per0148-0056,per0148-0057,per0148-0058,per0148-0059,per0148-0060,per0148-0061
134,1998-06-23 14:48:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1998-11-30 14:49:56+00:00,72.8162776791523,,,,339.18886916346935,,,,36.711057522874135,,26.768528923909805,37.74180476475155,43.42383082603648,46.82988643499051,67.57597054702721,77.83876677062796,80.19701747277287,84.8309965777143,,,,,,,,,,,146.24386973743324,161.1244029002952,,,,,,,234.30606578640416,,,,,190.1010571041981,,,,,,,,,,,,,,,,,,,,
136,1999-01-01 14:50:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1999-01-08 14:56:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,96.95488433397327,103.98113289463767,105.91243774910814,110.02133048986302,113.4329391550672,115.52909321811246,122.87141420296106,128.81937471758795,135.1674621819521,137.3687966144315,134.5380189330972,139.83795479430665,140.31022896298379,144.27630123458326,145.66930059215613,152.36219738606246,160.72488446332864,161.66864692936724,168.47855206383116,162.95625663074105,163.46582759041684,171.30139038131088,178.69295308737412,185.37480067257792,180.58113601448517,176.23483218259886,168.18240444526543,170.9993586844447,168.38527645457955,169.74263308719955,173.37288711946528,179.18058154696442,177.29159539989706,182.42386995993056,182.76030174771068,182.19761125882445,189.27562678174758,187.4644621375564,191.46352413844266
138,1999-01-17 14:49:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.51815897812105,,170.07797878075195,178.20505484902924
139,1999-01-24 14:56:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.46607227342668,130.30867593744995,130.25151262583967,132.33736391698915,132.16796614954723,136.97474704839647,137.11260152791044,147.38956914371323,144.3211718594035,146.50511104115012,151.98599535316652,160.04199337680168,161.09059155420059,157.23964088947443,160.82725357698806,172.51334739664227,174.88580412002256,185.7165000528762,183.07636018354842,173.9756527593558,171.58745408840966,177.26597309178467,170.01425532218343,165.54726000712523,174.38041553069468,180.29698563546873,169.21564996603814,171.95860360456064,177.2838352494879,184.03090302862364,188.1652376489565,183.6895527005002,186.29245896750473
140,1999-02-18 14:50:12+00:00,,,,,,,10.535726488588585,20.22506071773363,36.84672186143574,49.35434536186727,50.090026677484005,56.10372897543539,71.25930041573457,76.59572499512977,85.08259789814892,83.90996796453896,80.96343075161735,77.84373489040223,84.15834901263818,82.13144954309274,85.16295488380183,89.72026794911997,92.4990171858143,90.23474357101279,95.25408988545271,101.15101138629461,108.3102497359522,114.90892070826129,116.89713310209217,116.65586853839582,130.1911931830146,126.65179720608526,126.95468073193024,127.37685310349667,136.7921315292462,140.127656826542,149.20531606200242,149.0308806841566,154.38412361985547,157.38797610487143,163.88031719024167,160.25291205436605,157.18290590573085,166.76655564997725,171.93944317847252,180.65539954284304,188.2309146066578,185.5895008245241,180.7120955462169,176.37228056859124,179.8778899379905,169.87089675340707,165.5681544537501,172.96921859166372,181.1587797489966,170.918908965527,169.97117971065464,176.15416644819004,182.9491823101108,,,
141,1999-03-22 14:49:51+00:00,,,,,,,,7.221957757818632,19.501855847698742,33.83853091933658,37.08438780636858,41.208053306870156,72.19665105008683,74.58575647164085,80.55416216470795,70.42177950211459,63.38427226680233,73.85270745765386,82.37142479829686,63.44236177007896,66.62639284947225,73.0969825109576,78.50385827323896,83.62299001615807,96.0056628562402,95.38796853972266,89.48116203305604,106.14526666261196,118.0259498992312,102.81576344422331,113.19861632075583,106.97779586233369,109.94383486132176,124.38554835119375,119.78463519793392,121.28788286394322,132.86884390717262,127.95186933271576,127.78442868136823,151.68760943269461,150.728153031942,154.14854220124477,165.24319867362638,159.54417712668896,166.70561637347575,168.09402395035497,171.35992950271557,172.8667889666503,165.65098249000368,162.8740544270218,165.23986648472152,165.85320496838068,160.2559103628866,165.6677120569926,169.45098458295197,163.89730593817472,163.39290541417785,171.1976291985943,175.9274407763524,184.99727330641957,178.63285306388732,183.53219929796492
142,1999-04-07 14:49:38+00:00,,,,,,,,,7.013464677328656,26.209032030108204,38.530241101100074,55.7421451282223,61.00523077891052,63.18793212111996,68.5096562203951,56.790004685550684,59.10434103904532,60.70693717951368,66.87682436170958,61.570957994254826,64.34913215595458,59.69421542631387,73.52657470951364,79.30394606903111,85.38084486370627,81.16883485724158,84.35182501724252,92.79545771530753,95.7127810292369,101.55796647687876,109.54895878111445,106.72236683406872,111.0840061077851,116.34242907310522,121.26482629759502,121.552750866783,125.52278570382101,134.62352364914108,132.1281116759123,141.3693160858944,145.24006926488346,145.51451902302065,143.1568789047973,152.82429124274955,155.4316707581311,159.4652972796685,160.50682457199008,160.48727465543453,157.6244915336378,152.31080111988905,150.96316693125402,152.53849415339297,152.7523391991729,159.8806872943001,167.5203899905117,162.96674139422686,168.07477687444333,167.67704277517745,174.0454443136974,176.54498149489396,178.23674798942145,176.55711598654744
143,1999-04-14 14:55:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7223583898275,173.08679033541557,167.69730357509235,174.03520076266628,177.6729087920072,185.62881650851708,190.2453879326106,188.04812345662413,184.48577068687635
144,1999-04-23 14:49:40+00:00,,,,,,,,1.468628647674406,17.73964169552115,50.66258571602708,31.72271600384302,72.84854482983923,59.87965304315981,56.25174101523484,59.56136474526935,88.4217535063295,85.57840604128585,62.09006179936131,57.95108707671548,65.7535166643342,64.85514364800383,54.20425269007703,65.10731645676051,93.61985388137637,89.4583906948059,90.01440920065096,84.47165727826155,90.18135892159451,79.15428594553507,80.88904935862828,98.28547670507916,104.39030857805037,99.84141523264303,98.49866034138721,102.67729739611246,98.55616217832726,98.84896958399133,107.31184398310563,105.63325305710873,118.83710204235565,118.41741364403744,131.04261908315166,138.00088886202673,147.59498363206643,162.5654197700497,160.18343320297117,164.15699054756834,168.36827721153736,163.01504945508682,154.6944972352931,155.47657951086413,151.71480607840476,152.79071547983733,155.48217743528033,154.5034620305207,150.30662052319354,148.74345995847003,150.77712047554434,159.60234423253843,167.60528804880886,166.86328306687878,166.57605092666236
145,1999-05-09 14:49:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8932236774614,,,,,,,,,,,,,,,167.17541905152342,157.30486191147975,157.03585203655518,,,,,,165.88142784232926,153.25587086164472,156.81271200849798,155.27020264225396,,,164.1536546320425,152.32197657883364,146.74999167947607,163.17803771631503,,,
146,1999-05-16 14:55:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1999-05-25 14:49:08+00:00,,,,,,,,,,,,,33.85579865857066,32.6395290099488,33.72070397274501,,,52.55828518394833,50.467550635409395,54.13294116943559,57.64581865683198,58.33235825859177,59.36580040744808,73.1428436785915,70.14887387802862,77.09288270472695,81.14572024705743,75.55648350716606,81.6718678491763,84.1170924490681,103.25735659623459,90.7190954440415,92.8669239231092,94.40955417873009,104.12793899267744,104.71196486291893,114.30318159903311,118.08512168597471,121.07270300195358,129.04100772996924,139.73188921136688,142.39286326952026,141.9379749383942,141.21755640672407,145.6025089525993,152.7026377158814,157.87075249754614,163.79120683943077,154.46145619900616,152.42520520864127,154.58686180061332,150.16209194250982,146.2844673460081,148.04110007426743,152.38706995826263,142.96385463491242,153.03404303974253,152.27075391487847,167.86685171258645,165.57926519977036,166.5646217265825,163.93336143052267
148,1999-06-26 14:48:48+00:00,,,,,,,,6.688659493206451,12.150183118700912,28.892064934953844,39.65240000181609,50.97370267358654,63.05108491147976,53.110436797337734,54.453134298212426,63.31367803313067,57.35095062619453,62.166035452792,72.19186638264401,69.52640590231346,67.26673607908324,69.09266154309141,72.27802808325868,84.53087982610916,89.52727943182599,87.57977041985838,97.00829052235109,93.70673716425608,96.28209401213617,109.97300297539067,121.71526568780195,107.60542276475152,117.50175444612634,114.29844299570482,122.35284003444892,124.14469994545836,129.23755305510605,138.36745009925016,134.04415001160487,147.2606947040655,149.28344913593577,154.33683118337228,151.12232562148216,156.9837598142052,163.85832834682498,169.91939084447912,172.01382209372798,173.09422874985142,165.68865797769408,160.82958485280426,165.78655753136104,161.4234339880161,159.95305159701292,160.87474632902044,163.92410427640556,161.8358725766152,164.2739657090022,167.46991770839915,173.38007123147372,174.1634497144363,175.37845708883145,173.9310437353139
149,1999-07-28 14:48:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1999-09-30 14:47:28+00:00,,,,,,,,,,,,,,,,,,,,,73.68793041902865,78.07382200745056,,,,,,,,,,,,,,,,126.73872259218919,126.92444734319457,136.09437114460778,141.4393983968452,140.7117825845673,135.37341433918562,136.60282074555835,137.60311748277826,149.02752613261327,158.18011222813598,161.21500373387016,156.87196485800496,151.99079132099968,154.12345773604747,152.8671095951577,151.3079921335682,151.97801533213155,158.03375244938314,149.4508266072754,148.85948547727926,153.39859571931117,155.96785984136818,163.6164961187455,160.3189312713008,163.50323712071543
151,1999-10-08 15:03:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1999-10-24 15:03:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1999-11-09 15:03:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.39974591561668,,,,,185.40394177077116,,168.8669128573295,169.52507069197117,172.48986989848368,176.08547109938198,178.88850427560195
154,1999-11-17 14:46:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1999-11-25 15:03:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1999-12-03 14:46:05+00:00,,,,,,,,,,55.03461599305531,,,,,,,,,69.25078700579166,104.50562650030078,127.8062215711864,,,,,,106.97763180211253,108.01500879071484,118.86048666737685,,110.6582417552874,122.33666218360993,,,,124.03917356993753,134.40261292591472,139.54983242711575,141.91866821219247,153.27407884718744,156.19490340742618,155.78006776190833,153.00193631605563,161.0565216861474,156.72645501804303,156.71291859364948,174.84656716423322,175.23217146881808,165.5088358856769,161.8085112334087,164.4900494851035,149.6759973785256,157.07212106501058,158.03128832379193,161.06565949017215,158.7561347932779,159.55996272316435,165.31793314479532,170.0226456728579,174.90145262409595,175.8206705221522,174.57817407597105
157,1999-12-11 15:03:53+00:00,,,,,,5.096634463785042,14.571015009535511,26.387435996370137,35.006656433441336,53.26432850918482,54.47700069410513,65.3920918073013,66.92702512386302,70.73032022477253,74.31554188808377,72.0130706966666,65.79536849650322,73.1271202087515,82.77188791357403,78.43898176883886,89.46213158175996,90.10621027174383,98.07803054997278,92.02435208007375,97.36209249534016,90.9939306866735,99.54067970032636,105.94690026112028,107.69147745985256,113.57892458486282,119.58220949075377,,,,,,156.10489829104898,,,,154.79982456356893,,,,158.0288375793071,162.0779351828302,161.58300625225968,175.0490536710319,170.6491703680007,163.339865307386,166.9894125074867,164.27551325067282,161.61954028448878,163.83858001924494,165.28662582413273,162.09911513520234,162.34914263603486,159.82115630395583,163.18829073982624,169.85584072602074,167.19985908451252,168.02726709967803
158,2000-01-04 14:46:01+00:00,,,,,,6.375453933715263,14.034486084049885,28.552288386838576,43.77939842491724,60.85066647059322,59.66430359636591,65.9493730124609,75.64845995622275,77.9738551451076,81.44454312668785,78.81606273581406,74.79057516432616,79.54768807050853,86.36594459416672,83.32664465896825,91.74985437110135,87.16548440157379,87.63680692503253,99.6311699337104,99.9846359354032,104.51724717006857,108.56765554882054,109.40731047952438,119.08427844613126,117.97280334594791,124.95513073768882,121.65951673896117,122.47377674043251,122.60991858817519,126.26606937604608,133.62218627239105,133.14363061721323,138.55633048395453,144.0368157200213,152.40704190593476,154.84711091757674,156.99018046694215,157.95424712064315,161.51134985158413,166.19448735966085,172.48910825787823,171.3184277076072,176.8555510749161,171.7000900931509,166.62300210826197,167.6240921688087,159.42014355312438,165.91705339782254,166.9270458072451,172.3066721351057,164.10582431584675,166.96891437604367,167.11374976337353,167.97948282595522,169.59980883542977,174.9382482014018,175.3129880848581
159,2000-02-13 15:03:40+00:00,,,,,,,,,,29.564376043959733,63.1699632973044,92.33245567752094,,,,,,,,,,,,,141.39890347138075,,84.89587451877634,,,,,,,,,120.96262940702216,,,,,,,,,,,,170.66828848164005,161.23307741317706,176.25503256544891,136.6367615581725,149.652547103175,159.5949810565485,175.02459768051918,164.83973968063896,,,,,,,
160,2000-04-01 15:03:27+00:00,,,,,,23.08672576723899,30.23299835569975,28.842521159098396,45.250411415802276,52.87318995017533,69.22010197984682,69.23066911366408,88.13510828650519,83.88410903580065,86.84774193428782,75.56195659113177,72.04801335113534,71.6588081633614,86.66905784870698,82.01258404649022,87.54924453461837,86.32008611798362,97.00876903410172,97.52235367150678,103.57138216675541,104.10621007433578,100.91624939682335,110.03318837675049,110.78136874492492,113.60428651798573,116.75391406922591,118.14951040632218,123.50071082003593,127.44872948499948,119.40640050063467,128.11689767195173,134.32689413063827,140.35065308413243,145.36181958797897,153.4421161889863,160.32988909774195,159.51682571723492,155.44395760154384,161.65293663275122,169.98108534849786,172.1641181446494,177.22602327761962,177.56353880266857,183.47318247504882,177.39074401569127,171.6188365278066,168.52844313779286,165.99157048803994,168.8058675029074,179.3240415408634,166.12218436886192,164.90343456063022,166.68379283478816,176.35829466863203,179.9795099834219,182.47120894734732,185.94080110899878
161,2000-04-08 15:09:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.11870211013067,166.5388689888968,171.92143771062462,170.11387865710145,168.03339237117828,182.38018989761423,175.1072070779269,183.05580994993392,182.30500617546926,181.39859867064774,174.64936976253762,171.18578926342292,170.62780446573953,167.94604654494555,171.66196372802395,178.30699251997703,174.4586260246716,171.2349806790851,173.33724220692264,176.40149532683432,180.83036905393982,184.8221348010046,186.57896467694408
162,2000-04-25 14:46:07+00:00,,,151.14816475970827,,,,,,,,,,,,,,,,,,,123.06044097192613,,,,,,,,,127.98769701234335,118.80352060309656,108.78850604382734,,,163.3090638269212,103.38910541620348,169.21380480093595,,,,,,181.49656391001906,,,,,,128.23893241863107,,141.67489880776776,138.18972149749814,,,,147.60331382564425,153.14638671409364,,,,195.13383013675818
163,2000-05-03 15:03:12+00:00,,,,,,11.79064435545899,13.461498769257265,9.4977992825936,29.57867841187794,47.854515346390215,44.60865253452381,59.74173969093712,70.34807084727734,75.69199688769373,72.8399737776158,61.17694830697177,62.16753907077224,69.00185404529091,75.55886774467572,77.87941505832376,74.70429741759085,75.70206169965815,90.13413259018682,98.64986826837338,98.56937440269496,100.18371436159761,101.3281697302885,101.62482333405939,104.70929856066714,112.22527600649667,114.54566183047037,112.8094539960812,112.15977853389239,119.35562595349943,125.3931134018967,128.14218937043876,130.03004832299627,138.27142077278015,147.1328206992302,156.9678744997261,153.688995901777,154.9141886027517,149.54466524474265,154.58903251420935,164.0455659500863,169.71756001788233,178.3644324602917,178.96131818250035,175.57531223452764,166.17781785096344,165.27881824700572,168.6321144834978,166.27227097688672,170.43214861893105,175.07368052590965,163.4949272062083,163.42175502631852,167.8585818465932,174.67513452882667,177.0778046017453,178.94860921412146,172.5094403582421
164,2000-05-11 14:46:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,2000-06-04 15:02:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2000-06-12 14:47:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2000-08-07 15:02:02+00:00,,,,402.6318965469736,,,,,,,,,,,,,,,,,,,,,,,120.69089502587377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,2000-08-15 14:48:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,2000-08-31 14:48:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,2000-10-18 14:49:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,2000-10-26 15:01:15+00:00,,,,,,13.857157447599054,25.77590309737932,31.395029490424314,40.83097505134907,51.73566903825612,55.71216148012459,68.32036212111521,73.68356482960013,78.78257966908511,85.17178424321446,85.0745026283607,82.25716594082532,76.55694488783023,88.73656681751766,89.92654959357145,89.10052368601016,83.80424118351218,86.8453274729965,96.54885858428366,96.62703803621733,101.2174673429328,100.75078408495649,105.02408437604873,113.5507039959883,112.99655969817323,115.86124131147798,114.57546115772458,121.30536487417486,123.6400737533203,125.8477467782447,127.61087405775689,133.59020857035517,137.65264734867412,146.08534895663644,149.89860357981271,156.0968799933751,154.82857400859052,141.9730937779632,150.35107218383772,158.76658328012041,172.0814012089491,174.56415962568894,174.09100673513353,168.11228895947784,165.18550052292767,165.05652227878608,161.37891390865587,163.54001422557667,164.1871713114007,169.09076172873446,168.86496438332466,168.85776366543595,179.07765400870443,168.7592634075295,158.85665610189713,146.98406796045737,165.84074735707725
172,2000-12-13 15:01:20+00:00,,,,,,,,,66.94710083670756,81.78282078431147,,,,,,,101.25628893037484,,,101.48138297242964,,,,,84.31658462639706,94.40165940578206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.18504786911717,,,,
173,2001-01-30 15:01:27+00:00,,323.79418839570997,,399.8736819588117,,,,,,35.7080626348575,,88.42025205611809,,,,,,,,,,,,,,,,,,,,111.43627877855002,,,,,,,,,162.0417418638303,173.73892184327738,,,,173.44998712884916,,,,,,,,,,,,,,,,
174,2001-02-07 14:50:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.25989685152817,155.91226275694606,147.30095258938775,138.45539686100892,147.10914069764254,145.823382175875,,,,,,,,
175,2001-02-15 15:01:22+00:00,,,,,,10.925481761236423,27.749432848774646,26.148834193342395,37.79265063399459,57.86309048084394,55.00810831233993,73.10102568627178,72.22627041053542,81.86849890590034,86.83372890804634,84.87192028744096,76.98270040758682,75.46054787442262,79.18850613882634,78.9433871993888,81.13890734084693,83.58958124238339,84.65644156520236,87.5437589839483,93.6489697332609,100.74067837154736,100.36540558812717,99.52051949731506,105.12335069446948,112.27071870230492,114.21913107611479,113.96700373997155,113.41986555093705,118.97245924197153,116.52885803513504,118.41309451602928,124.63169688645158,132.00745167285643,134.46480044421995,143.2101570590925,148.17797503099678,149.98534741903094,149.95164433468156,153.64946905901337,159.20351698772598,164.67409328266876,170.4289127261177,170.67481147703938,164.66756928094145,164.13198785963618,164.253127563496,159.9604549692075,160.5833304084202,161.49597497718196,165.25549366130662,157.88176664830002,160.57655775599812,167.58322940142523,162.87085268972194,165.82306922068872,162.13229271269785,164.6125987639
176,2001-03-03 15:01:17+00:00,,,,,,,,,,,,,86.31269866280317,,95.81816113200156,,,,,,,,,,81.68562174788748,84.2685049383908,85.906563813878,84.83531509135885,92.24977486930902,110.78459334659468,122.62675789664335,117.70799629082111,116.51954177460539,116.7407176766216,114.79533760232496,116.17494707928108,119.78725373630122,127.87535748073547,132.22356373994754,142.28387739133373,141.49605143236926,145.20185945025617,148.03584492995265,148.88539774870367,153.97358344869892,163.83646856265267,172.06175116303427,171.58645425826217,165.4525543079795,163.0210437615702,156.8643063918683,160.78798174542558,161.37722943647233,158.1453522230009,164.07041988252848,156.9572049247805,157.37605979082952,162.05533109727668,165.5675140851989,166.0027741320638,165.13480101177043,165.53040529381823
177,2001-03-19 15:01:09+00:00,,,,,,10.807374313094135,19.17982182303406,27.54336633668143,35.43321301018982,49.23072940034935,47.856623767547774,65.19944666188022,83.28185629877987,89.78328313301657,93.68434036481509,82.95839644103954,81.35215006517691,72.9755156766168,82.10786982175333,78.50765393257785,79.15839587765124,78.3974607606402,92.67196040515788,90.4493184471543,96.05424410941703,97.92696090719149,99.42408687449452,97.85487979475917,106.60547727027631,113.7614766778239,120.26699430021722,116.03788275588076,110.5043130311254,112.9901696186683,111.7691871920234,122.73909381785913,123.82557836902633,135.64610037415866,138.75316445790742,141.52419173599242,148.55423023617016,148.0132654760207,153.96604220454782,158.56955518552724,160.96622202328453,161.9771198804201,171.0512390584385,175.21938953548056,171.2243374991325,166.6988642150481,164.95776099437558,161.91615059919923,162.69848401851425,165.62181343918508,172.13086840052085,159.41123437334312,161.8029455113615,165.562042077954,165.43954461767595,166.55814125379788,162.52386722323945,169.05508922629946
178,2001-04-03 14:57:08+00:00,,,,,,,,,,,,,,,,,65.1598198139022,66.52335230824932,74.78610879894097,71.77973554898028,74.6773596895294,75.59454137342856,76.52833101325471,90.4526479046323,97.50650273395027,96.89425231351066,92.03666467688001,94.47641964247023,102.4155732354259,107.09996515285147,114.26876547901074,105.83522563692458,108.66600406485014,116.62345412340107,114.9345985143031,119.7826771988769,122.8120465903873,126.97061457739517,127.46020678711194,142.26845911431658,144.38563292234323,143.8882626794784,143.06761986018597,153.74417085245594,154.8921736989338,162.8142833859235,166.9890516154369,166.83663438392676,162.9083612851764,165.46001925107197,163.70207432477144,156.83567802951,153.1447093263468,160.91204942834918,163.95363012657566,151.23515342608667,158.51645942752845,165.76004301949123,163.41392648546272,158.08400663331062,159.30803657557124,160.88425181980483
179,2001-04-04 15:00:59+00:00,,,,,,21.814205603415346,29.248750232487758,27.899587538164198,41.383033208937135,57.189284444632165,54.78238146978344,71.70377345128769,81.39688268044335,87.76710867086959,91.77393345546338,93.62948571842806,76.29980400286435,73.42789729078315,79.22314862768002,80.74637702052644,82.51897356987155,81.9314119692114,88.49108569821003,98.46202725920574,102.28826421407156,98.14403462118808,99.29098476016165,99.68461863104633,107.66331355303231,119.11510750293381,119.17873963573568,119.29681318051885,122.6247453067226,123.04365996224192,123.33547292893329,126.55738485042062,133.34652293427354,141.04473613224994,144.37863151274212,148.35434463188298,153.4033696220699,154.188702500818,152.68203682399022,158.04033658754707,166.5471070427354,172.19886346491325,174.18747030261528,178.74337429409204,172.42414859292728,169.14045634869998,167.43375187073414,165.98605000830676,165.50775390568583,168.66906187119366,172.96431854051752,171.2859342009417,167.99681573096737,176.8801477747761,173.93647718381118,174.6478482425432,171.1360517434337,170.6272647634655
180,2001-04-11 15:07:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.33740968736936,193.6478799110959
181,2001-04-12 14:51:13+00:00,,,,,,,2.7820532720239513,9.693854743201179,11.260549206592746,37.16714504958621,28.539748671514776,57.3843120620115,77.7274198407704,69.00885075829827,75.89024488899655,69.01210729605776,57.34974935400329,57.67818473643491,62.31485860092542,67.84478090496572,67.5829639197745,70.84841622778018,77.04307176907452,86.68858333082154,84.84261911511041,89.64374419518026,83.26573017407044,89.61899038231246,96.26736234181823,97.25570700334384,110.39189256502458,99.68908800897258,104.39603762883209,100.2098361669082,105.95125500794917,102.78703387904227,111.86829824979523,125.2486837451619,123.89663508711133,131.98169068343392,140.1668201880018,139.11089437952492,142.516427912852,139.76491497180157,145.24007236336823,158.76447190418435,168.93388692381666,170.4372953754008,165.2733626918707,161.12611365831603,158.10495208365515,153.01009134510514,160.54909417128394,156.547756933921,161.44380958675666,157.88788983578712,158.3401527342544,156.08149522129708,156.73103339194964,167.86268823420662,163.9253939533557,164.32620143033415
182,2001-04-20 15:01:03+00:00,,,,,,,,,16.12039643437239,29.555010463527644,38.44709532109789,50.313194127610075,62.80879417653668,69.69529153182523,75.80632264985503,53.56790706973666,43.12000894651112,55.01828239855011,68.02691381474588,67.01208847871143,66.89758815683237,71.77521690269754,77.57046896215441,94.43124763293179,98.47109464842225,96.14411831721725,93.98490369761211,88.25067799495508,97.83235830474104,102.7563371610517,117.7179269736125,110.85633848319706,113.73404730570537,111.78441819442216,,,,146.86148393827796,133.58516429499292,140.49188393395107,147.9277981705397,151.9078924722408,150.56769969873218,150.51293598872502,151.61786626433758,159.6313890122853,167.53880769900428,170.4572599013369,163.5468436817859,161.73451850126534,164.8920067577728,161.7595947987494,158.61812691602927,158.7172222791707,165.05761415701218,151.1249590148176,157.87982672923033,159.38634566508034,167.1524470432538,170.69819005551398,172.24296041979082,169.6490092840034
183,2001-04-28 14:51:06+00:00,,,147.07228121619437,,112.92655761430709,,,,,,,,,,,,,,,325.99021976477815,,,76.23179294280833,,,406.7606066203806,,,,,,,,,,,,,,,,,,,,,,,,,,,161.8372085308714,,,,167.93880547123644,,,,,
184,2001-05-06 15:00:59+00:00,,,,,,,,,,,,,,,,,,51.09686367013201,,,,,,,,395.5725057910937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2001-05-22 15:00:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,372.7255054341369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,2001-05-30 14:51:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,2001-06-15 14:51:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,2001-06-23 15:00:21+00:00,,,,405.7438796275974,,,,,,,,,,,,,,,,364.97587826428486,,,,,,399.8705659381316,,,,,,,,,,,,,101.62086945651308,104.82233164984393,,167.96401868442027,181.72434264290746,,179.71073158034642,,,,,,,,,,,,,,,,,
189,2001-07-09 15:00:19+00:00,,,,387.0843676659945,,,,,,,,,,,,,,,,381.61962219168106,,,,,,378.04844818291815,,,,,,,,,,,,,,,183.12655700443415,,,,,,,,,,,,,,,118.15940977452138,,,,,,
190,2001-07-25 15:00:11+00:00,,,,,,,,,,,,,,,,,,,,364.33071290171597,,,,,,,,,,,,,,,150.3617186507489,,,,,,,,,,,,,134.57601291281279,,,,,,,,,,,,,,
191,2001-08-18 14:51:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,2001-09-03 14:51:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
