,dates,usa_CA_0284-0000,usa_CA_0284-0001,usa_CA_0284-0002,usa_CA_0284-0003,usa_CA_0284-0004,usa_CA_0284-0005,usa_CA_0284-0006,usa_CA_0284-0007,usa_CA_0284-0008,usa_CA_0284-0009,usa_CA_0284-0010,usa_CA_0284-0011,usa_CA_0284-0012,usa_CA_0284-0013,usa_CA_0284-0014,usa_CA_0284-0015,usa_CA_0284-0016,usa_CA_0284-0017,usa_CA_0284-0018,usa_CA_0284-0019,usa_CA_0284-0020,usa_CA_0284-0021,usa_CA_0284-0022,usa_CA_0284-0023,usa_CA_0284-0024,usa_CA_0284-0025,usa_CA_0284-0026,usa_CA_0284-0027,usa_CA_0284-0028,usa_CA_0284-0029,usa_CA_0284-0030,usa_CA_0284-0031,usa_CA_0284-0032,usa_CA_0284-0033,usa_CA_0284-0034,usa_CA_0284-0035,usa_CA_0284-0036,usa_CA_0284-0037,usa_CA_0284-0038,usa_CA_0284-0039,usa_CA_0284-0040,usa_CA_0284-0041,usa_CA_0284-0042,usa_CA_0284-0043,usa_CA_0284-0044,usa_CA_0284-0045,usa_CA_0284-0046,usa_CA_0284-0047,usa_CA_0284-0048,usa_CA_0284-0049,usa_CA_0284-0050,usa_CA_0284-0051,usa_CA_0284-0052,usa_CA_0284-0053,usa_CA_0284-0054,usa_CA_0284-0055,usa_CA_0284-0056
0,1984-04-14 18:24:49+00:00,192.0940122421395,174.7582151658486,193.72557450550536,196.50479109106513,185.9159768935141,157.01458818656428,161.88951369095093,165.45548549153574,162.6003368562494,176.77657715941461,181.50511712584876,180.0791076877602,178.5567081238868,179.78805857627478,173.38333494715746,159.96853856482247,170.89706514130276,167.42070219657455,167.9795198687926,170.17694942127264,169.78421624439028,174.82271816648583,169.57802756858564,172.0513905480568,171.6076987511763,,,197.06304192929673,201.33390346896712,208.49084846013696,211.29086028442399,209.68455914189587,212.0177910644602,207.24100792953715,213.16918522174092,213.5857836039631,206.94634399997977,209.1737441120294,215.33425537740575,228.3987491504835,238.8842945300934,238.77751534153944,237.2360244032267,222.3429206792858,,213.5568212626502,224.20782613322203,,218.7519214442223,221.9409761268111,208.79101291185538,,194.55861214997688,192.90346157923872,,196.805003759083,215.09429574897587
1,1984-06-17 18:25:59+00:00,189.72890001380404,172.29706854455418,177.19794880310926,187.1935432461039,184.314176886553,166.04409620736132,172.08067178895683,167.10314335879133,149.46057353499646,146.66520510704132,177.84080168833125,167.1607946375753,146.28559546605197,151.01849167329578,160.798450899742,152.51359923814715,137.3635476807649,130.53317500982033,129.9594513899449,152.06139779059305,170.1333863568402,146.85640194224786,136.40527990515227,130.17664669160766,163.12456764142306,199.46480404006715,206.2098356461801,206.47989708863327,204.84728620808465,209.8133712432911,201.1206348243066,194.21235335443117,201.7081958017586,206.90644639866142,200.24397511036932,199.93390901670827,203.24121983264072,219.26079110554463,224.30841906868676,228.68985743096425,226.32625103592218,234.22140365827258,228.43445834795196,214.4592103348996,231.87947786259912,216.79236703865405,226.99583835205158,225.48902851618732,219.33532725289868,224.9744018458077,201.77172930625142,217.99451577113294,190.88996411968475,193.96072510644072,204.34574748830693,195.03716082509175,206.8354752720496
2,1984-07-03 18:26:10+00:00,182.7270799801674,170.15029119299285,172.95234895637745,190.0865202253688,185.49204720969277,182.45989463142777,184.48841958153108,179.91840350042852,158.94979235762077,146.5625514409627,181.74174498278074,169.26541596647795,140.98548515102928,147.14286121978964,161.49916571526452,169.65395235838034,143.08582617867768,137.52307822245123,144.05688401069557,160.87661567473037,157.7681742594602,153.65999530122994,140.11829409016855,140.6757128535043,169.95973171764996,203.01614795887428,204.8005620507323,204.54871301807276,215.24035119400773,211.69126654993337,203.61007037268774,194.3916508840164,200.94805563035058,198.7158726827397,202.36352825694797,202.76102894261902,206.60476058848676,215.04943081425,219.5043514484706,227.4898665398959,231.70835911103183,233.49557822284208,221.81216086630855,225.53591906822157,224.8684594863068,227.30150396881223,235.69821199127952,224.68119993376231,225.77731175138462,227.06754426226578,214.52252494751065,211.75950791019832,199.187175499867,193.26659006066535,195.83158428383166,201.51700939832048,215.73779451815324
3,1984-07-19 18:26:30+00:00,177.5520551508935,168.94304360361457,177.15221227434265,188.08468528906644,205.33983636139908,199.11654337373307,192.95355826296012,168.9518550139955,150.88118735686737,162.33397935119478,186.41344127102604,161.518177474261,145.81788903301526,160.19236729081246,169.37829932862698,156.95040956830294,147.3599072894251,152.07925147385333,161.33928683478322,164.00318814478658,156.4764405804774,151.20939735314244,138.3598733748233,141.16464833221139,172.68837296541565,202.61935272824982,211.19767746680017,207.47062144810118,207.18734840379315,207.3383431944079,199.77973631956354,196.28947588221794,216.88437759353198,194.36397518502747,195.99169934090935,202.03049983203738,201.31713088022858,204.77493928629437,221.72262604760988,228.3906856335734,232.2385182104153,218.66369306009204,226.73107002102734,239.24206821508048,232.32374589157575,225.35535165103073,230.87924856994573,228.03785637460396,230.87826532509467,226.44959302512981,212.6797584565888,210.5363736753528,201.4020669481918,188.43611199830028,205.04834256387167,211.68176969766967,222.28551510792067
4,1984-08-04 18:27:04+00:00,196.71189783246462,186.81467470875776,192.38838394633157,201.73935706198068,219.06411390837965,208.14181576199607,200.54935501069986,186.3914007703543,174.62997208637722,185.0463899384651,181.42298471791813,167.2337989254838,165.08535964943394,169.3929931119875,169.09843024095483,160.2363482860476,153.1298608176097,159.18844605436627,165.76380606671196,165.2725124381119,157.4546850906284,149.61285973286954,143.00754728821738,148.60808851802355,178.36353755889922,213.72859253156818,214.4760822670945,214.01968625557666,213.00706561462886,213.54503734075868,215.55108881256896,216.27288790047893,212.43314406664453,201.26804108485888,200.02115081793806,202.52947446427063,203.2133243109862,213.03118364218074,227.24545625183308,234.56408767335634,235.92260977738172,224.97644010230277,235.27161198732153,243.7461803329086,234.17682182553236,234.7536814678094,243.79642378450205,244.34955993409937,242.0940568468352,236.64126561820487,225.1957480057051,224.57876615440838,216.02534177616917,210.5627715822603,214.42436903531538,218.9676862063043,236.0081720687436
5,1984-09-21 18:27:45+00:00,193.09071797760654,177.9171554407775,190.5590555380739,199.92004347259774,205.212413152642,204.99573359734896,210.31348824502717,209.63407288435207,195.69078403247363,183.40571541872566,182.27177519093374,175.57457376734914,172.7570422604132,167.9737279897405,168.0952553137617,163.94331447114814,160.38365505186576,160.445644851408,160.84279491440435,167.55341450318429,165.14838529532872,157.95034932674247,147.66350280387502,152.9968158770139,163.83989231895077,194.9213634167154,210.2518459557103,210.98702084251667,213.2309455076305,213.23831090027582,216.15537195684033,205.46419938217042,199.00394158950508,190.4508964242968,201.7615003936421,203.17902078750734,201.83924648383217,208.64820567934572,216.94430039577654,227.3414508476387,231.08386585740084,234.8891580543019,233.06090447671008,225.60842367672706,222.52010199904598,234.18951826918664,238.93483171892245,236.85412004075403,230.5413045037317,226.85182608587883,223.0917168478538,214.1227551791608,203.47184484419643,195.0873721632434,199.1245930905157,215.316966150939,228.8248597890097
6,1984-10-23 18:27:40+00:00,202.22194145280102,178.44015056137425,204.83228145898042,205.4824486239957,204.20330867883075,198.98133993021804,207.67857310512318,212.93882329177785,214.9698957896701,208.78328427727425,191.99256681340714,180.07653641451475,172.38022688009022,167.62811811452963,169.58936694604927,170.9084822723654,169.9132844038933,165.93234387797375,164.1674118840315,163.70207813603182,166.03372178170724,170.69744412432877,168.51078596866992,174.24871461035792,176.32171228042952,191.97792211327769,208.52700500397333,213.83773776450803,222.45570127317896,225.56188694098122,223.92880671096842,210.3913541114225,205.93345133757364,214.90845818787884,206.29390760672993,206.97355427050226,212.02197302744628,214.29400741535582,222.9820006252688,231.11797573431315,235.658209138046,238.5328652094487,233.62456241632523,228.61261649183004,216.06204433767186,214.0036457439858,227.27031909936886,224.84967701057067,231.72070041781257,230.0402759794975,217.70718009924326,199.92920761517794,198.6908930681297,194.15845640953557,197.84288160466102,203.66485521095763,223.3837665950869
7,1984-12-26 18:27:50+00:00,169.78335103875665,154.99420856835383,151.27200737594313,168.2095377548925,165.47899054755518,165.19788314020383,159.67187824200084,163.81538913329283,,,147.59661594761843,147.941883944718,135.60030521456727,138.77526438970182,125.4772318425953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.87403869346787,,,,,,,,232.18618450734436,238.23937188713995
8,1985-04-01 18:28:00+00:00,169.90682438050675,159.53090404731105,178.7771833877936,186.5624228775858,173.83931320233853,172.49834494396703,194.39845644859187,191.27890467922447,180.2846269577958,181.198565767086,171.052635961619,173.60110398534584,179.62491629492544,179.52984606243598,164.0122278546057,151.82735943074542,146.64866009949012,146.54336937784305,156.1941318133889,166.84756883554005,154.51384243484083,155.76392870201607,153.0273083689782,149.7363676983905,157.9819527596853,179.07641787344696,194.09996872616782,211.0004226287963,210.75046378401802,206.9929213885802,208.54494419830678,190.31563990252448,193.10989737276805,191.6107948647238,184.33214063196314,184.9204574877926,183.42638886983164,201.7816380654132,220.17723122343077,212.54055641526202,206.33614279767997,205.57779065731725,199.47554427883628,190.40673022418156,188.14850320939414,189.41113827371277,207.510988031072,214.74366789501934,212.49725902373257,214.2519054206585,199.51980773002757,183.41396278423605,179.66853710395495,184.13353383419692,179.9564125790461,185.71840033225317,204.0456219197551
9,1985-05-03 18:27:48+00:00,180.85881810403006,163.8985542380723,177.39456863352277,181.4118095253804,192.28065862665906,193.8301469916826,203.84956569098776,201.6732534140436,195.4522823091983,187.93678574308186,176.91382987080883,174.33423539640006,174.7187561540406,174.81402928350388,172.63833689285502,163.9922440589756,158.28739038475013,167.7438035041574,168.23624082512666,165.03310736270763,158.8480243561072,159.4767175332512,159.04334534593033,165.01754927632604,171.9375589995233,178.27329383175726,177.72800296122122,211.74421488088817,223.21782593689431,219.90713076084586,201.53556278136887,196.14044475872183,189.0117060654483,182.67477744620982,184.90474838972793,191.82060589627199,198.93948167415667,210.87257061076576,206.18001179036338,198.2622777444443,203.59816054888665,214.38300821603806,212.647081863916,207.9290598689669,197.59346656806161,200.25403755322225,222.38861551862155,224.47079279411503,205.80600083623654,211.5550286593843,198.45799814112314,,,167.37681525706324,,172.6794686370522,211.24642856762912
