,Transect id,Longitude - Origin,Latitude - Origin,Longitude - Seawards point,Latitude - Seawards point,Beach face slope,Lower bound,Upper bound
0,aus0035-0000,153.514281627389,-27.42255456236999,153.51648573529647,-27.419526104948687,0.06,0.0519,0.0675
1,aus0035-0001,153.51513007865768,-27.42304628058922,153.5173341727167,-27.42001781015177,0.045,0.0422,0.0551
2,aus0035-0002,153.5159777938637,-27.423537562402373,153.51818336111577,-27.420509941145436,0.045,0.0393,0.0501
3,aus0035-0003,153.51681374645528,-27.42402290055332,153.51904335043733,-27.421009326054648,0.045,0.0394,0.0507
4,aus0035-0004,153.5176430720111,-27.42451864616264,153.51989512766787,-27.421518389338207,0.05,0.0442,0.0573
5,aus0035-0005,153.51853694258503,-27.4250518420869,153.52068237605096,-27.42198999287781,0.05,0.0449,0.0613
6,aus0035-0006,153.51949802685692,-27.425551953517715,153.52146769589666,-27.422397452809562,0.055,0.0466,0.0618
7,aus0035-0007,153.52045947737324,-27.42600881508272,153.5222921996081,-27.422789261465365,0.055,0.0452,0.0648
8,aus0035-0008,153.52147351711903,-27.426445555324108,153.52309691513477,-27.423137748175943,0.06,0.0474,0.0743
9,aus0035-0009,153.52248555581733,-27.426802390116393,153.5239676989784,-27.42344219842222,0.05,0.0437,0.0645
10,aus0035-0010,153.52347634558288,-27.427149706597664,153.52485974230504,-27.423756153807243,0.05,0.0421,0.0691
11,aus0035-0011,153.5246033370222,-27.42748295281689,153.52564550399813,-27.423993650610996,0.055,0.0444,0.0809
12,aus0035-0012,153.525772864855,-27.427695607976677,153.52645971245883,-27.42413690067385,0.045,0.037,0.0667
13,aus0035-0013,153.52693453053755,-27.42784254364342,153.52729498817126,-27.424245799129203,0.055,0.0401,0.08
14,aus0035-0014,153.52840361778445,-27.42786506119928,153.52784804348576,-27.424288155477505,0.035,0.0292,0.05
15,aus0035-0015,153.5296576198242,-27.427527938154217,153.52845375038487,-27.42408032554059,0.045,0.0386,0.062
16,aus0035-0016,153.53038206600056,-27.427326452946453,153.52965643002852,-27.42377388216185,0.045,0.0387,0.0539
17,aus0035-0017,153.5311816161709,-27.42728443743572,153.53085845075316,-27.42368487380129,0.055,0.04,0.0822
18,aus0035-0018,153.53238108940417,-27.427183552813425,153.53165550050355,-27.423630975392978,0.03,0.0263,0.0403
19,aus0035-0019,153.53380790487986,-27.426815351360613,153.53216865478313,-27.423513778421277,0.025,0.0238,0.0308
20,aus0035-0020,153.53492039911114,-27.42621458562058,153.53277039181802,-27.423155287746933,0.035,0.0298,0.0375
