,dates,nzd0239-0000,nzd0239-0001,nzd0239-0002,nzd0239-0003,nzd0239-0004,nzd0239-0005,nzd0239-0006,nzd0239-0007,nzd0239-0008,nzd0239-0009,nzd0239-0010,nzd0239-0011,nzd0239-0012,nzd0239-0013,nzd0239-0014,nzd0239-0015,nzd0239-0016,nzd0239-0017,nzd0239-0018,nzd0239-0019,nzd0239-0020,nzd0239-0021,nzd0239-0022,nzd0239-0023,nzd0239-0024,nzd0239-0025,nzd0239-0026,nzd0239-0027,nzd0239-0028,nzd0239-0029,nzd0239-0030,nzd0239-0031,nzd0239-0032,nzd0239-0033,nzd0239-0034,nzd0239-0035,nzd0239-0036,nzd0239-0037,nzd0239-0038,nzd0239-0039,nzd0239-0040,nzd0239-0041,nzd0239-0042,nzd0239-0043,nzd0239-0044,nzd0239-0045,nzd0239-0046,nzd0239-0047,nzd0239-0048,nzd0239-0049,nzd0239-0050,nzd0239-0051,nzd0239-0052,nzd0239-0053,nzd0239-0054,nzd0239-0055,nzd0239-0056,nzd0239-0057,nzd0239-0058,nzd0239-0059,nzd0239-0060,nzd0239-0061,nzd0239-0062,nzd0239-0063,nzd0239-0064,nzd0239-0065,nzd0239-0066,nzd0239-0067,nzd0239-0068,nzd0239-0069,nzd0239-0070,nzd0239-0071,nzd0239-0072,nzd0239-0073,nzd0239-0074,nzd0239-0075,nzd0239-0076,nzd0239-0077,nzd0239-0078,nzd0239-0079,nzd0239-0080,nzd0239-0081,nzd0239-0082,nzd0239-0083,nzd0239-0084,nzd0239-0085,nzd0239-0086,nzd0239-0087,nzd0239-0088,nzd0239-0089,nzd0239-0090,nzd0239-0091,nzd0239-0092,nzd0239-0093,nzd0239-0094,nzd0239-0095,nzd0239-0096,nzd0239-0097,nzd0239-0098,nzd0239-0099,nzd0239-0100,nzd0239-0101,nzd0239-0102,nzd0239-0103,nzd0239-0104,nzd0239-0105,nzd0239-0106,nzd0239-0107,nzd0239-0108,nzd0239-0109,nzd0239-0110,nzd0239-0111,nzd0239-0112,nzd0239-0113,nzd0239-0114,nzd0239-0115,nzd0239-0116,nzd0239-0117,nzd0239-0118,nzd0239-0119,nzd0239-0120,nzd0239-0121,nzd0239-0122,nzd0239-0123,nzd0239-0124,nzd0239-0125,nzd0239-0126,nzd0239-0127,nzd0239-0128,nzd0239-0129,nzd0239-0130,nzd0239-0131,nzd0239-0132,nzd0239-0133,nzd0239-0134,nzd0239-0135,nzd0239-0136,nzd0239-0137,nzd0239-0138,nzd0239-0139,nzd0239-0140
0,1999-08-12 21:52:44+00:00,103.35338870036037,94.20164305132246,98.43864534390889,116.79927591695503,135.19279897674656,163.16036532813743,177.16987130301263,170.58608358755018,168.54719983847696,166.7277357856042,169.572374891752,174.25713001105822,171.62690943625634,179.1888693770162,186.0682326197255,179.53283333969824,177.31193187648893,175.21238055227255,171.337819474143,157.13467961895793,156.41626449797175,152.46588787194628,153.68500547361973,152.50785376975625,147.48028730214207,154.12966391772733,150.3065514019713,157.6336663594553,151.47841844284756,154.35552095652173,151.6222077928661,158.10362043125417,153.05765035962963,160.73348520827327,162.15848040257748,163.11846384693308,165.4177503938399,168.5987418104544,173.6230477206652,169.3901959444395,166.14970111873785,164.48038966019715,165.5813829747189,,142.12073747483424,153.66837332862968,159.73614413388984,158.19044336914124,160.841625362944,162.44996275004166,162.42126473775662,162.40562773346662,167.7378057316067,167.58114810849648,167.75737584275225,173.87047905631522,176.47243222020336,182.56458956709898,185.04542443818664,193.737437973395,190.23723947348017,197.10234018191267,,208.36948128672896,210.44561694936476,205.0669323095682,204.96055665383437,199.21309907310803,196.56621137379116,191.4318913597429,,,,194.78548830443242,197.29715576983108,190.63225480047794,187.89356932251974,189.85678220098143,189.0111970697576,,192.2684713931107,192.70699547247423,,197.71683219672693,193.6573393799629,201.46391081472007,199.86465091177885,,208.49659947019737,213.2472013378161,211.2670975049838,210.96546542057405,204.58713001400915,199.2193898260993,,204.99540176608286,208.4029843950292,208.3933916371492,221.70875023904847,205.98078072134163,205.31288461421786,,,,227.07836273396197,,,219.78561694478827,235.00080672848554,241.17620591001838,235.84350033455826,247.1412158332703,242.16847554397515,248.79197978294894,247.2168747603788,254.93874331835357,253.89598077671604,256.3876623829063,255.47243649531993,250.8016318928137,247.5877066252567,244.46050125449128,245.47855071014786,235.02152005200767,234.8852799146487,238.78709956869022,254.41187777907908,252.05154597239166,256.7721648218471,,,238.14880895429695,,227.63900948656524,,218.980868858418,210.85429236743306,206.59629648300978,196.7573996255258,198.64809942183604,173.76113631221085
1,1999-08-21 21:46:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.92928573885436,191.14057071788548,191.21794848026423,187.05020102761173,184.63813158956643,188.59089591793878,,185.7115476364392,183.31215874005298,187.3005109290635,185.5711040133955,183.92819012339842,186.0204120116443,189.543226771507,191.65262996526553,195.04791984799385,,200.05216651469834,195.36460906843985,198.3596255494119,198.1181027186524,202.64434219352978,,204.77649109214258,,198.43092631054898,194.33470815124272,198.4772660483481,201.2765497833265,,199.0552462348348,199.2424485209532,199.3896312930774,205.43325424891026,207.14800684749994,,,,210.22788741473155,218.53648676977815,,,,227.16988691087792,227.28321153211076,231.72372282400488,,,,242.67475320883906,239.59663697719486,233.88254660175437,228.1307292372597,221.1981265493536,,229.1702473376072,227.2576503446266,243.74661256610358,257.344407100143,250.67425878767767,246.563250225628,230.07758108975116,,232.1234250941931,224.55576999762118,220.17506074772362,206.67065875737728,197.0255821430029,189.23587061352958,188.95493392172082,190.4450621163353
2,1999-09-22 21:46:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.15424433896806,172.29756814455507,177.63562169016717,178.6805401160922,180.1360579949476,188.61433511191842,199.0774517614441,198.4924758659291,192.25295373659958,189.9234018710187,184.38991235583987,181.95453997334928,183.1867121202592,183.5356082579971,175.4617575579173,182.4169768372498,191.46224026022986,180.54801799071203,179.34022195015012,181.13850106282285,176.32611071426192,,173.93119656052986,176.92313045369724,172.52762568777223,176.66590073191742,190.08730874247036,192.8513363087703,193.48633295925623,,,192.0547365263511,194.52376043384396,189.15941377950998,194.0635701904397,199.07767882695333,202.23737169931732,,194.390554980119,194.5398307828571,196.17201860316288,193.8622854638497,,,203.08263312273965,193.0274754548294,193.7086891725742,195.84159305218571,,,211.64126131547118,215.45027448097008,217.1662368661362,,228.92852358774687,232.67191732530247,229.5209824513083,225.47269817516172,234.00393842565333,241.02322551578132,235.40067270787972,234.32127100129844,,226.84996610613,230.24841610099767,216.91338283430824,220.07238132368155,214.5220170158685,226.6071401079753,228.52232154675596,254.03699429642884,,251.01209248479407,238.14882555708223,249.09723907931945,,242.0039554526073,243.878952624972,219.73465969546677,217.81230625616513,,,,
3,1999-09-29 21:52:52+00:00,110.19851330118766,99.1383206899015,111.60502808431487,136.71030828042697,166.58395205217008,186.3256713828778,190.42891915300493,186.79385738060387,180.0157764795823,185.23076210029973,180.92471691563378,189.99941731204262,188.1386345452265,189.6812507988045,194.18791464969888,170.7443515393026,180.97493099996,172.53609883294575,176.1074029558017,166.34434376614348,159.32746038504132,162.11952167852468,167.93024039860072,165.24540075823973,,167.64570313122508,162.53352270171453,169.91156282532143,160.0294702760143,162.78107653261696,165.126638252421,169.71755580085707,150.06274287145732,,171.52673306070776,173.49272960456747,179.34447613388204,182.30263525059007,192.70926868733292,183.4077977826981,178.96073190793368,177.8908904417175,176.91864112126743,,140.77361256035178,163.963008910587,163.88783842877558,164.59595246761674,163.961865011213,174.10187143488116,167.366479179731,170.92992269760245,169.3803415686165,179.5057204792546,178.2227334361389,177.1694384554241,185.48984223386137,190.12748689717276,191.42179972446903,197.52983849502417,215.1827964021469,,218.99223560239943,,224.7679414975344,221.6427212319147,224.6626991507443,208.19974225968056,208.324233077047,213.2078332979852,,224.00628824674627,,215.32290787935796,212.94625080207686,206.914224632992,209.95722644632713,209.83238323885192,205.252518912181,203.53239949653556,197.84198618438208,209.73445924082384,,217.1183096859423,210.11581074110887,216.1458064043971,216.44634521936302,224.41804170149743,233.5581486090545,,,219.93378424173898,218.3254802730541,215.6110085262717,,223.0452911376951,228.4580145394884,223.54985585060444,220.7670008278288,220.658967022899,225.94412014897213,230.51240564832338,,,219.80880260533814,216.13205194027566,219.9931139872133,,,249.5787128039853,243.88680597081475,250.49883249593142,246.71454391909157,,260.1788934885386,265.43132137385834,267.78639444570956,257.7885151370124,261.28529813671383,261.1385916549107,,273.30244914947,275.17731591086095,252.87359385495026,243.68871614343107,254.5639454322484,,284.7800390920672,281.92260503917595,282.42617220681757,264.5635031277819,266.77853430816253,243.3842435698801,238.16437872187186,238.8293279657246,,237.16549116306948,242.894300803087,241.69665272102418,215.38097415847417,
4,1999-10-24 21:46:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.17138116902737,190.4804205753866,187.80080524566398,187.75044197459945,186.60684418401797,189.8140989737483,186.3277544876387,189.45667733888322,184.57855309318097,186.29038494626374,183.77206996639742,181.53013593950112,,,,191.26805702264969,189.7355967119697,192.2341084763185,188.97142780344427,195.76548493012865,,,197.71909751853008,194.5388805581011,193.59171098012706,195.04761014220395,194.83961654529185,197.69592444246462,,199.2603217563723,201.0107084020559,200.6431437766968,194.28812425692857,,,207.86306253985651,202.31049312278284,203.31122337790356,205.0818053882408,,,219.01689601035287,226.7426225034146,228.7185395515399,227.18385554361586,226.89641269793066,229.065382865483,229.47539307900033,237.4046616373704,239.65305606483292,,236.89240955569338,235.09928738405077,240.92528383183472,236.15852246856338,229.61373613402753,232.89037278984458,232.58888600335078,,247.82915362205125,252.80049086995282,254.03296745505244,,253.05326189606748,246.47609059336818,239.64107882419674,232.4305212237337,219.04380481913304,217.63859422343023,204.80813896727014,214.59664174767173,212.5566809357386,,208.45336431912884
5,2000-01-12 21:46:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.37485271436825,195.83460093472513,193.68727522306386,,200.04632436069397,200.6582612947943,,,193.76619270999282,192.73257805632582,188.33069759784306,190.579976142106,186.54513402418542,190.54201529855396,,201.1122441673662,204.15071773157604,197.89023233795695,197.72232965994823,197.94757229981204,201.6330842112506,204.62669926694232,,214.41552250446014,205.3082170627827,198.59234339470868,197.76693974361638,202.94845350340253,,209.40470269121445,214.63364775857528,208.93705327469866,208.90549171022667,203.5404254533003,214.42761906750007,219.33826849293814,,212.2411794942175,211.06423402999263,212.32130737708246,230.8211652620124,227.84772762087235,,226.5560628046051,236.1548678284644,233.44809000017972,,248.2870771405149,252.66138890017208,253.14956388414086,253.5530196554367,,,255.53296642910757,252.61229783568828,250.00234232260647,253.89355790830268,243.48693218007537,247.76956487588802,268.6225327139084,257.9564270823913,260.9983930817798,268.95925066386684,258.02243340695577,253.90563304564614,237.96357367658536,238.68049245020208,239.62228980279536,234.62572146495492,,222.04850375422177,,202.2276002394503,180.24357437832103
6,2000-02-04 21:52:37+00:00,106.60608835820805,94.11726642745015,98.27803524503203,122.46052686913258,151.61751040561367,177.68520360242377,189.24073182898778,182.75096476509108,186.23787386512024,182.73929961654468,178.85610621519967,177.35231119691542,177.99684303042466,184.65574743914314,188.01917924514325,192.54798448524284,185.58282801458375,177.8180592799026,169.8759968053886,170.75124629986405,163.29786497458144,162.10136096661316,164.24634640655296,160.90448269871177,163.68557658385956,159.55740140079587,162.79841187111944,155.1697329159791,155.06131275792313,153.8551356135146,156.24848297000037,160.07971632019905,161.82879725661707,166.92330371557375,164.030567647685,169.2666428171697,176.1466987996013,,185.1463770767114,169.8965791631985,159.7468367034697,154.31596094481648,154.78858023551965,150.971892786005,,159.00204019498184,158.11628095477153,159.35145258452764,,170.16203168275308,171.36250235350033,168.39299765756954,165.38441834725148,,180.7254373430618,,178.43064305960382,179.3971728998931,175.02876527389608,186.45671588078937,189.68925055894567,198.12687173806702,198.1605804558648,205.50042650315467,204.98895401708572,203.82867318321624,204.52835813979326,194.61057732342653,190.794842520072,,,196.91971007741483,196.14476155703568,191.10479593307096,188.18717000801934,183.18525833573153,185.60743314556595,182.24674567071733,180.41716497793544,184.66502659023917,,,193.7379282654575,198.9071615814,196.89451780581183,199.92925552629,199.25211188686788,203.59872649945197,194.02446076676947,204.001346287249,207.90952364952312,210.03836723433733,200.17920915865474,190.98510045375093,,,205.2723767292835,204.77525137596595,206.51089373762437,201.31171380763533,,,210.62928834565272,209.0864781743245,212.67425669562323,213.17477591961367,,219.03904146972448,,222.69636849147182,223.49040135290358,230.0217693669157,234.55770122537913,,235.47006836078046,239.27662489363055,238.62873557110726,,,,247.38976160365948,241.58518276556705,237.17368438519833,235.9719206438134,241.4018361527343,,249.6835454766586,248.4678095575498,253.35121094513718,251.15469512113722,254.440176080612,,242.18175000362507,235.8089145468637,,224.34741569634366,215.88510638313466,210.24998219153832,200.0740853840741,195.0709061899072,180.72387848998625
7,2000-03-16 21:46:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.7418999599825,187.75629709590322,192.13797480030334,,,206.6940622675737,208.83747563895193,208.7224356114496,204.12055770317124,,,,,,,207.8777559477115,,,,,,205.67551956413553,206.22449021443725,,,,,,222.13955421986503,234.41636638392487,238.7930639686009,244.36948109587883,243.1170154692221,254.26020650481888,242.27442588335828,,,248.08866730861382,254.50057571653736,,,226.4675186948415,226.56223910532503,,,228.46067185915587,250.48199408814133,261.34987312076646,252.78735261651582,,,257.57873462247517,255.15419646714824,,233.7706298053871,,,,,
8,2000-04-24 21:52:10+00:00,93.86686257960713,93.3752190900717,96.98591029803731,118.24481696165816,135.7078078242443,169.57658906797616,177.6532245375745,173.2865731647998,166.21200732490323,168.70692214286544,171.93510492204703,173.93606739888443,178.95248605321746,177.98981289173736,187.6313205755308,170.70588456138037,175.95996899087123,166.980743768279,170.75745187105233,164.33675983019253,160.08980631755708,156.80894474123272,152.1853864636321,156.7671551716617,152.17081436289178,155.24739599450496,148.96550456896085,,150.2373362393805,149.6429518807338,150.44973201241436,152.06767313584953,153.14668710352865,156.29754263352402,155.77594755920322,159.23640341697842,165.29770593169653,170.90141163361594,176.03368984137927,170.6613358153141,161.9643497520106,164.1374906099238,157.27410756379672,159.3388578107389,135.43184020412522,141.18537602207996,146.04366416709158,150.32585131653525,151.8557743954195,158.32017369893484,161.52458569705612,166.01064916611014,163.18000435799024,168.5262211229947,172.57440165517593,170.82046250205238,181.9466491602408,183.36238878884075,182.8618846480605,188.3036894352317,193.76193943901995,,195.41780900037992,,202.64052353611962,198.43599377377782,192.56152935868576,189.06208077272018,190.7440807333265,192.9353072203739,192.42929520635946,188.2915077166872,,,187.59054243604996,190.74588031447718,187.17616995771783,187.9060138726155,177.34718681166413,179.55985200099195,,,,192.76185883327796,188.99379846084264,188.11414322323267,,,,,213.65853368737888,203.78973519451867,204.11281494130955,195.13445196540434,199.20742459902803,200.30232580089796,207.7519778565878,210.9668722198256,209.7314053221325,205.95285268691546,193.97451313632206,200.8441612733429,,,206.4912973266457,213.01866691097757,215.72071587976262,222.06546036847664,221.12893832266627,,220.65472572474587,222.9264033496113,229.8454438035347,,,241.0843157434283,241.60495925287046,234.69823034287495,242.7403810485229,,,253.87823723770993,246.33882395042923,233.28300962764564,222.95506582521875,229.23882575885565,,254.3918296555105,,241.36656691080762,234.8419305185661,240.30609072470338,228.74698557713455,,213.1808970984213,,208.32403862332197,195.47945986096127,203.2093056963799,198.76053689820165,180.37653457986175
9,2000-05-03 21:46:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.49737768484982,204.20150956049275,205.68736348607675,,198.09156983815188,198.1217357887994,,194.46142112512445,194.18093336504245,197.47738919278532,200.1071277207313,203.3781157028564,,,,210.6462729531774,213.7918165037419,220.67357574090045,219.1013011165083,216.01354541201286,212.75496976845488,,212.88796918520097,217.40756126118455,221.34047722409025,220.09337234627074,221.6099842826375,210.04993527337444,207.61759579913473,216.01387458200549,221.21073525793253,229.69852345149232,236.1069939755807,234.5556961422178,,225.83163907118455,228.91877429709592,235.49210873732346,,244.79857436545677,249.36919400996956,252.6769988389827,247.8972864266964,243.00279094272375,,,261.5690386128669,266.4058375715899,258.3605791420966,253.24418180620384,244.36727693070802,242.90873759464773,239.92667184776607,248.2590849366493,257.9193196813053,264.72127681276123,248.03242741272962,,,,240.38013343839177,235.4388218501301,218.56482863383454,213.92743933873905,215.2650018846702,211.93923388758364,210.04677514030797,209.19680814730012
