,dates,jap0019-0000,jap0019-0001,jap0019-0002,jap0019-0003,jap0019-0004,jap0019-0005,jap0019-0006,jap0019-0007,jap0019-0008,jap0019-0009,jap0019-0010,jap0019-0011,jap0019-0012,jap0019-0013,jap0019-0014,jap0019-0015,jap0019-0016,jap0019-0017,jap0019-0018,jap0019-0019,jap0019-0020,jap0019-0021,jap0019-0022,jap0019-0023,jap0019-0024,jap0019-0025,jap0019-0026,jap0019-0027,jap0019-0028,jap0019-0029,jap0019-0030,jap0019-0031,jap0019-0032,jap0019-0033,jap0019-0034,jap0019-0035,jap0019-0036,jap0019-0037,jap0019-0038,jap0019-0039,jap0019-0040,jap0019-0041,jap0019-0042,jap0019-0043,jap0019-0044,jap0019-0045,jap0019-0046,jap0019-0047,jap0019-0048,jap0019-0049,jap0019-0050,jap0019-0051,jap0019-0052,jap0019-0053,jap0019-0054,jap0019-0055,jap0019-0056,jap0019-0057
0,1985-07-29 00:24:43+00:00,114.409976870889,117.07646891750815,144.49823820092456,153.0049071087823,130.20093242365607,128.03676468524108,131.81626416370167,126.75938921872645,119.28089245763528,112.94695162990203,121.61201724800199,109.79222767542703,109.5990969182713,123.36844192923257,142.97729926732433,145.9414163791195,,161.32335658792545,,,,139.00400943447767,128.358635400702,136.0165268651216,134.3972466793606,135.91164991118328,126.5226869656943,124.16909204349514,121.99795048501154,125.70113798581428,127.32238183006095,135.2456504076243,128.10195728511988,110.10165450413413,102.80494044654063,99.78739648728981,100.23686400297784,122.79683799800648,133.17885180327943,139.1839714153156,138.29063065619374,126.61087887805363,130.83183461744855,132.0890073073484,127.76171289270971,128.33780598032584,135.40668883266687,127.51202872988716,123.24346341766889,,,,129.65131577170817,135.80775277365672,131.50378715889448,123.81869413417203,135.0448328385664,130.88910631168628
1,1986-05-13 00:19:38+00:00,107.06441479085002,102.5896369600608,109.46131471536961,122.1188888489052,108.75678675812476,106.87339246297758,100.807926063259,103.84452390084631,102.68769473576826,95.87632178793031,84.82379196998251,80.06998927866563,81.88389520431006,85.01579372455596,99.75819231554365,116.0544418002198,120.46952992496914,128.4199648963322,127.67244507476134,127.01427499098124,119.89835233931579,114.95023855100276,119.41924062632926,126.45625661437178,129.3342042550043,132.61896786494538,121.78229513956335,120.65044569906878,121.03010456915253,123.98446674139124,127.03893959578828,136.9825929415365,128.77014619311774,110.4266904677585,102.33432665480547,99.30339958806702,102.49235150130662,117.77836649456314,130.2469366916763,141.07014699278767,145.90564717317199,130.16052485592667,134.94032112671795,134.1607580158074,132.70817540623995,128.7551276822859,134.8235407983869,122.64670933232951,113.36635418857428,119.20539775648321,121.02622993775906,126.22088608180461,123.79140236205954,131.1865626954053,134.89450201649402,129.88007448745856,140.45718849517675,134.73115254425426
2,1986-09-02 00:15:52+00:00,100.45057593271436,112.1447367700744,111.0370792558594,117.99640149892369,115.30900190087387,106.04937668493501,105.34052464136458,113.54172145052539,108.74715596462808,102.00779874826054,92.34763542071288,94.01109740721118,107.55125887575336,105.26197472468058,114.4532639188022,117.70675140733952,124.16745342852407,129.10997883749877,132.31441991908662,132.69656734125414,121.39591207648128,114.94699991497605,118.69516355547435,124.54011706985249,128.3515485554671,129.8152380359071,123.72094601594596,120.83328420886237,118.48776673446085,119.91145040765362,122.52073333397887,132.6958550779596,129.76917645665668,108.7798812696356,104.06572191728971,102.92221950816533,103.25953461129454,118.60567021010645,124.61015856825064,128.77961379600606,134.348712573164,125.2387252354889,125.87424060782321,122.73294887410695,123.61350025261912,117.92596367629277,132.24417461338624,121.78532234363782,115.29700662079345,120.91982786019919,121.18069511358486,126.43052213507137,121.39508615135473,125.97953061293525,124.24776765736333,125.20787555948498,130.47297334172873,127.88566284990607
3,1986-10-20 00:14:19+00:00,114.26660943673392,112.41129565649186,128.672076168405,141.6094085931679,153.29060706602098,141.61207162810402,139.72402221629378,136.73170003750133,140.23031355499282,123.08879793152246,103.64778523569669,99.16999472230968,113.21030484228993,115.04744628147813,121.13388381550115,135.34159786292406,141.77842095215797,155.3779929480986,150.98846756304835,148.0207973183522,132.5309215159465,128.75838772827495,132.67658438304454,140.9127385375287,138.6304209970866,135.287198839108,128.2862983757251,126.99042387337809,123.13688147095496,125.24794716621471,132.27200113940447,139.45704116539662,140.45445888215605,117.57157478590031,112.70086953861201,113.47787629181144,118.46254363904717,131.95894056785386,140.61584718139247,142.56236295589437,137.28085966068693,129.31286909973971,127.72640394507141,131.42453198043526,134.69244131797387,125.92140750748968,134.15448348492617,128.26837484388525,120.82915320956351,133.22982375592676,138.3982988685966,148.29872100779284,140.2073910792541,144.53279894355268,137.24133009854512,138.5452301629131,148.07793869302884,140.15486788102632
4,1987-06-01 00:19:08+00:00,119.3006501800517,125.9929260547712,143.1878227222516,141.43043397380148,133.1756997534565,127.36125751468609,116.39941539202776,115.73997124516248,113.3827720494356,105.54169770515183,97.15017702976878,99.4667377459914,103.14583239989166,110.65562314415166,122.63646142132237,136.12681210156978,142.1590948216858,137.9512447340624,133.1047120769778,128.92132555969897,123.35462685816276,115.5499220683377,126.98165018706203,132.06467287897425,131.0820826673769,135.06618688349826,127.10221603542391,125.13684555276274,122.0655944455315,128.19819888656966,131.74819202330156,136.90721847102594,128.4878731037029,110.80699080566896,104.21700942146055,102.61447178626713,102.71950018054184,117.94413645547904,134.63655819677487,147.1121744455928,146.7222710858204,135.14391181428311,133.83026073891,134.59424572653626,132.0886876606953,128.83402970869204,131.42328388914126,121.2309989110984,114.07371245722749,128.99093343984822,141.9969557393793,144.25896858428192,143.35993573073685,143.36663853643913,141.21818691526127,140.94455640112102,141.0343164730847,141.99347192338143
5,1987-07-03 00:19:49+00:00,114.6567932222012,126.72788660472054,136.5177856237226,152.87322204471144,135.57569810206894,121.53459051592966,113.7485590925192,114.5362870878236,111.16686674534506,109.80154337590989,101.16071054631914,102.056852339862,105.15024453303494,113.1155072751083,123.23346051984201,132.60351876217862,141.066928300281,148.68519588514272,148.30813520363364,143.18069355853515,128.75356978220123,117.07608977148259,123.85279915713285,131.7608229726454,130.69697018087385,128.47705199823898,122.1613968460675,124.01037873214256,125.14072583487147,129.16025886101343,133.35475481453972,141.1174548486175,137.26755438522963,124.04401947006548,119.480302936459,117.8206738343074,117.16607107539932,128.96799533773475,137.55152234880418,139.88980801698307,142.52835381485698,130.85579448714046,130.79877922939787,132.09373513745794,134.8437029458235,128.84380576682142,,,,,,,,,,,,
6,1989-01-13 00:25:03+00:00,144.57760027134967,136.7105380964417,137.0846508743416,143.16502938914155,147.85514385165897,133.5619950392882,131.0348666388438,136.17595391007933,122.22594445901488,121.60359623933601,119.16408478449821,120.25050915248393,115.02551288736991,133.7592744089164,127.46262668269883,146.89767973079702,172.77944313817386,174.99628546988532,178.03342574510484,157.9987650506064,145.51762339971037,126.60310865086922,135.96764853733592,162.36611748304932,150.47722001552833,137.2521723258672,134.85992683712516,131.96941133371226,118.66440076864136,127.30735805458782,129.58738032565273,152.00969486120303,149.9162016518079,155.79591693523292,,,,,,163.12902270089648,152.464774626288,126.41153087705707,132.72002309858323,127.9618917652008,124.21625643114409,135.55201560674567,140.20401680882884,127.08930833251836,133.9384562661462,127.42447149436705,143.16761753003198,152.04854283020325,136.65551852130693,133.59854697572246,127.79041625851747,129.4517282941993,139.57871796977835,140.09626695184733
7,1989-08-09 00:21:45+00:00,109.41193993514082,115.0189227433942,124.01846033200754,122.43089623188735,115.12209573686444,112.4203059077206,115.29795069715007,114.24561273794765,116.8267669843673,106.67208428696335,96.60719121614328,91.62853340458523,95.20942411574833,93.40338754769628,106.36352210073406,116.33803082558761,118.29362549332346,116.7260791952633,116.11564608273187,114.87548888027597,114.23864164467699,115.3604256978999,118.51902159561942,128.23375237706912,128.42495964923575,131.49662898338102,122.11325607859757,116.57048103802938,112.15807984571688,112.03685146875213,115.57183357773587,124.80440126355454,120.91347530660329,104.96094906074975,96.77504735932098,97.34793914924674,99.94764939037074,110.3521288424499,130.2852572859101,142.01996272438748,138.58641442043918,127.67443609066127,127.19982476069927,124.68257086141904,124.95426411662348,123.14993737311715,128.62716114643533,121.3072009547991,120.03331736817387,121.92419412777568,123.09665836661719,129.01181244975365,128.06214069667308,134.43457777591723,135.4571865353079,135.7477080590467,141.43123943140748,134.39232558663028
8,1989-08-25 00:21:24+00:00,126.75243912546574,134.77766064598822,134.92300391897106,,,,,,138.10577442768462,123.07527881566098,112.18950859226446,108.07342699446376,106.37410663005275,117.39362806219334,126.6175251244753,128.56211036212594,130.8667083283016,134.54981426821624,133.74308441858992,133.32266618421767,129.85375732925846,125.22019770846539,131.6454889432879,139.40737051367384,140.71301477398288,144.5157228494039,138.95115456453556,133.54167165836,131.10346459018842,135.2575008722943,136.61245393240614,145.93297547312818,142.08492492613024,121.58567064241767,115.97056350853195,109.60287953422049,112.14945694249165,127.77162222758449,134.56096372174977,145.99700973465127,146.42134246120946,138.803711196666,137.47979995861914,137.53187948498118,137.08501690457715,126.98321314194177,141.65911910015052,132.17554515052925,,,,,,,,,,
9,1989-11-29 00:18:49+00:00,131.87945994982047,131.854030272718,132.05758405506703,142.70405146477538,138.47762616267892,131.97353970843986,121.28466596572704,123.2494921872301,115.82437223235263,111.47552165818392,107.48586125951729,103.62110490314706,109.15036099537353,113.37872503662567,119.08516509891695,126.12693172150824,128.99542402479705,130.34404622638604,136.18625225234743,134.41394378791335,130.8845432701529,123.80292179581956,127.4229310054616,135.28548741737532,133.32732925413106,137.59781940470918,133.34384550464804,127.72943459527009,128.90187271164444,132.35906983752173,135.75281741220388,142.82517116816115,137.10519648401868,121.08687815522241,113.12793805426261,113.204096505669,107.70835178510492,124.72242967758315,135.04961812435224,140.02950226833704,139.81515217346234,135.16708717612258,136.9547006045568,135.3938172749783,133.81404732906898,132.11546351400628,138.05496802291745,132.46716583600556,124.44676340444109,127.17198792214761,128.26631998181244,130.3113635071397,126.440666609456,137.76971145013133,137.82316117501102,137.57102299930753,139.31485449683404,139.57042790498414
