,dates,nzd0391-0000,nzd0391-0001,nzd0391-0002,nzd0391-0003,nzd0391-0004,nzd0391-0005,nzd0391-0006,nzd0391-0007,nzd0391-0008,nzd0391-0009,nzd0391-0010,nzd0391-0011,nzd0391-0012,nzd0391-0013,nzd0391-0014,nzd0391-0015,nzd0391-0016,nzd0391-0017,nzd0391-0018,nzd0391-0019,nzd0391-0020,nzd0391-0021
0,1999-08-03 22:00:08+00:00,127.81451847334075,133.96881980109862,140.77006173718473,146.37667444303383,147.9751249305814,144.01865402457648,145.82161258125714,145.82853933655502,146.4841594208542,149.0102932876326,148.68016111635055,157.04185962753786,151.95254324111698,162.03407143605608,156.45089316947283,153.0596151482473,156.2909106717088,159.1153004185729,170.30667912628758,158.1350694783532,159.21603111306456,165.5353029992955
1,1999-09-04 22:00:09+00:00,164.95357563855805,147.92332160144127,152.91935567037808,157.9749651752898,153.19712423039994,149.33349294931466,152.5476928321722,152.0918559505652,156.09499366611826,160.3402028859849,161.92590436478514,169.94350931217716,165.96374457723337,168.93263066337335,174.33356013877506,167.68666028030603,161.836604245998,163.66753216894784,169.07634341459175,170.8971249498577,169.1601761199146,174.5220589019561
2,1999-10-22 22:00:28+00:00,168.32962306273578,149.53742424226598,157.3971778449524,164.57094234668523,159.92632391950613,154.02458985927495,153.74419165405106,159.14972578844615,158.51295098617072,163.77548328063284,165.39237922301024,176.46020316460283,173.7671812801252,175.20890271519443,185.88859274706283,175.55876239537724,169.46842601371281,172.57343001102885,173.37490873908558,179.2147223501027,176.82954271015439,188.75638655854976
3,1999-12-09 22:00:33+00:00,148.44081944147638,137.7993374676038,141.8465599691511,146.8385454135672,140.0690629723569,141.85192872788326,144.2557639532639,149.30727151562223,149.91500527398773,152.79530391448614,154.27047155388152,164.2657456190842,160.9678458960409,164.67100060616934,170.51293506453118,162.40366871306804,164.34101821292575,164.9959262432877,166.10284888717462,164.62693000484055,164.6410332086764,178.16042986220756
4,1999-12-25 22:00:28+00:00,154.28429683161374,149.89198462213682,152.3418663536125,157.04729837925368,156.65767565958467,151.96329252702776,151.6590595374034,151.95432510325483,157.2577537947879,162.1036243011636,162.42567571050915,169.18870287338115,165.37339418153064,168.3854629323892,170.86443445632273,166.76940846608235,164.8386764444479,164.9559058809149,165.91776290582814,167.66932312390918,162.81883780255586,172.03294794731957
5,2000-01-26 22:00:26+00:00,151.9034607581244,137.41179181206647,149.53489991355178,152.13862871895293,149.73644479248026,147.2957027314546,145.80638705078707,150.30045427114254,153.4010213710872,158.94316671465555,159.2197305919242,168.68887056426027,164.45501373995597,162.93008121533865,167.06652066442345,164.76474160006137,165.21645152701603,164.8104247809551,166.2961694362079,162.64963678185248,163.79859407735938,164.16661184131067
6,2000-02-11 22:00:21+00:00,146.5576256363491,143.7111758196017,146.40388761000506,154.42557855661704,150.65870789312726,147.72072796564441,149.32673485444437,150.99562150750648,154.23262616182157,156.69966019583075,159.4781294257328,168.11917921296816,164.79858722427622,163.98912066943674,168.47341906592789,163.06831897852086,168.42296190245764,168.03973121565696,166.09273078179902,163.98253162655047,165.4898641295484,171.92237904106975
7,2000-02-27 22:00:16+00:00,153.35166780755026,142.86742045043638,150.20486352933153,152.82381837812198,150.03498292141734,149.0267021220415,147.7293504372866,149.98183306040565,155.33063459162793,155.72765941125144,159.61578903453724,165.55734316300465,162.3132063406976,164.22463342136376,166.99044708811095,165.16451917895722,162.70473426779603,164.11959703679693,162.57292189450405,166.57001633317077,159.19526631328122,175.76856129963318
8,2000-03-30 22:00:09+00:00,164.48941106870723,152.5476244534349,155.0177786451074,161.78828958037678,162.29498308350418,156.70307841261607,156.9011937801506,157.11858824361187,159.7604741827012,163.97206130186171,163.0679275397899,174.22576478494938,173.79380358370378,169.97437760471752,182.4473057833199,173.68111708422487,169.05055514386302,169.740088562408,171.58734441228535,170.4956113093485,168.5823825525985,174.3797861885293
9,2000-04-15 21:59:55+00:00,166.85140372821223,153.56659628490027,155.53262363542387,160.21069480889238,154.46313782991362,155.550295966597,153.37349951693236,154.20377626362148,157.42976681994583,166.34229774132046,165.97815298581082,176.22252946731768,172.4275473140449,172.47400423069996,186.2186850470197,175.69827152832661,171.6675902061742,174.8229456559491,175.27912350991878,179.5298963490156,174.40748735499614,185.50085239154978
