dates,satname,nzd0484-0000,nzd0484-0001,nzd0484-0002
1999-08-26 22:07:32+00:00,L7,341.26,349.42,356.66
1999-11-30 22:07:23+00:00,L7,317.15,325.87,335.55
1999-12-16 22:07:09+00:00,L7,330.23,336.91,339.06
2000-05-08 22:06:44+00:00,L7,343.02,346.49,347.69
2000-06-25 22:05:55+00:00,L7,325.24,338.59,339.35
2000-07-11 22:05:41+00:00,L7,325.76,335.83,337.32
2000-07-27 22:05:48+00:00,L7,324.03,342.73,342.51
2000-08-12 22:05:17+00:00,L7,348.68,347.32,348.16
2000-09-20 22:10:50+00:00,L7,,,186.36
2000-11-16 22:04:32+00:00,L7,338.88,344.72,342.08
2000-12-18 22:04:37+00:00,L7,339.52,346.32,347.89
2001-01-03 22:04:36+00:00,L7,331.16,343.30,339.45
2001-01-19 22:04:43+00:00,L7,338.09,340.84,343.71
2001-02-20 22:04:36+00:00,L7,350.12,354.91,357.10
2001-03-08 22:04:56+00:00,L7,350.33,362.02,364.87
2001-07-14 22:03:57+00:00,L7,332.83,344.47,342.43
2001-08-15 22:03:02+00:00,L7,342.04,351.42,355.35
2001-11-03 22:02:58+00:00,L7,350.82,352.38,357.06
2002-03-11 22:03:07+00:00,L7,348.03,359.82,363.67
2002-04-12 22:03:01+00:00,L7,349.77,361.76,368.67
2002-05-14 22:02:55+00:00,L7,346.25,351.87,364.90
2002-05-30 22:03:13+00:00,L7,349.86,354.71,351.94
2002-06-15 22:02:43+00:00,L7,346.13,349.41,355.87
2002-08-18 22:02:21+00:00,L7,319.99,333.47,337.38
2002-11-22 22:02:21+00:00,L7,349.85,362.80,368.19
2002-12-08 22:02:27+00:00,L7,335.34,345.25,347.41
2002-12-24 22:02:33+00:00,L7,341.61,347.41,346.33
2003-02-26 22:02:52+00:00,L7,317.71,327.71,326.00
2003-07-28 21:50:52+00:00,L5,,,339.29
2003-08-05 22:02:35+00:00,L7,,,626.99
2003-08-13 21:51:08+00:00,L5,356.29,370.22,371.45
2003-09-14 21:51:42+00:00,L5,336.94,342.55,345.22
2003-10-16 21:52:08+00:00,L5,338.52,342.82,346.30
2003-11-17 21:52:33+00:00,L5,340.13,344.59,352.70
2004-01-12 22:03:07+00:00,L7,,344.73,339.46
2004-04-09 21:53:43+00:00,L5,,,459.54
2004-04-25 21:54:11+00:00,L5,,,462.20
2004-05-03 22:03:23+00:00,L7,346.28,353.56,362.77
