dates,nzd0429-0000,nzd0429-0001,nzd0429-0002,nzd0429-0003,nzd0429-0004,nzd0429-0005,nzd0429-0006,nzd0429-0007,nzd0429-0008,nzd0429-0009,nzd0429-0010,nzd0429-0011,nzd0429-0012,nzd0429-0013,nzd0429-0014,nzd0429-0015,nzd0429-0016,nzd0429-0017,nzd0429-0018,nzd0429-0019,nzd0429-0020,nzd0429-0021,nzd0429-0022,nzd0429-0023,nzd0429-0024,nzd0429-0025,nzd0429-0026,nzd0429-0027,nzd0429-0028,nzd0429-0029,nzd0429-0030,nzd0429-0031,nzd0429-0032,nzd0429-0033,nzd0429-0034,nzd0429-0035,nzd0429-0036,nzd0429-0037,nzd0429-0038,nzd0429-0039,nzd0429-0040,nzd0429-0041,nzd0429-0042,nzd0429-0043,nzd0429-0044,nzd0429-0045,nzd0429-0046,nzd0429-0047,nzd0429-0048,nzd0429-0049,nzd0429-0050,nzd0429-0051,nzd0429-0052,nzd0429-0053,satname
2001-05-02 22:10:03+00:00,396.33,387.25,404.39,407.47,415.35,418.85,416.16,412.99,413.67,414.05,417.41,414.20,411.73,410.80,407.80,406.66,404.76,402.33,399.20,395.40,397.01,398.83,400.14,401.32,399.82,400.26,399.07,395.92,391.92,385.34,384.13,380.92,381.32,380.37,379.04,380.51,377.32,375.96,373.09,369.64,372.54,378.24,389.12,395.40,392.07,384.73,379.37,377.28,376.99,372.40,374.25,365.82,360.46,354.60,L7
2001-06-03 22:09:40+00:00,401.97,385.57,401.47,403.75,413.86,417.36,414.76,411.19,412.36,412.44,416.39,412.94,411.41,409.54,406.98,406.64,403.16,400.57,398.19,393.95,394.76,395.79,397.95,399.14,398.26,400.00,399.25,395.62,391.43,385.46,385.38,382.40,380.74,379.88,378.35,380.81,378.22,376.18,371.68,369.36,372.34,377.97,390.38,396.73,393.05,385.89,384.27,381.68,382.15,378.48,379.03,370.28,361.78,355.28,L7
2001-07-05 22:09:21+00:00,401.97,385.57,401.47,403.75,413.86,417.36,414.76,411.68,413.97,414.00,417.95,415.32,413.32,411.26,409.25,408.35,404.44,401.11,399.16,395.97,397.18,395.93,397.95,399.14,398.26,400.00,399.25,395.62,391.43,385.46,385.38,382.40,380.74,379.88,378.35,380.81,378.22,376.18,371.68,369.36,372.34,377.97,390.38,396.73,393.05,385.89,384.27,381.68,382.15,378.83,379.49,372.16,359.17,351.67,L7
2001-09-23 22:08:26+00:00,403.50,385.69,400.70,396.35,409.83,411.50,410.91,409.99,414.37,413.32,417.08,415.30,413.92,411.48,408.50,408.37,403.42,399.51,398.35,396.75,395.01,394.18,393.14,394.78,391.92,396.90,396.59,394.90,393.71,385.48,382.82,382.05,383.54,377.12,378.85,377.59,371.12,372.36,371.47,372.42,375.27,389.33,403.99,396.30,400.39,390.95,388.73,385.86,382.41,377.74,378.92,371.25,354.03,344.11,L7
2002-01-29 22:08:45+00:00,385.89,385.69,392.80,396.12,404.16,409.96,407.98,406.36,406.66,409.18,408.03,407.42,408.89,405.37,400.60,403.08,399.56,398.93,396.42,392.00,391.85,395.23,391.14,393.64,392.13,396.56,392.38,391.90,387.20,372.64,370.62,369.41,371.83,361.58,369.34,366.81,370.31,371.84,372.91,370.10,375.93,387.81,396.23,393.63,387.69,381.46,373.26,364.26,358.96,350.94,359.29,357.95,345.42,333.64,L7
2002-02-14 22:08:53+00:00,385.89,404.56,403.78,406.78,413.02,417.08,414.34,411.84,412.00,413.18,412.60,411.58,412.00,409.00,404.99,407.60,403.57,401.73,398.73,395.15,394.71,395.79,393.15,395.53,393.41,397.81,397.14,396.81,392.39,372.64,370.62,369.41,371.83,361.58,369.34,366.81,370.31,374.14,374.49,371.90,376.95,388.96,394.05,395.04,388.99,382.35,373.62,364.61,359.76,351.05,355.40,354.76,340.48,331.95,L7
2002-03-02 22:08:56+00:00,385.89,404.56,404.30,406.98,411.01,414.36,411.85,410.04,408.53,410.11,410.59,409.38,409.29,405.55,403.32,404.81,401.07,400.10,396.13,392.34,391.58,392.77,390.75,392.88,390.47,394.91,395.14,395.24,388.94,379.70,379.13,369.77,368.70,361.98,367.10,366.21,367.87,370.98,371.41,369.50,374.38,382.62,386.61,390.36,387.51,378.31,371.40,364.04,359.83,351.01,353.66,349.83,336.96,330.58,L7
2002-04-03 22:08:45+00:00,,413.97,410.12,415.56,420.21,422.11,418.94,416.22,413.35,414.81,414.87,413.19,411.18,408.03,409.39,410.07,406.68,405.10,400.68,397.50,395.40,395.86,394.62,395.85,394.66,397.39,398.29,399.42,394.45,390.43,388.54,380.12,378.02,374.27,376.19,376.84,375.07,375.74,375.08,372.52,377.87,383.00,388.54,393.33,388.89,379.43,371.15,364.10,360.58,352.41,354.25,350.93,338.77,335.58,L7
2002-06-06 22:08:34+00:00,,413.97,410.12,415.56,420.21,422.11,413.48,411.58,409.78,412.02,412.35,410.00,410.33,404.82,406.36,407.75,402.61,402.60,399.67,396.70,394.10,393.69,393.26,395.85,394.66,397.39,398.29,399.42,394.45,390.43,388.54,380.12,378.02,374.27,376.19,376.84,375.07,375.74,375.08,372.52,377.87,383.00,388.54,393.33,388.89,379.43,371.15,364.10,360.58,352.41,354.25,350.93,338.77,335.58,L7
2002-07-24 22:08:14+00:00,,413.97,410.12,415.56,420.21,422.11,413.48,411.58,407.61,408.64,408.85,408.95,407.95,402.25,405.09,405.39,401.18,401.15,399.16,395.96,393.52,393.57,393.83,395.85,394.66,397.39,398.29,399.42,394.45,390.43,388.54,380.12,378.02,374.27,376.19,376.84,375.07,375.74,375.08,372.52,377.87,383.00,388.54,393.33,388.89,379.43,371.15,364.10,360.58,352.41,354.25,350.93,335.28,331.40,L7
2002-08-25 22:08:00+00:00,,404.51,408.42,413.34,413.60,413.48,405.40,401.35,398.14,400.16,401.26,400.95,399.61,393.74,397.67,397.83,394.20,395.35,394.82,390.61,387.53,389.34,390.27,389.19,388.17,388.95,391.56,394.12,389.61,390.43,388.54,380.12,378.02,374.27,376.19,376.84,371.54,371.00,371.56,369.41,373.46,377.05,383.03,386.47,387.92,374.38,369.98,368.73,367.32,359.45,363.36,355.19,335.29,326.99,L7
2002-09-10 22:07:55+00:00,382.33,395.33,390.35,394.12,395.53,400.42,397.37,394.13,394.29,395.66,396.86,398.37,396.61,391.84,394.79,395.37,391.30,392.99,394.05,389.55,386.68,389.13,388.43,389.39,392.27,389.27,386.25,385.19,387.73,388.72,380.29,377.95,380.33,378.10,374.80,375.53,371.78,367.47,367.87,366.68,373.23,384.15,385.17,387.69,383.48,374.06,368.07,368.10,366.07,361.66,367.03,361.57,337.47,330.18,L7
2002-12-31 22:08:20+00:00,382.33,386.15,369.70,369.12,368.86,380.07,380.26,383.25,386.95,386.75,388.60,394.28,389.64,386.27,388.28,387.64,385.64,387.51,389.65,385.01,383.26,387.34,388.82,385.07,382.31,373.07,376.39,379.50,384.04,385.31,379.79,373.76,376.16,378.22,371.96,375.71,375.31,369.21,367.49,365.14,373.03,386.31,384.20,390.31,382.93,377.57,372.13,368.87,367.88,361.66,366.83,368.75,341.09,329.33,L7
2003-02-01 22:08:33+00:00,374.19,372.89,361.61,363.33,366.21,375.75,373.31,377.48,379.97,381.11,385.80,389.33,386.27,385.42,384.55,386.20,382.28,384.65,386.22,383.93,382.78,384.45,383.62,380.88,373.66,365.66,366.83,377.29,381.19,379.01,376.47,372.68,375.81,378.39,372.94,374.96,374.81,369.89,366.70,363.63,370.76,378.88,379.71,387.85,378.52,376.35,370.08,367.04,364.82,359.02,362.18,365.36,347.25,335.39,L7
2003-05-24 22:08:40+00:00,366.06,359.63,353.51,357.54,363.55,371.44,366.37,365.93,388.09,390.92,396.37,398.80,395.44,398.69,387.54,389.26,383.96,385.33,386.33,389.05,389.13,384.75,387.33,378.65,365.56,355.07,360.96,379.59,384.37,376.85,379.14,376.12,378.62,382.57,378.38,380.95,380.47,377.62,372.65,367.05,373.04,378.88,381.54,392.39,380.68,381.75,374.64,370.02,364.87,359.28,358.03,368.65,353.79,344.46,L7
2003-08-20 21:57:03+00:00,,,,,,,,383.57,390.77,396.31,400.85,400.62,398.28,402.12,391.73,389.58,389.06,388.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.08,365.58,364.73,355.76,351.10,320.53,L5
2003-08-28 22:08:21+00:00,,,,,,,,378.87,386.74,390.73,396.55,396.19,394.57,396.97,390.29,386.56,387.11,388.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.15,354.25,359.84,353.47,341.01,322.00,L7
2003-11-24 21:58:27+00:00,405.22,384.13,370.10,373.85,384.16,386.42,387.81,380.65,380.83,381.52,389.58,389.24,387.97,388.23,388.28,385.87,388.80,389.47,388.96,402.72,401.18,382.44,,,375.76,377.11,377.15,380.31,376.71,376.05,384.22,389.75,391.40,393.06,391.89,393.13,393.73,389.80,377.25,374.51,374.74,381.68,378.57,388.21,387.90,384.10,378.52,371.14,369.34,359.01,361.68,354.02,339.63,324.79,L5
2003-12-10 21:58:29+00:00,405.22,384.13,370.10,373.85,384.16,386.42,387.81,380.65,380.83,381.52,389.58,389.24,387.97,388.23,388.28,385.87,388.80,389.47,388.96,402.72,401.18,382.44,,,375.76,377.11,377.15,380.31,376.71,376.05,384.22,389.75,391.40,393.06,391.89,393.13,393.73,389.80,377.25,374.51,378.04,386.68,386.59,395.57,393.34,389.11,372.53,370.09,368.76,359.36,362.75,356.69,342.04,330.87,L5
2003-12-26 21:58:42+00:00,406.79,382.19,366.63,371.52,379.47,379.73,381.60,378.74,380.18,382.21,386.32,385.81,384.24,385.03,386.01,383.88,385.67,385.91,387.10,393.18,391.68,379.00,370.82,375.31,372.08,369.35,370.79,376.03,375.44,368.42,373.59,376.76,385.68,386.01,384.27,385.75,382.44,380.15,372.38,366.58,372.66,379.05,384.33,391.45,390.51,385.86,373.09,371.31,369.57,360.27,362.76,356.53,340.42,328.32,L5
2004-01-19 22:08:59+00:00,402.75,382.14,367.27,371.52,379.47,379.96,379.88,377.73,379.99,382.17,387.17,386.36,384.27,385.05,386.26,384.80,386.60,385.10,387.10,393.18,385.26,379.00,370.82,375.31,372.08,369.35,370.79,376.38,376.54,369.76,372.81,375.14,385.68,386.01,382.10,384.58,382.11,381.72,372.04,367.37,373.20,379.02,383.10,392.74,388.08,384.48,375.09,371.31,368.20,357.74,359.93,354.03,339.31,328.64,L7
2004-02-04 22:09:05+00:00,402.27,380.75,368.42,369.82,374.77,377.93,377.81,375.91,378.51,379.58,387.17,386.36,383.48,383.08,385.23,383.03,385.14,382.96,382.84,385.52,380.15,379.00,370.82,375.31,372.08,369.35,370.79,374.34,375.04,368.16,372.81,375.14,385.68,386.01,382.10,384.58,382.11,381.72,372.04,367.37,373.20,379.02,383.10,391.96,385.48,381.08,372.54,366.79,365.58,354.67,357.23,352.05,337.63,328.64,L7
2004-03-23 22:09:16+00:00,402.27,380.75,368.42,369.82,374.77,377.31,376.55,373.80,377.06,377.56,383.02,382.07,380.14,380.22,382.58,381.11,383.54,381.47,382.84,381.64,376.47,372.01,365.53,368.48,369.04,368.19,370.49,374.21,374.42,367.78,371.13,375.14,385.68,380.84,379.60,382.95,380.45,379.20,371.71,366.88,372.54,378.71,383.38,392.37,385.44,381.08,372.54,365.81,363.19,354.06,355.43,350.58,333.52,327.74,L7
2004-04-08 22:09:12+00:00,402.27,380.75,368.42,369.82,374.77,377.31,376.55,373.80,377.06,377.56,383.02,382.14,380.49,380.62,382.38,381.11,383.54,381.47,382.84,381.64,376.47,372.01,365.53,368.48,369.04,368.19,370.49,374.21,373.87,367.64,370.95,374.06,379.55,379.38,378.02,381.46,379.57,378.16,371.71,366.88,372.54,378.71,383.38,392.37,385.44,381.08,372.54,365.81,363.19,354.06,355.43,350.58,333.52,327.74,L7
2004-04-24 22:09:07+00:00,403.42,385.09,373.13,374.25,376.89,378.56,377.09,375.64,378.07,379.54,384.47,383.58,380.49,380.62,382.38,384.04,385.63,383.39,384.88,383.00,378.84,374.94,371.43,368.48,369.04,368.19,370.49,374.21,373.87,370.56,373.86,377.60,382.12,381.93,380.66,383.06,381.74,380.65,376.07,371.63,376.49,378.71,383.38,394.72,387.95,383.62,375.63,369.41,365.65,357.75,359.16,352.11,335.76,326.42,L7
2004-05-02 22:00:09+00:00,399.13,379.41,373.13,374.25,364.85,378.56,377.10,375.64,378.07,379.54,384.47,383.58,380.49,380.62,382.38,384.04,385.63,383.39,384.88,383.00,378.84,374.94,371.43,368.48,369.04,368.19,370.49,374.21,373.87,370.56,373.86,377.60,382.12,381.93,380.66,383.06,381.74,380.65,376.07,371.63,376.49,378.71,383.38,394.72,387.95,383.62,375.63,369.41,365.65,357.75,359.16,352.11,335.76,326.42,L5
2004-05-18 22:00:38+00:00,399.13,379.41,373.13,374.25,364.85,378.56,380.63,376.94,379.35,381.25,386.73,386.02,383.70,383.01,385.00,386.68,386.78,385.05,385.55,383.75,379.45,376.54,379.62,377.81,376.72,368.19,370.49,374.21,373.87,370.56,373.86,377.60,382.12,381.93,380.66,383.06,381.74,380.65,376.07,371.63,376.49,378.71,383.38,394.72,387.95,383.62,375.63,371.45,367.64,357.62,358.96,352.28,334.60,325.58,L5
2004-06-11 22:09:02+00:00,397.92,378.47,373.88,374.39,360.02,376.99,380.72,377.45,381.15,381.56,386.31,387.60,386.31,382.80,385.13,387.05,385.88,384.05,384.69,379.96,375.83,375.06,379.62,377.81,377.04,363.73,367.16,372.69,373.30,369.65,371.79,374.57,379.03,379.15,378.42,381.04,379.34,378.83,375.78,370.91,375.72,373.39,381.24,394.38,385.79,380.88,377.19,371.99,366.40,355.34,356.72,349.74,331.77,319.92,L7
2004-07-29 22:08:50+00:00,395.52,376.69,381.92,376.98,355.11,377.16,382.32,379.09,381.24,380.62,388.13,389.83,389.35,384.72,386.39,388.82,387.16,386.27,384.51,379.04,375.10,374.90,382.55,379.06,381.35,365.87,369.89,370.97,371.20,371.16,374.91,381.30,378.56,379.20,379.22,381.53,381.37,379.59,382.12,378.02,383.06,377.45,384.51,397.37,387.77,381.91,376.73,371.55,366.05,355.76,357.96,350.25,330.74,317.07,L7
2004-08-22 22:03:12+00:00,392.86,376.73,391.96,387.56,349.97,379.83,384.47,382.14,379.60,380.37,381.24,384.67,387.33,384.21,387.97,392.49,390.27,392.20,389.61,381.99,378.53,374.90,382.55,379.06,381.35,365.87,369.89,373.70,371.52,373.77,374.91,381.30,378.56,379.20,379.22,381.53,381.37,379.59,382.12,378.02,383.06,377.45,384.51,401.62,394.11,396.30,391.11,377.65,371.47,362.25,363.58,353.62,331.80,317.07,L5
2004-09-23 22:04:02+00:00,383.90,369.16,370.85,365.56,350.84,372.67,383.05,379.49,379.06,380.04,382.50,385.63,387.17,382.38,385.61,389.74,385.93,383.97,381.22,380.17,378.77,373.18,385.21,383.25,385.86,381.97,378.57,376.48,376.58,376.19,376.58,377.02,375.82,381.61,380.15,381.73,381.87,381.45,380.99,375.66,377.39,363.92,366.47,391.80,386.77,381.46,379.56,377.12,376.93,367.70,365.82,353.67,337.10,323.50,L5
2004-10-01 22:08:33+00:00,379.60,366.33,364.17,362.03,353.49,372.67,383.05,377.39,377.90,379.83,381.63,384.64,385.86,381.88,384.30,387.30,383.71,381.98,379.00,377.72,378.77,373.18,383.25,381.38,382.90,381.10,379.67,379.09,378.29,376.65,376.03,376.55,375.35,379.47,380.15,381.73,383.27,381.86,380.48,374.54,375.25,368.00,370.21,388.48,382.68,381.04,380.12,377.12,376.93,367.70,365.97,355.04,338.19,326.73,L7
2004-10-17 22:08:38+00:00,378.11,365.74,362.37,360.66,354.45,370.09,380.01,375.26,376.39,378.83,381.40,384.41,385.30,381.74,385.02,386.62,382.91,381.13,378.40,375.45,376.90,372.61,381.22,380.81,383.46,383.44,383.41,381.79,381.89,379.88,378.72,380.02,379.33,382.36,385.39,386.37,386.21,383.87,380.45,374.80,375.23,373.88,370.21,389.52,384.85,382.25,379.33,375.94,374.51,366.57,364.94,354.00,338.42,329.22,L7
2004-11-18 22:08:57+00:00,370.11,360.09,356.58,355.56,359.18,360.39,369.68,370.35,374.09,375.48,377.10,381.34,381.78,377.83,380.89,380.62,377.97,376.53,375.88,367.69,368.70,364.73,373.29,375.59,378.02,383.44,383.41,381.79,381.89,375.78,375.49,376.10,375.84,379.10,381.16,384.03,384.09,380.78,376.10,369.53,368.22,373.88,370.21,383.09,378.80,377.56,375.41,369.53,368.02,364.82,361.86,351.73,338.81,335.25,L7
2004-11-26 22:05:17+00:00,368.97,358.93,355.12,355.60,360.08,361.87,368.06,369.58,374.77,374.83,376.34,379.58,379.95,376.78,379.42,378.91,376.75,377.46,375.17,369.10,368.70,364.73,374.21,377.39,377.28,381.60,381.73,380.50,379.85,373.03,372.80,377.12,376.24,379.72,380.37,384.36,384.95,381.06,374.76,369.74,368.03,372.95,369.74,382.85,376.81,377.41,374.38,369.41,369.89,365.04,362.26,351.47,337.31,332.53,L5
2005-01-29 22:06:17+00:00,368.97,358.93,355.12,355.60,360.08,361.87,366.19,365.95,374.71,373.95,376.34,376.36,375.26,374.13,377.36,380.20,380.08,377.46,368.45,369.10,368.70,364.73,374.21,377.39,377.28,381.60,381.73,380.50,379.85,373.03,372.80,377.12,376.24,379.72,380.37,384.36,384.95,381.06,374.76,375.39,368.03,379.53,369.09,384.66,372.37,377.29,367.03,371.55,379.60,360.58,362.26,351.47,337.31,332.53,L5
2005-03-02 22:06:47+00:00,368.97,358.93,355.12,355.60,360.08,361.87,366.19,365.95,376.96,374.20,378.25,377.74,375.40,371.47,374.36,380.08,379.41,378.25,368.45,367.66,366.30,366.43,371.34,374.07,374.18,378.64,380.53,379.89,378.90,375.36,374.49,377.25,375.63,378.72,380.44,383.14,381.81,378.88,372.10,372.10,366.00,377.02,370.75,384.90,374.93,376.53,367.09,370.18,375.80,359.67,360.86,349.18,335.74,329.48,L5
2005-03-26 22:09:40+00:00,372.50,363.49,358.81,358.61,361.96,368.60,368.12,368.93,378.03,377.72,380.50,381.92,381.04,379.41,379.66,383.81,384.01,382.27,369.25,368.29,367.57,370.94,371.96,375.08,374.74,377.81,381.02,380.75,384.87,381.78,380.97,383.74,376.95,378.97,388.35,384.64,383.01,386.67,380.35,377.86,372.26,382.74,378.61,391.84,380.61,381.48,370.69,372.16,378.11,360.42,364.32,355.93,344.40,329.31,L7
2005-04-27 22:09:33+00:00,375.82,365.80,361.83,360.33,362.41,367.21,368.95,370.34,380.21,378.41,380.39,382.60,381.46,379.91,380.12,384.76,385.39,383.83,368.73,367.71,365.70,370.97,369.78,370.49,368.72,371.87,376.22,377.04,387.33,383.72,382.08,383.93,374.76,377.81,386.22,382.24,378.38,389.58,381.38,378.33,371.74,382.33,379.46,391.75,379.38,378.84,366.98,369.48,377.11,359.73,364.78,359.71,349.46,324.06,L7
2005-05-29 22:09:33+00:00,385.76,375.27,371.97,358.07,359.12,373.39,371.89,369.55,376.66,377.05,377.44,379.73,380.18,380.09,380.09,389.01,387.99,384.38,355.92,363.31,359.10,371.51,357.01,364.35,365.56,369.76,375.75,377.45,391.18,389.12,387.86,385.18,373.41,375.94,388.70,379.49,369.22,392.14,384.92,380.31,373.16,385.38,382.12,394.15,381.52,379.31,365.90,369.63,377.99,357.82,365.44,362.27,356.48,312.16,L7
2005-07-08 22:07:39+00:00,385.76,375.27,371.97,358.07,359.12,373.39,371.89,369.55,376.87,380.22,377.97,379.72,379.98,379.73,381.15,389.01,387.99,384.38,355.92,363.31,359.10,371.51,357.01,364.35,365.56,369.76,375.75,377.45,391.18,389.12,387.86,385.18,373.41,375.94,388.70,379.49,369.22,392.14,384.92,380.31,373.16,385.38,382.12,394.15,381.52,379.31,365.90,369.63,377.99,357.82,365.44,362.27,356.48,314.30,L5
2005-07-24 22:07:50+00:00,387.98,374.23,369.22,365.16,359.12,373.39,371.89,370.21,376.80,377.48,377.31,381.62,380.47,379.50,379.20,388.00,386.17,380.79,359.80,369.35,366.41,380.42,370.31,365.15,375.01,371.68,375.52,379.48,387.64,384.12,385.09,380.20,371.53,371.81,382.59,382.73,369.22,392.14,384.92,380.31,378.34,391.41,382.12,394.15,387.95,379.14,364.96,364.09,370.13,351.24,355.91,355.07,348.15,317.75,L5
2005-09-10 22:08:07+00:00,387.35,372.71,368.87,366.14,363.31,371.75,368.54,371.80,372.45,379.21,377.88,382.44,379.45,380.34,379.30,383.26,382.30,378.31,370.17,372.99,372.11,384.33,382.87,373.16,382.03,380.03,381.37,382.31,388.57,382.86,383.51,379.41,372.71,374.67,383.39,384.92,378.41,395.04,390.37,381.95,381.99,391.14,388.76,394.18,394.22,377.69,369.53,357.35,356.68,343.63,351.21,355.93,349.99,319.72,L5
2005-09-26 22:08:06+00:00,388.28,371.68,369.03,366.14,363.31,363.89,365.78,370.57,371.49,376.07,374.54,377.48,374.15,375.29,375.33,380.18,377.80,373.86,370.17,372.99,372.11,384.33,382.87,373.16,382.03,380.03,381.37,382.31,382.79,377.42,376.85,372.26,372.71,374.67,375.67,384.92,378.41,384.48,380.70,375.29,379.38,381.87,380.25,383.04,390.76,371.48,362.85,357.35,348.80,330.32,339.00,349.91,348.56,329.84,L5
