,dates,chi0298-0000,chi0298-0001,chi0298-0002,chi0298-0003,chi0298-0004,chi0298-0005,chi0298-0006,chi0298-0007,chi0298-0008,chi0298-0009,chi0298-0010,chi0298-0011,chi0298-0012,chi0298-0013,chi0298-0014,chi0298-0015,chi0298-0016,chi0298-0017,chi0298-0018,chi0298-0019,chi0298-0020,chi0298-0021,chi0298-0022,chi0298-0023,chi0298-0024,chi0298-0025,chi0298-0026
0,1985-07-27 14:09:17+00:00,216.01290418597327,212.72215207634466,203.2610183723896,186.3366805624583,201.47148687548125,226.82313805888543,236.34557123526386,214.90712983689912,186.68852277599265,213.37919910595468,225.81272607529547,192.03869090852606,170.0422658122434,186.57342405702397,213.11046114430468,,177.73899702153693,191.45284539787718,211.49506165088553,182.87860639766288,,177.98288691980935,163.40291447509742,155.3222441370897,168.12834303943424,166.97623845676748,181.01169232808124
1,1986-02-04 14:06:23+00:00,216.4632785387069,198.7564119508173,210.98021794662827,216.72913164896772,199.36007985084856,210.61881271752455,235.23205367248386,234.44605623070672,218.68741413203765,217.76841025577875,218.32031852881798,188.62801344549666,167.84680696072343,177.36011112646702,178.2066986451928,,165.16598856669324,205.94084898395576,196.10178050016975,195.1935667558542,205.1114280291155,208.7922173325323,192.8013717831119,176.8137574171022,163.24987427925691,173.98369757499387,185.1545811056702
2,1986-07-30 14:01:40+00:00,200.05994512380917,195.12477876454986,171.21323312456664,178.0099757848375,195.1027465952082,202.79255174305305,182.40020352048157,172.3591230586363,192.07868849486573,216.59354102216642,201.73989089143407,191.34687016799555,206.35420735979292,194.20161067312856,217.68340443862456,222.83319201014996,200.38725946519352,205.56180392646988,212.37119979869541,184.55503897218873,168.5400640397165,177.7769023284657,177.09955300057536,159.30836814675806,173.23018121015122,181.8417934593337,179.2342607366491
3,1986-08-31 14:00:29+00:00,210.24604366839586,194.8815132811357,189.23289774543608,186.49543679457403,205.82688509268277,205.28330297849897,203.12521838413483,197.728647089701,215.8819994135493,212.10653661233442,209.18236151091972,202.4862327786925,217.48535219587365,207.83234038585013,202.38719970733615,214.74590888659918,210.12412931401508,207.9275094605647,213.45574983144994,211.20527436640032,185.8351651486671,178.38776993995964,171.27456430617536,174.47406927990468,186.3154618099359,188.94310032690413,198.32642588883175
4,1986-11-03 13:58:22+00:00,215.37981971581019,204.8261592702278,200.80671789060813,196.06972901065484,201.2432897144524,198.83752749714318,195.31354591236862,203.93316945355974,220.67370615199223,229.21257157758475,201.07482820186107,193.52939852271908,211.22965593234363,213.7232762892102,209.3974925736663,212.01526173905813,206.68946220119386,206.9849116430241,214.1669583140833,207.64904610276517,195.0757986127818,179.00767641865232,167.85884969803445,172.90338499468226,186.76342638981325,179.35285781772308,186.23035233465507
5,1987-01-22 13:59:22+00:00,216.03694859541687,202.15710476574915,184.33267049332431,194.13973848601114,189.1033120685447,186.99502809559968,227.3761635631375,208.48706107117786,216.07279065289583,208.32723495276477,188.6718184428893,169.72999447931963,187.24867229312187,173.31977503160954,190.02905588419037,216.8453721542104,205.69704696770637,176.57574746599704,189.21533966550047,197.5708739912928,195.73329156027873,210.46614998012922,192.40808973534217,160.40756472279836,152.6428274412077,162.7978167859336,182.29613847152143
6,1987-02-07 13:59:57+00:00,210.3120208387372,200.8667157879512,187.24315494342298,201.06235021051648,202.02916914618598,185.39296453407962,222.13222807197488,209.52466048013568,236.06060506447707,203.93959610928874,203.9585722469149,226.52249126278986,216.8692680240447,191.54032742655974,195.87018822355822,220.07837352038757,205.1551638872502,176.3603393064454,189.9114711204681,199.33288883370597,199.24635334807328,215.57046505738265,204.17849748257848,184.8183142567951,159.6536037852459,157.392720155411,199.66233863388095
7,1987-03-27 14:01:45+00:00,232.28617665270855,208.67961273375602,214.67296526589234,209.35203261166413,210.16915136041288,218.13545202259303,227.41465671701968,232.35180690260165,227.44298068843804,227.4898928251971,231.20947290272736,236.1696211776756,242.18733646310685,218.07880260055833,206.86365114919897,206.1164451508891,180.80424161523734,181.58881037816866,225.6157198745557,227.10585433490218,223.61849024166838,225.86751514819238,214.34613170081968,202.0907542911029,198.98078167710818,200.46571015547525,197.53747573777088
8,1987-11-06 14:07:20+00:00,239.36872224795775,255.99992803943312,260.0921977116962,279.7878472815535,274.97045107895156,294.48159731100577,320.044435726071,299.625771993577,289.90000370488207,274.9903604667883,258.24705343244705,267.51657962918455,258.00099399544587,234.4529110221579,228.0311724347011,228.00826375396784,221.7157107642616,210.29471113526415,209.00878289024033,184.5713426383881,178.55622268791555,,175.41554482949624,175.3637261558773,182.75558141071554,178.58611466248138,193.2512934577461
9,1987-12-08 14:07:53+00:00,282.6144449635566,266.78708730927394,258.23298345948024,277.3950399587254,291.7780577894607,289.7366145004949,290.05310132709064,276.32360885674683,277.1859671586817,282.2849683311728,239.99035578273038,247.1105259462455,261.3819993832844,240.72244459986302,232.09237926026134,219.76243918726567,211.24207682302458,228.65215396045423,220.75652594844146,202.9453657861855,179.16911957907436,,157.2567869886782,169.20919065377635,185.47145501350346,179.40902245255282,
10,1988-02-26 14:09:12+00:00,,,,,,,,,,,,,,,,211.70107430893015,228.35880887248578,264.1277607543182,245.002325799576,206.1464312567609,202.37705318737542,221.74197541294555,,,,,
11,1988-03-29 14:09:29+00:00,285.8552178548541,264.3960223710567,276.3619130558813,274.53371148566686,289.39526963493876,301.6720466826367,305.81490791258244,295.1772341010975,301.81424546065716,313.45385969922137,283.7276355148951,256.0623546439151,262.8032050751687,245.2341018890731,227.54184629521006,231.09278452833755,257.7264972674203,244.12458881263095,213.54632138618527,207.29338319706267,226.62701673761552,234.9775544655599,229.58041833306865,208.81330080308885,188.8114838150823,195.87484440244967,199.17958660950768
12,1988-04-30 14:09:40+00:00,285.4637354995403,268.2761132956736,264.26706288533813,281.74038778461016,300.5759506830015,297.3471830673877,313.7311584400083,306.4106794811838,291.28240870518437,300.58092943392563,287.4108880604533,265.4185422023844,259.2042281003715,253.00850950365006,219.0203690250434,221.55065771654412,251.84569091525557,234.61491783097875,219.87582481580924,211.6254066413824,207.13260021048833,225.28580825976525,213.36658097430998,214.83581162876376,202.40305204987328,189.75551909101904,203.38023010718933
