,dates,mex0455-0000,mex0455-0001,mex0455-0002,mex0455-0003,mex0455-0004,mex0455-0005,mex0455-0006,mex0455-0007,mex0455-0008,mex0455-0009,mex0455-0010,mex0455-0011,mex0455-0012,mex0455-0013,mex0455-0014,mex0455-0015,mex0455-0016,mex0455-0017,mex0455-0018,mex0455-0019,mex0455-0020,mex0455-0021,mex0455-0022,mex0455-0023,mex0455-0024,mex0455-0025,mex0455-0026,mex0455-0027,mex0455-0028,mex0455-0029,mex0455-0030,mex0455-0031,mex0455-0032,mex0455-0033,mex0455-0034,mex0455-0035,mex0455-0036,mex0455-0037,mex0455-0038,mex0455-0039,mex0455-0040,mex0455-0041,mex0455-0042,mex0455-0043,mex0455-0044,mex0455-0045,mex0455-0046,mex0455-0047,mex0455-0048,mex0455-0049,mex0455-0050,mex0455-0051,mex0455-0052,mex0455-0053,mex0455-0054,mex0455-0055,mex0455-0056,mex0455-0057,mex0455-0058,mex0455-0059,mex0455-0060,mex0455-0061,mex0455-0062,mex0455-0063,mex0455-0064,mex0455-0065,mex0455-0066,mex0455-0067,mex0455-0068,mex0455-0069,mex0455-0070,mex0455-0071,mex0455-0072,mex0455-0073,mex0455-0074,mex0455-0075,mex0455-0076,mex0455-0077,mex0455-0078,mex0455-0079,mex0455-0080,mex0455-0081,mex0455-0082,mex0455-0083,mex0455-0084,mex0455-0085,mex0455-0086,mex0455-0087,mex0455-0088,mex0455-0089,mex0455-0090,mex0455-0091,mex0455-0092,mex0455-0093,mex0455-0094,mex0455-0095,mex0455-0096,mex0455-0097,mex0455-0098,mex0455-0099,mex0455-0100,mex0455-0101,mex0455-0102,mex0455-0103,mex0455-0104,mex0455-0105,mex0455-0106,mex0455-0107,mex0455-0108,mex0455-0109
0,1986-04-23 17:19:16+00:00,156.93572105525666,,,,113.74011015358028,107.85286316692111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.76362769747402,194.524147379831,195.50818718382587,198.1413619705333,197.94695102179838,192.18216757371724,190.51502463851028,188.05381925902478,186.7050705663856,186.89155458368393,196.4779002195786,190.7870110123376,193.65897972628972,192.30779006629265,188.41341299204615,192.35875436520428,191.78770038312567,192.56029574707406,198.73050381038183,,,234.6766919177373,241.15803713708243,234.45099836718646,226.9062497072285,,227.0135716150507,222.8274331399242,,,,,,,,,,,,,,,,,,,,,,,277.8399637718397,,,,,,,
1,1990-04-18 17:14:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.18538883618135,210.06548502837143,216.905848688877,214.8546386305302,204.98898508673196,201.6749396087576,197.53059374090438,201.0696463875943,202.45552304666685,197.57519103958364,200.39734533244467,204.1460144320106,202.74460235163437,201.45394735065415,196.93639811014418,208.76872863630527,,,,,,250.28681041450074,258.30542244841064,249.37072592100725,242.07796094431183,247.22985502465605,244.22811631907132,243.5189240559452,,,,,,,,,,,,,,,,,,,,,311.86451235207426,311.34311819859937,289.69667747215993,311.07049493314827,312.08311440959193,306.8470482763442,306.4641780824995,308.0334741724858,312.2984475415549,310.36678368440795
2,1990-05-04 17:14:10+00:00,179.54714993728504,,166.05313856393508,155.59738141116048,132.92516752203164,126.37490173877119,129.84153279252598,,,,,,167.83127047692693,163.84278975014607,,,,,,,,,,204.47134769418673,,,,,,,,,,,,,,,,,,,,,,,,,219.21468232592227,,217.5510427033603,213.66228979148593,214.05998733939543,213.86892519041487,223.37423585222376,222.69787313535159,212.50473073402557,216.3978667201333,206.03486276987257,206.44238284412376,208.25656499219178,204.73826931341313,210.90601062654545,214.09777495351005,208.106530890197,209.2330547493675,205.06696463893255,212.77807159479244,215.56079957886772,219.27311140824582,221.22877727808606,,242.4091596071416,258.8607749607831,268.3488145118091,253.1470194588822,252.0468662980869,260.3158239065364,253.75194998722128,257.933876329946,,,,,,,,,,,,,,,,,,,,,315.7749178438472,316.03072415279524,317.9243139771438,317.7879924509659,315.2684264436959,317.1232843838568,321.35977535627154,320.0516056400666,319.4256807193779,317.3871788839204
3,1992-08-29 17:16:22+00:00,168.18769346813335,158.40197686892168,166.4414756970595,156.95140038483572,143.56274456579814,137.20002188087608,138.50550205777594,136.88781039553058,142.42708825550335,155.69811262433808,166.20461914996056,168.7183798455368,173.14548438104435,181.51261068025116,183.70020620641975,208.42923568388608,212.56070012963437,217.1015858544357,224.79544027104032,219.4243639736905,207.98387737695236,205.47872947899737,207.2938866402127,204.59886108936388,189.59166809969958,179.84597488860237,167.64160112103116,164.27323091927707,155.3064790783331,156.64189408958796,158.1160327304087,167.51379844788778,159.77270332852424,152.7397136508069,155.88458693711277,152.23520918966983,150.9340199551513,146.5116155369118,157.91231859942098,153.32595912332852,164.34277408598865,174.88346526523918,183.8967884399151,186.40584057462615,197.8581447661598,208.34333617837808,216.51103789182736,215.6995849195054,218.63525116219114,209.53799397073033,213.83706203039344,218.47080381392283,218.8949908617924,217.68701531903173,212.7653990590336,215.11146027444042,215.430269304034,209.72219893139916,208.0675426443579,201.91983899113274,200.71439241380784,204.64977585675925,203.0332302821678,203.41267102539604,207.9901945427501,207.57754736889353,207.4052283451954,208.76994135529225,206.3702386197371,211.7089519465745,212.30809636025003,222.79779610804138,236.5357388778803,246.95259324594323,252.1631689179428,242.82279655872352,244.00465206172544,244.66938430780445,239.8696580162715,242.14528245897472,248.4335394372336,250.68870002497252,257.20562959781375,258.7412578285393,258.1062307615548,262.3456129854339,259.7766362132033,263.0080340272953,270.2384720120445,277.29522406241614,283.3482264129341,275.99846122696187,274.93850576576875,272.87398453089696,269.0952852532796,266.5559612913873,270.97408029992766,277.43903526048643,279.80704314794366,282.36900683569024,287.4662052491421,283.124281706056,281.50113501254964,279.31456735424183,281.2188305788251,282.4635454195582,283.72141124390095,283.26111413829005,285.84194363327714,286.4896782205241
4,1993-01-20 17:15:44+00:00,162.1886533038487,151.42788547341115,154.83887565701858,141.43251798530798,123.28067636691969,112.70365641045635,118.93574198336287,124.87771889713318,132.8152572031296,142.14388014981427,155.6181611585461,146.97082452102353,144.51177725060927,148.99239300202618,168.0233923210364,188.14448028623,203.82849144795657,212.10923720587044,208.53129729767545,198.6940268023428,194.4159259083171,192.75105123044725,193.319595513513,190.73844342919443,176.24972982097245,160.21279632481782,153.26126189952308,149.44446007191368,146.15619029220312,144.78208320538155,146.15470937669988,151.5138537508689,144.07093934104043,138.94180333841547,141.19665033206903,133.9516385489292,128.8578318470169,133.51725461625307,135.1080844873751,138.22980997362615,144.96468438578148,149.48573935739574,155.4192569836136,166.19404335752048,174.19743202920733,187.0682229109537,195.26838767700934,196.93743217619118,191.75488630015076,188.9004050538841,194.0275040340253,198.47668682177607,202.7174718230209,200.5168327006287,201.62524728085162,199.8309254916187,201.6487912496176,196.62784381045128,192.12334603667955,191.37264668872373,191.26180015582727,191.13395351036914,194.90344962766207,196.9521988054677,202.3073421318779,207.18847357264545,199.6618315167107,200.30508689230467,206.71732190106775,205.45818834220344,209.85105669205134,221.9762528228937,232.22953404001544,237.8899387934897,245.30234235094943,243.16348391609478,245.27266719004402,238.2769635341296,236.65189407351235,241.16311550205853,244.2232217486748,249.74569982449617,258.73411100264855,256.08877058683146,256.3111228201087,255.37772759780745,250.1964731019003,257.83878614714524,264.10901490784846,274.33271207376526,278.6599425395342,271.52870178474745,268.94108610852686,265.15665020570077,263.0084667629908,265.5861042966091,270.04360452436083,272.54124365205587,272.55569413754534,277.7539558107223,278.9915915926567,276.50903101612084,276.06999768922134,273.817489283484,277.6844519308809,280.22104807809876,276.91508581127533,278.4076446357169,279.3421941717625,279.1086198357989
5,1993-02-05 17:15:54+00:00,154.77998129145266,145.32140540677432,146.1914539666022,134.47906157442276,112.67189658768505,109.77295289573587,117.72871871478819,121.83058151491805,136.73631318208623,143.91564132989424,146.68647526588543,135.83979785771467,133.76207701325106,140.04045964484416,161.18827918408363,184.79182221749053,201.01926367089393,203.3151381298474,204.74565769396298,191.5603236079496,186.43930780652747,184.90757326310978,184.32549354451217,178.97723696200086,168.0310720340671,157.81281956904803,148.6724017244895,143.18658090647756,139.27848145159246,141.06187698793985,142.26609595064332,147.396208182904,142.3833822866559,136.20925423392163,134.97663574232928,134.43902115735915,126.9895442480276,125.80087505119421,130.20907161240126,130.54894513764884,132.15009189585288,137.06982578950962,150.17571785203896,158.35555970589047,171.80043343603467,181.14154789480983,191.72192263084258,193.89301957628103,192.67578208385723,186.99505963775627,186.99016273916186,188.31590866224548,187.93728497165787,192.03946480811197,193.35225613433576,197.25398264371603,196.65961251747586,196.2331094016865,191.73536185568943,192.9733555114086,186.82158162874836,188.2354510304628,188.92335335169523,190.97724926823375,195.2089622509915,197.44525971061134,190.76219321277017,188.47208831485096,188.3888640379776,199.47438731563093,200.97862683757947,212.6062871723944,223.67954453233335,231.0400652085831,235.09253514798132,239.29222363592572,237.99723000094983,236.00672890520812,230.9270567300793,230.6151934709829,232.46758145919392,243.8627487481871,247.23877671316887,249.32501923313285,248.59456176632062,245.88958658587325,240.53674269579713,244.22342905008418,259.7284986910122,268.09337825342044,271.27008698990437,266.44931877793067,263.5130978222765,264.87318996810484,266.3660440909424,266.2224799197576,264.7979731024317,266.1527716100926,272.53116918060834,275.8789303782124,280.890563313183,276.6415081340748,274.1931737799209,277.12855297629926,276.1439711729408,276.5199918069507,276.0510316158212,275.62389135783656,275.38796849725077,275.3983322038048
6,1993-02-21 17:16:00+00:00,147.92974039564558,133.35132514864134,135.61377236017543,126.32285081050458,105.29589793018688,101.24089978188091,114.11192556251319,112.4799440253683,128.38516767724508,138.01900729304194,143.1737807688907,136.4460909159529,126.79840975350791,125.95487543759123,144.24810460272354,175.2041606061394,191.4707618682935,206.95241131449592,202.2394798679211,187.3614425554458,179.62202501223092,184.33573929604094,180.23778634565892,175.10079926284442,162.36776276261176,151.8025515662702,143.59001470885246,137.2910933484879,129.82516479878655,130.70732216108942,138.6630074621072,143.84301472639083,143.38663707049614,135.41882416483404,133.58766691427073,126.37637088820424,126.14966945040467,134.65403553127447,133.61190646108497,132.8759126346201,131.73112353730724,145.57029527183167,152.1441994102121,158.9615777040603,170.7343408280354,179.48861835923415,189.54551847641284,192.97494032796408,189.55364362103145,185.18394330074625,187.61647942856712,191.3503404875106,193.52780561178972,195.35038381321388,195.2476072670127,196.55587960529274,196.9498126547343,193.33666398657863,189.5991502387843,186.35474383265466,187.6792823587849,194.10722035386922,188.31202150094433,190.08065666112358,195.2042029697549,192.3289403819614,194.32404309634802,199.11655535351176,193.72524327646667,198.49265420061894,202.30345275936418,212.3508096309231,222.5851973705747,231.64124033157972,238.2594930263155,234.5655046831513,228.6549754219532,228.03443455978933,233.68612339576023,232.1098972147924,235.18093464067653,239.77226573474786,247.43110703973753,247.29016496706313,250.53182025552684,252.48299046577068,248.108524542452,253.95492055615335,259.39547611003206,260.9249067203309,270.5648617890533,264.8252801125312,264.4690804555555,261.4798788901546,258.84227352235257,259.03884115063295,260.51184527641647,263.9366985564993,272.7947385392527,276.27170236541707,279.4967155466725,279.20848089488265,278.500838633706,278.4342527229039,275.2091318411754,272.2498415657715,277.1653466419433,281.34638092991855,284.5888443672535,283.078977504634
7,1993-03-09 17:16:11+00:00,155.44490498792413,137.5272728002655,138.77271260084547,130.25285941940066,109.07167605266925,102.4653863825938,113.62008546141823,111.54577355306874,116.6030341950662,123.66864481785822,134.96540732615745,123.87571445821658,120.12489675401233,127.75195987529139,134.9554830887546,174.85995111051582,188.88206007175017,199.71158281605847,200.84663265951494,184.50293129276747,179.97930319518537,175.35644026519753,178.75661908909484,177.09583950927168,164.3227109444613,148.60144572652342,148.86146612183214,142.59095617305664,129.11880352574957,131.8252879142903,143.79500506026497,142.1492908446918,136.1922902210412,132.10552631954417,136.16102296629268,130.35140081194916,125.94252157342967,131.89995437695092,132.39698076156265,131.32385131857268,135.18348708475483,144.45628268458003,154.0079625662357,161.21076536221003,170.96333278571814,179.18799672190528,189.86821278839787,188.77471338475812,190.1512450690331,184.62712738841998,190.18223075076975,186.77783780336637,199.48958658502903,205.8139461840684,198.92669050725556,204.10081347124859,204.24026780482097,204.73767822255684,194.80821782228128,189.05555115061662,193.69676108622457,192.5914845183885,192.01511495243975,195.33368876047547,192.62722910871722,193.48314365798848,196.61562250540516,194.98355412932096,196.77795596174002,199.04014088313943,205.29061331858037,211.58169296681703,224.4894869636725,232.76375423711383,238.68946250298788,231.0311765045312,227.14698823074792,225.2861584495164,225.58828450365678,229.4110740058768,230.92567618879383,236.71257009331964,245.19764811287428,239.3274864478094,239.58157591830997,249.00558652616917,245.84347755745404,252.32685894752015,253.88656567949914,256.2108697713849,266.13519540834915,262.2477600897473,261.8646377438819,260.39719895620186,258.9554699550886,259.1887746644176,264.0689862098708,263.40698097228386,268.56120579612747,273.1968183771389,281.27357120378116,281.10372349197854,278.11185967575557,277.51467140656825,275.68440002356834,277.4598428101126,277.16698136840427,278.33939880423355,281.63874338960056,285.15715119906736
8,1993-04-10 17:16:19+00:00,153.53591062593455,141.08439972507043,140.3646563050967,130.30493665607713,115.36645735031041,105.22449445162539,108.85390711541007,115.85508442625618,119.41788955100319,132.6732233208504,154.40814612991758,158.30792020445145,139.9023195339818,149.22184897794662,173.72693356705233,193.7731349232208,195.80931103792867,204.67748543319433,208.32230439985452,204.12731667647023,194.16452248962136,185.3346435981327,182.92216518847076,179.15097120632495,158.76656310288428,148.21623567134745,147.6167061403921,151.8469859632515,140.26579322387371,128.42441323455006,138.09432362003795,157.48465997808506,141.95771217401995,124.82293147385911,131.46765225417644,137.49399214090292,134.82318629685437,127.24421652200682,132.2749896714313,144.45766499840238,149.72869356764724,145.4282998033276,155.3973386708541,162.73242444099608,175.4537298620254,189.82655683352124,197.1954453447182,196.8451843237012,200.56449144923138,196.14579445564536,198.75499821106078,202.86391901786465,205.67805479114057,208.8850575873966,210.69510636296138,200.80002591433578,200.52083017528756,199.0022367279634,201.70421145163144,197.2208396772924,197.40892140087533,193.1479473717304,198.8229812669884,196.95367430507267,196.41184454764854,201.9384902788173,198.71126855626704,202.07411966789937,202.875929469999,204.6950477311037,207.72231630432978,215.57178971550377,227.88290118494518,238.49449856145498,245.38127540263048,237.50636023183702,235.33396937263572,231.92019537133638,230.8715415345012,238.89562452598975,240.4067494861939,244.96219904966895,250.08931663127802,248.9829681346159,248.29209024581073,253.02918624962396,251.77925760961196,254.4359847392763,258.68617103677826,265.1924912360909,266.979657348406,260.30079124578884,263.0529289873796,258.83254271845044,259.16372568627884,261.6668124081814,260.40421626528763,265.1837090232709,269.152023484006,277.027179922452,284.6524389297328,283.2955574504726,281.3713687174701,277.23947994941574,279.9324112703514,277.8256847809457,275.63460829354074,274.06936176413035,282.0067166148369,282.8747435798382
9,1993-04-26 17:16:28+00:00,154.13895829571734,148.17273827598063,165.33407871698842,146.02119444164845,125.90857801670677,114.58117526885445,112.36133602456208,134.93449862039893,130.69609924587226,141.77285729021068,153.10762392822946,152.07717677762437,126.63947791063035,128.34139532577254,157.44580355409173,186.43071538200118,201.6894984653533,200.1426081618943,204.12614832126164,197.17836802505101,189.56636508805815,175.3353433056097,180.270425843342,177.7273268727483,157.3812997696343,148.41913160336986,148.1245725191636,146.27663361716895,132.7433093254771,121.96225954218575,138.46838473959434,152.7572321496903,134.85906565120345,122.28036180296327,133.48151387351905,141.139887823213,130.0754453646275,121.01816320266056,126.66764912478118,144.38505681646117,146.40610629858102,143.10597671896917,145.97921317002684,162.85775821680156,178.57060028499288,193.30589990453205,195.60022318438754,191.1285150450303,201.71761676946855,196.5264906671225,197.90166639011449,199.42626304766898,201.32469362982064,204.03540822380504,209.77178725652826,202.80355418987216,196.67931669315033,199.32081056812729,202.7728908169622,201.34723462156316,196.82492164845456,196.51260091238578,194.2760080323446,194.8476687357552,201.8775459688931,203.60328362019098,201.3103434750344,198.3856985224316,198.93496671669283,205.62405168372302,209.61504661869415,217.30682245939605,224.59890102819168,233.84453592735093,239.54972211639864,234.879409432346,231.8562104473721,230.33458022264537,225.21746993487287,229.76662952043594,233.58986019253166,240.56710063001182,246.6634487899232,243.17493779943715,243.7553867218314,244.98437965911162,244.66669050758074,249.8689081163883,257.4923730098628,260.85397755095556,264.3862165304851,258.5975483750595,257.0788998292705,256.2027767053565,254.61271466791354,258.9914457685405,259.56734257372517,265.70531148762956,267.31824908509344,275.42557681002194,276.93637755976675,275.5621817202328,272.03175183064155,275.0530278953166,274.54304907144893,272.8063852781858,273.26166016061416,272.52761621964163,276.1540659162924,276.1148923498444
