,dates,mex0233-0000,mex0233-0001,mex0233-0002,mex0233-0003,mex0233-0004,mex0233-0005,mex0233-0006
0,1985-01-04 16:48:49+00:00,258.63402029615713,252.53013790985835,248.94371336756478,241.86072991807416,244.6229520873917,233.26778397307342,240.02691975809284
1,1985-10-03 16:47:38+00:00,244.36470674006137,241.13946949463062,246.0016747902355,234.1500776886314,233.61050759488694,220.07016566565483,232.01862088588214
2,1986-01-07 16:46:05+00:00,250.6665462530858,247.93386666020695,240.68913902547865,240.61676132291424,244.408344126993,234.4951388303067,235.06094453931138
3,1986-03-12 16:44:40+00:00,259.81648726675934,248.7474636050669,246.5674659943501,242.95489684190287,246.07192556950602,234.7814554940989,223.64541925125602
4,1986-03-28 16:44:21+00:00,271.32420432322806,254.3032950839142,251.98550130323073,246.59829715588683,247.81197642221568,234.44104175935712,231.41012920455563
5,1986-04-13 16:44:01+00:00,258.65487821637566,262.51116731415897,254.31719011393332,249.74047457383827,253.11522212105774,231.78448221506838,230.25495668271867
6,1990-02-03 16:40:25+00:00,239.5210148344807,237.8294123800514,232.8443349320454,229.1276352589335,231.2096319154675,220.44455255448142,219.6065470968422
7,1990-02-19 16:39:55+00:00,249.45694257365855,239.00396688822008,242.96203014092904,230.58408025925053,236.71548536166503,227.48267334118026,231.81813745669706
8,1990-03-07 16:39:20+00:00,250.06855630585457,244.4369191891434,244.50814880154482,241.3733826827507,240.25508118345766,228.22006236591264,239.0235470769905
9,1990-03-23 16:38:48+00:00,251.38213380662938,242.04084097040825,238.66479921791145,240.97401187631658,242.02975062886796,231.1217935065807,226.68708325076346
10,1993-01-10 16:40:08+00:00,244.40529909321762,246.06807650758216,245.68006529159703,233.47214089421013,226.254763529771,232.29335430920167,233.94159286949446
11,1993-02-11 16:40:28+00:00,232.7829240146372,237.31200018462292,238.6617750379589,222.10164344504915,219.5845673154058,225.50263082381386,212.0780776532659
12,1993-02-27 16:40:33+00:00,245.8985917358109,242.83822760744968,241.02606706711418,234.51993023293267,229.859053066449,223.806674858272,225.2416011304751
13,1993-03-15 16:40:43+00:00,247.69995278414336,250.79908170051908,251.8875787270856,239.3692770087773,241.99599045108903,221.3557655891228,228.01163970970765
14,1993-03-31 16:40:46+00:00,243.49754067900457,233.37071586252026,227.14986065229652,220.5793265963956,224.08090137768326,211.86820143673125,223.27882541842132
15,1993-04-16 16:40:54+00:00,250.16567255665584,248.49214685608584,240.844531513614,231.2235745818493,234.18845389159213,220.34179702760687,218.83084665166402
16,1993-05-18 16:41:01+00:00,253.9272428366213,255.4064550209049,250.29862565561066,246.10913472469562,241.617226929289,219.92038772808394,221.74557236576803
17,1993-06-03 16:41:05+00:00,254.678471905026,255.80344289787246,251.83866424691342,244.60847851674887,252.83695859182507,231.14861640871294,240.31585209222177
18,1993-09-23 16:40:50+00:00,247.51766732485493,243.5844245831076,239.59678322814386,236.50955522111428,241.0049074029925,235.3460299445472,237.8211941301699
19,1993-10-25 16:40:40+00:00,230.42231650817544,237.79866732596832,240.89720369843062,229.77961022954892,232.2218372306281,216.7948706516234,232.34922499038592
20,1993-11-10 16:40:33+00:00,249.77531301883906,245.3243604716168,241.68296806931673,234.946328407966,236.75060494025766,231.7153999021995,235.8338777189158
21,1993-11-26 16:40:27+00:00,246.9160725195299,233.309605081799,237.57058846937224,236.30758358704452,237.29206650288518,228.24744364678958,236.24956311719865
22,1993-12-28 16:40:12+00:00,219.37155089568813,230.8346848231744,226.1115155544928,216.5612513996183,218.65966979642363,207.66722297946362,215.32505001863504
23,1994-01-13 16:39:57+00:00,,236.36324008578586,227.27110614091055,223.902716700573,223.40354374947864,222.82560278597592,217.0431457444304
24,1994-01-29 16:39:46+00:00,248.36091420735357,247.82751454300043,246.5567005444076,242.3453977666289,239.71632515933055,236.1365147571105,230.3617847958476
25,1994-02-14 16:39:35+00:00,253.62452402781213,246.49182339986675,246.24187046761676,237.63673295472532,238.72204241636143,235.60057705275636,234.21732456668306
26,1994-03-02 16:39:21+00:00,249.45976190325868,244.8101550943473,240.2051363827163,234.77356810692157,244.86940136748677,228.36779258733446,228.02194906045472
27,1994-03-18 16:39:07+00:00,251.19761695633824,241.6071548296074,237.6863085175681,231.85195015528373,231.68818626826598,229.46571714304054,228.43739196332643
28,1994-04-03 16:38:50+00:00,247.9657446242606,247.44939046540662,240.08337278220716,233.29230493526237,235.8775282445807,221.8671823511958,229.96917826011432
29,1994-04-19 16:38:32+00:00,255.6113313408126,248.01170127979034,244.59899647191114,240.55955083411374,241.09922225763748,225.14181374096927,233.87460951179068
30,1994-05-05 16:38:14+00:00,260.78515819633185,260.88171862067577,257.1470744842574,252.16773177595817,254.35119369706823,234.1256099623795,239.8295063763741
31,1994-05-21 16:37:57+00:00,254.36645359851408,248.6669947176523,250.74196391190515,258.1948557124466,263.46551689571294,242.77802369057886,246.421085825516
32,1994-07-24 16:36:26+00:00,245.8259697814868,245.66976676522268,254.1068234058488,245.77740177069504,247.1299114623675,237.4247306853545,248.0389733945348
33,1994-08-09 16:36:00+00:00,249.8588753583431,243.356834562769,245.34853604770154,239.79638788029595,234.64606228785604,235.38608003770318,241.45935601991093
34,1994-11-29 16:32:40+00:00,242.5333763592229,238.86645213795492,235.40418787402652,231.72957609238688,231.80769640763194,221.7961302334122,232.08046047647503
35,1994-12-15 16:32:11+00:00,244.4491032181566,237.77186364518388,239.2891847679182,231.44998473749158,233.90913310394018,,
36,1994-12-31 16:31:39+00:00,254.76755199578315,251.5126041908959,246.75072860375047,233.03076406254635,235.97413215654979,223.22227077147852,226.50335950698323
37,1995-01-16 16:31:04+00:00,249.7518004810308,248.60736605062294,247.4240850161036,238.35622303986247,235.49224524699213,233.38102277806416,215.81944376223646
38,1995-02-01 16:30:27+00:00,257.36035268510386,254.0420220588106,247.99026394282683,240.1507835861587,233.537006059522,228.116070090418,222.10071715836955
