,dates,usa_CA_0022-0000,usa_CA_0022-0001,usa_CA_0022-0002,usa_CA_0022-0003,usa_CA_0022-0004,usa_CA_0022-0005,usa_CA_0022-0006,usa_CA_0022-0007,usa_CA_0022-0008,usa_CA_0022-0009,usa_CA_0022-0010,usa_CA_0022-0011,usa_CA_0022-0012,usa_CA_0022-0013,usa_CA_0022-0014,usa_CA_0022-0015,usa_CA_0022-0016,usa_CA_0022-0017,usa_CA_0022-0018,usa_CA_0022-0019,usa_CA_0022-0020,usa_CA_0022-0021,usa_CA_0022-0022,usa_CA_0022-0023,usa_CA_0022-0024,usa_CA_0022-0025,usa_CA_0022-0026,usa_CA_0022-0027,usa_CA_0022-0028,usa_CA_0022-0029,usa_CA_0022-0030,usa_CA_0022-0031,usa_CA_0022-0032,usa_CA_0022-0033,usa_CA_0022-0034,usa_CA_0022-0035,usa_CA_0022-0036,usa_CA_0022-0037,usa_CA_0022-0038,usa_CA_0022-0039,usa_CA_0022-0040,usa_CA_0022-0041,usa_CA_0022-0042,usa_CA_0022-0043,usa_CA_0022-0044,usa_CA_0022-0045,usa_CA_0022-0046,usa_CA_0022-0047,usa_CA_0022-0048,usa_CA_0022-0049,usa_CA_0022-0050,usa_CA_0022-0051,usa_CA_0022-0052,usa_CA_0022-0053,usa_CA_0022-0054,usa_CA_0022-0055,usa_CA_0022-0056,usa_CA_0022-0057,usa_CA_0022-0058,usa_CA_0022-0059,usa_CA_0022-0060,usa_CA_0022-0061,usa_CA_0022-0062,usa_CA_0022-0063,usa_CA_0022-0064,usa_CA_0022-0065,usa_CA_0022-0066,usa_CA_0022-0067,usa_CA_0022-0068,usa_CA_0022-0069,usa_CA_0022-0070,usa_CA_0022-0071,usa_CA_0022-0072,usa_CA_0022-0073,usa_CA_0022-0074,usa_CA_0022-0075,usa_CA_0022-0076,usa_CA_0022-0077,usa_CA_0022-0078,usa_CA_0022-0079,usa_CA_0022-0080,usa_CA_0022-0081
0,1984-03-23 17:50:13+00:00,216.1007851510938,208.60525492639724,207.42165050130384,200.84187498126335,191.2318179140954,198.24441195895199,204.0729774836921,207.97316244509437,224.2829180398068,223.48237680047123,227.64393923074715,219.67405714526853,211.5464661402581,210.56817753329068,215.69515458803755,219.67783844824783,210.67603025422073,204.11715157155987,210.71282056957162,211.54818124775005,214.01351352273602,201.63786666892054,196.66602208756694,191.18760796525234,190.93356571323454,177.53177162125988,176.0829307137927,171.90474773152735,183.89720800657832,189.59107175564077,193.31979968781138,180.91612998166354,183.02027830352773,173.33228579291438,178.98713601632792,181.9303178556902,175.56877882636044,189.7613920047388,195.46576010984862,191.9789853345551,195.55931176560492,203.90224973086552,199.1720565080629,202.11518880118356,205.66476877420638,199.40716192088382,208.89304028828798,209.76947611378375,210.28155478380927,211.78265173259402,222.83238907623087,220.56900846843513,227.4187874018497,228.09842488342625,234.40963460086806,221.43238484876443,220.0692587150101,226.1757923819501,229.30206195317504,216.8195958847978,222.47832770864267,211.15686364995338,207.9242074222566,229.83601708761876,234.89288713862172,242.94940317012777,244.26999431019115,236.81276704525465,248.12360722181643,251.48453198489563,259.6842433088043,266.5153249569328,277.5869601129948,283.7631423879752,280.0040556613819,266.5616214197211,257.9432891240537,237.5067191595713,235.89455381368194,221.07305341276611,225.25306844532614,246.8419553495917
1,1984-04-27 17:55:52+00:00,198.34006566012127,201.1458040391292,201.3122864016588,191.8828234703569,191.22218665851537,193.13716744887094,195.54530673700413,208.62065745628632,217.0681807901601,206.4462268269079,210.93694562119248,210.2149641146491,200.99013992110125,199.96501058202043,206.17023401822806,199.84504750141716,197.88025617385512,200.90862367268312,194.67350491825667,202.05394096756282,198.56539556636022,190.20819252741592,187.92013519359548,185.20321888555782,175.93942683528837,171.99001151625285,167.93746331485752,169.39259835289255,177.792068685091,177.55409067181918,181.2935891550335,173.73872458176214,178.37680926497006,171.82355262775062,169.3723357289147,167.94442559481126,162.78720436258732,187.32332860905012,187.48343277745164,181.4798393938795,186.92627116553936,197.04136959617531,197.60486633178144,190.5393379387473,192.03741947488933,194.79064054104538,197.43607279036067,204.24893923238997,207.87776392067386,213.25633263551123,222.90550985297492,218.71125092180884,220.89502958299718,227.60783379561175,226.84284005699652,214.83329947017035,210.1357226391543,212.62823495784986,214.33457161640925,212.08989150932473,212.4154197078967,209.29349255681026,211.48035346176613,223.16103269996617,236.4412423169186,236.03583256251093,237.17890714757505,236.50938887242714,237.4868793119151,239.56367826053616,245.9756277254376,251.60595876176416,262.0612315397992,268.42229862137305,269.24579796844165,259.28365764846967,247.27019205081137,237.10372201481647,229.97806060964518,206.5833013902642,215.10759899549836,226.47852065758858
2,1984-05-06 17:49:52+00:00,208.9019859955661,203.45914877116863,204.59892664051688,195.97259397528583,193.09689525183416,194.5878295833441,203.5224004937287,215.54360033437652,222.72316933914652,210.7490977677666,214.33342913420927,216.85244103985815,209.52251277123403,203.35050721167863,211.0683578066721,211.5122207773141,210.6168924598812,205.74144384401734,207.61124858934332,206.65367722510808,199.76894026045883,190.01451913018528,193.37562417603286,191.4145402341734,190.09664749759963,175.43211761770144,175.00529284344253,168.86280961814595,175.35605079554597,179.99954421349787,183.7033128124208,181.94251179370625,190.5219858022849,176.3339685607876,175.80437740104972,177.76218036890955,176.86246423377392,195.52191007511277,197.3529803714062,188.771406747983,197.59679479613,204.2589102548959,207.22385988147335,202.68289082979138,199.06692260803885,201.21008740245475,206.70219728887164,210.9527538023758,205.89543858948718,213.74293128838752,218.07095393951417,224.63737613431357,218.50013764596133,226.5648884406986,238.6326931000895,227.91204599911748,223.3635749452126,224.2974655673734,229.15230305659918,225.03601374578938,228.80323751609964,213.95413385984824,216.65613339466748,229.1406587715849,243.39335968866737,243.17095696791202,247.79233645247228,241.79249892558622,240.85471798647845,243.98761227252302,249.84723228651544,259.92752419717016,274.57208379178434,272.09605735304973,273.42001187616785,254.66004638813348,254.1304411335841,234.78870359250993,233.48491648703535,218.1022824398303,228.7839273341916,251.90615825056267
3,1984-06-07 17:50:43+00:00,203.7386193428975,198.63289314414405,227.8504595029734,220.36970138135655,227.596407222131,233.1861210110192,,233.36075079023414,244.23515233474453,236.37242967450862,231.2911438935211,217.92422732378012,212.85785312994454,,,,,,,,,,,,,,,,,,,,,,,149.0022287449447,148.34176959148058,192.40247485002277,204.5640617624809,184.9209619376913,190.21158470326054,203.15578645105148,213.94707419014387,201.42429000271687,209.10729548576185,205.24895668307565,212.7091910942438,213.62017209380645,216.61144830684938,216.62263973904652,227.57129162796602,225.34202177284703,226.07799303246517,230.66580964841526,237.39455598406707,220.6149646684735,217.19743314853596,215.68115605930777,224.01567477904587,219.47149128131423,231.17181333931615,216.042551315332,218.20943164466888,229.86892941933326,243.20266007167388,247.08674686700408,246.86064334319335,244.42990518535652,243.4914554799407,242.83048923993363,248.8426048789806,261.32073206893676,271.0615375285707,280.71745597912377,272.5809315525551,264.31481330527623,251.20666131686713,237.9740834854992,229.77508797191234,217.76714652010253,224.33744893478308,248.18053843807442
4,1984-06-23 17:50:58+00:00,212.58065322620078,205.21856697121854,204.81089905261211,201.96439575018292,201.1573214960145,201.00654399893446,206.12267827960673,214.26969370419175,220.4709669567716,212.6028732053622,217.60946097204737,216.89715181155236,202.8435551293157,198.77735952600244,215.7580864744383,216.25592648943476,213.8667437430232,209.43256723039966,204.1082509556176,204.7327413279079,204.80208820339715,197.46999839343587,198.43132208538967,197.16284886421172,187.1143454950473,170.81120030872654,170.5840648052408,167.2298411105396,176.23908995747752,183.86801129250492,183.9058329700391,180.2971358714795,187.75194446992884,183.74264087392373,180.89372734506978,185.09286873791245,181.94530009091045,198.32831675234644,196.85525718310524,194.51369730723886,199.29272097920108,208.72345942401546,205.31286105151835,202.12272362772998,203.83431327545554,202.66482472183014,204.472337558333,212.3652253532404,206.30884681751675,209.88376563452317,211.9373572069293,220.16850988834943,215.2620906608181,227.825876969138,238.51213773535102,220.02037392542076,212.33013581232166,212.40694420495765,225.96887828986775,214.79456644136792,223.46497698514207,208.48095683247902,211.65374033821806,226.64306340726688,238.64858337760268,244.93290908006583,245.13661376229118,241.529740522643,241.88909250213203,239.43057192398152,248.64313094566361,252.27406842373736,265.4395177637338,268.38518684486013,267.5127296530529,257.07950368722015,254.98629211566754,239.63387439773493,230.6164465186222,214.9059718026892,223.25390507269088,230.8327769641381
5,1984-07-16 17:57:29+00:00,,,,,,,,,,,,,,,,,,217.46778407413316,208.37897666732542,207.33478037709443,206.35454637349898,208.6498711369033,204.73541663302024,206.3170069582158,195.29495765063643,184.9740107732834,180.03615066574008,176.7682443408921,186.85987916859253,196.02475935897365,201.39562795773966,188.3001183915318,185.6361401694399,191.06279684110694,181.60268105303405,187.29485108020594,185.09027014471258,201.9902795882634,201.64242868529723,197.8925780805811,206.2549670695792,212.03294577447832,214.25824932936123,205.25536392057555,209.6001770681732,211.79727307607286,210.1319267996379,215.91517039561816,219.3206281896697,220.4028913923203,230.04142220109225,228.2093099817176,229.72400182761768,245.82167623912412,242.19891803078016,231.78075680148865,221.12085653961233,224.42424712789952,225.48345950800686,222.51209132787866,238.54805112774713,218.51261846298556,218.73116138815502,235.24069604992425,253.17377459536027,264.6986580468844,261.67877898039995,259.6047630679094,255.20999063755616,261.9561081313805,262.2592295105498,268.5656324513012,271.92985502615545,274.1293018334824,269.0380800646076,259.8309698486221,256.4886462712823,240.16401722164812,231.77241461593877,215.624140337633,217.24499595425527,235.84734361052753
6,1984-08-26 17:52:34+00:00,205.7847484370936,204.73570388059193,202.66913390973278,200.0883293289837,197.2587517650501,195.17804627499325,195.47331008648476,200.6755678869584,196.60421729094952,198.15584036021136,207.17553508059996,206.62726175916572,198.17430403336436,198.48277460511417,199.79265907749834,208.6770512623141,206.76117823354977,205.1851434210802,195.68679925158017,196.4516531936988,202.5124705244414,199.64402044590295,197.24814935158977,192.1155108451792,183.24494311854988,175.4835190643136,167.55080079120188,172.62312019252371,183.1527675734184,179.96046640052248,182.10127270622817,171.5339308009744,171.20236067759257,173.28634242070765,173.4630357462367,168.17374844263918,173.46237962940202,187.70374653057803,189.32687050403783,177.4779910635843,181.28198294310252,184.25950100969055,185.97523339310007,179.52308090167185,188.23749676848553,187.1281294957739,191.7067337729295,201.25397456477583,205.51461359733977,199.84453533947945,200.6340572999775,201.6197249398648,213.48594455342248,217.56093169960147,216.27581250160236,194.95343440240683,197.13452578380605,191.8374891074456,204.52360241576298,205.03154596013945,217.55865702965303,202.97800546459217,196.46490616989865,218.95170929236892,238.73232931883092,247.56427919601435,243.3715264984245,242.81514410896412,237.75782219474877,241.48187673432088,247.09684088633693,247.81342704305004,262.9795955177332,259.3763108648659,249.18126410005678,246.56730489020492,241.97497700416946,212.54181776199437,206.0138963776917,200.2634179833709,210.15422829385756,222.02503654766812
7,1984-10-13 17:52:38+00:00,208.55189795628587,210.6433809065826,222.36368517600218,219.83749769593376,217.80825506827645,214.71005892244796,211.22553233273794,215.47004907802565,209.6854046448716,207.25050724408786,211.0372708183734,204.27920991825636,196.81868116376094,196.53971660704534,206.5055958946315,213.2025059922997,216.36765492919363,215.59323673054888,213.45373982164284,211.37210573076976,212.0787383814278,208.00813230333975,203.72332662481762,202.10296791635898,191.77220102210953,184.89199469835324,178.493865209776,178.76510108348964,187.08969030798747,189.82481167954253,186.70843699012062,179.31392223923848,180.30302676143052,180.4207959515502,180.1937008085681,179.39973689757937,181.4362789535707,203.83098986662824,204.1283115760917,197.684872743855,198.22978959458345,202.09309487544036,197.35648395083086,193.8475662662463,200.86626010588756,201.1154243945551,207.75709897885957,215.4321430379191,214.78866156707647,219.27814060098888,220.4733443664497,220.98891355163278,222.01414223254508,229.26713346346892,222.71160827033722,209.88538941379477,203.24017927045995,205.24075656196106,209.6384227615647,215.03532473543098,225.72983226509766,223.32614736309267,225.77650516448273,244.5242216115216,247.78209752930655,254.54999531379332,260.7946754953394,259.1678066357334,260.0921557082671,257.5640293817529,256.75291793488566,261.43593992496403,270.14900190502885,279.1436344664957,274.5266672702375,261.97183105581945,262.1882823038132,241.87448456604284,235.69905243344354,214.87205794134877,224.34697293550255,230.74329099630955
8,1984-12-16 17:52:39+00:00,198.8637792441903,196.90118098886606,202.689732854125,193.71211260445153,194.83549331892783,194.87629742417198,194.93680578181016,205.97965640738346,210.9434194428642,198.72027436462787,201.4306125852437,203.7539322359752,195.84396081260633,198.44651265536677,200.87224406871076,201.71006113578503,199.49637185086107,197.97892962803223,196.86414934854338,194.5083352089219,193.14599064695665,187.68419152817495,183.33117734474848,183.1366806361405,171.23706468727823,162.01629654136104,161.75262092600983,161.52996302032128,176.01803272314908,180.86766753953603,182.81667530711164,175.09013785695012,175.90573384072215,175.12054618727274,172.0123386767493,177.76407252939026,175.89465928227952,190.66879219579127,194.50736534905792,192.6186526196031,194.91698153613854,202.6315016860612,202.76859742718335,195.02487406638485,194.45677324054793,193.61854414124667,198.93879410734345,202.5455458904248,207.78478814462724,212.67400672525625,217.55099539241942,219.31377674549472,215.04784173934567,223.7945370153885,222.4925139005443,209.41044967622312,207.16265952611232,208.09346208034995,211.8044449674214,208.5935802207137,212.2545770472716,203.89301668446655,207.1891420200266,225.81562774434428,238.9530957915161,245.28291180355208,239.97078552848234,240.53857701510248,241.44940680604554,242.55412433811836,242.62049379207036,250.60285756130713,257.4437642540869,262.3393007298344,261.23635367720294,249.3845567480121,240.9142885825952,224.93618462589617,220.74939828718414,202.9677267320005,216.0635741561636,216.01822317792454
9,1985-03-29 17:59:06+00:00,209.5419561465013,203.40912583086345,203.95272606098388,192.31104103422004,191.4492406257193,191.0727414827701,200.03185162719865,211.6252619870976,226.4415810311113,206.3327382186543,208.5263255159694,208.1884393175675,207.78704506477243,206.64920217420473,210.77662736442326,202.9004635195937,201.05190019936316,194.56846828025738,200.88282547027126,198.5376480350481,194.95359101704676,187.45151809873713,187.31507748044305,185.96527134452813,174.48998788452644,169.97026804973524,165.5125430613482,164.54645114492575,176.5483865657848,184.7814336209016,195.64044187803736,182.3873749535619,186.54054680899068,179.22583463022877,180.38844244335388,180.2404534209676,181.47944350874175,199.04238500916205,202.93232128250642,194.17469134794942,200.28087470560664,209.48471802873874,210.405165976841,204.43804886234705,204.78271461474796,202.10397943525163,205.79892008812928,211.40555664421285,207.30241945427863,213.344403393338,215.8984446140871,218.18833449781684,222.24000843435056,227.69158611483434,235.66625449836263,215.4550664923176,218.88820080476313,223.2793381348306,221.0080779921696,213.88467736608686,210.33622055726286,203.4237710713935,207.39807512391084,219.05738129867296,235.3111366292924,238.56456132249986,236.20741556007616,236.22538265532688,236.482750930311,236.1341937460374,243.66469847366204,250.8293855224458,266.3092105033401,270.2259525655921,270.5620993684591,259.6843691396725,248.13710562581943,237.9102348149453,232.72552175690137,221.14930099143564,226.32852603229946,
