dates,satname,nzd0231-0000,nzd0231-0001,nzd0231-0002,nzd0231-0003,nzd0231-0004,nzd0231-0005,nzd0231-0006,nzd0231-0007,nzd0231-0008,nzd0231-0009,nzd0231-0010,nzd0231-0011,nzd0231-0012,nzd0231-0013,nzd0231-0014,nzd0231-0015,nzd0231-0016,nzd0231-0017,nzd0231-0018,nzd0231-0019,nzd0231-0020,nzd0231-0021,nzd0231-0022,nzd0231-0023,nzd0231-0024,nzd0231-0025,nzd0231-0026,nzd0231-0027,nzd0231-0028,nzd0231-0029,nzd0231-0030,nzd0231-0031,nzd0231-0032,nzd0231-0033,nzd0231-0034,nzd0231-0035,nzd0231-0036,nzd0231-0037,nzd0231-0038,nzd0231-0039,nzd0231-0040,nzd0231-0041,nzd0231-0042,nzd0231-0043,nzd0231-0044,nzd0231-0045,nzd0231-0046,nzd0231-0047,nzd0231-0048,nzd0231-0049,nzd0231-0050,nzd0231-0051,nzd0231-0052,nzd0231-0053,nzd0231-0054,nzd0231-0055,nzd0231-0056,nzd0231-0057,nzd0231-0058,nzd0231-0059,nzd0231-0060,nzd0231-0061,nzd0231-0062,nzd0231-0063,nzd0231-0064,nzd0231-0065,nzd0231-0066,nzd0231-0067,nzd0231-0068,nzd0231-0069,nzd0231-0070,nzd0231-0071,nzd0231-0072,nzd0231-0073,nzd0231-0074,nzd0231-0075,nzd0231-0076,nzd0231-0077,nzd0231-0078,nzd0231-0079,nzd0231-0080,nzd0231-0081,nzd0231-0082,nzd0231-0083,nzd0231-0084,nzd0231-0085,nzd0231-0086,nzd0231-0087,nzd0231-0088,nzd0231-0089,nzd0231-0090,nzd0231-0091,nzd0231-0092,nzd0231-0093,nzd0231-0094,nzd0231-0095,nzd0231-0096,nzd0231-0097,nzd0231-0098,nzd0231-0099,nzd0231-0100,nzd0231-0101,nzd0231-0102,nzd0231-0103,nzd0231-0104,nzd0231-0105
2005-08-12 21:49:11+00:00,L7,383.22,,,,,,,367.78,,376.93,,365.51,364.13,363.82,368.32,371.97,373.49,370.21,373.71,371.83,383.06,378.90,382.09,379.86,379.34,374.48,373.83,371.36,375.54,373.27,375.90,377.83,371.33,368.89,358.42,363.28,353.36,353.14,354.92,355.75,359.26,357.32,352.94,,,,,,,,,,338.55,339.23,341.58,343.65,342.77,345.19,345.23,352.14,351.35,356.69,358.93,356.28,357.54,357.60,356.17,357.60,355.83,352.18,357.77,347.85,349.54,340.82,342.53,337.91,342.30,339.36,336.08,336.67,331.62,332.05,335.41,338.29,342.23,349.30,351.64,355.38,356.10,354.58,352.23,355.11,355.50,361.04,360.43,360.61,363.26,362.37,359.11,349.75,342.92,343.11,347.40,344.60,355.56,348.96
2005-08-28 21:49:05+00:00,L7,389.77,378.82,381.51,376.00,374.98,373.40,369.93,383.50,385.57,395.23,390.35,384.08,373.62,376.71,374.41,380.21,378.46,379.06,387.59,392.52,404.71,410.62,407.02,397.46,401.13,400.98,399.13,398.11,393.41,386.62,391.61,393.12,394.65,392.42,394.27,389.27,378.50,372.37,366.17,365.67,369.52,366.94,367.51,361.76,362.95,367.28,360.60,360.81,356.49,355.33,351.70,351.57,351.27,356.38,353.23,354.43,352.56,358.53,366.64,365.06,367.47,368.79,362.17,366.95,364.92,361.82,365.68,360.65,363.96,361.63,359.47,353.76,,,,,,,,,,,352.29,361.74,351.16,354.11,349.28,364.61,369.28,369.59,368.32,375.36,373.45,372.71,372.56,375.43,374.25,369.84,373.41,367.91,361.92,358.19,357.76,349.52,362.84,340.41
2005-11-24 21:48:28+00:00,L5,375.59,371.21,371.44,367.15,370.72,373.31,372.20,367.42,370.50,371.59,378.16,372.41,373.58,369.89,378.54,379.68,382.70,375.40,378.55,384.53,391.59,387.84,388.55,391.71,390.69,393.73,390.08,386.91,386.35,392.36,387.09,392.03,387.72,388.53,377.41,373.78,365.16,364.79,361.10,360.22,366.82,366.46,363.90,361.21,361.95,353.91,362.89,347.66,354.42,347.65,351.15,350.60,350.86,353.16,354.14,349.61,350.64,349.04,349.62,366.66,369.19,364.09,365.42,374.27,373.09,377.11,381.22,371.16,370.79,371.68,363.58,368.44,365.26,362.15,357.77,348.37,348.82,345.99,358.63,353.00,353.91,365.20,358.41,362.58,369.96,374.19,367.57,376.61,374.01,376.38,377.39,382.95,371.51,374.88,375.79,381.07,374.65,369.81,373.52,369.75,366.73,354.01,358.30,355.45,357.27,337.96
2006-01-27 21:49:58+00:00,L5,389.87,380.69,374.84,362.72,366.11,361.99,376.10,364.57,373.31,370.52,374.75,372.57,377.32,376.98,376.69,385.06,380.80,385.91,382.73,384.14,384.41,389.46,387.28,394.26,387.06,389.52,383.75,385.54,383.20,385.28,387.01,384.80,381.96,378.90,376.92,367.25,362.34,358.26,363.49,361.46,361.24,358.29,361.84,356.23,355.75,349.57,349.64,348.58,346.29,351.24,350.55,350.79,350.94,355.11,346.33,354.02,347.68,351.90,352.63,359.65,356.76,359.06,357.42,357.19,362.86,357.87,357.92,354.92,350.91,347.47,351.62,354.54,357.40,340.99,344.12,338.99,339.29,340.46,339.80,346.99,340.70,344.40,342.44,338.86,349.45,354.49,355.86,359.37,357.70,356.36,360.94,354.38,351.86,345.83,351.29,354.46,360.43,349.24,351.93,349.01,354.81,359.74,367.70,366.35,366.00,352.90
2006-02-20 21:49:55+00:00,L7,,,,,,,,,,,,,,,,,,,368.91,,368.10,367.33,372.68,370.70,373.97,372.88,370.43,371.54,369.08,369.63,369.53,370.86,365.40,368.88,358.52,362.34,350.63,,,,,,,,,,,,,337.80,345.41,342.25,341.84,341.95,343.46,343.86,345.05,345.90,345.84,354.74,353.61,356.95,358.48,358.64,357.09,359.71,351.81,358.29,355.92,352.82,353.94,345.53,342.41,341.54,338.23,330.12,328.62,329.81,327.38,328.31,329.09,329.15,339.16,342.59,343.52,347.87,348.11,344.87,348.22,353.68,355.75,354.74,352.48,347.31,350.93,348.26,346.65,341.89,345.83,337.35,340.50,343.35,349.59,343.10,343.76,340.12
2006-02-28 21:50:40+00:00,L5,375.29,358.79,361.34,360.63,358.39,361.37,361.49,361.37,360.41,368.43,364.85,367.21,366.58,368.53,370.72,371.09,367.03,368.59,372.45,369.38,376.57,378.78,383.82,378.98,377.90,377.50,378.24,375.51,377.64,373.06,377.14,375.63,373.38,371.63,362.73,363.28,358.38,358.29,351.89,352.34,349.63,351.08,347.37,350.87,341.14,342.92,337.96,340.79,347.26,347.25,348.71,348.14,352.42,351.77,356.61,351.63,358.04,355.52,358.27,362.26,365.47,363.60,367.66,367.17,367.19,366.56,362.89,366.21,363.07,362.78,362.24,358.83,346.56,348.00,345.88,341.78,340.01,336.07,334.96,334.66,338.11,333.61,339.10,339.90,345.56,349.91,352.34,349.90,350.12,352.55,356.22,358.59,356.79,356.53,352.75,356.40,350.16,348.05,352.71,351.70,350.41,342.10,350.06,346.71,353.76,338.32
2006-04-09 21:49:53+00:00,L7,347.74,,347.39,349.29,343.56,353.87,354.42,351.65,356.54,365.03,358.32,359.92,347.61,355.49,357.77,361.12,353.63,352.08,361.38,358.60,364.71,365.34,362.35,363.26,367.42,370.44,365.67,368.29,364.11,363.17,367.39,368.57,363.29,363.69,359.24,356.25,355.08,351.97,353.52,346.33,345.56,338.81,340.08,333.28,341.66,334.19,334.17,328.77,,,,,,,,,,,,341.05,342.35,348.91,348.49,349.31,346.94,345.89,348.81,343.84,344.17,336.30,335.37,334.43,332.66,328.57,322.71,322.57,325.61,323.56,323.48,320.80,319.13,325.97,319.53,327.47,325.23,326.25,329.66,338.72,333.01,339.04,344.57,344.21,338.31,334.58,335.15,327.81,330.85,329.26,340.83,336.47,346.53,325.04,319.70,312.69,329.61,329.86
2006-04-25 21:49:52+00:00,L7,384.37,381.66,378.11,375.32,379.60,383.50,382.02,381.50,380.01,379.56,383.40,378.97,379.29,379.88,381.37,377.97,379.87,379.60,385.86,385.97,389.11,390.03,390.71,391.41,390.30,388.95,383.78,384.26,381.98,379.81,380.54,380.40,381.09,380.71,379.68,374.15,373.07,369.21,367.73,366.62,366.87,362.04,355.88,356.33,352.34,348.70,348.64,344.27,350.48,349.82,348.85,348.54,348.74,349.17,350.19,354.01,351.58,362.07,364.45,359.39,362.24,363.15,359.57,367.97,364.17,365.76,364.00,361.24,359.64,361.99,355.94,361.84,350.98,349.18,345.16,343.61,340.30,338.90,336.18,334.19,335.05,338.78,347.40,347.71,355.58,357.23,360.09,356.53,355.66,363.37,361.64,365.97,,,,,,,,,,,,159.37,187.26,179.87
2006-05-27 21:49:54+00:00,L7,,,,,,,,,,,380.96,374.37,371.37,367.66,371.20,378.84,383.23,376.88,380.97,387.31,383.70,388.41,390.27,392.91,386.41,390.39,391.52,386.80,389.06,380.90,381.74,389.80,386.95,379.62,384.91,378.26,377.06,366.69,369.17,367.13,371.69,368.20,367.36,362.52,357.26,358.92,357.10,354.74,362.28,359.97,355.86,359.17,358.99,362.53,361.44,364.31,363.61,370.40,367.09,372.39,370.25,367.85,369.41,366.73,369.74,375.43,373.03,369.67,372.11,360.64,368.05,359.57,360.99,353.24,351.17,345.83,341.31,350.04,338.77,345.60,340.75,348.50,349.22,349.73,350.33,358.01,356.88,358.72,366.01,367.64,370.60,368.95,371.74,367.63,365.29,364.30,362.06,362.46,360.05,358.66,361.10,356.12,357.65,359.28,363.66,355.81
2006-07-22 21:52:58+00:00,L5,397.39,395.38,398.05,392.56,388.09,386.76,389.77,392.74,396.65,392.30,390.42,381.27,384.20,375.93,382.07,386.23,388.72,386.75,389.96,392.84,397.60,400.66,394.22,398.16,402.14,401.82,396.05,404.65,394.93,394.57,393.50,398.62,393.72,395.01,391.93,388.02,378.99,371.76,377.33,374.10,377.57,374.99,374.76,371.74,367.75,360.82,366.81,361.41,361.62,364.14,356.63,360.66,363.32,363.90,360.05,358.19,357.82,362.77,369.78,371.36,368.55,372.05,373.76,373.19,371.82,370.80,373.22,368.18,368.95,361.07,366.22,356.79,355.66,345.75,352.53,353.52,354.42,360.13,351.43,353.99,354.22,361.92,371.68,367.26,369.45,370.80,365.27,376.24,376.81,373.60,382.83,375.90,374.48,376.52,370.44,365.18,372.40,370.31,364.11,366.84,361.18,362.94,363.59,360.83,344.32,317.11
2006-08-15 21:49:31+00:00,L7,374.73,381.22,383.29,372.76,383.94,386.15,383.31,382.61,387.42,379.70,381.98,374.96,376.24,370.25,371.23,375.72,380.71,375.50,378.33,380.71,376.89,382.52,374.50,381.91,382.80,390.10,383.30,386.85,389.39,383.04,383.37,376.75,382.24,373.61,380.23,374.15,368.72,357.51,359.01,357.87,356.92,355.04,366.22,363.90,354.19,347.92,344.99,350.14,353.80,353.15,349.37,347.97,355.59,353.52,355.63,338.92,346.61,351.08,358.07,359.29,361.64,363.70,360.76,366.54,355.35,360.42,351.79,365.28,358.08,353.91,351.95,342.41,347.51,335.83,341.93,340.72,341.90,,,,,,,,,,,,,,371.82,367.21,367.18,357.77,344.85,353.25,351.14,363.49,361.26,362.54,361.22,349.45,343.96,351.83,365.70,347.54
2006-08-23 21:53:23+00:00,L5,371.31,377.67,381.38,382.63,386.46,385.82,380.99,382.84,384.67,383.07,378.31,372.84,373.38,368.64,375.33,378.29,384.72,377.91,382.73,382.95,386.89,384.53,386.11,387.57,387.13,393.93,391.72,396.09,392.97,391.11,386.32,389.47,383.23,381.72,377.99,379.48,371.81,365.93,358.91,358.32,364.35,365.20,367.91,364.12,359.92,343.53,339.75,346.19,354.09,350.29,349.79,349.93,347.64,353.39,353.56,341.86,344.02,347.93,355.84,361.03,354.14,363.72,361.79,361.39,358.41,357.22,354.06,363.70,355.29,355.19,356.22,347.32,353.45,342.70,346.14,344.60,345.37,348.19,347.77,344.18,347.67,339.89,348.33,354.91,345.41,356.27,348.22,354.97,357.75,365.03,366.99,366.48,361.23,353.98,350.11,351.49,354.92,360.28,362.24,357.55,362.17,352.64,351.50,348.46,363.56,355.51
2006-08-31 21:49:28+00:00,L7,380.55,375.26,379.54,374.32,378.06,387.34,378.99,386.78,377.53,380.39,372.50,370.13,374.84,376.24,373.05,379.77,375.35,375.39,381.17,391.23,381.90,405.74,386.79,402.04,,,,,,,382.39,373.23,378.04,371.69,373.64,369.78,365.91,364.12,362.92,356.24,350.91,361.45,366.10,362.87,354.63,344.83,336.97,341.70,350.22,351.41,350.03,347.32,345.93,348.71,349.46,342.10,337.67,347.94,353.11,351.15,362.41,362.73,362.39,360.28,357.90,352.20,351.77,360.96,358.59,354.86,350.04,344.80,338.81,341.38,329.41,343.17,343.66,343.57,340.63,341.88,346.15,343.86,343.87,346.94,351.09,345.85,356.30,357.24,358.20,356.82,366.76,363.25,359.21,356.64,353.47,351.62,346.55,356.94,358.90,361.78,358.65,350.86,343.28,351.89,361.82,349.04
2006-10-10 21:53:56+00:00,L5,376.28,370.42,363.97,370.94,371.48,379.48,375.30,379.70,375.86,377.61,372.59,370.06,367.59,366.34,367.13,368.06,373.53,373.39,377.03,369.86,376.94,379.73,382.97,376.10,380.44,379.92,378.67,374.91,384.65,381.87,379.38,376.42,377.68,375.51,361.15,361.85,357.43,358.41,349.69,354.10,355.39,361.86,351.64,357.82,351.19,348.31,345.99,339.82,338.80,333.73,344.49,340.50,343.79,343.08,343.34,337.08,346.34,337.49,343.82,341.86,342.82,355.97,356.58,356.45,353.29,349.44,345.45,356.96,346.64,347.27,345.32,339.42,339.96,332.53,338.91,330.08,335.49,336.14,335.11,336.16,339.08,335.13,342.27,342.76,341.41,346.98,343.53,351.00,351.98,355.60,351.49,357.87,357.07,348.88,343.05,348.28,347.72,349.01,350.60,347.44,339.20,338.48,345.67,350.91,350.99,290.71
2006-12-13 21:54:55+00:00,L5,377.23,376.08,366.62,364.27,366.08,363.16,367.73,370.84,381.11,380.09,381.39,379.29,382.55,383.36,386.23,387.42,387.48,390.64,382.94,387.20,386.79,394.66,393.35,394.42,384.64,387.40,385.90,381.45,379.34,369.84,371.41,372.47,376.64,372.70,374.39,360.65,357.97,348.12,356.08,346.09,350.04,352.43,357.22,347.07,348.85,349.02,349.94,353.77,348.73,330.71,335.63,342.64,341.05,342.56,344.18,353.75,341.22,346.22,350.09,351.79,353.62,358.00,350.52,353.02,358.93,350.15,357.38,349.17,350.62,340.83,340.64,338.65,334.69,333.69,327.92,330.34,331.17,327.21,329.03,327.03,325.78,333.14,327.57,334.88,333.76,336.83,339.52,349.68,352.13,354.97,357.88,357.74,357.79,357.38,358.83,363.79,370.67,365.88,363.40,330.58,330.81,329.29,329.54,332.75,332.13,219.15
2006-12-21 21:50:03+00:00,L7,369.43,350.94,360.94,345.84,345.70,347.74,342.57,351.27,350.14,354.97,356.57,356.99,351.18,357.32,362.37,365.08,361.95,363.19,355.28,359.73,363.56,364.07,362.24,367.43,365.01,361.17,359.86,355.62,358.95,350.44,349.91,347.87,355.07,351.83,354.74,349.18,344.76,336.74,335.15,339.72,341.40,342.18,338.55,343.71,347.53,347.04,342.72,340.85,342.12,336.77,333.82,322.85,322.71,326.33,327.25,329.01,338.92,327.48,338.03,338.94,336.62,344.00,348.07,346.01,345.36,345.02,342.26,344.04,337.43,342.26,330.82,333.04,321.66,326.35,320.83,315.90,325.71,316.30,317.76,314.90,,,,,,,,,,,,,,,,,,,,348.17,343.69,327.62,318.71,324.67,324.90,287.64
2007-01-06 21:50:04+00:00,L7,272.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.22,325.13,323.91,317.37,311.77,316.70,316.63,316.66,315.62,321.08,320.47,324.01,323.63,326.98,330.09,331.21,330.72,333.13,329.99,330.19,328.98,327.83,327.68,322.74,321.20,315.75,314.74,309.63,308.62,309.80,311.60,307.76,309.24,308.52,310.12,309.39,312.44,318.06,315.56,324.47,325.69,327.37,332.40,334.37,333.04,331.73,330.66,326.21,333.35,334.40,340.63,338.46,334.60,325.11,309.74,310.98,310.00,288.02,254.04
2007-01-22 21:50:07+00:00,L7,274.65,,334.28,360.60,350.77,342.85,347.76,354.96,358.37,364.08,357.88,359.46,348.78,357.13,353.92,356.43,359.82,362.67,361.70,359.11,361.13,356.99,363.48,359.47,370.20,361.84,369.07,359.86,366.86,353.86,364.48,352.13,358.89,353.10,354.07,351.71,334.71,334.84,334.57,342.26,332.66,342.38,338.60,336.34,340.81,342.17,340.23,335.60,333.94,327.35,331.41,324.63,327.63,321.61,329.08,326.50,324.33,331.50,337.53,341.08,338.30,338.20,335.17,347.15,336.28,342.29,336.92,335.51,333.58,,,,,,,,,,,,,,326.15,320.69,333.03,327.59,327.24,332.94,343.37,343.55,346.29,345.90,346.97,346.37,344.08,349.12,346.23,350.23,343.91,,,,,,,
2007-01-30 21:54:48+00:00,L5,360.31,376.18,382.95,385.06,378.35,369.31,371.55,375.11,370.82,367.72,364.91,370.66,373.96,372.05,374.53,375.37,379.86,376.68,379.34,380.19,380.18,377.84,381.69,385.12,381.66,387.92,388.27,385.86,378.36,374.69,376.40,372.09,369.43,378.44,374.61,362.47,354.20,348.18,356.89,355.80,361.66,352.45,359.61,364.45,366.21,361.94,353.72,347.70,352.61,350.04,350.88,338.78,334.16,336.71,346.56,344.90,338.87,352.45,354.19,348.89,348.68,342.52,354.15,351.22,347.85,348.61,349.44,347.91,357.07,345.76,341.22,342.95,341.15,340.81,335.43,336.10,335.84,343.69,337.97,337.24,336.85,341.21,339.39,342.62,346.48,346.62,357.55,357.44,369.48,366.42,367.12,364.37,364.96,360.11,364.11,365.10,366.89,363.82,362.73,359.06,361.96,365.99,363.64,382.26,417.18,417.55
2007-02-07 21:50:14+00:00,L7,319.97,,347.67,355.51,347.87,345.47,346.64,351.34,356.71,355.14,355.69,345.83,344.35,341.72,342.14,351.65,355.62,357.18,352.68,347.30,345.55,350.49,350.42,,,,355.47,356.01,355.99,349.48,348.16,,,,,,,,,,,,331.72,330.22,331.72,335.81,326.30,322.74,321.73,318.05,322.38,318.90,316.87,311.63,315.69,318.03,321.22,326.12,334.42,329.01,330.95,324.93,319.68,,,,,,,,,,,,,,,,,,,,,322.93,322.56,323.56,322.18,320.79,329.88,336.47,335.00,330.31,331.73,330.75,322.50,323.17,328.27,331.28,340.41,337.61,341.19,329.28,330.88,343.70,352.65,298.78
2007-02-15 21:54:49+00:00,L5,356.46,369.83,367.10,370.70,369.60,374.44,373.01,373.95,370.24,370.71,365.82,361.05,356.26,359.07,364.91,365.31,364.73,362.76,369.28,361.06,365.93,367.31,371.99,374.14,373.51,375.20,374.93,376.12,373.18,368.83,365.37,368.87,366.60,367.68,363.19,364.49,355.62,344.09,345.90,349.96,354.00,352.18,352.05,348.93,354.36,350.98,357.34,347.98,349.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.55,331.54,336.55,331.53,341.95,339.53,348.15,351.50,354.01,354.58,354.26,364.01,360.35,363.41,355.80,357.35,350.73,357.95,354.19,353.81,356.49,355.06,353.84,355.12,355.00,356.39,373.77,367.45,367.59
2007-06-15 21:50:07+00:00,L7,393.86,398.27,393.03,390.71,387.38,387.67,387.91,388.09,393.10,388.91,388.92,391.77,384.63,389.32,386.90,389.94,389.82,394.46,384.66,388.72,383.20,393.36,396.56,401.20,398.41,394.59,399.58,400.15,396.48,395.14,386.79,383.19,387.12,380.30,380.03,373.41,376.65,370.05,368.43,369.57,375.24,373.74,371.74,370.71,367.30,366.97,371.11,367.87,363.71,361.23,355.40,353.35,350.50,359.13,358.70,359.06,359.92,368.03,367.71,366.49,365.40,365.96,364.18,358.91,366.00,371.57,370.68,367.93,371.24,362.59,363.19,362.67,362.01,360.00,353.21,348.53,344.67,353.97,352.80,355.34,353.67,354.71,352.04,360.45,361.37,365.75,367.40,367.02,372.02,377.83,379.48,369.25,372.78,370.86,367.47,363.09,363.80,364.90,361.22,364.14,360.50,356.29,345.26,352.07,359.70,367.53
2007-07-17 21:50:02+00:00,L7,360.41,378.17,382.28,387.58,380.29,386.63,381.55,384.14,378.06,379.76,383.64,373.95,379.05,369.45,375.90,379.73,386.44,378.18,381.30,382.61,377.23,383.90,389.06,391.72,382.35,388.38,381.91,380.67,377.18,374.49,380.30,374.06,381.88,373.35,376.06,370.88,362.32,351.76,361.97,361.18,364.09,360.00,365.43,360.49,357.64,359.69,349.03,355.46,349.39,355.09,350.64,347.26,348.40,348.15,347.95,355.72,351.09,,361.85,,,,,,,,,,,373.34,351.91,349.15,344.34,345.08,339.39,345.47,341.03,339.59,342.95,337.86,348.24,346.79,349.19,349.59,357.75,356.49,361.66,364.06,362.67,368.95,370.77,365.89,360.98,368.64,365.17,363.17,356.46,364.67,361.11,,,,,,,
2007-08-02 21:49:58+00:00,L7,,364.48,367.87,371.55,369.70,364.92,374.44,377.30,370.86,378.46,371.61,371.02,370.19,366.87,368.46,371.89,371.34,371.37,373.91,375.64,378.50,382.47,383.95,375.57,377.41,375.86,373.48,376.41,370.04,369.87,368.52,371.50,367.06,367.12,364.10,364.72,355.13,351.38,352.92,356.47,354.13,356.35,357.27,357.43,352.44,349.81,348.95,344.96,346.37,340.64,348.63,344.68,343.18,342.74,342.76,348.40,352.56,351.22,350.17,356.92,350.16,357.09,351.46,356.71,356.14,357.30,356.32,356.80,353.40,351.39,342.81,,,,,,,,,,333.85,344.19,341.90,345.91,350.05,355.40,356.22,357.34,360.79,357.71,365.19,362.01,360.27,357.73,363.34,357.33,354.18,356.87,356.63,352.41,348.03,339.85,336.95,338.36,331.30,316.50
2007-08-18 21:49:52+00:00,L7,373.58,368.92,359.67,361.75,357.58,360.16,366.25,366.07,366.56,371.64,372.60,368.22,371.35,368.58,368.87,365.45,371.01,370.90,372.60,370.93,372.58,378.43,377.53,378.42,376.42,375.56,374.67,376.99,369.04,371.13,370.49,370.53,367.08,367.22,361.25,356.35,352.94,342.68,350.48,350.11,350.05,348.69,354.20,351.95,351.50,348.68,345.25,342.88,340.19,340.73,343.48,337.01,341.25,340.52,337.85,343.85,345.83,346.25,346.77,347.89,346.25,349.97,347.06,347.87,350.77,351.51,353.35,354.89,349.78,349.09,341.92,340.46,338.30,334.43,340.09,331.84,340.97,335.83,335.45,336.67,332.00,338.15,338.97,342.74,343.81,348.21,348.37,354.27,355.80,354.67,356.89,357.93,351.64,349.71,353.99,351.03,348.77,347.46,353.51,345.37,343.83,340.91,336.27,335.81,340.28,321.26
2007-11-22 21:50:02+00:00,L7,351.09,,337.75,331.91,333.71,331.38,338.04,342.56,349.40,352.12,350.93,352.64,348.47,351.60,350.20,348.00,348.18,352.82,347.65,353.47,356.94,355.04,358.59,354.86,359.71,353.73,358.93,355.52,354.17,345.79,354.44,352.74,347.93,348.26,339.97,336.82,330.62,327.81,327.92,332.30,325.13,331.06,327.82,329.67,335.56,329.63,328.16,323.07,323.26,319.88,320.57,319.31,324.56,318.90,322.27,,,,,,,,,,,,,,,340.46,332.60,332.22,322.53,319.52,317.46,318.50,315.82,317.60,312.53,316.37,315.67,318.78,323.15,324.60,326.65,328.80,334.62,333.39,334.99,333.57,334.58,330.35,335.92,326.20,326.97,324.96,327.41,322.97,325.66,328.93,321.98,322.23,314.24,305.14,298.59,298.74
2008-01-25 21:50:11+00:00,L7,334.04,323.84,324.33,333.75,338.66,341.93,338.54,340.74,338.91,339.17,343.96,337.26,337.66,333.82,333.66,341.46,348.50,344.47,349.51,354.01,343.84,346.77,352.27,349.55,349.38,350.79,352.64,350.01,353.30,352.69,352.28,339.16,341.51,344.11,335.41,336.09,324.42,321.01,323.72,328.00,329.50,334.50,327.35,323.14,323.04,324.56,326.51,320.52,317.58,318.85,312.43,314.44,324.22,329.24,318.74,317.84,315.49,320.49,,,,,,,,,,,,324.85,324.84,314.13,315.64,316.71,311.84,311.71,313.62,310.65,316.60,312.04,308.31,300.57,309.97,312.41,308.00,315.47,319.68,322.20,321.71,324.66,318.84,317.67,314.35,317.63,312.59,317.02,315.55,317.90,321.23,323.34,315.19,314.83,314.12,309.76,309.15,283.22
2008-04-30 21:49:55+00:00,L7,380.11,,373.66,366.04,367.56,369.36,368.99,370.59,373.24,376.27,374.56,375.86,369.44,372.05,366.61,369.83,368.50,373.66,376.40,379.26,379.87,378.43,380.25,383.66,386.83,386.01,386.45,380.65,378.72,372.81,379.15,381.50,379.29,375.00,372.15,366.91,355.06,356.60,355.33,362.38,361.88,365.99,358.46,356.66,362.20,365.44,360.50,357.27,353.68,356.36,360.67,351.28,356.49,350.86,349.80,350.13,349.92,347.04,,,,,,,,,,,348.46,347.61,348.99,342.09,344.49,341.57,340.35,335.70,335.16,336.40,341.93,334.35,332.78,331.14,337.13,339.08,335.11,338.43,332.58,344.41,341.25,338.40,341.19,344.50,339.24,338.54,339.72,345.57,339.69,325.98,331.99,334.41,,,,,,287.93
2008-05-16 21:49:50+00:00,L7,,,,,,,,418.56,424.20,418.55,417.76,415.85,411.28,414.70,405.50,411.38,413.52,412.99,413.27,416.68,412.63,409.18,396.42,404.20,416.86,418.10,422.72,426.37,436.82,434.80,440.93,435.18,439.20,432.35,425.47,423.11,413.62,404.32,399.49,407.00,404.93,404.43,400.67,396.79,400.95,409.67,409.27,400.93,395.76,390.94,397.37,388.14,394.50,393.51,395.64,,,,,,,,,,391.83,392.86,398.48,396.07,401.97,405.42,396.59,384.28,386.64,380.52,381.61,380.40,383.81,375.34,369.98,369.20,367.07,371.52,379.54,379.63,369.19,372.11,365.20,379.18,383.55,382.61,377.10,383.20,382.96,376.33,374.69,370.18,370.63,370.00,371.10,370.66,367.71,357.78,363.47,356.22,367.14,427.59
2008-07-03 21:49:23+00:00,L7,382.89,391.24,384.26,389.42,384.70,385.94,380.53,383.83,391.81,381.94,388.25,386.83,387.05,386.94,386.29,380.67,385.12,380.34,382.09,384.06,384.57,386.44,389.98,387.12,387.66,388.25,395.59,397.30,395.71,392.04,392.94,396.11,391.23,394.73,394.66,382.80,363.60,367.85,362.88,359.69,360.77,370.35,372.07,373.76,379.08,381.91,374.11,370.75,363.83,358.37,361.99,364.82,367.67,364.30,363.26,363.87,365.23,361.15,356.43,356.89,356.23,366.98,370.78,378.34,362.16,374.71,370.52,372.26,363.35,357.91,362.54,352.53,350.35,351.04,347.34,347.25,355.91,347.46,350.97,350.92,348.81,347.28,348.84,350.86,342.65,352.28,355.30,359.54,355.67,363.29,352.78,358.76,358.97,360.36,353.74,355.19,350.67,344.76,350.92,346.87,342.21,339.59,338.42,349.46,364.77,349.71
2008-07-19 21:49:11+00:00,L7,312.92,,,344.59,356.59,,379.76,361.11,,,,,,,,,,,,,,,,,363.01,370.57,366.19,369.50,363.80,361.25,358.20,361.72,364.25,361.08,355.11,353.57,344.88,337.94,344.60,343.29,341.04,343.99,349.24,345.20,346.68,345.50,343.98,340.11,338.46,338.07,338.16,342.75,334.14,335.67,337.89,336.61,336.26,335.63,335.49,334.29,333.86,339.92,346.80,340.45,341.47,340.31,340.04,348.63,335.17,340.35,330.60,330.75,321.43,319.09,313.42,316.88,324.00,323.66,324.05,319.91,322.09,320.82,329.13,326.35,326.24,321.51,,,,,,,,,,,,,,,325.96,329.18,329.42,333.68,323.85,332.25
