dates,nzd0231-0000,nzd0231-0001,nzd0231-0002,nzd0231-0003,nzd0231-0004,nzd0231-0005,nzd0231-0006,nzd0231-0007,nzd0231-0008,nzd0231-0009,nzd0231-0010,nzd0231-0011,nzd0231-0012,nzd0231-0013,nzd0231-0014,nzd0231-0015,nzd0231-0016,nzd0231-0017,nzd0231-0018,nzd0231-0019,nzd0231-0020,nzd0231-0021,nzd0231-0022,nzd0231-0023,nzd0231-0024,nzd0231-0025,nzd0231-0026,nzd0231-0027,nzd0231-0028,nzd0231-0029,nzd0231-0030,nzd0231-0031,nzd0231-0032,nzd0231-0033,nzd0231-0034,nzd0231-0035,nzd0231-0036,nzd0231-0037,nzd0231-0038,nzd0231-0039,nzd0231-0040,nzd0231-0041,nzd0231-0042,nzd0231-0043,nzd0231-0044,nzd0231-0045,nzd0231-0046,nzd0231-0047,nzd0231-0048,nzd0231-0049,nzd0231-0050,nzd0231-0051,nzd0231-0052,nzd0231-0053,nzd0231-0054,nzd0231-0055,nzd0231-0056,nzd0231-0057,nzd0231-0058,nzd0231-0059,nzd0231-0060,nzd0231-0061,nzd0231-0062,nzd0231-0063,nzd0231-0064,nzd0231-0065,nzd0231-0066,nzd0231-0067,nzd0231-0068,nzd0231-0069,nzd0231-0070,nzd0231-0071,nzd0231-0072,nzd0231-0073,nzd0231-0074,nzd0231-0075,nzd0231-0076,nzd0231-0077,nzd0231-0078,nzd0231-0079,nzd0231-0080,nzd0231-0081,nzd0231-0082,nzd0231-0083,nzd0231-0084,nzd0231-0085,nzd0231-0086,nzd0231-0087,nzd0231-0088,nzd0231-0089,nzd0231-0090,nzd0231-0091,nzd0231-0092,nzd0231-0093,nzd0231-0094,nzd0231-0095,nzd0231-0096,nzd0231-0097,nzd0231-0098,nzd0231-0099,nzd0231-0100,nzd0231-0101,nzd0231-0102,nzd0231-0103,nzd0231-0104,nzd0231-0105,satname
2006-01-27 21:49:58+00:00,380.86,371.68,371.75,364.71,366.69,365.39,368.83,368.47,372.98,376.37,377.17,371.44,369.96,369.50,371.81,376.73,376.52,375.15,378.14,380.76,388.44,389.20,388.74,388.32,387.05,387.00,384.02,382.80,381.95,381.70,382.52,384.26,381.42,379.30,374.07,370.71,361.95,359.46,358.53,357.89,361.53,359.13,358.42,354.51,355.74,352.10,352.89,347.53,347.58,346.93,346.66,346.51,345.02,348.09,345.94,347.75,345.73,348.48,351.03,358.38,358.85,359.66,358.49,361.17,362.26,361.89,362.91,358.58,357.49,355.74,355.61,353.81,355.93,346.61,346.67,340.39,342.10,340.56,343.37,344.09,340.61,345.75,344.80,347.69,350.70,355.34,353.41,361.49,361.77,362.02,362.52,364.45,360.40,360.94,362.34,365.21,365.26,360.13,361.81,356.43,353.47,350.88,355.11,352.01,357.29,340.37,L5
2006-02-20 21:49:55+00:00,378.81,371.68,371.75,364.71,366.69,365.39,368.83,367.91,372.98,375.43,377.17,372.67,371.16,370.61,372.07,377.47,376.74,375.95,377.28,382.89,385.04,386.65,386.72,386.37,386.05,386.96,383.53,383.20,380.69,381.15,381.31,382.88,380.27,379.68,374.46,370.84,361.66,360.66,358.77,357.63,361.38,358.67,359.19,354.51,355.74,352.10,352.89,347.53,347.58,345.68,347.38,346.48,346.23,349.15,346.79,348.16,346.66,349.02,351.52,359.36,359.73,360.06,358.71,362.10,362.46,362.65,362.13,359.09,357.89,356.23,354.99,353.54,354.00,347.27,345.69,338.21,337.95,337.80,340.92,341.75,340.21,345.23,346.04,349.12,351.36,355.34,352.88,359.20,360.14,362.09,363.69,364.69,360.00,357.86,360.32,362.48,361.50,355.37,358.85,353.68,353.28,351.32,356.01,351.89,354.76,338.78,L7
2006-02-28 21:50:40+00:00,379.52,369.62,368.72,363.04,364.62,365.07,369.47,364.00,367.67,369.75,372.13,370.30,372.06,371.34,374.79,378.12,376.38,376.15,376.26,378.86,380.77,381.45,383.68,384.51,383.01,384.05,381.27,380.52,379.71,380.73,380.88,381.47,377.72,377.68,369.54,367.31,359.82,359.92,358.26,357.44,358.71,358.00,357.09,355.49,352.42,348.24,349.60,345.11,348.76,346.63,349.60,348.59,349.71,351.19,350.83,350.42,351.00,351.23,352.19,361.43,361.82,361.53,362.85,364.92,365.62,365.72,364.02,363.25,360.87,359.29,358.45,357.39,353.51,348.73,347.10,340.38,339.75,338.64,340.80,341.34,341.06,343.69,345.34,346.62,352.72,357.26,356.61,358.29,358.11,360.27,363.11,363.27,358.80,356.78,358.33,360.69,358.67,352.89,356.64,352.60,353.86,350.49,357.06,353.37,355.94,343.45,L5
2006-04-09 21:49:53+00:00,369.12,369.62,361.75,358.07,357.82,360.64,364.18,359.38,363.53,367.13,367.14,366.26,364.51,365.85,368.79,372.24,369.16,368.50,371.98,372.16,376.25,376.93,378.11,378.96,378.58,379.93,376.75,376.67,375.19,375.81,376.68,377.49,373.53,373.37,366.08,363.69,357.36,356.19,355.19,352.78,353.67,351.16,350.79,347.89,347.98,342.84,343.86,339.14,348.76,346.63,349.60,348.59,349.71,351.19,350.83,350.42,351.00,351.23,352.19,356.05,356.70,357.70,358.67,360.49,360.66,360.87,359.76,358.06,356.02,353.39,352.53,351.58,348.03,343.47,340.92,335.59,335.70,334.40,336.03,335.93,335.36,338.84,338.95,341.39,345.92,349.66,349.82,353.07,351.79,354.87,358.25,358.15,353.30,350.94,352.30,360.69,351.59,346.76,352.08,347.97,350.76,343.89,357.06,353.37,349.04,338.28,L7
2006-04-25 21:49:52+00:00,369.41,369.75,363.19,359.80,360.45,363.37,366.02,362.08,365.29,367.99,368.67,367.18,365.84,366.93,369.33,371.55,369.58,368.88,372.76,373.09,376.86,377.58,378.68,379.50,379.00,379.79,376.28,376.29,374.68,374.84,375.55,376.33,373.25,372.82,366.70,363.79,358.21,356.82,355.58,353.42,354.34,351.03,349.51,347.28,346.88,341.89,342.69,338.04,346.54,345.29,347.48,346.61,347.39,348.66,348.58,349.17,349.14,351.43,352.80,355.07,356.19,357.07,357.29,360.20,359.81,360.64,359.03,357.06,354.85,353.29,351.56,351.85,346.99,342.99,340.09,335.49,335.03,333.71,334.52,334.10,333.78,337.30,338.92,340.80,346.00,349.28,349.89,352.11,350.90,354.94,357.46,357.92,353.30,350.94,352.30,360.69,351.59,346.76,352.08,347.97,350.76,343.89,357.06,353.37,349.04,338.28,L7
2006-05-27 21:49:54+00:00,368.22,369.66,361.35,358.18,358.10,361.12,364.70,360.96,364.18,367.30,369.53,367.86,365.68,366.78,368.21,371.70,369.99,369.49,373.43,373.96,375.81,377.94,379.23,379.97,378.56,379.52,376.80,376.56,375.41,373.21,374.97,376.25,373.39,371.65,368.24,364.82,360.50,357.54,357.56,355.18,355.65,351.78,350.60,347.94,346.29,343.26,341.90,339.83,348.96,348.10,348.76,348.66,349.39,350.91,350.41,352.45,352.08,356.04,356.62,356.29,356.62,357.97,358.22,359.21,359.50,360.54,357.91,357.08,355.38,351.71,352.57,350.62,346.55,341.75,339.26,335.32,334.03,334.64,331.47,333.14,331.85,334.78,337.64,338.95,342.99,346.86,348.39,349.40,349.83,353.71,356.56,355.85,353.69,349.83,350.54,356.92,349.45,345.64,349.73,346.09,350.03,344.69,357.32,354.65,350.72,342.45,L7
2006-07-22 21:52:58+00:00,371.41,373.34,366.93,363.40,362.45,364.49,368.06,365.67,369.21,370.75,371.63,368.80,367.47,366.93,368.94,372.65,371.73,370.90,374.53,375.64,377.67,379.93,380.12,381.31,380.67,381.36,378.20,379.23,376.86,374.92,376.17,378.10,375.04,373.54,370.27,366.79,361.69,358.34,359.16,356.64,357.73,353.82,352.80,350.08,348.29,344.50,344.36,341.73,349.46,349.20,348.50,349.09,350.02,351.38,350.32,351.84,351.46,355.59,357.34,357.19,357.14,358.72,359.18,359.95,360.08,361.15,358.92,357.40,355.87,351.79,353.27,350.32,346.59,341.15,339.90,336.74,335.76,337.10,333.07,334.86,333.79,337.40,341.33,341.64,345.51,348.94,349.46,351.98,352.43,355.45,359.21,357.46,355.59,352.71,352.28,356.69,351.58,348.18,350.55,347.98,350.06,346.04,356.69,354.50,347.82,342.45,L5
2006-08-15 21:49:31+00:00,371.38,376.60,370.62,367.29,367.89,371.32,371.38,371.15,373.70,374.35,374.40,370.67,368.77,367.37,369.82,372.76,373.28,370.83,375.33,376.74,378.02,380.36,379.72,380.97,381.49,382.97,379.67,380.94,379.27,376.13,377.29,378.48,376.51,374.43,372.28,369.31,364.25,360.00,360.34,357.96,358.80,355.36,355.61,353.44,349.82,346.14,345.51,343.92,353.27,351.31,350.09,350.41,352.71,353.04,353.80,351.10,353.07,357.24,359.92,358.57,359.18,360.81,361.09,362.72,360.35,362.49,359.38,360.31,358.54,354.14,354.74,349.93,346.61,341.75,341.01,338.32,337.47,337.48,332.95,333.84,333.64,337.23,342.08,343.18,345.86,349.08,349.46,351.74,352.55,356.18,362.02,360.72,359.93,356.48,353.00,358.59,351.95,352.34,353.89,352.02,353.21,346.25,354.08,353.17,349.86,345.13,L7
2006-08-23 21:53:23+00:00,371.20,376.64,372.31,369.74,370.88,373.62,372.88,372.99,375.43,375.70,374.87,370.89,369.34,367.46,370.51,373.46,374.83,371.75,376.66,377.53,380.06,382.17,380.99,382.73,382.72,385.28,382.02,383.76,381.99,378.50,378.95,380.44,378.41,375.52,374.37,371.06,366.53,360.75,360.03,357.90,359.49,356.65,357.25,354.85,351.16,345.66,344.58,344.13,353.28,352.58,350.01,350.88,352.81,354.07,354.61,349.96,352.09,356.77,360.83,358.82,358.65,361.13,360.91,362.46,359.93,361.69,359.10,360.44,357.70,353.83,354.42,349.58,347.54,341.31,341.49,339.79,339.26,339.84,335.59,335.73,335.98,338.27,342.90,344.43,345.42,349.67,348.67,352.67,353.38,357.40,363.05,361.75,360.57,356.79,352.05,358.27,352.46,354.60,355.82,354.58,355.88,346.92,353.50,353.53,352.21,346.51,L5
2006-08-31 21:49:28+00:00,371.25,379.11,374.78,371.50,373.64,377.39,375.27,376.71,377.82,377.20,375.52,370.89,370.10,368.12,370.33,374.22,375.57,372.24,377.43,380.17,380.34,385.55,380.94,385.55,382.61,385.61,381.67,384.16,381.74,378.43,379.15,379.59,378.59,374.97,375.42,371.48,367.06,361.07,361.05,357.91,359.17,357.53,359.33,355.97,352.58,345.38,343.89,343.71,353.13,352.68,349.64,350.15,351.09,352.92,352.77,347.78,348.10,354.91,359.41,356.75,357.76,360.53,359.68,361.00,358.16,359.31,357.06,359.21,356.51,352.22,352.20,347.13,345.95,339.91,338.66,339.54,339.33,340.56,335.98,336.37,336.76,339.42,343.17,345.00,345.78,348.40,348.74,353.34,354.17,357.62,364.14,361.94,360.38,356.21,351.58,356.60,351.22,355.48,356.26,355.66,356.56,347.74,351.43,354.04,352.86,347.40,L7
2006-10-10 21:53:56+00:00,380.90,380.38,380.81,378.17,381.36,384.93,381.81,384.44,383.76,382.18,380.18,374.81,375.42,372.29,374.67,378.01,381.04,378.09,382.46,384.58,384.89,390.40,386.68,390.19,388.05,390.69,387.34,388.76,388.66,385.05,384.09,383.71,383.45,379.89,378.69,375.28,370.63,364.99,363.74,362.25,363.57,364.33,364.48,362.97,356.94,350.63,348.81,348.52,353.24,351.97,350.90,350.77,352.20,353.67,353.58,348.25,349.85,354.42,359.05,359.67,360.45,364.34,363.64,364.82,361.69,361.73,359.21,363.88,360.10,356.59,356.42,350.47,349.79,343.11,343.78,343.24,343.37,345.72,341.18,342.20,343.35,344.21,350.02,351.05,351.75,355.36,354.55,358.65,360.60,363.27,367.60,366.69,367.01,362.10,356.39,357.55,357.80,362.27,361.38,360.99,359.42,353.75,352.80,355.23,360.51,346.92,L5
2006-12-13 21:54:55+00:00,381.62,381.03,380.16,377.52,380.29,382.81,380.62,383.85,385.00,383.39,380.80,375.95,377.66,374.73,377.30,380.60,383.02,381.29,383.38,385.49,385.86,392.66,387.68,391.39,388.63,391.92,388.42,390.08,389.54,385.37,384.29,382.62,383.28,379.94,378.01,373.78,368.37,362.43,362.22,359.35,360.65,363.52,365.67,362.95,357.54,350.64,348.97,350.40,352.78,348.69,349.11,349.62,351.12,352.43,352.60,346.77,347.07,350.36,356.47,357.44,358.47,364.05,362.32,363.17,360.56,357.63,356.88,362.06,357.93,353.54,353.09,346.17,346.37,339.92,340.83,341.68,343.27,343.82,341.62,341.47,343.41,343.61,347.52,350.24,349.05,352.23,351.46,358.65,360.20,361.93,367.49,366.10,364.28,359.98,354.91,357.06,358.80,362.44,361.54,355.91,353.90,348.84,347.71,350.52,354.78,344.39,L5
2006-12-21 21:50:03+00:00,381.16,377.81,378.27,373.79,376.15,378.65,375.99,380.00,380.74,380.09,378.14,374.00,374.64,373.05,376.08,379.24,380.82,379.56,380.22,382.66,383.53,389.43,384.90,388.82,385.69,387.87,384.73,385.41,385.52,380.62,380.37,378.57,380.11,376.91,375.60,371.18,365.99,359.68,359.34,357.54,358.82,361.55,362.87,361.27,357.03,351.11,349.07,350.03,352.24,347.91,347.85,346.72,348.05,349.69,349.97,345.15,346.82,348.01,354.70,355.65,356.15,362.04,361.14,361.57,359.19,356.41,355.60,360.35,355.99,352.79,350.76,345.10,343.70,338.78,338.83,338.80,341.57,340.17,338.64,338.05,343.41,343.61,347.52,350.24,349.05,352.23,351.46,358.65,360.20,361.93,367.49,366.10,364.28,359.98,354.91,357.06,358.80,362.44,361.54,355.72,353.51,346.80,344.49,347.50,351.58,335.29,L7
2007-01-06 21:50:04+00:00,381.16,377.81,378.27,373.79,376.15,378.65,375.99,380.00,380.74,380.09,378.14,374.00,374.64,373.05,376.08,379.24,380.82,379.56,380.22,382.66,383.53,389.43,384.90,388.82,385.69,387.87,384.73,385.41,385.52,380.62,380.37,378.57,380.11,376.91,375.60,371.18,365.99,359.68,359.34,357.54,358.82,361.55,362.87,361.27,357.03,351.11,349.07,348.69,350.49,346.43,345.55,343.87,345.76,347.19,347.44,342.98,345.12,346.09,352.28,353.06,353.83,359.47,358.82,359.13,357.26,354.08,353.75,357.84,354.10,351.07,348.68,343.44,341.62,337.11,336.59,336.35,338.93,337.61,335.85,335.55,339.48,339.92,342.93,345.96,345.77,348.14,348.98,355.05,356.62,358.68,364.19,362.99,361.37,357.53,352.55,355.40,357.18,361.06,359.98,354.60,351.73,343.80,341.82,343.93,345.41,325.29,L7
2007-01-22 21:50:07+00:00,380.65,376.71,372.35,372.21,373.80,375.56,372.97,377.59,377.92,378.86,376.48,373.69,372.38,373.34,375.47,378.17,379.67,379.30,379.37,381.03,381.50,386.38,383.69,386.48,384.08,385.18,384.21,381.92,384.81,377.81,379.89,375.34,378.31,374.59,373.60,369.40,363.33,357.81,356.90,356.66,355.81,360.86,361.68,360.19,356.59,352.12,348.94,348.67,350.24,344.81,345.38,342.35,344.51,345.11,346.78,342.00,343.92,345.16,351.03,352.06,352.66,358.02,356.78,358.66,355.42,352.41,351.82,356.54,352.89,350.89,347.43,342.71,340.87,337.05,335.58,335.08,337.89,335.23,334.72,333.94,338.29,337.28,338.82,342.18,343.41,344.92,346.62,351.54,354.75,356.94,361.77,361.89,360.84,356.63,352.19,356.52,357.11,361.60,360.50,354.20,351.96,342.52,340.05,342.51,347.14,325.29,L7
2007-01-30 21:54:48+00:00,376.55,375.63,372.97,373.16,373.71,374.08,372.13,376.62,376.45,376.85,374.38,372.69,371.96,372.52,374.60,377.12,379.04,378.27,378.67,380.22,380.63,384.61,382.74,385.61,382.94,384.72,383.93,381.62,383.04,376.51,378.65,374.18,376.50,374.27,372.98,367.79,361.38,355.86,356.10,355.74,355.79,358.94,360.54,359.85,357.04,352.54,348.73,347.85,349.78,344.72,345.33,341.28,342.65,343.46,346.04,341.66,342.69,345.30,350.76,351.09,351.64,355.67,355.86,357.21,354.00,351.56,350.97,354.96,352.64,349.55,345.95,342.08,340.20,336.86,334.86,334.55,336.98,335.69,334.38,333.61,337.12,337.00,338.15,341.38,343.05,344.31,347.32,351.58,356.06,357.59,361.83,361.50,360.61,356.31,352.93,356.84,357.53,361.13,360.03,354.06,352.33,344.64,342.25,346.93,347.14,325.29,L5
2007-02-07 21:50:14+00:00,371.08,375.63,371.11,372.09,371.73,371.85,370.19,374.70,375.04,375.27,373.19,370.55,369.73,369.99,372.01,375.24,377.32,376.88,376.73,377.51,377.68,381.77,380.10,385.61,382.94,384.72,381.52,379.56,380.80,374.27,376.36,374.18,376.50,374.27,372.98,367.79,361.38,355.86,356.10,355.74,355.79,358.94,358.53,357.74,355.25,351.77,347.33,346.32,347.96,342.97,343.95,339.96,341.05,341.26,343.99,340.21,341.46,344.30,349.98,349.73,350.37,353.45,353.10,357.21,354.00,351.56,350.97,354.96,352.64,349.55,345.95,342.08,340.20,336.86,334.86,334.55,336.98,335.69,334.38,333.61,337.12,337.00,338.15,340.22,341.56,342.86,345.32,348.80,353.85,355.89,359.68,358.98,358.42,354.49,350.56,354.12,355.37,358.83,358.86,353.24,352.28,344.03,342.00,347.32,349.16,323.79,L7
2007-02-15 21:54:49+00:00,367.07,372.36,368.29,370.90,369.18,369.53,368.09,372.78,372.28,373.37,370.43,368.10,366.61,367.79,370.21,373.06,374.59,374.44,374.70,374.31,375.44,379.05,378.80,383.49,380.29,381.18,379.24,376.99,377.54,371.27,373.18,371.96,373.40,372.20,369.62,365.35,358.42,352.95,353.13,353.43,354.20,357.14,355.67,354.80,354.17,350.93,347.53,345.04,346.52,341.36,342.87,338.59,338.93,339.39,342.18,339.87,340.41,343.07,348.63,348.23,348.70,351.87,351.80,355.55,353.36,350.12,350.40,353.17,351.38,348.36,344.52,341.50,338.59,336.48,333.28,333.13,335.74,334.44,333.38,333.33,335.58,336.97,337.72,340.48,342.08,343.48,345.73,348.83,354.40,355.88,357.84,356.69,356.23,352.61,350.92,353.12,354.49,356.95,357.08,351.18,350.32,343.47,342.29,348.95,347.94,324.19,L5
2007-06-15 21:50:07+00:00,361.25,372.43,367.26,370.82,366.03,364.18,364.32,368.53,369.01,369.51,367.71,366.88,362.45,365.52,367.27,370.23,371.38,372.42,370.09,368.95,369.53,371.28,374.00,379.29,379.57,378.09,377.67,375.41,374.78,368.55,368.57,366.77,369.24,368.36,367.27,362.20,355.28,348.72,350.28,353.55,354.94,354.85,352.38,352.73,354.46,354.20,351.95,346.05,346.08,342.32,341.31,334.47,334.66,335.24,338.89,338.28,340.15,343.77,348.34,347.03,346.49,346.64,347.77,351.92,350.52,350.99,350.70,349.99,351.34,347.61,342.52,342.81,338.18,338.32,332.81,330.13,331.85,332.53,330.95,332.04,332.88,337.23,336.00,338.64,342.65,342.94,346.33,346.84,354.84,356.21,357.65,353.60,355.01,352.34,351.15,352.10,353.31,355.32,354.39,352.33,351.15,343.63,340.41,349.78,343.81,323.02,L7
2007-07-17 21:50:02+00:00,360.24,380.07,371.26,378.19,372.21,371.11,371.24,374.43,374.03,374.03,372.64,370.10,367.49,367.95,370.00,373.12,375.88,375.37,374.87,373.21,372.25,375.03,378.91,384.68,383.57,384.10,381.82,380.06,378.30,373.04,374.15,372.58,375.13,373.28,372.11,367.11,359.41,352.30,356.26,358.46,360.05,359.08,357.41,356.08,356.63,356.82,353.52,350.12,349.12,347.81,347.60,342.04,341.39,341.32,345.47,346.30,344.54,349.02,356.23,350.57,349.77,347.10,347.50,355.18,352.63,356.03,354.93,353.21,357.14,361.72,353.26,352.67,350.32,349.71,343.83,344.45,341.60,341.54,340.88,341.31,342.14,345.73,343.46,344.36,348.83,349.29,352.06,352.80,360.28,361.91,363.32,358.63,359.41,358.20,357.17,356.59,356.47,358.85,357.69,353.16,354.11,351.10,348.54,362.58,361.49,346.97,L7
2007-08-02 21:49:58+00:00,362.32,382.19,376.18,379.51,375.27,376.41,377.01,379.26,377.62,378.64,377.44,372.77,370.94,369.58,372.58,376.29,377.89,377.38,376.95,375.65,374.67,380.09,382.98,389.26,386.52,387.37,381.99,382.79,379.49,376.48,375.12,378.26,379.26,376.26,374.70,372.23,366.58,358.18,361.46,363.45,365.72,365.07,361.38,359.29,357.61,357.94,355.84,353.09,351.52,351.29,351.80,348.59,347.85,348.53,349.39,352.84,353.74,355.41,360.57,357.29,354.92,355.81,351.59,363.27,366.19,368.16,368.62,367.83,368.62,368.97,359.17,360.16,357.71,356.79,350.84,351.25,347.10,342.58,343.72,344.54,345.42,350.51,349.04,350.32,353.23,355.96,357.32,357.28,362.46,364.31,366.82,361.24,361.54,360.66,360.20,357.11,356.60,359.76,359.80,355.82,355.67,349.22,346.19,354.79,357.24,344.29,L7
2007-08-18 21:49:52+00:00,383.88,385.71,382.31,384.08,379.92,381.44,383.73,385.09,382.64,385.51,385.38,382.06,382.13,379.74,382.11,383.35,385.84,385.33,384.72,386.08,384.48,391.14,393.38,393.33,390.25,390.67,389.49,390.63,385.26,384.73,384.14,381.90,382.38,379.61,377.44,373.42,369.38,361.04,366.06,366.95,367.95,367.94,370.41,368.40,364.30,363.90,361.20,360.41,357.53,356.50,356.61,352.65,353.45,355.25,354.43,358.83,359.42,361.50,363.22,363.01,359.48,363.58,360.14,360.41,363.18,364.16,365.66,365.78,364.96,365.70,356.56,355.72,353.51,351.46,349.52,346.90,347.18,348.09,349.02,348.58,348.54,352.56,351.71,356.75,359.84,363.54,365.49,367.27,369.42,370.61,373.90,370.37,368.49,368.81,369.57,365.73,363.42,365.55,365.19,360.31,358.18,352.50,345.83,346.75,351.15,346.18,L7
2007-11-22 21:50:02+00:00,372.38,385.71,371.64,372.00,369.03,369.67,372.94,374.93,374.53,377.28,376.84,374.63,373.84,372.46,373.84,374.52,376.65,377.07,375.54,377.79,377.21,382.16,384.66,383.87,382.38,381.40,381.49,381.72,377.16,375.06,376.17,374.18,373.73,371.31,368.06,364.21,359.59,352.51,356.41,357.99,357.50,358.37,359.69,358.45,356.66,355.02,352.56,350.91,348.65,347.29,347.52,344.10,345.64,345.95,345.97,358.83,359.42,361.50,363.22,363.01,359.48,363.58,360.14,360.41,363.18,364.16,365.66,365.78,364.96,358.89,350.01,347.78,343.56,341.41,339.31,337.74,337.28,338.40,337.70,338.33,340.21,344.04,344.35,348.43,351.45,354.70,357.43,358.74,360.77,361.65,364.49,360.61,360.09,358.40,359.16,355.69,354.19,355.15,355.40,350.11,346.38,342.40,335.58,334.61,335.26,330.19,L7
2008-01-25 21:50:11+00:00,358.04,364.75,352.61,354.62,354.78,354.80,359.19,361.54,360.77,364.94,364.65,361.87,361.50,360.09,360.87,361.90,364.63,365.09,366.12,368.71,368.17,370.88,373.28,369.80,370.93,369.56,370.50,370.30,367.21,365.44,367.43,364.06,361.09,362.68,355.76,354.07,346.78,341.29,344.76,347.72,345.28,349.15,348.16,347.05,346.21,344.17,343.22,338.86,337.85,335.60,336.85,334.43,339.30,338.85,336.40,347.27,348.53,349.89,357.13,361.07,356.33,362.19,357.92,360.96,361.57,360.32,362.96,364.51,361.59,346.65,340.74,332.14,328.91,326.76,326.55,323.89,326.68,324.57,324.95,325.12,327.66,330.62,333.37,336.99,337.33,342.54,345.30,347.00,348.52,347.24,348.46,347.19,346.12,343.39,344.79,343.16,342.48,341.87,344.83,343.09,338.76,335.45,330.97,326.37,326.33,314.68,L7
2008-04-30 21:49:55+00:00,353.68,339.17,344.31,343.03,345.77,346.62,347.65,350.42,353.07,355.03,355.61,354.43,351.03,351.62,349.16,352.16,354.18,356.05,356.92,361.31,359.28,359.15,362.77,361.76,364.37,362.51,365.01,361.06,361.06,356.10,360.88,356.80,355.31,354.71,348.18,345.61,335.62,334.14,334.58,339.82,337.84,342.68,336.71,335.32,339.27,338.80,337.31,332.54,330.43,330.70,330.22,327.34,334.01,331.92,329.19,337.20,335.92,336.98,,,,,,,,,,,341.23,336.71,334.54,328.60,326.62,325.06,322.28,321.09,320.66,320.67,322.75,319.99,317.99,315.90,322.54,324.36,322.32,326.57,327.96,332.40,331.72,331.39,330.71,329.91,328.84,326.46,325.43,328.18,326.47,321.28,325.29,327.89,320.75,320.53,316.03,308.82,306.03,288.21,L7
2008-05-16 21:49:50+00:00,353.68,339.17,344.31,343.03,345.77,346.62,347.65,365.49,369.11,369.06,369.18,367.93,364.24,365.42,360.99,364.87,367.05,368.19,368.91,373.05,370.52,369.56,369.08,370.27,375.39,374.16,377.19,375.14,377.75,373.52,378.47,374.14,374.18,371.70,365.25,362.73,352.70,349.44,348.38,354.19,352.36,355.50,350.07,348.06,352.44,354.10,352.88,347.22,344.34,343.51,344.76,340.29,346.71,344.90,343.38,337.20,335.92,336.98,,,,,,,383.95,387.13,390.61,387.67,366.75,351.79,347.95,340.55,339.53,336.95,335.01,333.95,334.48,332.37,332.46,330.19,328.16,327.70,334.82,335.93,331.94,335.70,335.02,342.00,342.57,342.34,340.46,341.13,340.12,336.67,335.49,336.43,335.09,331.21,334.50,336.33,332.90,329.72,328.85,322.41,322.90,288.21,L7
2008-07-03 21:49:23+00:00,368.88,365.46,362.88,365.07,365.64,367.88,364.69,377.96,381.62,378.54,380.66,378.51,375.92,376.41,372.48,375.33,378.44,377.37,379.82,383.00,379.73,379.70,379.23,380.63,384.68,385.25,388.81,388.05,390.60,387.55,390.75,387.45,387.31,385.97,381.39,376.69,363.60,361.91,359.78,363.69,363.74,368.19,364.01,361.96,365.78,369.82,367.02,361.79,357.13,355.59,357.58,354.13,360.14,358.90,356.28,346.23,345.83,345.18,356.83,357.29,356.61,367.38,371.18,378.74,373.25,381.06,380.75,380.17,365.77,358.45,357.74,347.78,348.78,346.99,344.79,343.29,346.66,341.99,344.37,341.13,338.74,337.13,343.40,344.96,338.24,344.04,342.65,350.83,350.05,351.80,347.04,350.53,348.34,347.68,344.65,346.46,343.56,339.12,343.27,343.28,343.48,339.04,340.19,339.60,348.80,291.20,L7
2008-07-19 21:49:11+00:00,368.88,365.46,362.88,360.73,364.16,367.88,369.24,375.22,381.62,378.54,380.66,378.51,375.92,376.41,372.48,375.33,378.44,377.37,379.82,383.00,379.73,379.70,379.23,380.63,381.01,383.03,385.00,385.05,385.96,383.00,385.01,383.02,383.36,381.76,376.85,372.78,360.62,357.83,357.51,360.38,359.91,364.19,361.89,359.44,362.68,365.72,363.18,358.22,354.17,352.80,354.41,352.57,355.71,355.02,353.37,344.72,344.33,343.69,347.82,347.46,346.80,355.31,360.65,361.26,363.70,368.23,368.22,370.76,359.08,355.49,352.98,345.00,343.98,342.03,339.18,338.63,342.75,338.95,340.97,337.55,336.08,334.53,341.17,341.95,336.50,340.25,342.65,350.83,350.05,351.80,347.04,350.53,348.34,347.68,344.65,346.46,343.56,339.12,343.27,343.28,340.14,337.54,338.39,338.78,343.60,291.20,L7
2008-08-04 21:49:04+00:00,380.25,386.05,377.41,368.33,372.77,375.77,377.75,382.50,389.75,387.28,388.73,388.32,385.19,385.10,380.95,381.63,381.70,383.26,383.09,386.35,386.53,386.30,382.39,385.75,386.04,387.93,389.45,391.08,389.67,385.75,386.96,389.03,389.34,386.81,384.27,378.74,365.29,361.33,361.77,364.91,363.92,366.38,364.93,364.34,368.68,370.77,366.67,363.75,358.61,358.20,360.84,358.09,358.83,358.05,357.20,351.56,348.89,349.64,350.35,349.04,350.05,359.08,363.62,362.33,363.10,366.47,366.35,370.98,360.10,360.80,358.56,351.68,350.17,345.21,343.05,341.57,347.22,343.10,343.45,340.82,341.34,342.05,347.32,346.76,342.57,345.77,347.04,356.87,355.75,357.94,354.36,359.29,355.96,354.36,352.00,350.78,347.74,341.82,348.21,345.55,343.35,340.39,342.10,345.23,349.98,276.18,L7
