,dates,per0089-0000,per0089-0001,per0089-0002,per0089-0003,per0089-0004,per0089-0005,per0089-0006,per0089-0007,per0089-0008,per0089-0009,per0089-0010,per0089-0011,per0089-0012,per0089-0013,per0089-0014,per0089-0015,per0089-0016,per0089-0017,per0089-0018,per0089-0019,per0089-0020,per0089-0021,per0089-0022,per0089-0023,per0089-0024,per0089-0025,per0089-0026,per0089-0027
0,1984-05-06 14:44:03+00:00,,,,,,63.31692083421115,88.52394800790563,126.20375072908162,131.19930615604096,111.66902174793272,101.54309731089728,162.80471941770847,,,,139.6097254769434,139.4671753515639,157.80149665334486,177.1207401590607,185.81229335408716,199.84571321284963,205.74474048877866,186.69013758952389,163.90310080029388,181.91230290628044,187.83666591101016,190.3945292083071,173.9220077083062
1,1984-08-26 14:46:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1984-12-16 14:46:50+00:00,104.07783786417767,73.1769795909189,52.02390223959984,37.15460869247288,39.28075387240906,71.58314548305192,87.2835786764458,113.07695511860298,124.61708267876686,138.2913445120551,125.14744157998908,119.95672873737468,130.4743391607139,129.25937656157288,126.52567182886165,144.65849262203295,121.92481040260935,123.44154998392108,148.3954209952534,167.9157332534489,161.5773183784089,172.27882853151243,179.90490743742862,144.76884891982453,159.72614602129383,188.40881832556258,177.67348652580893,164.70631186918078
3,1985-01-24 14:53:17+00:00,132.17276117632196,102.83559152441646,65.33289198369678,53.0246967123464,64.54059023101506,81.2026414816255,114.51457141674118,124.74701981253105,121.44420400331316,147.61679750148275,146.42398235528316,114.44310378982371,135.20308695535553,137.0501632344246,120.87949741351441,159.8548832704884,148.16489206264268,123.9921870144937,154.65673209638373,180.1006435591368,176.31555667771178,163.75718471983197,192.79110291999586,174.09259251105257,153.76235793229074,188.10076359979496,192.2876393190072,178.58153593893365
4,1986-03-16 14:48:57+00:00,116.96713013641339,81.80466621374556,67.77192543681348,69.48174871679623,74.34628461524699,81.76595443053692,99.62299161089554,126.6832056738753,135.99590968601817,127.0633211398072,107.09420749732817,121.16713945827594,139.15078681487452,149.3198173523736,141.2109742226725,141.68075335604956,159.60518612147925,153.02051692065828,166.89227787301627,174.3322638301956,165.74425078194676,165.70433992083355,179.7452325809503,183.2990159423808,185.29047489687355,187.2299677695037,175.41328864897824,173.82766816486696
5,1986-04-10 14:42:16+00:00,127.69075439513021,91.8080596373959,82.9820175086372,84.42529663389799,86.51450792669362,87.26589701149835,102.38881828005474,139.8943385210211,140.65223166989986,135.1241945771241,114.11584148890226,119.60043580358538,141.83524285168707,152.08784838550994,152.94359487342732,146.22622890774394,147.38427178899553,167.2827892386717,164.05094198021263,172.058499634049,175.84487201388245,172.26806121160618,184.84164358166933,178.26495897397584,184.8431816159272,187.10104796634707,176.6944410948808,172.75095731774312
6,1986-05-03 14:47:53+00:00,,,,,,,,,,,,,,,,,,,131.3309514328222,134.09825971529324,136.8090604371682,139.9340550987227,156.3479523698778,158.4006749996389,156.28921274670827,163.08880772151366,152.0911481069335,150.61034141161747
7,1986-05-12 14:41:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1986-09-01 14:37:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1986-09-08 14:43:39+00:00,93.26893888488084,73.63058013192206,41.843644916890874,34.792561314346216,43.72867828422318,54.27674359840293,66.68967316818586,,111.83630705961471,122.85067324963026,120.37049037410891,119.85495326806004,121.28411101490236,120.6057077608788,126.37926983713902,121.12976925087419,124.49643274876878,129.56312989470288,135.8119217072843,144.12011418899968,146.19896109740856,158.01301398363157,151.97557644672148,160.40452257840852,170.10037299008215,180.18368220075845,157.0037625186429,149.14090022506616
