dates,satname,nzd0527-0000,nzd0527-0001,nzd0527-0002,nzd0527-0003,nzd0527-0004,nzd0527-0005,nzd0527-0006,nzd0527-0007,nzd0527-0008,nzd0527-0009,nzd0527-0010,nzd0527-0011,nzd0527-0012,nzd0527-0013,nzd0527-0014,nzd0527-0015,nzd0527-0016,nzd0527-0017
1999-08-17 22:13:37+00:00,L7,304.22,306.85,309.49,315.70,315.23,300.68,307.18,320.55,322.97,342.94,356.14,362.44,356.75,349.97,350.39,344.93,333.41,336.43
1999-09-27 22:07:36+00:00,L7,343.72,339.19,335.18,335.80,358.44,354.14,347.22,352.61,346.78,372.92,379.21,372.48,369.75,371.40,370.45,352.08,349.02,350.02
2000-02-02 22:07:23+00:00,L7,320.60,324.89,323.80,326.33,341.34,340.01,327.09,333.36,330.63,335.03,337.24,341.48,347.78,348.43,343.00,335.38,334.34,339.88
2000-03-21 22:07:12+00:00,L7,354.78,349.36,346.77,341.94,355.30,357.09,352.87,353.36,349.20,367.58,356.76,354.25,361.16,361.26,362.67,355.69,346.79,344.56
2000-05-08 22:06:44+00:00,L7,312.62,321.33,323.10,325.22,324.23,315.13,320.06,321.18,320.03,335.59,341.63,351.66,350.16,338.83,336.08,328.58,324.96,325.21
2000-05-15 22:12:54+00:00,L7,321.79,325.90,319.78,324.89,315.61,320.34,329.49,325.79,324.33,345.91,346.00,358.59,352.73,343.33,343.82,341.58,337.41,334.08
2000-06-16 22:12:38+00:00,L7,317.61,289.29,288.90,320.54,,290.98,,334.46,328.26,292.15,,,356.15,349.54,,,336.49,337.57
2000-08-12 22:05:41+00:00,L7,296.97,310.71,308.16,319.70,316.95,316.85,321.52,316.46,318.40,340.82,344.56,343.17,350.51,346.45,338.91,333.75,339.89,343.97
2000-08-19 22:11:49+00:00,L7,328.83,306.83,313.00,308.59,,,344.47,337.97,321.64,330.26,355.45,404.11,374.54,346.21,335.98,326.97,343.78,369.34
2000-09-20 22:11:14+00:00,L7,295.93,299.37,303.89,310.46,316.80,315.60,309.52,313.60,324.48,327.35,332.77,329.20,323.28,334.96,336.06,331.97,335.28,347.82
2000-11-16 22:04:56+00:00,L7,302.74,308.91,310.06,313.49,328.97,322.91,314.94,322.54,323.90,331.29,328.47,330.69,331.08,337.23,335.40,318.70,322.90,333.74
2000-12-25 22:11:14+00:00,L7,,,,,,,,,,,,,,,,,,341.22
2001-04-16 22:10:54+00:00,L7,315.45,317.70,314.32,316.25,313.37,316.51,309.95,301.36,306.63,307.65,327.05,329.07,328.04,321.60,318.55,314.83,317.37,320.03
2001-07-14 22:03:57+00:00,L7,291.55,287.30,284.49,313.82,309.18,286.81,276.47,277.38,307.48,289.61,274.07,269.34,,318.86,,264.94,300.24,308.33
2001-08-15 22:03:26+00:00,L7,298.39,296.20,291.70,309.82,303.39,296.17,305.47,302.90,311.80,329.23,325.89,343.30,348.78,343.78,340.35,321.59,320.34,322.76
2001-08-31 22:03:17+00:00,L7,326.27,320.82,326.42,329.38,338.69,329.33,323.54,327.09,334.39,345.30,352.06,357.82,356.32,351.03,352.52,347.91,340.96,354.90
2002-05-05 22:09:37+00:00,L7,287.65,284.05,281.02,308.19,301.20,289.38,288.64,299.34,311.30,297.03,310.67,317.74,317.73,307.44,310.38,,306.99,310.46
2002-05-14 22:03:19+00:00,L7,332.08,323.97,334.64,335.47,349.66,346.22,345.54,342.56,349.20,354.79,348.00,351.73,347.63,347.59,348.59,342.32,334.07,332.19
2002-06-15 22:03:07+00:00,L7,290.28,287.07,,329.48,313.30,283.36,267.98,288.16,314.70,293.43,343.48,354.59,349.16,333.93,,252.36,,
2002-07-01 22:03:02+00:00,L7,286.36,282.71,279.42,305.70,296.42,285.83,277.32,278.26,308.48,285.98,275.45,268.56,,301.58,,260.88,275.35,
2002-07-08 22:09:12+00:00,L7,327.79,330.53,338.48,332.83,,292.73,,311.80,317.74,285.67,346.76,,,,,244.66,263.93,
2002-08-09 22:08:57+00:00,L7,,339.04,337.98,337.05,354.16,356.05,345.27,341.97,346.78,360.11,361.20,363.52,358.75,348.42,344.50,344.05,339.88,341.41
2002-08-18 22:02:45+00:00,L7,295.52,297.93,298.12,316.75,315.59,304.17,307.29,305.04,312.34,329.91,326.68,315.76,325.51,311.52,305.94,304.91,298.24,313.17
2002-09-10 22:08:43+00:00,L7,335.10,329.98,327.88,326.03,341.78,345.90,334.80,331.11,335.17,353.35,348.26,340.14,341.82,335.18,334.93,333.33,329.81,334.46
2002-10-12 22:08:26+00:00,L7,304.06,304.53,300.35,306.21,316.71,312.42,292.63,277.68,283.88,260.97,,243.88,,155.30,,,,
2003-02-01 22:09:21+00:00,L7,338.46,334.64,339.06,338.76,355.49,,,,,,,,,,,,,
2003-05-17 22:03:18+00:00,L7,344.32,335.86,332.59,334.95,351.37,336.72,338.20,332.71,340.85,353.08,353.38,357.38,355.13,347.14,332.88,311.74,314.44,336.36
2003-08-05 22:02:59+00:00,L7,,,282.53,300.32,304.79,288.46,278.78,278.84,308.78,291.02,309.43,313.53,307.67,301.36,293.84,263.54,,
2003-08-13 21:51:32+00:00,L5,346.06,342.07,334.14,337.31,343.16,347.33,337.02,332.15,338.23,354.05,356.31,359.99,354.81,346.94,344.51,332.59,331.69,347.59
2003-08-29 21:51:49+00:00,L5,348.85,335.50,323.12,333.62,341.87,331.88,337.55,335.14,338.81,354.31,349.17,356.54,352.93,346.53,341.70,337.17,336.64,346.14
2003-10-07 21:58:35+00:00,L5,326.58,317.69,322.18,326.13,334.07,331.43,322.95,328.72,329.03,342.16,343.29,348.18,344.45,334.94,328.06,325.26,327.15,334.32
2003-10-31 22:09:12+00:00,L7,,289.19,288.06,299.37,312.31,307.89,302.75,300.23,310.72,,,314.09,313.57,303.63,301.78,302.80,,
2003-11-16 22:09:23+00:00,L7,,,284.53,300.18,314.03,305.17,298.42,304.96,312.53,319.75,324.87,322.89,322.74,313.21,306.78,309.46,310.18,
2003-12-26 21:59:30+00:00,L5,321.38,319.99,319.05,329.52,333.34,318.53,325.19,315.15,321.44,341.93,328.82,324.93,326.50,318.35,312.67,316.80,321.18,331.79
2003-12-27 22:03:30+00:00,L7,,,,,338.95,329.28,324.12,322.09,325.03,335.43,327.05,333.65,334.05,321.86,318.43,316.43,317.15,335.04
2004-01-04 21:53:21+00:00,L5,322.51,318.94,318.28,321.51,334.10,331.27,322.13,326.65,336.36,345.86,335.24,339.49,338.79,329.60,322.00,319.44,323.65,330.40
2004-02-05 21:53:28+00:00,L5,328.38,326.26,331.72,335.79,351.75,348.42,338.96,335.41,335.84,350.41,337.63,343.42,341.66,336.53,327.07,331.55,338.06,345.43
2004-03-23 22:10:04+00:00,L7,324.42,319.90,323.86,322.03,334.10,332.46,327.62,327.00,317.56,340.10,325.31,336.92,334.66,,,,,
2004-03-31 21:59:59+00:00,L5,314.49,311.20,300.35,312.09,311.95,315.66,309.43,309.28,311.00,308.62,311.66,318.97,322.12,319.76,315.01,313.71,309.50,320.35
2004-04-08 22:10:00+00:00,L7,340.25,327.25,325.00,330.86,335.83,,,,,,,354.21,352.38,335.21,326.58,324.61,327.27,338.03
2004-04-24 22:09:55+00:00,L7,,320.23,327.16,332.36,340.26,344.43,328.45,322.29,322.90,342.12,344.08,352.32,347.67,327.35,324.43,331.32,331.74,
2004-04-25 21:54:35+00:00,L5,,,,,,,,,,408.57,,,,,232.96,,,
2004-05-02 22:00:57+00:00,L5,298.78,295.35,300.33,323.15,319.12,299.51,291.59,298.64,300.78,303.05,309.62,321.07,317.00,306.07,295.96,284.98,296.99,309.05
2004-05-03 22:03:47+00:00,L7,305.99,314.70,,314.21,,,,,,,,,328.77,315.13,318.17,325.56,325.30,337.96
2004-05-18 22:01:26+00:00,L5,340.43,341.61,340.78,349.65,351.63,347.39,346.81,344.33,337.86,364.81,356.11,368.60,365.22,338.73,332.87,339.39,341.66,344.27
2004-05-26 22:09:57+00:00,L7,291.36,283.29,277.61,318.51,310.79,296.27,297.68,287.25,313.67,317.00,329.40,,,,,,,311.27
2004-06-04 22:03:43+00:00,L7,288.18,266.00,,,,,,,,344.43,,363.88,341.83,338.91,336.35,330.15,342.74,344.63
2004-06-12 21:55:59+00:00,L5,289.72,290.27,283.09,325.02,306.71,283.45,281.29,293.77,313.90,292.20,,,,297.87,,267.71,288.08,
2004-06-27 22:09:48+00:00,L7,,278.43,269.69,296.74,298.21,278.83,264.27,269.32,305.40,280.93,272.25,266.97,,280.51,269.15,254.20,269.83,
2004-07-06 22:03:36+00:00,L7,294.83,282.93,281.93,318.32,319.83,282.36,280.17,293.75,317.53,285.27,,,,,,,,334.79
2004-07-14 21:56:54+00:00,L5,,,,,312.93,,,,,339.31,,333.32,307.25,322.80,311.92,,309.57,
2004-07-29 22:09:38+00:00,L7,299.48,293.30,304.55,314.93,,,,,,,321.28,332.13,340.80,326.22,319.36,304.46,318.37,331.64
2004-07-30 21:57:15+00:00,L5,,,,459.45,,350.52,338.92,321.65,333.70,339.95,309.08,335.64,344.44,343.81,343.98,339.09,327.66,341.60
2004-08-15 21:57:37+00:00,L5,,,,,,,,,,350.80,,,,,,,,
2004-09-08 22:03:17+00:00,L7,310.85,311.22,313.92,324.40,327.38,320.18,309.84,,,,,,,,,323.07,329.95,327.99
2004-09-24 22:03:12+00:00,L7,297.72,,,,,,,,301.95,319.35,317.08,321.62,314.46,308.95,308.20,312.01,311.03,313.36
2004-10-10 22:03:07+00:00,L7,303.19,301.56,,,,,,,,334.24,332.03,324.17,326.18,319.21,319.44,318.12,312.47,312.03
2004-10-17 22:09:26+00:00,L7,,,,,,,,,,,,,,346.07,347.03,346.54,337.73,340.45
2004-11-19 21:59:42+00:00,L5,,,,,,,,,,,,,,,,,,
2005-02-14 22:07:21+00:00,L5,311.18,313.05,313.71,317.92,330.58,322.25,314.99,318.15,324.58,336.62,331.62,320.51,324.48,322.59,327.07,324.18,321.88,321.97
2005-03-03 22:04:17+00:00,L7,305.60,302.63,304.50,315.39,323.27,317.70,308.49,,,,,,,,317.42,315.90,317.12,319.06
2005-03-10 22:10:29+00:00,L7,328.90,319.70,318.79,,,,,,,346.03,347.38,353.67,357.37,362.77,379.14,,399.34,
2005-03-18 22:07:46+00:00,L5,308.62,307.57,303.89,300.84,308.21,307.55,292.60,295.54,306.10,316.54,320.38,322.24,323.85,323.87,320.00,315.41,311.15,323.53
2005-04-04 22:04:14+00:00,L7,296.58,294.53,289.51,307.95,311.96,312.07,300.48,298.17,306.73,,,,,,,,,319.64
2005-04-27 22:10:21+00:00,L7,,,,,335.38,334.07,332.24,320.10,320.80,336.02,338.79,346.69,347.57,340.96,336.10,329.49,333.13,332.30
2005-05-22 22:04:12+00:00,L7,322.90,336.83,337.62,336.98,329.02,321.35,,,,,,,,351.21,341.31,,343.79,342.37
2005-06-14 22:10:13+00:00,L7,297.80,290.75,287.77,310.28,310.09,276.72,282.47,278.12,,,,,,337.21,,,,
2005-06-15 22:02:10+00:00,L5,285.80,279.17,277.34,310.04,307.91,282.68,272.75,277.15,306.24,294.72,281.66,286.91,,329.76,,265.73,290.82,315.14
2005-06-22 22:08:22+00:00,L5,332.24,315.18,314.77,343.09,,284.38,,340.82,335.90,298.46,,362.54,366.56,364.40,341.57,326.09,336.49,333.50
2005-06-23 22:04:01+00:00,L7,339.07,322.87,318.86,335.90,,280.30,,328.52,336.48,335.71,,,,,,,,
2005-07-08 22:08:27+00:00,L5,328.07,305.36,326.28,317.04,306.91,298.04,317.72,320.44,320.29,302.36,340.54,349.82,346.05,345.17,333.14,327.52,333.81,332.69
2005-07-09 22:04:02+00:00,L7,327.46,324.99,329.52,324.48,327.16,,,,,,,,,,,,,336.26
2005-07-16 22:10:12+00:00,L7,,,,306.49,303.56,282.08,271.17,277.47,304.23,281.85,272.18,321.65,323.81,314.18,302.37,260.29,288.07,
2005-08-09 22:08:46+00:00,L5,316.78,313.21,314.47,316.47,319.74,303.73,315.48,316.72,324.14,341.42,345.11,360.81,351.45,345.50,341.50,335.99,319.82,323.31
2005-08-17 22:10:06+00:00,L7,308.83,306.44,307.52,308.69,315.50,318.30,314.15,309.45,311.27,326.23,340.34,343.96,343.43,,,,,
2005-08-25 22:08:52+00:00,L5,291.67,286.96,281.28,298.21,305.02,287.32,283.39,280.65,301.73,299.61,301.83,296.13,313.46,312.59,307.39,297.34,293.15,298.95
2005-08-26 22:03:51+00:00,L7,294.71,292.35,287.59,306.81,301.61,292.98,286.14,,,,,,,,313.57,309.53,300.92,316.85
2005-09-02 22:09:58+00:00,L7,349.35,325.77,327.80,324.81,336.27,326.66,332.37,321.69,317.57,,,,,,,,338.12,340.76
2005-09-10 22:08:55+00:00,L5,303.09,304.02,299.54,317.02,319.55,314.84,310.48,308.44,316.11,337.60,335.44,345.27,343.45,337.58,325.45,318.90,318.44,317.13
2005-09-27 22:03:40+00:00,L7,297.78,294.93,292.02,310.55,,,,,,,,319.88,325.63,319.02,308.43,310.22,308.54,313.55
2005-11-13 22:09:08+00:00,L5,306.28,305.43,300.01,308.36,322.85,322.14,316.92,313.29,324.56,341.38,338.83,345.67,343.15,342.92,342.20,336.72,334.41,333.90
2005-11-14 22:04:05+00:00,L7,316.90,,,,,,,314.62,325.87,347.84,338.40,344.13,345.41,340.65,337.52,337.24,334.87,337.20
2006-03-22 22:04:42+00:00,L7,,,,,316.17,310.01,303.52,308.72,314.34,317.44,323.25,326.45,329.94,326.00,319.34,315.10,319.04,328.62
2006-03-29 22:10:52+00:00,L7,346.45,338.61,339.76,336.21,351.70,348.49,347.40,344.87,341.66,365.01,359.37,,,,,,,354.81
2006-04-22 22:12:36+00:00,L5,299.18,297.77,297.46,305.20,307.67,298.10,298.78,298.13,307.68,308.29,314.14,327.96,332.77,322.69,322.86,324.92,324.51,330.75
2006-04-30 22:10:50+00:00,L7,,,334.38,333.76,329.27,334.68,332.91,334.49,323.26,332.82,347.78,353.25,341.22,339.35,349.33,344.74,340.46,346.12
2006-06-01 22:10:50+00:00,L7,,,,317.49,305.80,284.86,,310.65,321.02,292.64,331.41,340.56,338.07,340.08,334.20,,336.81,337.33
2006-06-25 22:13:31+00:00,L5,353.95,341.10,338.87,333.18,350.75,323.42,341.86,345.33,336.22,342.35,375.40,394.79,371.21,354.74,354.91,,332.76,338.04
2006-06-26 22:04:32+00:00,L7,346.06,341.52,337.62,337.88,352.06,,,342.22,338.76,364.03,,,,,,,,
2006-07-03 22:10:40+00:00,L7,281.30,276.72,270.74,302.82,299.81,271.09,260.64,270.07,300.43,274.18,253.97,248.65,,,,,,
2006-07-12 22:04:25+00:00,L7,331.42,331.46,336.63,330.21,,,333.35,336.75,331.07,349.23,368.43,370.40,356.60,,,,,
2006-07-19 22:10:32+00:00,L7,288.51,290.09,281.93,298.14,313.23,293.19,284.01,283.35,294.96,280.00,,,,,,,,
2006-07-27 22:13:58+00:00,L5,340.64,322.20,323.50,331.64,342.38,338.89,343.54,326.54,319.57,348.51,352.14,357.90,354.53,344.75,341.78,330.96,328.94,329.88
2006-07-28 22:04:18+00:00,L7,333.35,322.32,334.05,334.92,351.88,344.49,343.77,334.60,330.55,,,,,,,,325.98,339.46
2006-08-04 22:10:28+00:00,L7,291.81,293.31,299.81,314.69,321.07,,,,,,324.58,337.05,341.34,332.71,327.26,308.42,309.69,318.08
2006-08-05 22:07:55+00:00,L5,293.64,293.91,304.83,316.73,322.65,321.95,319.50,311.53,319.04,341.57,343.55,347.08,349.41,342.29,328.86,311.84,314.24,313.95
2006-08-20 22:10:26+00:00,L7,,,,315.20,316.58,312.03,312.83,306.07,309.06,330.58,328.14,337.46,340.06,332.85,339.03,329.97,311.32,312.22
2006-08-28 22:14:23+00:00,L5,305.44,311.42,314.48,317.93,330.79,335.89,326.14,322.76,325.78,338.76,350.35,356.65,353.95,353.95,352.04,341.15,311.51,311.06
2006-09-13 22:14:35+00:00,L5,295.34,307.85,312.19,313.61,317.18,315.90,312.37,309.08,314.08,318.11,319.94,328.55,329.72,322.94,312.61,301.57,299.11,306.92
2006-09-21 22:10:16+00:00,L7,338.03,,,,,,333.97,326.87,331.87,364.64,357.75,373.07,363.12,353.04,337.50,331.97,338.37,340.06
