dates,nzd0527-0000,nzd0527-0001,nzd0527-0002,nzd0527-0003,nzd0527-0004,nzd0527-0005,nzd0527-0006,nzd0527-0007,nzd0527-0008,nzd0527-0009,nzd0527-0010,nzd0527-0011,nzd0527-0012,nzd0527-0013,nzd0527-0014,nzd0527-0015,nzd0527-0016,nzd0527-0017,satname
1999-08-17 22:13:37+00:00,310.89,311.47,314.49,319.99,320.68,306.13,312.63,325.55,327.26,348.94,360.14,366.73,360.50,354.97,354.68,349.93,337.41,339.76,L7
1999-09-27 22:07:36+00:00,321.94,324.11,318.85,321.80,340.62,336.32,329.40,336.28,332.78,353.32,366.14,358.48,357.50,355.07,356.45,335.75,335.95,339.13,L7
2000-02-02 22:07:23+00:00,316.82,322.27,320.97,323.90,338.25,336.92,324.00,330.53,328.20,331.63,334.97,339.05,345.65,345.60,340.57,332.55,332.07,337.99,L7
2000-03-21 22:07:12+00:00,333.45,334.59,330.77,328.23,337.85,339.64,335.42,337.36,335.49,348.38,343.96,340.54,349.16,345.26,348.96,339.69,333.99,333.89,L7
2000-05-08 22:06:44+00:00,310.84,320.10,321.77,324.08,322.78,313.68,318.61,319.85,318.89,333.99,340.56,350.52,349.16,337.50,334.94,327.25,323.89,324.32,L7
2000-05-15 22:12:54+00:00,319.12,324.05,317.78,323.18,313.43,318.16,327.31,323.79,322.62,343.51,344.40,356.88,351.23,341.33,342.11,339.58,335.81,332.75,L7
2000-06-16 22:12:38+00:00,303.17,279.29,278.07,311.25,,279.16,,323.63,318.97,,,,348.02,338.71,,,327.82,330.35,L7
2000-08-12 22:05:41+00:00,294.08,308.71,305.99,317.84,314.59,314.49,319.16,314.29,316.54,338.22,342.83,341.31,348.88,344.28,337.05,331.58,338.16,342.53,L7
2000-08-19 22:11:49+00:00,320.83,301.29,307.00,303.45,,,337.92,331.97,316.50,323.06,350.65,,370.04,340.21,330.84,320.97,338.98,365.34,L7
2000-09-20 22:11:14+00:00,307.93,307.68,312.89,318.17,326.62,325.42,319.34,322.60,332.19,338.15,339.97,336.91,330.03,343.96,343.77,340.97,342.48,353.82,L7
2000-11-16 22:04:56+00:00,305.18,310.60,311.89,315.06,330.97,324.91,316.94,324.37,325.47,333.49,329.94,332.26,332.45,339.06,336.97,320.53,324.37,334.96,L7
2000-12-25 22:11:14+00:00,,,,,,,,,,,,,,,,,,333.55,L7
2001-04-16 22:10:54+00:00,326.78,325.55,322.82,323.54,322.64,325.78,319.22,309.86,313.92,317.85,333.85,336.36,334.42,330.10,325.84,323.33,324.17,325.70,L7
2001-07-14 22:03:57+00:00,304.44,296.22,294.16,322.11,319.73,297.36,287.02,287.05,315.77,301.21,,,,328.53,,,307.97,314.77,L7
2001-08-15 22:03:26+00:00,309.28,303.74,299.87,316.82,312.30,305.08,314.38,311.07,318.80,339.03,332.42,350.30,354.90,351.95,347.35,329.76,326.87,328.20,L7
2001-08-31 22:03:17+00:00,320.27,316.67,321.92,325.52,333.78,324.42,318.63,322.59,330.53,339.90,348.46,353.96,352.94,346.53,348.66,343.41,337.36,351.90,L7
2002-05-05 22:09:37+00:00,299.87,292.51,290.19,316.05,311.20,299.38,298.64,308.51,319.16,308.03,318.00,325.60,324.61,316.61,318.24,,314.32,316.57,L7
2002-05-14 22:03:19+00:00,316.97,313.51,323.31,325.76,337.30,333.86,333.18,331.23,339.49,341.19,338.93,342.02,339.13,336.26,338.88,330.99,325.00,324.63,L7
2002-06-15 22:03:07+00:00,288.28,285.69,,328.19,311.66,281.72,,286.66,313.41,291.63,342.28,353.30,348.04,332.43,,,,,L7
2002-07-01 22:03:02+00:00,295.25,288.86,286.09,311.41,303.69,293.10,,284.93,314.19,293.98,,,,308.25,,,,,L7
2002-07-08 22:09:12+00:00,323.35,327.45,335.15,329.97,,289.09,,308.47,314.88,281.67,344.09,,,,,,,,L7
2002-08-09 22:08:57+00:00,,323.50,321.15,322.62,335.80,337.69,326.91,325.14,332.35,339.91,347.73,349.09,346.12,331.59,330.07,327.22,326.41,330.19,L7
2002-08-18 22:02:45+00:00,305.08,304.55,305.29,322.89,323.41,311.99,315.11,312.21,318.48,338.51,332.41,321.90,330.88,318.69,312.08,312.08,303.97,317.95,L7
2002-09-10 22:08:43+00:00,321.77,320.75,317.88,317.46,330.87,334.99,323.89,321.11,326.60,341.35,340.26,331.57,334.32,325.18,326.36,323.33,321.81,327.79,L7
2002-10-12 22:08:26+00:00,316.95,313.45,310.02,314.50,327.26,322.97,303.18,287.35,292.17,,,,,,,,,,L7
2003-02-01 22:09:21+00:00,319.35,321.41,324.73,326.47,339.85,,,,,,,,,,,,,,L7
2003-05-17 22:03:18+00:00,320.99,319.71,315.09,319.95,332.28,317.63,319.11,315.21,325.85,332.08,339.38,342.38,342.00,329.64,317.88,294.24,300.44,324.69,L7
2003-08-05 22:02:59+00:00,,,295.03,311.03,318.43,302.10,292.42,291.34,319.49,306.02,319.43,324.24,317.05,313.86,304.55,276.04,,,L7
2003-08-13 21:51:32+00:00,325.84,328.07,318.97,324.31,326.61,330.78,320.47,316.98,325.23,335.85,344.18,346.99,343.44,331.77,331.51,317.42,319.56,337.48,L5
2003-08-29 21:51:49+00:00,327.96,321.04,307.45,320.19,324.78,314.79,320.46,319.47,325.38,335.51,336.64,343.11,341.18,330.86,328.27,321.50,324.11,335.70,L5
2003-10-07 21:58:35+00:00,324.80,316.46,320.85,324.99,332.62,329.98,321.50,327.39,327.89,340.56,342.22,347.04,343.45,333.61,326.92,323.93,326.08,333.43,L5
2003-10-31 22:09:12+00:00,,298.88,298.56,308.37,323.76,319.34,314.20,310.73,319.72,,,323.09,321.44,314.13,310.78,313.30,,,L7
2003-11-16 22:09:23+00:00,,,292.70,307.18,322.94,314.08,307.33,313.13,319.53,329.55,331.40,329.89,328.87,321.38,313.78,317.63,316.71,,L7
2003-12-26 21:59:30+00:00,311.16,312.91,311.38,322.95,324.98,310.17,316.83,307.48,314.87,332.73,322.69,318.36,320.75,310.68,306.10,309.13,315.05,326.68,L5
2003-12-27 22:03:30+00:00,,,,,338.22,328.55,323.39,321.42,324.46,334.63,326.52,333.08,333.55,321.19,317.86,315.76,316.62,334.60,L7
2004-01-04 21:53:21+00:00,318.29,316.02,315.11,318.80,330.65,327.82,318.68,323.48,333.65,342.06,332.71,336.78,336.42,326.43,319.29,316.27,321.12,328.29,L5
2004-02-05 21:53:28+00:00,313.05,315.64,320.22,325.93,339.20,335.87,326.41,323.91,325.98,336.61,328.43,333.56,333.04,325.03,317.21,320.05,328.86,337.76,L5
2004-03-23 22:10:04+00:00,308.86,309.13,312.19,312.03,321.37,319.73,314.89,315.33,307.56,326.10,315.98,326.92,325.91,,,,,,L7
2004-03-31 21:59:59+00:00,320.93,315.66,305.18,316.23,317.22,320.93,314.70,314.11,315.14,314.42,315.53,323.11,325.75,324.59,319.15,318.54,313.37,323.57,L5
2004-04-08 22:10:00+00:00,325.81,317.25,314.17,321.57,324.01,,,,,,,344.92,344.25,324.38,317.29,313.78,318.60,330.81,L7
2004-04-24 22:09:55+00:00,,318.69,325.49,330.93,338.44,342.61,326.63,320.62,321.47,340.12,342.75,350.89,346.42,325.68,323.00,329.65,330.41,,L7
2004-05-02 22:00:57+00:00,295.67,293.20,298.00,321.15,316.57,296.96,289.04,296.31,298.78,300.25,307.75,319.07,315.25,303.74,293.96,282.65,295.12,307.49,L5
2004-05-03 22:03:47+00:00,294.43,306.70,,306.78,,,,,,,,,322.27,306.46,310.74,316.89,318.37,332.18,L7
2004-05-18 22:01:26+00:00,326.21,331.76,330.11,340.51,339.99,335.75,335.17,333.66,328.72,352.01,347.58,,357.22,328.06,323.73,328.72,333.13,337.16,L5
2004-05-26 22:09:57+00:00,298.92,,283.28,323.37,316.97,302.45,303.86,292.92,318.53,323.80,333.93,,,,,,,315.05,L7
2004-06-04 22:03:43+00:00,265.07,,,,,,,,,323.63,,349.02,328.83,321.58,321.49,312.82,328.87,333.07,L7
2004-06-12 21:55:59+00:00,299.94,297.35,290.76,331.59,315.07,291.81,289.65,301.44,320.47,301.40,,,,305.54,,275.38,294.21,,L5
2004-06-27 22:09:48+00:00,,289.97,282.19,307.45,311.85,292.47,277.91,281.82,316.11,295.93,282.25,,,293.01,279.86,266.70,279.83,,L7
2004-07-06 22:03:36+00:00,291.50,280.62,279.43,316.18,317.10,279.63,277.44,291.25,315.39,282.27,,,,,,,,333.12,L7
2004-07-14 21:56:54+00:00,,,,,310.75,,,,,336.91,,331.61,305.75,320.80,310.21,,307.97,,L5
2004-07-29 22:09:38+00:00,300.37,293.92,305.22,315.50,,,,,,,321.81,332.70,341.30,326.89,319.93,305.13,318.90,332.08,L7
2004-07-30 21:57:15+00:00,,,,,,341.25,329.65,313.15,326.41,329.75,302.28,328.35,338.06,335.31,336.69,330.59,320.86,335.93,L5
2004-08-15 21:57:37+00:00,,,,,,,,,,338.40,,,,,,,,,L5
2004-09-08 22:03:17+00:00,322.85,319.53,322.92,332.11,337.20,330.00,319.66,,,,,,,,,332.07,337.15,333.99,L7
2004-09-24 22:03:12+00:00,309.94,,,,,,,,309.81,330.35,324.41,329.48,321.33,318.12,316.06,321.18,318.36,319.47,L7
2004-10-10 22:03:07+00:00,308.52,305.25,,,,,,,,339.04,335.23,327.60,329.18,323.21,322.87,322.12,315.67,314.70,L7
2004-10-17 22:09:26+00:00,,,,,,,,,,,,,,336.90,339.17,337.37,330.40,334.34,L7
2005-02-14 22:07:21+00:00,317.40,317.36,318.38,321.92,335.67,327.34,320.08,322.82,328.58,342.22,335.35,324.51,327.98,327.26,331.07,328.85,325.61,325.08,L5
2005-03-03 22:04:17+00:00,316.49,310.17,312.67,322.39,332.18,326.61,317.40,,,,,,,,324.42,324.07,323.65,324.50,L7
2005-03-10 22:10:29+00:00,306.46,304.16,301.96,,,,,,,325.83,333.91,339.24,344.75,345.94,364.71,,,,L7
2005-03-18 22:07:46+00:00,318.84,314.65,311.56,307.41,316.57,315.91,300.96,303.21,312.67,325.74,326.51,328.81,329.60,331.54,326.57,323.08,317.28,328.64,L5
2005-04-04 22:04:14+00:00,306.14,301.15,296.68,314.09,319.78,319.89,308.30,305.34,312.87,,,,,,,,,324.42,L7
2005-04-27 22:10:21+00:00,,,,,324.11,322.80,320.97,309.77,311.94,323.62,330.52,337.83,339.82,330.63,327.24,319.16,324.86,325.41,L7
2005-05-22 22:04:12+00:00,312.90,329.91,330.12,330.55,320.84,313.17,,,,,,,,343.71,334.88,,337.79,337.37,L7
2005-06-14 22:10:13+00:00,306.69,296.90,294.44,315.99,317.36,283.99,289.74,284.79,,,,,,343.88,,,,,L7
2005-06-15 22:02:10+00:00,297.36,287.17,286.01,317.47,317.36,292.13,282.20,285.82,313.67,305.12,,,,338.43,,274.40,297.75,320.92,L5
2005-06-22 22:08:22+00:00,311.80,301.03,299.44,329.95,,267.65,,325.49,322.76,280.06,,349.40,355.06,349.07,328.43,310.76,324.22,323.28,L5
2005-06-23 22:04:01+00:00,316.40,307.18,301.86,321.33,,261.75,,311.52,321.91,315.31,,,,,,,,,L7
2005-07-08 22:08:27+00:00,312.96,294.90,314.95,307.33,294.55,285.68,305.36,309.11,310.58,288.76,331.47,340.11,337.55,333.84,323.43,316.19,324.74,325.13,L5
2005-07-09 22:04:02+00:00,316.13,317.14,321.02,317.19,317.89,,,,,,,,,,,,,330.59,L7
2005-07-16 22:10:12+00:00,,,,316.20,315.92,294.44,283.53,288.80,313.94,295.45,,331.36,332.31,325.51,312.08,,297.14,,L7
2005-08-09 22:08:46+00:00,309.45,308.13,308.97,311.76,313.74,297.73,309.48,311.22,319.43,334.82,340.71,356.10,347.32,340.00,336.79,330.49,315.42,319.64,L5
2005-08-17 22:10:06+00:00,310.39,307.52,308.69,309.69,316.77,319.57,315.42,310.62,312.27,327.63,341.27,344.96,344.31,,,,,,L7
2005-08-25 22:08:52+00:00,300.11,292.81,287.61,303.64,311.93,294.23,290.30,286.98,307.16,307.21,306.90,,318.21,318.92,312.82,303.67,298.22,303.17,L5
2005-08-26 22:03:51+00:00,308.71,302.04,298.09,315.81,313.06,304.43,297.59,,,,,,,,322.57,320.03,309.32,323.85,L7
2005-09-02 22:09:58+00:00,339.57,319.00,320.47,318.52,328.27,318.66,324.37,314.36,311.28,,,,,,,,332.25,335.87,L7
2005-09-10 22:08:55+00:00,310.42,309.10,305.04,321.73,325.55,320.84,316.48,313.94,320.82,344.20,339.84,349.98,347.57,343.08,330.16,324.40,322.84,320.80,L5
2005-09-27 22:03:40+00:00,310.00,303.39,301.19,318.41,,,,,,,,327.74,332.50,328.19,316.29,319.39,315.87,319.66,L7
2005-11-13 22:09:08+00:00,307.39,306.20,300.84,309.07,323.76,323.05,317.83,314.12,325.27,342.38,339.50,346.38,343.77,343.75,342.91,337.55,335.08,334.46,L5
2005-11-14 22:04:05+00:00,307.79,,,,,,,307.79,320.01,339.64,332.93,338.27,340.29,333.82,331.66,330.41,329.40,332.64,L7
2006-03-22 22:04:42+00:00,,,,,323.81,317.65,311.16,315.72,320.34,325.84,328.85,332.45,335.19,333.00,325.34,322.10,324.64,333.29,L7
2006-03-29 22:10:52+00:00,324.01,323.07,322.93,321.78,333.34,330.13,329.04,328.04,327.23,344.81,345.90,,,,,,,343.59,L7
2006-04-22 22:12:36+00:00,314.74,308.54,309.13,315.20,320.40,310.83,311.51,309.80,317.68,322.29,323.47,337.96,341.52,334.36,332.86,336.59,333.84,338.53,L5
2006-04-30 22:10:50+00:00,,,322.55,323.62,316.36,321.77,320.00,322.66,313.12,318.62,338.31,343.11,332.35,327.52,339.19,332.91,330.99,338.23,L7
2006-06-01 22:10:50+00:00,,,,318.63,307.25,286.31,,311.98,322.16,294.24,332.48,341.70,339.07,341.41,335.34,,337.88,338.22,L7
2006-06-25 22:13:31+00:00,338.17,330.18,327.04,323.04,337.84,310.51,328.95,333.50,326.08,328.15,365.93,,362.33,342.91,344.77,,323.29,330.15,L5
2006-06-26 22:04:32+00:00,327.84,328.90,323.95,326.17,337.15,,,328.55,327.05,347.63,,,,,,,,,L7
2006-07-03 22:10:40+00:00,291.52,283.80,,309.39,308.17,279.45,,,307.00,,,,,,,,,,L7
2006-07-12 22:04:25+00:00,309.64,316.38,320.30,316.21,,,315.53,320.42,317.07,329.63,355.36,356.40,344.35,,,,,,L7
2006-07-19 22:10:32+00:00,305.62,301.94,294.76,309.14,327.23,307.19,298.01,296.18,305.96,295.40,,,,,,,,,L7
2006-07-27 22:13:58+00:00,324.86,311.28,311.67,321.50,329.47,325.98,330.63,314.71,309.43,334.31,342.67,347.76,345.65,332.92,331.64,319.13,319.47,321.99,L5
2006-07-28 22:04:18+00:00,322.24,314.63,325.72,327.78,342.79,335.40,334.68,326.27,323.41,,,,,,,,319.31,333.90,L7
2006-08-04 22:10:28+00:00,304.92,302.39,309.64,323.12,331.80,,,,,,332.45,345.48,348.71,342.54,335.69,318.25,317.56,324.64,L7
2006-08-05 22:07:55+00:00,304.97,301.76,313.33,324.02,331.92,331.22,328.77,320.03,326.33,351.77,350.35,354.37,355.79,350.79,336.15,320.34,321.04,319.62,L5
2006-08-20 22:10:26+00:00,,,,316.63,318.40,313.85,314.65,307.74,310.49,332.58,329.47,338.89,341.31,334.52,340.46,331.64,312.65,313.33,L7
2006-08-28 22:14:23+00:00,300.11,307.73,310.48,314.50,326.43,331.53,321.78,318.76,322.35,333.96,347.15,353.22,350.95,349.95,348.61,337.15,308.31,308.39,L5
2006-09-13 22:14:35+00:00,304.90,314.47,319.36,319.75,325.00,323.72,320.19,316.25,320.22,326.71,325.67,334.69,335.10,330.11,318.75,308.74,304.84,311.70,L5
2006-09-21 22:10:16+00:00,327.14,,,,,,325.06,318.70,324.87,354.84,351.22,366.07,357.00,344.87,330.50,323.80,331.84,334.62,L7
2006-10-08 22:08:40+00:00,314.64,317.99,314.88,313.58,330.50,328.44,321.96,316.24,315.60,334.85,348.68,354.15,346.26,324.50,323.12,327.09,334.27,335.97,L5
