,dates,nzd0319-0000,nzd0319-0001,nzd0319-0002,nzd0319-0003,nzd0319-0004,nzd0319-0005,nzd0319-0006,nzd0319-0007,nzd0319-0008,nzd0319-0009,nzd0319-0010,nzd0319-0011,nzd0319-0012,nzd0319-0013,nzd0319-0014,nzd0319-0015,nzd0319-0016,nzd0319-0017,nzd0319-0018,nzd0319-0019,nzd0319-0020,nzd0319-0021,nzd0319-0022,nzd0319-0023,nzd0319-0024,nzd0319-0025,nzd0319-0026,nzd0319-0027,nzd0319-0028,nzd0319-0029,nzd0319-0030,nzd0319-0031,nzd0319-0032,nzd0319-0033,nzd0319-0034,nzd0319-0035,nzd0319-0036,nzd0319-0037,nzd0319-0038
0,1999-08-17 22:12:02+00:00,,,,199.57144785150308,,,,,150.21902085650768,146.07369950408497,144.0426344198202,147.96538228122725,163.33226533604923,159.61207698718442,158.5987210197636,,,,,,,,,,,,,,,,,,,165.0817367499866,,,,,
1,1999-08-26 22:05:56+00:00,215.39141520413256,152.93923812971553,148.3777818809006,,153.17192906604288,149.86903219309568,167.23493054729195,158.84088867254832,151.1376803309136,148.00551624116332,152.77249766934267,149.44971507647563,155.6443549632457,154.48337513136937,155.58277939907293,146.7025626218221,155.9575143772912,173.39546341751557,209.59702403823857,187.8647779433345,168.77198146627006,157.57294428589503,157.63632080129432,158.95335770622395,150.51328508864194,173.9937713966462,190.7533280923096,187.0913222430986,182.9556465406666,167.17008499450185,176.8358562655669,175.94906015598,183.36592759666033,180.64052077501705,,201.13361683375746,194.74098858759154,184.98782578516975,200.13754795495495
2,1999-09-27 22:06:00+00:00,170.25767192347877,127.53491618329157,130.21388934260867,,131.54063306123862,133.18879010588222,156.58154377234118,146.99283590781295,135.31823344364017,132.4238059417873,131.6076630548102,132.02673893445626,134.4149309701061,136.64147390325445,139.92748938877975,126.64707736063583,136.5437730471439,154.35005691142956,170.41590891702467,168.71396339753827,137.70791708228094,128.41985853365466,129.2016658319003,128.4752779209457,133.41277558516563,160.35029985126124,175.59775328490474,160.8076366424436,148.42027652163006,139.64060886043868,147.4433181143368,145.93630812058365,147.68533213182937,140.06569754859512,,174.66395082266342,146.68041542177892,141.58885951603256,161.28205036062184
3,1999-10-13 22:06:00+00:00,156.7626874801395,143.49095482211476,132.67799142273014,,110.94088472738734,109.45377693337299,139.26384282441816,148.75401422293132,135.288873723766,131.0861133898544,143.42050319945616,149.0722141650607,152.9488894774886,157.99421496113345,157.38153859726327,,161.74936654983867,156.6386229251796,,155.06528434226811,156.8158304686183,153.16216609973802,157.97822278086267,,160.88541174259635,164.5483167389819,171.08437714405923,166.91011531739977,164.7245704469247,152.57694168268168,162.62119574514702,171.77780465875762,,,,,,,
4,1999-12-16 22:05:57+00:00,,,,186.82774020348256,,,,175.73442983422308,168.20371713696363,156.16191559203776,150.8891739364734,141.6434829263762,152.09328276061157,177.9745140254451,176.13348129419745,,,,,,173.58795110971175,,,,,,,186.21929055862086,183.58649108914756,,174.3165858320396,145.1341762488036,140.98924037307933,140.76154579421814,,,,,
5,2000-02-18 22:05:41+00:00,,153.35639399623366,154.65812859792325,,142.6592371731521,160.70566308115602,173.1872068760943,,158.25671206130332,154.00406168967177,152.09962844374365,152.42691538663368,151.91725975295813,,,149.52810730704905,163.73603738726257,185.85511541172775,209.93927023928742,183.35204716449,,155.89920256210524,158.14982433986117,158.86434896462228,146.73099048434037,172.1693523391191,183.14372896228957,,,161.56932611971433,,,149.95601210058416,143.44006489313824,,196.45647821227257,172.09001805422355,170.47059496542113,185.11850803490125
6,2000-02-25 22:11:49+00:00,,,,231.693674696338,,,,200.13756437501857,,,,,,193.43069570570879,198.78249286697604,,,,,,,,,,,,,191.4424749772023,205.01695494067545,,194.32921500131928,179.39606125277132,,,,,,,
7,2000-03-05 22:05:36+00:00,197.66587887496536,147.88851463769885,141.25264896698312,,143.62847406810832,148.7001632308183,153.89984774983543,,142.34366788599613,139.08021822205114,141.99441198268187,139.34450988076597,141.87646766848547,140.4803556109435,,126.62053776288957,132.66391013664773,170.35410140095254,184.25158002822658,170.21533280900707,154.40479515213786,146.24972821864333,147.56083964344472,146.01487872406875,137.22806106723056,160.69773148247202,173.87442359038928,167.09090907626606,172.54493171477932,147.74633463953728,150.69864413727697,146.88123935394583,138.51712744957356,123.11979860315114,,184.87599448258985,158.5586071265792,146.34859720890853,148.17294998959198
8,2000-03-21 22:05:37+00:00,196.45247743043507,150.7114619056473,145.8320711229114,143.8412206760266,141.6333137027316,147.61282386235487,154.7686967821262,,142.97578779391358,139.52796136546252,133.53964833687917,128.55303713403424,130.4641063698978,138.13156085775728,,127.21188268201774,138.10774511923253,164.82033199347808,185.5283751517246,168.1685620814883,153.67123523528804,144.55816247984106,146.4397454915133,147.22210330590937,144.72871111883626,163.98335919613396,175.69170399431283,170.82916162068386,167.79955742456679,155.20891898121195,162.77140007568386,156.23915848744923,147.8750706127625,131.62024991926927,129.19760523541683,188.29774671395643,155.48456045471085,154.54640504923316,165.9241390682703
9,2000-04-13 22:11:30+00:00,144.7309025601503,147.47197700028525,148.29476562425356,154.15282080217764,163.8347397241577,160.33095442570448,,176.13426618057733,173.57790165571362,158.3837528995216,153.34883369309657,155.09183231166003,153.74586089468465,165.06225518213105,177.06387009405015,182.6760841361401,,,,,161.90960220910475,152.0996330593019,155.0376844173847,160.18735891307335,163.69705339032606,172.95168776365273,179.28452551297391,166.50505997899396,160.28967705535865,155.74853423896397,175.1243929959265,172.66914700813751,165.80174631451405,146.55507575979635,,200.09616039972983,167.33548754564745,171.99779891598632,
