,dates,usa_CA_0161-0000,usa_CA_0161-0001,usa_CA_0161-0002,usa_CA_0161-0003,usa_CA_0161-0004,usa_CA_0161-0005
0,1984-05-02 18:13:39+00:00,197.52554917258263,199.60201094154138,176.51871284443348,173.37645296730784,176.91299465170172,194.73287632109273
1,1984-05-11 18:07:47+00:00,213.02058251287121,201.3953697975989,179.466997555258,188.29552136841187,188.78107408962387,202.79112010499844
2,1984-05-18 18:14:11+00:00,216.47780116443425,205.241405646349,179.35365726721557,196.37370050864678,198.94433680193248,212.80344746615418
3,1984-05-27 18:08:14+00:00,199.07391085504648,196.92312823018736,179.96947997057933,193.87618307601397,197.66507750604526,214.79888458759513
4,1984-06-12 18:08:33+00:00,198.78651598406577,192.4958030535318,181.73192872870885,194.61541854071766,191.41555234891368,204.50903788426356
5,1984-06-28 18:08:46+00:00,202.76793455724717,202.6175292126229,186.981030326238,194.68350971894188,200.77034695636695,212.86868799563086
6,1984-07-14 18:08:58+00:00,208.1963375009002,207.8276704154232,197.2449704526029,198.22207074624873,206.26600514496502,214.15611977852396
7,1984-08-06 18:15:57+00:00,206.8379186310047,208.08774174515696,192.21990420324278,212.72993944728586,214.4512780913805,219.16231871858946
8,1984-09-16 18:10:24+00:00,225.89751759611335,230.29907654863285,216.13179362999347,222.96912099008148,229.07806058103017,230.30684643431124
9,1984-10-02 18:10:24+00:00,218.92270147693085,222.9920434472839,204.6573571500155,219.40727549176975,222.63306647658436,225.41447520536275
10,1984-10-18 18:10:21+00:00,214.0326801480746,220.73402415729987,204.57584739026117,213.62605303471798,214.54841103964492,217.60627913601635
11,1984-11-19 18:10:10+00:00,176.58248596462016,190.0666972086831,189.9029416591792,188.13686497547167,178.13439738924308,188.32955714618618
12,1985-01-22 18:10:40+00:00,176.00267654111707,194.64812225351528,177.390253937365,170.90404983651842,156.57963878114458,174.762857258029
13,1985-04-03 18:16:50+00:00,205.4664303485029,206.08124002915105,193.8625855469698,179.95882993560537,182.18751356873256,191.9030073261307
14,1985-05-21 18:16:35+00:00,218.81426009998086,225.93622990278416,203.48844594940337,206.5608066123118,210.7410783616177,211.73538407232581
15,1985-06-15 18:10:23+00:00,,226.52654039449575,219.32340795308556,217.82397112215887,215.91777491240532,215.6941165612965
16,1985-08-02 18:10:04+00:00,252.03853619135592,256.6041458157446,247.61987131515963,239.742981225832,229.44497785387097,233.94024041851497
17,1985-08-09 18:16:11+00:00,228.30157933962042,236.3450922271121,221.12094187246382,221.25897464098313,215.70902112471396,225.13329995995196
18,1985-08-18 18:09:54+00:00,236.62520498041548,248.54222869744044,242.3433482414241,230.72694203110018,229.7230155657404,239.09011157641098
19,1985-08-25 18:16:00+00:00,245.80800743551697,252.60360464789434,237.4895968108498,234.13534377572137,225.57939122784433,236.59421235782324
20,1985-10-05 18:09:21+00:00,234.98819460610227,246.50738582062442,235.55985789376126,229.19391723887273,218.19561571026978,223.65024640351368
21,1985-10-12 18:15:27+00:00,218.92710677241848,234.26937001699383,223.6413418946587,219.17150873383946,212.9166222179507,225.20609720266597
22,1985-10-21 18:09:10+00:00,228.41970093070483,233.99939437018074,210.52702063963676,224.47063533318692,216.63521750654604,222.99934930165978
23,1985-12-08 18:08:22+00:00,173.24074782953568,206.59102900468173,202.42486608981693,191.7400349333622,182.51307647023216,188.19810045153724
24,1986-01-09 18:07:47+00:00,178.7099886148332,191.71709971947752,181.00055181053438,170.834156640013,160.80032029143692,172.37909623647354
25,1986-02-01 18:13:28+00:00,176.6453013996737,195.84739227451155,176.65486273399586,171.8924082892705,162.76489576430265,180.00907788682474
26,1986-02-26 18:06:42+00:00,171.36549678071452,181.02913871421742,178.72352843294576,179.96511788644892,164.35931007363067,175.2694534408496
27,1986-03-14 18:06:23+00:00,197.4830297717207,207.3304173579399,181.2097814591476,186.27871655143707,173.24711279481102,172.80866955948187
28,1986-03-21 18:12:25+00:00,197.6839200018915,208.34743241227025,183.90556904802776,204.81762910158466,186.86912652651947,191.7273684282447
29,1986-03-30 18:06:03+00:00,219.8051243833567,223.69812498147198,203.692590306976,216.95616209598475,195.39068888759314,200.70642446032042
30,1986-05-01 18:05:19+00:00,217.03285798659184,217.29057782193365,191.27201879017912,219.18554447600792,203.81418868691702,193.56243306586975
31,1986-05-08 18:11:19+00:00,189.76602107611433,199.76540475516924,174.9326937223187,179.57967571888327,166.55768482687188,176.201795133818
32,1986-05-17 18:04:53+00:00,220.7810911899109,206.97809540272686,191.126092905445,219.6733008424875,204.19111013097555,208.5263207092487
33,1986-06-09 18:10:23+00:00,,,,,181.1443222219856,182.26383900002165
34,1986-06-18 18:03:56+00:00,205.78747072300095,204.6188211790834,191.67085260657691,200.67252649607434,193.10334633217377,184.53702325954123
35,1986-07-04 18:03:24+00:00,199.45984915822646,204.65525224278588,196.62706609502686,201.59962001265765,195.38115787187445,192.30804604692707
36,1986-07-20 18:02:51+00:00,192.80426309017855,205.55077335171495,192.9863180507425,192.0605495637395,191.46012077039398,192.07345436466767
37,1986-08-28 18:07:36+00:00,216.9374317468907,226.28365542468123,216.14621081216902,207.1292912018679,189.29349359338613,199.46971894241764
38,1986-09-13 18:07:04+00:00,224.10617241550193,238.3020579294531,231.71398672814948,217.76190685246968,210.86618813631165,211.45973676167586
39,1986-09-22 18:00:36+00:00,231.23069639806403,244.58602945838282,220.93831851070803,212.9926779191772,204.41828819566553,208.30081967946828
40,1986-09-29 18:06:34+00:00,231.45380481713448,234.07245680131894,219.55272237446096,219.63146300841865,211.19509881463696,219.13652938249274
41,1986-10-24 17:59:33+00:00,209.0155971325232,217.59787346756855,201.0410104527562,201.0363142201038,196.99529380822247,201.36529263946989
42,1986-11-09 17:58:58+00:00,231.01777792846843,230.97439013262948,218.03307790536562,227.184409199679,213.66187390033832,216.7785998676517
43,1986-11-16 18:04:52+00:00,200.11993977764416,208.20834891256635,194.1387069499945,187.59276029790865,186.641620446082,191.98301149151825
44,1986-11-25 17:58:31+00:00,208.09923323967982,224.2707868467339,209.74282796395988,211.20074749993373,205.13364110831304,211.74833602536364
45,1986-12-27 17:59:28+00:00,162.2835893452118,196.36169145067544,180.69534608171261,176.0853762021387,162.66921085986556,177.56558838455055
46,1987-01-19 18:06:18+00:00,181.86054817369157,196.29988099056987,181.74360863480192,169.5304981505726,155.96067119863648,182.890929712884
47,1987-02-04 18:06:51+00:00,214.24611203806404,205.30976637187416,186.79785244175156,190.33202537661722,179.8023361156598,183.13772445358748
48,1987-02-20 18:07:29+00:00,212.9338583727316,208.96133759881735,189.46636645752193,188.02732737688694,173.2938788648375,205.5521258183487
49,1987-03-01 18:01:39+00:00,211.9777762384293,210.7916434647824,188.00605545504865,187.67195137073108,173.6300682979598,196.77119578266314
50,1987-04-09 18:09:14+00:00,194.60804252075224,206.78109913422082,181.7107520126593,182.2577574632321,174.26162942520347,197.9606707786069
51,1987-04-18 18:03:20+00:00,218.5214759517941,210.96640007904597,193.1283801597417,202.59772077991366,203.81541929983155,214.2273387525222
52,1987-05-04 18:03:49+00:00,223.84264067241077,221.3134935774967,202.33211613499634,218.87531519602845,206.91363087063934,225.34474850517174
53,1987-07-07 18:05:19+00:00,211.6548614590902,215.7772664132092,203.68170996676844,203.61987829502755,208.28464379624438,220.73327510734447
54,1987-07-23 18:05:38+00:00,220.75013963819237,229.02203563198213,214.55723985074778,210.4565906573593,222.42329800811643,227.99517339094507
55,1987-07-30 18:12:03+00:00,223.20319342663748,224.43651566687,207.7083228800118,230.0600591424974,219.50013903707315,226.26883120618726
56,1987-08-15 18:12:32+00:00,219.11012597657873,,,,,
57,1987-09-16 18:13:21+00:00,223.30896166746675,234.3054553969593,223.0552361770039,208.52719727679028,210.8023234497954,222.57179568693962
58,1987-09-25 18:07:22+00:00,218.4806660668895,213.12000244450738,198.0517179798142,209.3072265395262,212.23420591859264,220.2078335987094
59,1987-10-02 18:13:42+00:00,226.51101120908078,235.19495349508898,222.15545678928981,230.81988356712975,230.52333572949624,236.6660293493643
60,1987-10-11 18:07:41+00:00,221.9900376358281,234.6426233733764,214.6615262461466,211.73889308842334,221.93727861182975,225.49807339996332
61,1988-03-19 18:10:15+00:00,201.64933673825325,203.2271642586502,182.17914920919424,185.4603427660995,175.12102714045926,189.00266081659203
62,1988-03-26 18:16:30+00:00,217.25687662847875,213.45874834469203,193.4173151533111,199.96301487831926,200.57899459940234,211.0996380250609
63,1988-04-04 18:10:22+00:00,209.40595507044046,203.7974604004744,182.40064935846547,184.95501331144675,194.82776128390074,212.87973413770396
64,1988-05-13 18:16:50+00:00,195.96425728545285,194.61901916918984,185.66120190168704,190.45542098519377,184.2955279860392,185.40991654728774
65,1988-05-29 18:16:56+00:00,197.289428698988,203.7434001627266,187.95040469858242,189.0609766666837,197.77137542357437,197.02616513983537
66,1988-06-30 18:17:07+00:00,205.74046922598484,210.81739810298149,192.55709668104288,,,
67,1988-07-16 18:17:10+00:00,223.00973144568687,220.08987423394314,201.16220912105467,213.37439608604998,209.79612032439042,215.68363522212482
68,1988-09-02 18:17:16+00:00,229.8901947687749,225.40706392250493,215.90239837486513,213.87961550579732,222.84753028589049,220.71821602031076
