,dates,mex0073-0000,mex0073-0001,mex0073-0002,mex0073-0003,mex0073-0004,mex0073-0005,mex0073-0006,mex0073-0007,mex0073-0008,mex0073-0009,mex0073-0010,mex0073-0011,mex0073-0012,mex0073-0013,mex0073-0014,mex0073-0015,mex0073-0016,mex0073-0017,mex0073-0018,mex0073-0019,mex0073-0020,mex0073-0021,mex0073-0022,mex0073-0023,mex0073-0024,mex0073-0025,mex0073-0026,mex0073-0027,mex0073-0028,mex0073-0029,mex0073-0030,mex0073-0031,mex0073-0032,mex0073-0033,mex0073-0034,mex0073-0035,mex0073-0036,mex0073-0037,mex0073-0038,mex0073-0039,mex0073-0040,mex0073-0041,mex0073-0042,mex0073-0043,mex0073-0044,mex0073-0045,mex0073-0046,mex0073-0047,mex0073-0048,mex0073-0049,mex0073-0050,mex0073-0051,mex0073-0052,mex0073-0053,mex0073-0054,mex0073-0055,mex0073-0056,mex0073-0057,mex0073-0058,mex0073-0059,mex0073-0060,mex0073-0061,mex0073-0062,mex0073-0063,mex0073-0064,mex0073-0065,mex0073-0066,mex0073-0067,mex0073-0068,mex0073-0069,mex0073-0070,mex0073-0071,mex0073-0072,mex0073-0073,mex0073-0074,mex0073-0075,mex0073-0076,mex0073-0077,mex0073-0078
0,1984-12-23 16:24:48+00:00,,,,,,,,,,,,,,,226.11726887124001,224.2567876250389,227.08791526975102,230.823194678287,235.57255237432526,239.94852756630075,231.639636590185,236.34850066901313,230.53670635269884,230.3154727188194,223.07899749903055,222.59332765015682,216.96850046809956,219.83848210670448,211.95247397823886,212.9888691901627,208.65465537936421,204.69898931672282,200.51426546701742,200.9566045252716,199.85604634466952,202.28830206895242,201.9659602019106,205.49206434984237,207.30126803222103,203.9118548938122,201.97221028228836,195.2496031736042,196.04790094651835,190.4553583044391,192.45312634552852,190.0773336807049,196.2164129790831,195.19035221772975,196.49738896859026,191.29985057193122,197.93769810992333,196.8339261960916,197.78550936487161,201.43210130167193,209.50818091234825,206.5037329351286,210.16331619754916,203.26998296914064,210.94097294261587,208.10984797683946,210.9891471975677,,220.40572333640918,231.12096686494215,228.01576671032635,227.90298155954454,227.99489532947808,,,248.79216766530354,254.43052537965343,244.67644528791337,238.07442783691602,228.87978681847645,232.95137830493672,229.62144607803424,232.15276902371477,238.61472482882024,248.32726458230186
1,1985-09-30 16:17:33+00:00,195.01214383400202,187.44911473889883,192.91314700271937,191.68407954341578,199.05801694787343,189.33760392448897,183.0030985255278,186.37434756417258,189.89623502898763,188.70621437081923,198.6958641896277,203.14499036956136,201.35694878723643,208.00982349359793,206.90153083478765,212.03284967776568,216.92566421578707,219.18542103740526,225.86827432652913,220.27134545444585,217.71926058108403,214.56837448221378,222.55253928913893,218.10632408789277,217.7273126515855,212.00998788064527,208.3306180834196,208.73291497338926,204.96172458604252,206.54436246179296,196.2324750808148,196.83546418511884,194.64480155153467,198.58626298685616,194.7092569042021,199.71053966239398,197.7899975933613,200.8256053186731,198.15374957364156,193.4916763652588,191.01150101193588,189.6498926319041,188.06725803266582,185.98949368001087,189.3304194344376,184.61590665624556,187.50177724600022,179.79744183533415,181.0099026349103,180.0674428021863,184.4128370771411,183.0175053441287,182.42233506431973,190.19361534124425,188.8957518632169,191.4884713600858,196.89443713122617,194.79763907150456,193.26629219783447,195.96624860662607,193.35752612989913,195.91795064279378,204.7325297610708,215.83782619549223,213.73255141166476,217.5539086511785,218.6048641941056,,,228.79179506451973,232.08273257228734,234.07930829890677,222.21595179641645,211.7239223395405,202.25433800509072,200.16335134733504,208.0865070043776,218.43573458192512,223.18736228981325
2,1985-10-07 16:23:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-01-20 16:15:42+00:00,214.28542649741513,214.6365997280501,217.58921816325147,204.33619379161829,204.556601638401,199.40491003268605,208.68811590958475,209.51048816250287,214.08057480338934,211.85532638994286,220.4374404031565,216.3174422471694,221.10776467714217,222.88648882466458,224.5131616472934,232.33227679700894,233.4619206336837,239.08986800303418,235.75741530700492,238.04556729240042,236.72690364217684,239.24295407328495,232.01064457997307,228.45678423912057,223.69557467010026,227.6322196526708,224.30669462221044,223.17598603283338,213.48718459748667,214.02834820406886,216.86696771136843,211.7602009117188,217.6190486580689,215.67035588868677,217.20226782587386,218.1511995518953,221.6600566878167,222.22267763991022,223.78090412160986,215.5858061197041,211.7495982356086,214.239479058694,207.50239098175052,213.22723964375342,205.2493568744787,211.1001764564634,208.51210607219292,207.0848116625873,204.87097390240882,197.52051498549244,202.07226745920923,203.06847440839115,204.2343929031056,204.93538733287866,210.8863321001644,211.6171092539165,208.7348743557983,213.97253277569754,210.54299765202563,218.86048607804423,215.18805212458508,213.6456822869366,218.4115910082351,226.8781305393303,227.195012024748,228.66391583669528,233.85430720332064,236.2589813921053,,243.61429171767645,246.2853934006739,242.14606635330645,233.42084565315145,225.05313019221742,225.19367211718694,225.88636327152167,225.018987022627,228.91211195310686,238.77305174508504
4,1986-01-27 16:21:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1986-03-25 16:14:19+00:00,212.15549448543752,213.86313653757742,207.90102766477872,210.29440767218068,202.9056518287631,197.28203640962096,196.44164371349683,199.4886104109567,199.91781787334477,202.62783571847905,210.40549303228985,211.69768588244492,217.01395866382765,217.1752820224662,225.1340212625716,220.9943417431356,226.44422659568824,226.28375876602587,226.77333436700624,229.04082045363006,227.06571304350194,233.08297963178677,228.16922966079804,225.96270871766274,220.493789013181,222.39211620229707,220.73874397512364,221.1331874685477,216.43228163341774,212.5068107904727,210.8798044526038,205.62272073792457,209.5812855984609,206.61884669701763,209.03036140904993,208.77087027686667,213.28945757064815,210.13245422595924,207.9015332921463,206.44318234600007,201.03702660900927,202.6457455248373,197.39434922031512,201.38580560124734,199.3425347970871,202.70550523035362,201.22785393872294,204.60167663185132,202.99063233672567,205.10659480833323,201.38751746630263,201.36457254071635,203.61949412038857,206.68201641759305,212.8649242358635,206.4255548486607,205.55162132621706,207.24149252927063,209.63641391295812,216.34538273021616,216.17763078201344,211.7173371723669,218.62528112137934,229.34000490116821,227.47234214091353,231.88172388537637,230.59100478334284,228.82460316143096,227.46608767817037,234.59398649714262,241.95020344570963,230.91478490505236,223.23617717700228,215.3107401670595,218.77151061867005,221.36652996178225,220.28400841829097,227.64822470593148,233.1193939070944
6,1986-04-10 16:13:58+00:00,213.85464977211655,207.6370099121847,203.75369934744035,196.607397818727,198.01921542503257,193.87578364481388,198.5493537594454,195.14889778368843,199.42389161915636,200.40095608785964,203.3608695383221,208.15874205007074,207.28672437699754,211.79616015425736,211.7600677091241,218.38266735524041,220.66695397700764,222.0072147823,220.8513232299039,223.618885945039,227.89894182959392,224.07372102955762,224.91180923977834,219.12882205376562,219.58850310967117,212.87520667151273,207.78340707145986,202.63305633669341,204.32507946469613,202.29731622691577,204.18616931643598,199.37448680433565,198.85441403577923,199.259933430548,197.05905439491187,198.4498646015023,197.84240165167907,202.31277080427654,200.25797169185208,199.86573968399983,194.08841491532522,194.21246945728987,192.34765017627183,190.938176840649,192.7068676564242,188.55648595213233,190.0292142873132,191.41693247412246,193.18953436001553,189.2567984739997,188.71086900080758,193.506695839959,197.02284383439627,199.52732219826711,198.36846111667433,203.0967305416073,198.31362105047285,194.3861718462212,195.6319829848293,201.56777559658622,204.68895392656387,201.7711540656883,208.14658225970646,218.07080514540257,218.34325524330634,221.3550435474424,225.01084095620953,227.20421907890588,220.87348105406915,226.96140889936868,230.63428259178693,229.57759195821353,217.7887569917987,217.50269607595882,211.94001928225168,205.88813678212148,209.70229850846374,212.4635732691232,230.59313040952347
7,1987-05-31 16:12:40+00:00,201.7992875317488,194.05232092808671,196.59119001886074,197.45171653953597,195.6416989772584,192.79863443106893,186.8426752513824,192.5189421521716,190.41826988659756,195.48903712552445,199.93659309687305,198.8158703614104,198.06602766510113,205.0140537485366,206.3280233957895,210.16961806792077,213.68397342525486,217.85543852222065,223.17972146884676,218.66860854191796,217.9516785174454,217.5276830461657,223.9001228188921,217.98827123546909,218.9832052865687,215.30970779515619,213.082845647274,208.51916787503296,207.26296225803185,205.40101818002657,204.3918074618611,201.18533259591996,199.6717811627804,198.28991860993466,195.26752135358262,197.15877543327213,197.4007264458499,201.7927486395305,199.24260988674362,200.8158937427999,197.65002332970153,192.87169575200696,192.85424684527047,188.96302389457878,192.61239217239284,186.91167294876763,189.28074431643824,190.6166028504266,196.96008301870188,189.119334609842,188.4313326329604,188.34224961301678,197.86476008775392,199.03759373377508,200.3750603925638,205.55698729108468,197.95670646647267,200.68568613655577,198.481477375832,199.8922443519035,192.7454568240629,194.90015816485405,202.10181240959156,211.3113374943545,209.67182218800264,205.85261010020736,204.43952112637288,207.8904805648993,,223.1423922560644,229.89109737727446,218.80944449733772,201.82610074952322,200.74298917708327,193.69673139024624,196.76658122321714,199.3643020352702,201.29060277089565,211.09267734086683
8,1987-07-18 16:13:40+00:00,197.51275878982713,186.77483646755297,182.3749695900418,184.47341271587194,184.17970630960517,185.37489322078432,187.27485518530986,191.99882549548124,191.38366710387905,197.93142481387824,201.35170939113985,201.70875277012482,201.35517477305308,201.1552076106732,210.76374043849304,213.6015673226394,216.40745981728767,213.12409857001785,216.63577554072563,217.35119492470585,222.20855340821348,219.07722098430543,217.1893266458067,213.74540975752362,214.46320550185632,210.55464227414353,212.2143527208832,210.64466658140893,208.0918427582817,198.92987892386412,193.8794984812779,198.76804146636945,192.70792077623014,196.41144217450966,191.06178400766254,191.07054257387858,190.0256306434311,196.32408511127088,195.86160215006296,191.20845496243854,190.54954618920223,185.93954541728803,183.95557610109293,180.1069545982013,181.51910455365717,183.26895368716828,187.02735191607445,185.68567774747098,186.23702705345812,185.06586750584358,187.37946562125734,190.07907134010753,187.3718187283071,186.25092697374214,192.89779201702447,196.259614746919,196.2398422841064,197.26706119913516,191.27676230052717,193.90765275689805,194.62594717539372,187.170996146939,191.49632321710143,206.8046789211875,206.53137427903027,209.51838177508537,205.52116299203215,205.29244603247287,,218.9465885681419,218.11755715057868,220.20743208211317,203.94795632039944,198.1703118158346,199.17549342437,197.07417130465552,207.09657855476047,208.37586401578673,219.71422747644553
9,1987-08-03 16:14:08+00:00,181.4721089677068,182.62455621293384,178.36610335030778,175.8435372221732,176.13247513949077,171.94326814173877,173.44476508181071,181.305074517595,178.3632124620982,187.86575065756745,184.78884271831964,190.1415498346783,191.17230554674455,195.21110298240433,199.18731804613762,198.71854407291573,204.558701398752,207.38853154742333,214.27071776854478,210.62890233716317,210.89936784971684,205.6387247645247,212.21656693749748,209.04976936334066,211.4434882349871,205.04318385435496,199.21468656139217,194.5353305731522,188.3539451959494,185.71470916234284,186.20261975680253,186.8656822489874,183.1622594131132,182.87842405027106,182.24106423817938,186.50892450485105,185.3763580974308,187.57027299337526,190.70903478328592,183.74663842070342,184.5373293464247,181.73832469230325,178.52619978605105,177.74481690410977,172.56931513612224,171.40563345718792,177.15822386622972,178.6305224658956,179.76454604136228,171.6264782357117,173.20739058204288,174.78006680907663,178.99564804419916,182.91258819859533,182.79935468045633,191.07109367437587,180.11313985418533,184.4569965266145,184.10678412804816,184.90882090731657,182.6406174620445,180.0548343120857,185.9527733401863,192.7460013662005,192.96031319288755,191.38197956582437,195.72778463438917,197.74101859586506,194.16395581153103,194.2730564888177,180.8923136366325,200.96446627741935,198.494445055104,196.8848990793303,193.32231466719608,188.9712085692446,190.33456220004322,196.31891719533058,201.24023800507922
