,dates,jap0317-0000,jap0317-0001,jap0317-0002,jap0317-0003,jap0317-0004,jap0317-0005,jap0317-0006,jap0317-0007,jap0317-0008,jap0317-0009,jap0317-0010,jap0317-0011,jap0317-0012,jap0317-0013,jap0317-0014,jap0317-0015,jap0317-0016,jap0317-0017
0,1984-06-09 01:09:32+00:00,,161.60285121451437,166.17986870425628,,186.82930973948953,,,,,189.53509880715632,,,,,,,,
1,1984-09-22 01:05:16+00:00,200.93162305551635,189.36445926449738,202.12027210791857,210.14259728498953,220.23486031092924,222.61897412726168,228.29350755144486,230.43434663068723,226.91100432820676,223.10476409821868,218.82335651902517,228.73236756486278,237.12929896957397,253.1109233774255,251.5643573144785,246.33899301988737,244.9820085575909,234.77790497136692
2,1984-10-08 01:05:16+00:00,189.95817473187327,184.03564013803793,185.93269556010475,204.0617719899091,209.5370124813758,214.84479711883083,214.4439705812415,220.36901866496808,218.55434545643436,206.2867528535324,211.03674031713004,208.65009166756113,,222.93704406861727,234.82840915555408,224.74007848087172,224.21551023462334,217.3785081567954
3,1984-10-31 01:11:19+00:00,191.9690948408349,187.12121085421978,193.2127752983155,206.34133458162256,219.2605658344353,211.59100485490015,212.8223081425825,227.34240003130418,217.7949669759846,214.44197373050312,216.75540629877887,214.95832773802093,,237.94642992501915,250.4495332090618,238.49094170396097,244.20026100768786,232.34800641518123
4,1984-11-09 01:05:04+00:00,179.53033713860856,181.34595670567626,187.34848923931514,200.89704990551064,207.35075832235032,202.69451518283572,207.02568384269628,213.1646337403628,209.91932025705069,203.0770651864242,201.04873069420037,203.82850889970308,203.9375131825135,227.23873367082317,228.26461578055873,225.13252192353372,223.68288066172556,214.16945841207414
5,1985-01-28 01:05:33+00:00,179.36669883946976,181.9362824732696,186.67715782368472,193.66145095391218,199.37534894725974,200.0829493400612,204.47548267706068,210.04600546648064,204.951872741164,207.967208965097,193.084121872169,201.50409389867716,200.81854092373567,228.7620459755266,228.24039173192895,,230.15800807734198,218.47795812857527
6,1985-02-04 01:11:45+00:00,203.98745772761188,200.2292036035344,202.94758966080934,215.9849930706489,218.02519063241363,231.20862127270172,221.20075275448912,221.43091420350063,223.4716588293198,219.7307624607163,215.4516425031206,216.4042297097146,234.35816149238875,245.86195901023467,256.7113125341295,245.62448459548116,246.85735801285006,223.67290305966466
7,1985-04-25 01:11:34+00:00,152.03578413990965,163.92057461757636,162.55496924274573,176.64154076198628,182.55177148959595,175.64224977756948,185.82174680763396,195.60537696209434,,,,169.5445226045316,185.0286489662542,,,190.3488241914798,205.0097073062404,203.61498817776794
8,1985-06-05 01:05:16+00:00,163.23500117670838,174.84055144981122,179.34065020879018,190.0575193095407,192.28653061252206,191.18153505889322,198.50449788714656,,196.3436509672394,198.74738036218383,196.60889028996974,,209.85723870677833,223.1736487754606,,,229.1518150371823,224.95912098860384
9,1985-07-23 01:05:02+00:00,164.41341508732333,176.19802426507596,177.909774023522,183.1867379019462,190.90273400497452,193.31170891422005,206.41064974094726,208.01720359811495,206.97657006450166,204.4544319075406,199.12987213014907,199.22273410397818,207.20166081549044,210.8847205262081,,219.98933457890135,216.62411505024778,202.58044866543747
